"","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"471","Paul LaDue","L.A","D","33","3.5333333333333","0.10707070707071","20.47","33.99","8.30","22.21","21.79","12.20","25.26","13.51","19.54","-0.44","26.56","-5.56","-0.31","1.09","-4.28","-5.22","14.38","-8.89","-1.31","-3.04","-6.12","0","-3.05","-","-5.22","23.23","-10.47","0","19.74","0.00","-6.29","31.46","-8.62","0","21.38","0.00","0.00","50.00","0.500","0","0","50.94","118.87","0.00","0","0","50.94","0.00"
"616","Clark Bishop","CAR","C","20","4.0833333333333","0.20416666666667","-8.16","33.39","-10.24","-20.62","7.7","-23.87","-16.16","0.05","-26.85","-2.23","-4.46","-","-2.22","3.93","-25.78","-9.48","61.06","-18.48","-5.57","19.56","-18.52","-1.11","-2.79","-","-5.2","55.33","-18.42","-1.49","-0.74","-66.67","-12.08","-35.13","-17.65","0","-1.61","0.00","-","100.00","1.00","0","0","29.39","88.16","0.00","29.39","0","29.39","50.00"
"146","Riley Nash","CBJ","C","78","22.633333333333","0.29017094017094","-15.43","33.38","-16.93","-13.95","20.72","-18.41","-11.62","22.79","-21.61","-1.48","16.77","-25.00","-1.31","1.91","-19.55","-7.5","7.1","-14.74","-5.29","10.64","-25.00","-0.85","8.7","-30.77","-2.95","-4.73","-5.32","-0.28","12.45","-14.29","-6.11","39.63","-12.05","0","-1.83","0.00","0.00","66.67","0.667","5.3","2.65","50.37","37.11","9.52","5.3","7.95","74.23","6.67"
"149","Brad Malone","EDM","C","16","14.883333333333","0.93020833333333","-8.68","32.11","-8.91","-5.74","33.58","-7.92","-3.79","11.84","-6.57","-0.98","6.23","-14.29","-1.01","0.73","-12.61","-6.84","3.41","-13.21","-1.95","-6.48","-9.52","-0.98","-2.93","-","-6.52","13.19","-15.63","0","2.77","0.00","-2.82","44.28","-4.08","0","10.23","0.00","0.00","82.35","0.824","0","4.03","52.41","56.44","0.00","0","8.06","56.44","0.00"
"85","Marc-Edouard Vlasic","S.J","D","72","187.86666666667","2.6092592592593","-5.94","32.04","-10.15","-5.55","25.77","-11.39","-4.9","16.36","-12.33","-2.37","2.67","-31.00","-0.67","2.28","-11.47","-5.98","13.28","-11.85","-2.32","4.79","-9.81","-1.15","0.69","-25.00","-4.88","11.32","-13.54","-2.05","0.5","-50.00","-1.77","27.85","-7.75","0.46","2.31","16.67","2.94","86.21","0.891","0.64","8.62","42.48","21.08","1.48","2.87","12.14","67.39","4.09"
"620","Rourke Chartier","S.J","C","13","5.1833333333333","0.39871794871795","-22.43","32.03","-21.13","-21.68","36.16","-24.17","-16.45","12.28","-26.51","-2.24","-3.74","-","-1.34","5.61","-16.50","-11.21","40.28","-17.65","-6.73","7.82","-20.00","-0.75","-2.99","-","-5.98","43.28","-15.00","-1","0","-100.00","-5.4","-7.59","-11.63","-1.08","-1.08","-50.00","-","100.00","1.00","0","11.58","34.73","57.88","0.00","0","23.15","57.88","0.00"
"240","Brayden McNabb","VGK","D","81","228.01666666667","2.8150205761317","-12.09","31.99","-14.56","-11.13","22.69","-15.87","-8.09","18.2","-16.23","-2.88","3.62","-36.80","-0.78","1.96","-13.34","-6.81","19.36","-16.21","-4.26","6.07","-19.29","-1.63","0.54","-29.46","-3.4","17.72","-12.41","-2.02","1.8","-66.67","-4.68","17.89","-9.70","0.38","2.49","11.11","4.55","86.10","0.906","0.79","5.26","36.05","7.63","2.14","3.42","10","60","5.39"
"792","Karson Kuhlman","BOS","C","11","8.1166666666667","0.73787878787879","-4.88","31.13","-7.08","-1.2","5.18","-2.28","0.03","11.28","-2.22","-2.45","4.97","-20.00","-0.56","2.74","-10.43","-6.13","39.6","-12.82","-1.23","13.59","-12.50","0","-3.68","-","-6.54","34.68","-12.90","-3.27","13.17","-33.33","-7.09","-10.46","-11.76","0","-1.77","0.00","0.00","75.00","0.750","7.39","7.39","14.78","73.92","33.33","7.39","7.39","22.18","25.00"
"18","Trevor Daley","DET","D","44","115.5","2.625","-3.15","31.03","-5.35","-0.71","29.8","-4.55","-1.53","18.75","-6.17","0.97","-1.16","9.91","0","3.38","-3.73","-1.02","12","-3.69","0.16","11.85","-3.45","-0.07","0.01","-1.39","-1.57","0.19","-3.09","0.69","-0.39","20.00","-1.7","23.62","-4.85","0","-1.28","0.00","14.29","87.97","1.023","1.56","5.19","35.32","27.01","4.23","5.19","9.87","65.97","7.30"
"342","Ryan Dzingel","CBJ, OTT","C, L","78","1.35","0.017307692307692","-17.23","30.92","-14.40","-16.07","9.71","-16.87","-14.33","28.29","-19.12","-1.16","-7.94","-","-1.21","4.68","-15.59","-8.13","85.13","-14.43","-5.81","71.46","-25.00","-0.77","-2.71","-","-3.1","18.22","-7.02","0","-3.61","0.00","-5.31","-72.99","-","-0.28","-3.64","-7.14","-","100.00","1.00","0","0","0","88.89","-","0","0","44.44","0.00"
"12","Jason Spezza","DAL","C","76","1.35","0.017763157894737","-12.82","30.25","-11.06","-11.2","12.76","-12.83","-9.74","34.83","-15.27","-0.65","38.6","-10.00","-0.72","21.11","-9.63","-6.17","-9.45","-10.27","-2.92","-18.67","-","-0.16","-1.95","-","-4.33","12.29","-8.44","-0.43","-3.03","-12.50","-3.75","63.21","-5.44","0","61.85","0.00","-","50.00","0.50","0","44.44","88.89","311.11","0.00","0","44.44","88.89","0.00"
"571","Sam Reinhart","BUF","C","82","5.9","0.071951219512195","-1.86","30.16","-3.88","-0.52","19.37","-2.90","1.48","39.41","-4.29","-0.5","3.49","-6.98","-0.56","4","-8.23","-4.18","16.42","-8.56","-1.84","29.63","-7.97","-0.33","5.99","-7.41","-3.12","-17.62","-9.09","-0.22","-2.23","-9.09","-2.9","10.71","-4.41","0","-1.21","0.00","0.00","88.89","0.889","10.17","20.34","20.34","101.69","33.33","10.17","20.34","20.34","33.33"
"292","Tyler Pitlick","DAL","C","47","38.25","0.81382978723404","-3.99","29.92","-5.14","-2.68","29.66","-5.74","-1.7","25.61","-7.17","1.24","1.96","11.40","-0.62","2.14","-8.71","-4.38","20.84","-8.61","-3.27","4.9","-14.93","-0.33","-0.07","-16.67","-1.48","21.26","-5.44","0","2.79","0.00","-2.36","12.36","-3.52","0","-0.09","0.00","16.67","89.58","1.063","0","3.14","51.76","64.31","0.00","0","4.71","53.33","0.00"
"370","Boone Jenner","CBJ","C","77","112.36666666667","1.4593073593074","5.93","29.01","-1.29","7.24","19.24","1.10","5.34","15.29","-0.70","0.07","4.56","-11.99","1.28","1.28","9.95","1.17","9.03","-1.57","1.81","-0.01","6.17","-0.69","0.22","-16.67","-0.85","12.06","-6.55","-0.41","4.17","-33.33","3.61","19.07","1.72","0","1.76","0.00","8.11","83.51","0.916","1.6","6.94","52.86","39.51","2.94","2.14","8.01","74.22","2.80"
"107","Trevor Lewis","L.A","C","44","63.633333333333","1.4462121212121","-5.17","28.67","-6.28","-4.38","20.19","-6.60","-5.55","15.97","-10.81","-0.87","1.11","-10.53","-0.77","2.65","-10.98","-5.49","5.31","-9.50","-5.64","3.39","-24.53","-0.43","-0.21","-12.50","0.2","2.56","0.13","0","0.88","0.00","1.91","33.42","-1.22","0","0.95","0.00","0.00","86.76","0.868","1.89","6.6","38.66","58.46","4.65","1.89","9.43","42.43","4.26"
