"","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"775","Max Sasson","VAN","C","29","0.066666666666667","0.0022988505747126","-15.94","798","-13.51","-14.74","822.3","-15.95","-10.36","850.99","-17.45","-0.8","-7.57","-","-1.07","42.7","-10.81","-7.17","-60.17","-","-1.2","-25.1","-","-0.4","-3.19","-","-7.97","-46.75","-","-0.53","-2.66","-16.67","-8.06","2502.16","-7.61","0","-3.45","0.00","-","100.00","1.00","0","0","900","0","0.00","0","0","900","0.00"
"376","Rodrigo Abols","PHI","C","22","0.18333333333333","0.0083333333333333","-14.97","556.15","-13.21","-12.12","586.1","-15.04","-8.56","613.9","-17.39","0","320.86","0.00","-0.73","82.25","-9.07","-7.84","270.94","-12.22","-4.28","310.87","-20.69","0","324.42","0.00","-4.75","-53.24","-","0","-2.85","0.00","-5.15","381.07","-5.32","0","-1.03","0.00","-","50.00","0.50","0","0","327.27","0","0.00","0","0","327.27","0.00"
"427","Tanner Laczynski","VGK","C","8","0.81666666666667","0.10208333333333","-9.18","341.33","-8.45","-9.18","145.41","-10.91","-7.65","99.49","-13.89","-4.59","-6.12","-","-0.76","37.74","-8.69","-6.12","243.37","-10.81","-1.53","119.39","-5.26","-1.53","-4.59","-","-6.12","165.31","-16.67","-4.08","0","-100.00","-2.21","110.54","-2.13","0","-2.21","0.00","-","100.00","1.00","0","0","0","73.47","-","0","0","0","-"
"768","Georgii Merkulov","BOS","C","6","0.16666666666667","0.027777777777778","-8.38","276.23","-9.09","-6.28","297.17","-9.09","-6.28","320.21","-13.64","-2.09","-2.09","-","-1.25","15.04","-14.26","-2.09","-48.17","-","-2.09","-23.04","-","0","0","-","0","-33.51","-","0","-2.79","0.00","-3.03","420.17","-2.94","0","0","-","-","100.00","1.00","0","0","0","360","-","0","0","0","-"
"442","Kailer Yamamoto","UTA","R","12","0.16666666666667","0.013888888888889","-10.22","265.21","-9.73","-10.22","287.52","-12.36","-6.5","-51.11","-","0","-11.15","-","-0.49","57.59","-5.60","-3.72","299.6","-5.80","0","329.33","0.00","0","-6.5","-","-4.96","-39.65","-","0","-3.72","0.00","-5.37","-79.19","-","0","-2.68","0.00","-","-","-","0","0","0","360","-","0","0","0","-"
"426","Michael Pezzetta","MTL","L","25","0.16666666666667","0.0066666666666667","-13.76","251.7","-11.27","-10.65","-78.12","-","-7.99","-53.7","-","-1.33","-6.21","-","-0.68","-8.93","-","-5.77","-62.14","-","-1.78","-25.74","-","-0.89","-3.55","-","-5.33","-48.53","-","-0.59","-2.37","-20.00","-8.33","418.06","-7.56","0","-1.28","0.00","-","-","-","0","0","0","360","-","0","0","0","-"
"684","Matt Rempe","NYR","C","42","0.18333333333333","0.0043650793650794","-19.84","234.57","-17.63","-17.58","257.25","-20.06","-12.19","279.08","-20.19","-3.69","-6.52","-","-1.47","42.8","-15.24","-8.22","270.86","-12.72","-2.83","301.48","-9.90","-1.13","-2.83","-","-7.18","-40.82","-","-1.51","-3.4","-30.77","-14.74","-73.3","-","-1.64","-1.64","-50.00","-","100.00","1.00","0","0","0","654.55","-","0","0","0","-"
"774","Parker Ford","WPG","C","3","0.61666666666667","0.20555555555556","-23.74","196.95","-20.00","-15.82","228.6","-20.00","-15.82","57.74","-28.57","-7.91","-7.91","-","-6.91","37.62","-58.73","0","155.03","0.00","0","170.86","0.00","0","0","-","0","-21.1","-","0","0","-","-22.86","3.4","-14.29","-11.43","-11.43","-50.00","-","100.00","1.00","0","97.3","0","0","-","0","97.3","0","-"
"740","Ryan Greene","CHI","C","2","0.76666666666667","0.38333333333333","-23.84","193.84","-16.67","-23.84","139.42","-20.00","-23.84","14.68","-27.27","0","-23.84","-","-3.34","22.32","-20.05","-15.89","233.57","-16.67","-15.89","-39.74","-","0","-7.95","-","0","364.41","0.00","0","-10.6","0.00","-11.48","-91.83","-","0","-11.48","0.00","-","100.00","1.00","0","0","0","0","-","0","0","0","-"
"391","Patrik Laine","MTL","L","52","0.2","0.0038461538461538","-14","182.81","-10.67","-11.86","-82.79","-","-10.44","-56.69","-","-1.66","-6.88","-","-0.68","-9.69","-","-4.74","-67.84","-","-1.66","-27.28","-","-0.71","-3.32","-","-4.11","-54.09","-","-1.27","-3.16","-28.57","-7.54","322.66","-6.38","0","-1.71","0.00","-","-","-","0","0","0","0","-","0","0","0","-"
