"","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"744","Adam Johnson","PIT","C","7","0.21666666666667","0.030952380952381","-20.75","483.3","-22.73","-18.67","506.12","-28.13","-14.52","247.87","-33.33","-4.15","-8.3","-","-1.06","56.87","-21.89","-10.37","252.02","-29.41","-6.22","-6.22","-","-4.15","-2.07","-","-5.53","344.33","-18.18","0","-5.53","0.00","-5.99","343.05","-9.52","0","0","-","-","100.00","1.00","0","0","0","276.92","-","0","0","0","-"
"556","Anthony Angello","PIT","C","8","0.26666666666667","0.033333333333333","-20.69","376.9","-22.06","-19.31","403.1","-29.17","-12.41","194.66","-29.03","0","-4.14","-","-1.54","44","-29.92","-11.03","194.66","-26.67","-5.52","212.59","-30.77","0","-1.38","-","-7.36","-23.91","-","0","-3.68","0.00","-13.95","273.2","-21.21","0","0","-","-","100.00","1.00","0","0","0","225","-","0","0","0","-"
"500","Daniel Carr","NSH","L","11","0.31666666666667","0.028787878787879","-22.24","287.66","-19.59","-21.07","312.24","-24.00","-17.56","145","-28.30","0","-7.02","-","-1.43","49.47","-19.12","-9.36","148.51","-18.60","-3.51","177.77","-23.08","0","0","-","-7.8","-39.01","-","0","-7.8","0.00","-11.83","204.37","-14.58","0","-1.69","0.00","-","100.00","1.00","0","0","0","189.47","-","0","0","0","-"
"219","Gabriel Dumont","MIN","C","3","0.2","0.066666666666667","-6.62","233.82","-9.09","-6.62","247.06","-11.11","0","266.91","0.00","0","-6.62","-","-0.25","10.67","-5.15","0","-39.71","-","0","-13.24","-","0","-6.62","-","0","-35.29","-","0","0","-","-9.56","395.1","-20.00","0","0","-","-","100.00","1.00","0","0","0","300","-","0","0","0","-"
"450","Peter Cehlarik","BOS","L","3","0.76666666666667","0.25555555555556","-13.36","214.16","-11.90","-10.69","235.54","-12.12","-10.69","89.71","-13.79","0","-8.02","-","-0.65","20.09","-7.23","-2.67","103.07","-4.76","-2.67","129.8","-9.09","0","-2.67","-","0","-35.63","-","0","-7.13","0.00","-3.86","160.46","-5.56","0","0","-","-","100.00","1.00","0","0","0","78.26","-","0","0","0","-"
"415","Joseph Blandisi","PIT","C","21","1.0666666666667","0.050793650793651","-13.42","203.44","-14.71","-10.73","106.37","-14.68","-8.72","123.81","-16.25","-2.01","50.88","-27.27","-0.76","4.54","-12.35","-6.71","78.29","-16.39","-3.35","-11.4","-","-2.01","-1.34","-","-4.47","119.59","-12.82","0","71.42","0.00","-2.91","184.65","-4.69","0","-0.97","0.00","-","66.67","0.67","0","0","0","112.5","-","0","0","0","-"
"637","Adam Gaudette","VAN","C","59","0.4","0.0067796610169492","-9.62","195.23","-8.41","-9.42","223.07","-10.90","-8.61","243.51","-13.23","-0.6","142.99","-7.89","-0.39","-0.56","-5.00","-2.8","-58.7","-","-1.2","-21.64","-","-0.2","-2","-","-2.14","-49.42","-","-0.27","-3.47","-7.14","-3.76","369.67","-5.58","0","213.19","0.00","-","50.00","0.50","0","0","150","0","0.00","0","0","150","0.00"
"177","Antoine Roussel","VAN","L","41","0.43333333333333","0.010569105691057","-8.78","174.32","-7.88","-8.47","200.65","-10.00","-7.87","221.23","-12.38","-0.3","-7.26","-","-0.29","21.22","-3.96","-2.12","220.02","-3.59","-0.91","-20.58","-","-0.3","-2.42","-","-1.61","320.8","-3.23","0","-3.23","0.00","-4.37","-63.83","-","0","-3.5","0.00","-","100.00","1.00","0","0","0","138.46","-","0","0","0","-"
"489","Anthony Mantha","DET","R","43","0.66666666666667","0.015503875968992","-15.37","171.76","-13.53","-14.59","192.87","-15.91","-12.77","120.33","-17.63","-0.78","80.36","-7.50","-0.94","22.89","-11.11","-5.99","126.84","-10.13","-3.65","151.34","-11.29","-0.78","84.27","-12.00","-3.13","-32.66","-","0","-2.78","0.00","-6.4","69.02","-9.50","0","-2.63","0.00","-","50.00","0.50","0","0","0","270","-","0","0","0","-"
"272","Michael Chaput","ARI","C","2","1.45","0.725","-21.01","171.23","-21.43","-14.01","89.12","-28.57","-14.01","68.75","-50.00","0","-14.01","-","-0.21","8.33","-5.41","-7","192.89","-33.33","0","34.38","0.00","0","-7","-","-9.34","211.35","-50.00","0","-9.34","0.00","-10.12","-31.28","-10.00","0","0","-","-","100.00","1.00","0","0","41.38","0","0.00","0","0","82.76","0.00"
