"","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"340","Max Willman","N.J","C","18","0.033333333333333","0.0018518518518519","-14.19","1714.17","-14.19","-12.84","1740.53","-17.76","-9.46","1754.72","-17.28","-0.68","-4.05","-","-0.85","78.79","-13.22","-6.08","1746.61","-10.23","-2.03","-19.6","-","0","-2.7","-","-5.41","2354.95","-10.71","0","0","-","-9.76","2526.79","-11.76","-0.98","-1.95","-33.33","-","100.00","1.00","0","0","1800","0","0.00","0","0","1800","0.00"
"237","Dominik Kubalik","OTT","L","74","0.066666666666667","0.0009009009009009","-16.62","795.33","-13.70","-15.21","823.27","-16.54","-12.73","845.54","-18.95","-1.06","890.28","-9.84","-1.13","38.27","-12.37","-7.25","-58.88","-","-3.89","-23.87","-","-0.53","-3.89","-","-4.48","-46.68","-","-0.47","-3.77","-11.11","-7.66","1199.63","-7.09","0","1295.66","0.00","-","0.00","0.00","0","0","0","1800","-","0","0","0","-"
"628","Joe Snively","WSH","C","3","0.21666666666667","0.072222222222222","-14.16","457.54","-12.82","-11.33","497.2","-16.67","-11.33","245.77","-26.67","0","-2.83","-","-0.73","78.04","-11.37","-5.66","500.03","-9.52","-2.83","-16.99","-","0","-2.83","-","-3.78","689.37","-7.14","0","0","-","-4.09","-85.92","-","0","0","-","-","100.00","1.00","0","0","276.92","0","0.00","0","0","276.92","0.00"
"470","Jacob MacDonald","S.J","D","34","0.75","0.022058823529412","-11.39","285.11","-9.02","-10.09","235.7","-10.69","-7.81","103.37","-12.12","-0.65","-9.44","-","-0.66","23.28","-7.01","-5.86","252.3","-7.96","-2.28","131.03","-7.29","0","-4.56","-","-4.77","161.69","-8.46","-0.87","-4.77","-15.38","-3.76","242.3","-3.48","0","-1.88","0.00","-","100.00","1.00","80","0","160","0","33.33","80","0","160","33.33"
"750","Logan Stankoven","DAL","C","24","0.16666666666667","0.0069444444444444","347.75","283.43","36.21","348.97","307.32","32.69","351.42","-34.3","80.00","360","-6.74","100.00","30.63","6.24","58.86","353.87","-39.2","86.49","355.71","-14.7","77.42","360","-3.06","100.00","-2.45","-32.67","-","0","-4.9","0.00","-7.08","432.4","-7.48","0","0","-","100.00","-","1.00","0","0","0","720","-","0","0","0","-"
"647","Bobby Brink","PHI","R","57","0.5","0.0087719298245614","-22.13","258.77","-17.94","-21.25","-69.68","-","-18.41","-44.04","-","-2.63","-5.48","-","-1.57","-7.02","-","-11.61","61.94","-16.67","-5.04","-21.03","-","-0.88","-2.85","-","-8.76","110.63","-15.08","-1.46","-2.92","-33.33","-10.76","248.24","-9.86","-0.95","-0.63","-60.00","-","-","-","0","0","0","120","-","0","0","0","-"
"717","Cole Perfetti","WPG","C","71","0.16666666666667","0.0023474178403756","-13.22","245.88","-10.38","-12.32","277.58","-13.00","-9.6","-57.24","-","-0.54","-7.97","-","-0.85","7.79","-8.77","-5.62","-61.41","-","-2.17","-27.53","-","-0.36","-4.17","-","-4.59","-45.16","-","-0.24","-3.62","-6.25","-6.54","406.44","-5.45","0","-1.57","0.00","-","-","-","0","0","0","360","-","0","0","0","-"
"722","Shakir Mukhamadullin","S.J","D","3","0.18333333333333","0.061111111111111","-30.4","227.39","-23.33","-30.4","-82.51","-","-26.06","-52.11","-","0","0","-","-0.77","-6.65","-","-8.69","-43.43","-","-4.34","-26.06","-","0","0","-","-5.79","-23.16","-","0","0","-","0","838.82","0.00","0","0","-","-","-","-","0","0","327.27","0","0.00","0","0","327.27","0.00"
"641","Nils Hoglander","VAN","L","80","0.38333333333333","0.0047916666666667","-12.93","212.46","-11.39","-11.64","239.47","-13.66","-9.91","-54.32","-","-1.01","-7.62","-","-0.87","26","-10.04","-5.32","-55.18","-","-2.87","-22.85","-","-0.72","-3.45","-","-3.26","-43.11","-","-0.38","-3.07","-11.11","-3.94","348.81","-3.68","0","-2.7","0.00","-","-","-","0","0","0","156.52","-","0","0","0","-"
"739","Daniil Miromanov","CGY, VGK","D","24","1.2","0.05","-15.85","179.58","-11.63","-13.31","115.7","-13.64","-11.41","94.86","-17.14","-0.63","39.86","-5.88","-0.7","10.84","-8.25","-6.34","136.62","-9.09","-1.9","130.35","-8.82","-0.63","-2.54","-","-5.92","8.36","-9.21","0","-4.23","0.00","-8.24","-67.85","-5.56","0","65.81","0.00","-","66.67","0.67","0","0","0","100","-","0","0","50","0.00"
