"","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"310","Chris Terry","CAR","L","68","0.48333333333333","0.0071078431372549","238.73","170.07","39.13","241.43","186.88","39.97","242.68","-42.11","88.26","-0.62","-5.19","-","37.29","16.2","55.66","244.54","89.91","56.83","122.27","-17.84","90.53","-0.41","-2.9","-","163.03","143.67","39.77","0","-1.66","0.00","-5.99","119.98","-9.17","-0.3","-1.5","-16.67","0.00","-","0.00","0","0","0","124.14","-","0","0","0","-"
"764","William Nylander","TOR","C","22","0.23333333333333","0.010606060606061","-13.18","168.4","-12.94","-10.65","193.25","-14.29","-8.62","212.01","-16.04","-1.01","252.58","-18.18","-0.58","168.41","-7.84","-6.09","208.46","-11.11","-2.03","-20.28","-","-0.51","-1.01","-","-5.41","304.99","-12.50","0","341.5","0.00","-5.86","-55.67","-","-0.73","-3.66","-16.67","-","0.00","0.00","0","0","0","514.29","-","0","0","0","-"
"371","Zac Dalpe","MIN","C","2","0.56666666666667","0.28333333333333","-30.44","150.88","-33.33","-30.44","158.49","-36.36","-22.83","173.71","-37.50","0","-7.61","-","-0.93","19.75","-17.10","-30.44","181.32","-50.00","-7.61","83.05","-25.00","0","-7.61","-","-30.44","131.03","-75.00","0","0","-","0","-32.98","-","0","0","-","-","100.00","1.00","0","0","0","105.88","-","0","0","0","-"
"787","Jakub Nakladal","CGY","D","27","0.25","0.0092592592592593","-15.6","141.76","-13.70","-13.49","-71.26","-","-10.96","-48.49","-","-3.79","-9.7","-","-1.3","-7.43","-","-8.43","-53.13","-","-5.48","-26.56","-","-2.53","-6.32","-","-3.94","-35.42","-","-0.56","-3.94","-12.50","-7.92","286.98","-11.71","-1.22","-0.61","-66.67","-","-","-","0","0","240","240","0.00","0","0","240","0.00"
"709","Oliver Bjorkstrand","CBJ","R","12","0.51666666666667","0.043055555555556","220.34","134.96","39.09","105.21","35.71","38.04","109.18","-55.6","88.89","116.13","-6.95","100.00","9.47","65.87","3.72","109.18","74.43","35.71","114.14","-22.84","92.00","116.13","-5.96","100.00","-6.62","129.69","-20.83","0","0","-","-7.17","-78.87","-","0","-1.43","0.00","100.00","-","1.00","0","0","0","348.39","-","116.13","0","0","100.00"
"221","Rich Clune","TOR","L","19","1.6833333333333","0.08859649122807","-11.19","125.78","-11.27","-9.73","113.5","-13.07","-7.79","94.89","-14.04","0","29.32","0.00","-0.67","13.2","-11.16","-6.33","99.75","-12.87","-3.41","19.1","-17.07","0","-3.41","-","-3.89","107.54","-10.00","0","46.23","0.00","-4.92","40.41","-7.29","0","-2.81","0.00","-","75.00","0.75","0","0","0","178.22","-","35.64","0","0","100.00"
"306","Patrick Maroon","ANA, EDM","L","72","0.55","0.0076388888888889","-13.14","121.89","-12.01","-11.21","148.04","-13.78","-7.33","170.73","-13.38","-0.69","-4.84","-","-0.96","8.11","-12.99","-7.06","167.54","-12.23","-3.18","88.06","-13.14","-0.28","-2.77","-","-5.17","105.98","-11.57","-0.37","-1.48","-20.00","-4.8","-59.95","-","0","-1.4","0.00","-","100.00","1.00","0","0","0","327.27","-","0","0","0","-"
"785","Artemi Panarin","CHI","L","80","1.0833333333333","0.013541666666667","41.8","113.7","8.82","44.04","137.82","8.07","46.28","103.53","12.31","-1.6","48.51","-18.87","5.57","45.36","-0.31","47.88","120.46","10.89","-3.51","33.34","-13.75","-1.12","-3.67","-","68.52","116.17","18.88","-0.43","-2.13","-16.67","-5.77","-83.54","-","0","-2.31","0.00","0.00","66.67","0.667","55.38","0","0","332.31","100.00","55.38","0","0","100.00"
"226","Chris Butler","STL","D","5","1.55","0.31","-15.03","101.48","-14.04","-13.15","48.49","-16.28","-7.52","74.79","-15.38","0","33.07","0.00","-1.51","14.05","-21.56","-11.27","24.81","-17.65","-7.52","69.9","-50.00","0","0","-","-5.01","-60.13","-","0","-5.01","0.00","-2.71","116.18","-5.00","0","53.2","0.00","-","66.67","0.67","0","0","0","193.55","-","0","0","38.71","0.00"
"690","Brett Kulak","CGY","D","8","0.83333333333333","0.10416666666667","-19.82","100.12","-14.61","-10.67","130.61","-11.11","-4.57","86.06","-7.32","0","64.38","0.00","-0.96","28.13","-10.04","-7.62","148.91","-10.20","-3.05","33.88","-7.41","0","67.43","0.00","-6.1","153.37","-13.64","0","-2.03","0.00","-11.01","-63.87","-","0","-2.2","0.00","-","50.00","0.50","0","0","144","72","0.00","0","0","144","0.00"
"186","Nikita Nikitin","EDM","D","11","0.31666666666667","0.028787878787879","-8.17","96.12","-8.05","-8.17","-77.02","-","-7","-63.01","-","0","-7","-","-0.3","-7.02","-","-2.33","-44.34","-","-1.17","-17.5","-","0","-2.33","-","-1.56","-35.79","-","0","-1.56","0.00","-3.37","206.26","-4.76","0","-5.06","0.00","-","-","-","0","0","0","378.95","-","0","0","0","-"
"103","Joffrey Lupul","TOR","L","46","0.33333333333333","0.0072463768115942","-15.07","95.51","-15.14","-13.24","117.89","-17.58","-9.59","137.53","-18.42","-0.23","-6.39","-","-0.99","4.84","-15.92","-7.54","140.5","-16.02","-4.11","167.67","-25.00","0","-2.97","-","-4.57","-36.23","-","-0.3","-2.74","-10.00","-7.92","-62.34","-","0","-1.98","0.00","-","100.00","1.00","0","0","180","540","0.00","360","0","180","66.67"
"364","Tyler Ennis","BUF","C, L","23","0.3","0.01304347826087","-10.53","91.6","-8.85","-9.29","114.52","-9.80","-4.96","-59.46","-","0","-9.29","-","-0.92","2.32","-9.87","-4.96","144.25","-8.16","-3.1","-25.4","-","0","-5.57","-","-2.48","226.2","-5.77","0","-2.48","0.00","-3.58","-73.37","-","0","-2.68","0.00","-","-","-","0","0","0","400","-","0","0","0","-"
"673","Patrick Sieloff","CGY","D","1","3.7","3.7","-21.18","91.57","-23.08","-14.12","66.2","-18.18","-14.12","38.73","-25.00","0","0","-","-0.96","-0.19","-10.93","0","-7.82","0.00","0","-19.08","0.00","0","0","-","0","15.01","0.00","0","0","-","-30.59","143.57","-60.00","0","0","-","-","100.00","1.00","0","0","32.43","64.86","0.00","0","0","32.43","0.00"
"40","Radim Vrbata","VAN","R","63","3.8333333333333","0.060846560846561","-11.52","91.08","-10.64","-9.6","82.43","-11.47","-7.49","51.98","-11.50","-0.58","-6.72","-","-0.79","6.58","-10.36","-6.53","88.46","-11.07","-3.26","26.8","-13.93","-0.38","-2.5","-","-4.35","82.22","-9.19","-0.26","-3.33","-7.14","-5.27","6.83","-7.95","0","-2.5","0.00","-","100.00","1.00","15.65","15.65","31.3","156.52","33.33","15.65","31.3","46.96","25.00"
"324","David Perron","ANA, PIT","L","71","0.93333333333333","0.013145539906103","53.17","89.57","15.28","54.21","113.87","13.69","56.88","137.14","13.26","-0.89","-5.78","-","-0.15","14.03","-7.55","58.36","79.23","22.61","-2.22","-19.41","-","-0.3","-3.26","-","80.77","131.52","22.32","-0.59","-1.98","-23.08","-5.35","17.73","-6.65","0","-1.5","0.00","0.00","100.00","1.000","128.57","0","0","257.14","100.00","128.57","64.29","64.29","66.67"
"595","Tomas Jurco","DET","L","44","1.3166666666667","0.029924242424242","-9","87.49","-8.67","-6.5","-23.21","-8.64","-4.25","-48.02","-","-0.25","-7.25","-","-0.49","-4.65","-7.41","-6.25","-41.27","-","-2","-17.26","-","-0.25","-2.75","-","-5.67","-32.01","-","0","-2","0.00","-2.53","192.12","-3.43","0","-4.34","0.00","-","-","-","0","0","0","136.71","-","0","0","0","-"
"661","Michael Matheson","FLA","D","3","0.4","0.13333333333333","-4.22","82.47","-5.88","-4.22","86.69","-6.25","0","-46.42","-","0","-12.66","-","-0.08","0.57","-0.82","0","99.36","0.00","0","-29.54","-","0","-8.44","-","0","171.86","0.00","0","0","-","-6.1","-24.38","-","0","-6.1","0.00","-","-","-","0","0","0","0","-","0","0","0","-"
"786","Andreas Martinsen","COL","L","55","1.2833333333333","0.023333333333333","-13.58","80.12","-11.27","-11.61","107.5","-12.74","-10.08","83.97","-15.18","-1.31","38.87","-14.29","-0.67","3.19","-8.22","-5.04","39.84","-8.58","-2.63","22.44","-9.76","-0.88","-3.5","-","-3.21","23.2","-7.59","-0.58","58.54","-13.33","-5.38","64.51","-7.08","0","-2.21","0.00","-","66.67","0.67","0","46.75","46.75","140.26","-","0","93.51","0","-"
"83","PA Parenteau","TOR","R","77","1.4833333333333","0.019264069264069","25.13","76.74","4.74","27.46","99.03","2.85","-10.26","76.77","-18.70","-0.41","34.16","-6.12","-0.49","49.14","-12.76","-7.11","39.05","-14.53","-3.56","25.13","-18.84","-0.14","37.85","-5.00","-4.74","18.56","-11.82","-0.18","-2.55","-6.67","50.33","57.2","21.38","-0.2","-2.57","-7.14","-","66.67","0.67","40.45","40.45","40.45","121.35","50.00","40.45","40.45","40.45","50.00"
"766","Nick Ritchie","ANA","L","33","0.36666666666667","0.011111111111111","149.53","72.78","36.56","150.66","95.35","34.03","-8.75","-48.25","-","-0.85","-5.64","-","-1","11.56","-15.51","-6.77","119.05","-13.19","-2.82","-17.49","-","-0.28","-1.98","-","-5.27","182.06","-12.73","-0.38","-3.01","-11.11","-6.11","-62.77","-","0","-2.04","0.00","-","-","-","0","0","0","327.27","-","0","0","0","-"
"551","Mark Arcobello","TOR","R","20","2.1666666666667","0.10833333333333","38.93","72.34","10.07","41.12","69.34","11.47","42.77","88.54","8.40","0","-9.88","-","7.19","6.27","24.07","48.25","59.75","21.07","23.3","8.49","31.40","0","-4.94","-","33.27","68.34","17.06","0","-3.66","0.00","-10.3","21.36","-14.94","0","-3.17","0.00","0.00","100.00","1.000","0","0","110.77","55.38","0.00","0","0","166.15","0.00"
"298","Alex Grant","ARI","D","5","2.85","0.57","-11.75","70.98","-13.33","-11.75","48.46","-17.14","-9.79","43.08","-19.23","0","32.31","0.00","-0.96","10.46","-15.72","-5.88","-4.9","-11.11","-5.88","-2.45","-20.00","0","15.18","0.00","0","-3.27","0.00","0","-5.22","0.00","-5.66","-6.37","-13.33","0","0","-","-","50.00","0.50","0","0","0","63.16","-","0","21.05","21.05","0.00"
"197","Rene Bourque","CBJ","R","49","0.7","0.014285714285714","-10.77","69.1","-9.52","-8.58","95.83","-10.19","-6.38","32.65","-10.74","-0.2","-6.98","-","-0.67","-4.07","-8.46","-5.78","33.85","-10.03","-2.79","-22.34","-","-0.2","-2.99","-","-3.99","74.92","-9.20","0","-2.39","0.00","-3.75","55.52","-5.20","0","-2.88","0.00","-","100.00","1.00","0","85.71","0","0","-","85.71","85.71","0","100.00"
"44","Scott Hartnell","CBJ","L","79","2.9333333333333","0.037130801687764","8.54","66.09","0.23","10.77","69.86","0.83","-6.42","51.47","-11.21","-0.39","13.91","-5.66","0.2","8.4","-3.91","14.17","13.83","13.32","-2.75","20.35","-11.80","-0.39","-3.27","-","22.56","-8.69","38.41","0","-2.1","0.00","-4.92","50.09","-6.74","0","-2.46","0.00","-","80.00","0.80","0","20.45","20.45","204.55","0.00","0","20.45","20.45","0.00"
"694","Petteri Lindbohm","STL","D","10","0.66666666666667","0.066666666666667","-13.83","65.57","-10.78","-11.32","7.01","-12.00","-10.06","-61.61","-","-1.26","-3.77","-","-0.82","-3.38","-10.11","-7.54","-56.58","-","-5.03","-18.86","-","-1.26","-1.26","-","-3.35","-50.3","-","0","-1.68","0.00","-1.82","190.98","-2.56","0","-1.82","0.00","-","-","-","0","0","0","360","-","0","0","0","-"
"31","Chris Neil","OTT","R","80","0.71666666666667","0.0089583333333333","-12.86","64.75","-11.13","-11.33","87.09","-12.35","-9.03","108.06","-13.20","-2.45","-9.34","-","-1.04","5.96","-12.27","-6.43","117.85","-11.48","-2.75","62.14","-11.32","-1.38","-4.44","-","-4.9","74.28","-11.59","-0.41","-4.08","-9.09","-4.2","-72.29","-","0","-2.65","0.00","-","100.00","1.00","0","0","0","251.16","-","0","0","0","-"
"588","Alan Quine","NYI","C","2","3.1166666666667","1.5583333333333","19.25","62.47","12.50","19.25","-14.54","25.00","19.25","-0.08","25.00","19.25","24.04","33.33","3.83","-2.33","49.76","19.25","52.88","16.67","19.25","-9.66","50.00","19.25","19.25","-","0","83.4","0.00","0","0","-","0","13.85","0.00","0","6.92","0.00","100.00","33.33","1.333","0","0","77.01","38.5","0.00","0","19.25","96.26","0.00"
"667","Derrick Pouliot","PIT","D","22","3.4333333333333","0.15606060606061","-0.94","62.35","-8.09","1.6","43.9","-6.38","-12.06","22.92","-20.43","-2.54","-5.08","-","-0.84","6.48","-17.30","-9.52","38.79","-23.44","-5.08","37.82","-25.81","-1.9","-2.54","-","-5.93","1.29","-21.21","-0.85","-1.69","-33.33","15.15","36.77","6.42","0","-1.83","0.00","-","100.00","1.00","0","17.48","17.48","104.85","0.00","0","17.48","17.48","0.00"
"795","Brandon Tanev","WPG","L","3","3.1166666666667","1.0388888888889","-34.78","58.36","-26.67","-26.09","84.45","-27.27","-17.39","72.03","-28.57","0","29.81","0.00","-3.2","2.02","-31.31","-34.78","22.97","-50.00","-8.7","1.86","-33.33","0","-8.7","-","-34.78","28.15","-60.00","0","0","-","0","51.11","0.00","0","55.61","0.00","-","66.67","0.67","0","0","57.75","19.25","0.00","0","0","115.51","0.00"
"599","Dmitrij Jaskin","STL","R","65","0.38333333333333","0.0058974358974359","-11.35","58.21","-10.35","-9.68","-75.11","-","-7.68","-54.41","-","-0.67","-5.51","-","-0.65","-7.08","-","-5.17","-51.07","-","-2","-21.7","-","-0.67","-2.84","-","-4.23","-39.17","-","0","-1.56","0.00","-4.82","163.65","-7.17","0","-2.17","0.00","-","-","-","0","156.52","0","782.61","-","0","156.52","0","-"
"385","Gustav Nyquist","DET","R","82","1.1333333333333","0.013821138211382","97.2","58.13","32.06","45.75","33.42","24.30","47.65","2.32","40.53","-0.27","-6.79","-","1.29","4.41","6.40","47.51","60.42","22.67","-2.58","34.76","-12.42","-0.27","-3.26","-","66.79","34.22","40.54","0","-1.99","0.00","73.73","2.18","46.44","0","-2.94","0.00","0.00","100.00","1.000","0","0","0","105.88","-","52.94","105.88","0","100.00"
"316","Paul Postma","WPG","D","26","0.73333333333333","0.028205128205128","-9.93","54.9","-8.37","-8.57","-0.75","-9.41","-6.77","25.87","-10.79","-0.45","-6.32","-","-0.76","8.05","-9.44","-7.22","32.19","-12.70","-3.61","-18.95","-","0","-2.71","-","-4.81","68.18","-10.53","-0.6","-1.2","-33.33","-3.26","38.02","-3.91","0","-3.91","0.00","-","100.00","1.00","0","81.82","81.82","81.82","0.00","0","81.82","81.82","0.00"
"157","David Clarkson","CBJ","R","23","0.36666666666667","0.015942028985507","-9.36","53.94","-7.87","-8.03","81.59","-8.91","-4.46","109.23","-7.58","0","-8.03","-","-0.85","5.36","-9.70","-4.46","112.35","-8.00","-2.23","-22.74","-","0","-2.68","-","-2.97","180.13","-7.25","0","-2.97","0.00","-3.22","-82.45","-","0","-4.51","0.00","-","100.00","1.00","0","0","0","163.64","-","0","0","0","-"
"696","Connor Brown","TOR","R","7","3.2833333333333","0.46904761904762","19.04","52.84","4.21","24.88","54.01","8.59","26.82","77.35","6.09","18.27","30.71","33.33","2.99","7.77","12.31","32.66","42.75","21.16","36.55","37.32","40.00","18.27","16.33","50.00","-5.19","7.24","-11.11","0","-2.59","0.00","-14.05","14.57","-17.86","0","23.59","0.00","50.00","71.43","1.214","0","0","18.27","127.92","0.00","0","18.27","36.55","0.00"
"286","Victor Bartley","MTL, NSH","D","10","1.1166666666667","0.11166666666667","45.18","50.07","17.86","-7.12","72.87","-7.46","-5.7","41.93","-8.00","0","-7.12","-","-0.44","2.18","-5.75","-5.7","13.84","-12.50","-1.42","-19.94","-","0","-4.27","-","-5.7","45.05","-17.65","0","0","-","75.55","56.45","31.29","0","-4.12","0.00","-","100.00","1.00","0","0","0","53.73","-","0","0","0","-"
"506","Derek Forbort","L.A","D","14","9.5166666666667","0.6797619047619","19.99","43","10.20","14.43","36.15","9.06","9.62","17.76","9.91","-0.75","12.93","-11.11","0.99","2.63","7.92","17.42","24.49","18.20","-1.5","19.88","-7.69","-0.75","10.37","-25.00","25.22","6.14","37.50","0","-1","0.00","-3.24","24.11","-4.62","0","4.79","0.00","0.00","72.73","0.727","0","12.61","25.22","81.96","0.00","0","18.91","31.52","0.00"
"534","Julian Melchiori","WPG","D","11","4.3166666666667","0.39242424242424","3.08","40.11","-0.42","-9.27","6.14","-9.23","-7.73","3.06","-10.42","0","7.72","0.00","-1.09","1.81","-13.35","4.63","-13.92","10.71","-4.64","-7.73","-17.65","0","-1.55","-","12.35","-8.26","21.33","0","0","-","0","82.51","0.00","0","13.38","0.00","-","80.00","0.80","0","0","27.8","55.6","0.00","13.9","0","27.8","33.33"
"755","Garnet Hathaway","CGY","R","14","8.6333333333333","0.61666666666667","-1.74","40.02","-5.01","-1.74","9.27","-3.50","-6.85","-12.18","-6.06","2.35","-0.41","11.54","-1.12","-1.64","-9.18","-5.01","-14.02","-3.03","-8.28","-8.19","-27.27","-4.6","-5.52","-","4.36","-7.78","12.88","0","-2.45","0.00","4.72","83.38","-1.84","10.04","10.04","50.00","100.00","80.00","1.800","6.95","6.95","41.7","62.55","14.29","6.95","13.9","41.7","14.29"
"458","Nicolas Deslauriers","BUF","L","70","8.2833333333333","0.11833333333333","-4.7","39.92","-5.89","-3.7","41.27","-6.91","-0.52","41.03","-5.60","-0.99","7.92","-13.16","-0.56","7.83","-9.44","-4.58","32.52","-8.85","-2.79","39.64","-13.21","-0.6","11.5","-16.67","-2.39","-9.5","-5.84","-0.27","-2.39","-10.00","5.86","14.14","4.91","0","-2.59","0.00","0.00","84.62","0.846","0","14.49","36.22","36.22","0.00","0","14.49","36.22","0.00"
"147","Drew Miller","DET","L","28","83.2","2.9714285714286","-2.47","38.98","-4.82","-2.47","30.21","-6.97","2.09","18.17","0.32","0","0.49","0.00","-0.7","3.34","-14.22","-4.72","3.75","-9.51","-2.8","4.51","-15.48","0","-2.96","0.00","-2.56","-1.02","-6.01","0","1.71","0.00","-3","46.95","-6.20","0","3.13","0.00","0.00","90.59","0.906","0.72","8.65","41.11","41.83","1.72","0.72","12.98","53.37","1.33"
"757","Dennis Rasmussen","CHI","C","44","1.6333333333333","0.037121212121212","-14.4","38.8","-11.75","-12.34","62.02","-12.69","-9.7","83.17","-13.20","-1.47","-7.93","-","-1.02","9.56","-11.93","-8.23","63.19","-14.89","-3.23","49.37","-11.83","-0.88","-4.41","-","-6.66","18.42","-17.89","-0.39","-1.96","-16.67","-5.09","-30.56","-5.74","0","-2.97","0.00","-","100.00","1.00","0","0","36.73","183.67","0.00","0","0","36.73","0.00"
"214","James Neal","NSH","L, R","82","1.85","0.022560975609756","22.41","38.54","10.10","-9.3","33.16","-12.67","-7.87","18.34","-14.47","-1","-6.59","-","-0.69","-0.92","-11.02","-5.15","-7.08","-11.54","-1.57","-15.03","-","-0.29","-3.15","-","-4.77","10.6","-12.76","-0.38","-2.29","-14.29","-3.72","73.75","-5.28","-0.21","-2.27","-8.33","-","100.00","1.00","0","32.43","32.43","194.59","0.00","0","32.43","32.43","0.00"
"685","Brock McGinn","CAR","L","21","7.1333333333333","0.33968253968254","0.34","38.38","-2.56","1.68","36.36","-1.74","2.36","13.81","0.66","0","-5.38","-","-0.18","1.51","-3.62","-4.04","5.73","-10.00","-2.02","-1.34","-10.00","0","-2.69","-","-2.69","9.43","-10.00","0","-1.79","0.00","8.26","35.99","5.14","0","-1.94","0.00","0.00","100.00","1.000","0","8.41","25.23","42.06","0.00","8.41","16.82","25.23","25.00"
"754","Dennis Everberg","COL","R","15","12.866666666667","0.85777777777778","-10.66","37.4","-9.78","-9.71","16.5","-10.45","-3","34.96","-7.50","3.71","-1.21","25.00","-0.76","-0.85","-9.16","-8.62","-21","-13.85","-1.92","-5.17","-9.09","0","1.79","0.00","-8.94","-21.11","-16.28","-1.28","-5.11","-20.00","-1.57","87.12","-6.74","6.74","1.2","50.00","100.00","89.47","1.895","0","9.33","41.97","55.96","0.00","0","13.99","46.63","0.00"
"792","Noel Acciari","BOS","C","19","24.333333333333","1.280701754386","-16.68","37.11","-15.47","-14.38","17.06","-17.81","-10.55","23.19","-22.56","-0.77","5.27","-14.29","-0.89","2.94","-16.65","-6.89","37.82","-16.98","-3.06","14.7","-23.53","-0.77","1.87","-20.00","-5.1","30.82","-13.89","0","6.58","0.00","-9.71","2.29","-10.12","0","-2.21","0.00","0.00","83.33","0.833","0","2.47","17.26","71.51","0.00","0","7.4","24.66","0.00"
"407","Tyler Bozak","TOR","C","57","11.566666666667","0.20292397660819","23.03","36.99","9.44","19.71","37.75","8.20","17.14","19.97","12.20","-0.56","-0.99","-8.33","2.45","9.07","6.24","14.58","28.15","9.95","17.76","13.03","25.62","-0.19","2.57","-6.67","-4.24","20.16","-10.76","-0.25","-2.49","-9.09","15.99","14.93","13.32","-0.27","-2.43","-10.00","0.00","91.67","0.917","15.56","5.19","129.68","41.5","10.71","25.94","5.19","145.24","15.15"
"734","Bo Horvat","VAN","C","82","185.88333333333","2.2668699186992","-5.32","36.82","-7.72","-5.36","25.84","-8.77","-3.2","24.61","-8.13","-0.46","-0.01","-5.80","-0.47","2.8","-8.68","-3.38","16.88","-7.71","-0.23","4.41","-2.89","-0.52","-1.78","-13.33","-4.2","16.62","-10.99","0.08","1.52","-2.02","-4.37","27.33","-9.65","0","0.91","0.00","6.25","90.71","0.970","1.29","5.49","56.49","25.82","2.23","2.58","7.75","77.79","3.21"
