"","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"424","Zach Boychuk","CAR","L","31","0.05","0.0016129032258065","-10.06","2305.94","-9.67","-8.52","1127.61","-10.53","-7.35","1151.61","-13.19","-0.77","-3.87","-","-0.54","40.22","-8.26","-3.87","2356.26","-8.13","-3.48","1182.19","-16.36","-0.77","-2.32","-","-0.52","1565.42","-1.47","0","-1.55","0.00","-6.15","-68.77","-","0","-0.56","0.00","-","100.00","1.00","0","0","0","1200","-","0","0","0","-"
"374","Anthony Peluso","WPG","R","49","0.16666666666667","0.0034013605442177","-15.42","618.54","-13.20","-13.19","645.49","-15.04","-10.41","665.93","-16.14","-1.11","353.12","-13.95","-0.99","135.67","-11.04","-10.03","663.7","-15.13","-4.09","335.29","-14.19","-0.93","356.47","-20.83","-7.93","437.88","-15.84","-0.25","-2.23","-10.00","-4.83","-58.24","-","0","-2.42","0.00","-","50.00","0.50","0","0","0","360","-","0","0","0","-"
"698","Stefan Matteau","N.J","C","7","0.13333333333333","0.019047619047619","-13.69","363.31","-13.64","-11.41","387.26","-15.38","-9.13","403.23","-16.33","-1.14","-7.98","-","-1.25","38.19","-24.56","-10.27","412.36","-21.43","-3.42","-10.27","-","-1.14","-1.14","-","-9.13","563.5","-20.00","0","-6.08","0.00","-1.65","-67.55","-","0","-3.3","0.00","-","100.00","1.00","0","0","0","900","-","0","0","0","-"
"389","Corey Tropp","CBJ","R","61","0.53333333333333","0.0087431693989071","-12.35","241.94","-11.44","-9.88","36.86","-11.55","-8.03","53.07","-11.90","-0.62","-7.41","-","-0.72","0.89","-9.51","-6.79","64.64","-12.43","-3.24","-19.14","-","-0.62","-3.55","-","-4.73","111.72","-11.00","0","-2.88","0.00","-5.8","98.28","-8.28","0","-2.23","0.00","-","100.00","1.00","0","0","0","225","-","0","0","0","-"
"291","Ryan Reaves","STL","R","81","0.2","0.0024691358024691","-13.07","210","-12.68","-11.01","234.36","-14.36","-8.26","254.45","-15.35","-0.14","-5.64","-","-0.65","17.1","-10.03","-4.68","258.44","-10.12","-1.24","-14.04","-","0","-2.89","-","-4.59","363.3","-11.11","0","-1.65","0.00","-7.55","-64.4","-","-0.2","-2.19","-8.33","-","100.00","1.00","0","0","0","600","-","0","0","0","-"
"371","Chris Terry","CAR","L","57","0.41666666666667","0.0073099415204678","-10.7","203.69","-11.26","-9.66","78.74","-12.89","-7.05","99.1","-13.57","-0.52","-5.74","-","-0.59","-0.18","-9.31","-4.44","249.11","-10.24","-2.87","125.47","-13.41","-0.52","-3.39","-","-2.09","164.85","-7.14","0","-1.39","0.00","-6.41","-60.7","-","0","-1.89","0.00","-","100.00","1.00","0","0","0","0","-","0","144","0","-"
"405","Matt Frattin","TOR","R","9","0.21666666666667","0.024074074074074","-17.38","198.05","-18.06","-14.7","215.43","-19.30","-10.69","-38.77","-","-1.34","-1.34","-","-0.94","7.55","-14.32","-8.02","-38.77","-","-2.67","-20.05","-","0","-1.34","-","-7.13","-24.95","-","-1.78","0","-100.00","-11.59","344","-17.14","0","0","-","-","-","-","0","0","0","276.92","-","0","0","0","-"
"659","Nikita Kucherov","T.B","R","82","1.0333333333333","0.01260162601626","-11.8","184.58","-10.04","-9.55","212.39","-10.91","-6.88","233.87","-10.86","-0.98","52.31","-14.58","-1.08","37.25","-13.92","-7.16","242.72","-13.08","-4.21","38.83","-17.96","-0.56","-1.97","-","-3.93","271.86","-9.42","-0.19","74.61","-6.25","-4.67","-78.9","-","0","-2.43","0.00","-","80.00","0.80","58.06","58.06","58.06","58.06","50.00","58.06","58.06","58.06","50.00"
"672","J.T. Miller","NYR","L","58","1.1666666666667","0.020114942528736","-19.01","173.39","-18.50","-15.62","41.06","-20.18","-12.45","59.85","-22.45","-1.13","-5.43","-","-1.02","0.5","-14.52","-9.28","7.29","-17.37","-4.3","-19.92","-","-0.91","-2.49","-","-6.64","36.28","-17.05","0","-1.81","0.00","-9.15","169.89","-14.74","-0.33","-2.29","-12.50","-","100.00","1.00","0","0","0","154.29","-","0","0","0","-"
"655","Miikka Salomaki","NSH","R","1","0.91666666666667","0.91666666666667","-35.41","172.76","-60.00","0","119.11","0.00","0","119.11","0.00","0","0","-","0","23.05","0.00","-35.41","130.91","-100.00","0","65.45","-","0","0","-","-47.21","87.27","-100.00","0","0","-","0","60.45","0.00","0","0","-","-","100.00","1.00","0","65.45","0","65.45","-","0","65.45","0","-"
"53","Michael Ryder","N.J","R","47","0.91666666666667","0.019503546099291","-8.26","163.51","-7.76","-6.96","59.79","-8.91","-5","76.75","-8.46","-0.65","-7.61","-","-0.48","1.16","-6.30","-3.7","14.34","-6.75","-1.52","42.83","-6.31","-0.43","-4.57","-","-2.9","-37.99","-","-0.29","-2.61","-10.00","-4.08","218.29","-5.88","0","-1.57","0.00","-","100.00","1.00","0","0","0","65.45","-","0","0","0","-"
"736","Jonathan Drouin","T.B","L","70","1.1666666666667","0.016666666666667","39.4","150.55","6.53","41.57","74.76","13.97","-7.02","96.98","-10.91","-1.17","-6.18","-","8.55","7.94","25.31","44.24","54.41","20.42","47.42","-19.21","82.73","-0.67","-2","-","-4.23","98.16","-9.79","-0.22","-3.12","-6.67","-4.83","143.7","-5.75","0","-2.65","0.00","-","100.00","1.00","51.43","0","0","102.86","-","0","0","0","-"
"510","Reilly Smith","BOS","R","81","1.0333333333333","0.012757201646091","100.15","135.95","19.10","101.35","102.67","22.87","104.78","123.88","21.60","-1.19","51.64","-15.69","1.7","-0.52","18.01","51.2","10.14","37.47","-3.14","-18.37","-","-0.75","-2.54","-","72.44","38","38.79","-0.2","-2.19","-8.33","76.11","189.07","13.96","-0.22","80.64","-6.25","0.00","66.67","0.667","58.06","0","232.26","232.26","20.00","58.06","0","232.26","20.00"
