"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","ixG/60","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"687","Elias Pettersson","VAN","C","26","3.35","0.12884615384615","0","17.91","0","17.91","17.91","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17.91","0.00"
"680","Casey Mittelstadt","BUF","C","41","10.55","0.25731707317073","5.69","5.69","0","5.69","11.37","100.00","11.37","50.00","0.91","11.37","11.37","5.69","5.69","0","0","0","0","0","0","0","5.69","5.69","0","0","5.69","5.69","22.75","22.75","284.36"
"640","Jesper Bratt","N.J","L","46","19.9","0.43260869565217","0","3.02","0","3.02","3.02","100.00","3.02","0.00","0.32","6.03","6.03","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.03","3.02","3.02","150.75"
"489","Lucas Wallmark","CHI, FLA","C","20","21.1","1.055","0","2.84","0","2.84","2.84","100.00","0","-","0","2.84","0","0","0","0","0","0","0","0","0","0","0","2.84","2.84","2.84","0","2.84","14.22","25.59","101.56"
"314","Morgan Rielly","TOR","D","55","22.95","0.41727272727273","0","2.61","0","2.61","2.61","100.00","10.46","0.00","0.36","13.07","13.07","5.23","0","0","0","0","0","0","0","0","0","7.84","2.61","0","2.61","0","0","0","-"
"288","Ryan Strome","NYR","C","56","51.7","0.92321428571429","0","2.32","0","2.32","2.32","100.00","4.64","0.00","0.22","4.64","4.64","2.32","1.16","1.16","0","0","0","0","0","0","0","0","3.48","1.16","2.32","2.32","20.89","18.57","61.44"
"394","Anthony Duclair","FLA","L","43","26.6","0.61860465116279","0","2.26","0","2.26","2.26","100.00","2.26","0.00","0.47","4.51","4.51","4.51","4.51","0","0","0","0","0","0","0","0","2.26","2.26","0","4.51","0","0","2.26","0.00"
"11","Braydon Coburn","NYI, OTT","D","19","48.2","2.5368421052632","0","1.24","0","1.24","1.24","100.00","1.24","0.00","0","1.24","1.24","0","0","0","0","2.49","1.24","1.24","0","0","0","2.49","2.49","3.73","0","3.73","0","0","-"
"400","Ben Harpur","NSH","D","33","48.95","1.4833333333333","0","1.23","0","1.23","1.23","100.00","1.23","0.00","0","1.23","1.23","0","0","0","0","0","0","0","0","0","1.23","0","2.45","1.23","0","2.45","0","0","-"
"717","Jan Rutta","T.B","D","35","50.9","1.4542857142857","0","2.36","1.18","1.18","2.36","100.00","2.36","0.00","0.05","2.36","2.36","0","0","0","0","0","0","0","0","0","0","2.36","1.18","3.54","0","7.07","0","0","-"
"386","Connor Clifton","BOS","D","44","58.366666666667","1.3265151515152","0","1.03","0","1.03","1.03","50.00","1.03","0.00","0","1.03","1.03","0","0","0","0","0","0","0","0","0","1.03","0","0","6.17","1.03","7.2","0","0","-"
"32","Carl Soderberg","CHI, COL","C","45","63.783333333333","1.4174074074074","0","0.94","0","0.94","0.94","inf","2.82","0.00","0.28","2.82","2.82","1.88","0.94","0","0","0","0","0","0","0","0","0.94","2.82","2.82","1.88","5.64","15.99","11.29","55.14"
"59","Nick Foligno","CBJ, TOR","L","49","82.883333333333","1.6914965986395","0","2.17","1.45","0.72","2.17","100.00","1.45","0.00","0.14","1.45","1.45","0.72","0.72","0.72","0","1.45","0.72","0.72","0","0","1.45","2.17","0.72","1.45","0","5.07","13.03","20.99","27.72"
"591","Matt Roy","L.A","D","44","84.383333333333","1.917803030303","0","0.71","0","0.71","0.71","100.00","2.13","0.00","0.05","2.84","2.84","0.71","0","0.71","0","1.42","0.71","0.71","0","0","1.42","2.84","0","2.84","0","4.27","0","0","-"
