"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","ixG/60","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"688","Matt Tennyson","S.J","D","27","12.666666666667","0.46913580246914","0","4.74","0","4.74","4.74","inf","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.74","14.21","4.74","14.21","0","0","-"
"443","Jori Lehtera","STL","C","75","30.5","0.40666666666667","1.97","1.97","0","1.97","3.93","100.00","1.97","100.00","0.2","1.97","1.97","1.97","1.97","0","0","0","0","0","0","0","0","0","0","0","3.93","3.93","19.67","13.77","115.72"
"504","Nick Leddy","NYI","D","78","53.35","0.68397435897436","0","1.12","0","1.12","1.12","100.00","2.25","0.00","0.14","2.25","2.25","1.12","1.12","1.12","0","0","0","0","0","0","2.25","0","2.25","4.5","1.12","4.5","0","0","-"
"284","Mark Fraser","N.J","D","34","62.216666666667","1.8299019607843","0","0.96","0","0.96","0.96","25.00","0.96","0.00","0","0.96","0.96","0","0","0.96","0","1.93","0.96","0.96","0","0","0.96","3.86","0","4.82","0.96","8.68","0","0","-"
"86","Deryk Engelland","CGY","D","76","66.183333333333","0.87083333333333","0","0.91","0","0.91","0.91","50.00","1.81","0.00","0.03","1.81","1.81","0","0","0.91","0","0","0","0","0","0","0","1.81","3.63","1.81","0.91","16.32","0","0","-"
"398","Jake Muzzin","L.A","D","76","70.433333333333","0.92675438596491","0","0.85","0","0.85","0.85","100.00","2.56","0.00","0.08","5.11","3.41","0.85","0","0","0.85","1.7","0.85","0.85","0","0","0","3.41","1.7","2.56","1.7","9.37","0","0","-"
"385","Dwight King","L.A","L","81","71.65","0.88456790123457","0","0.84","0","0.84","0.84","inf","5.02","0.00","0.39","6.7","6.7","3.35","1.67","0","0","0","0","0","0","0","0.84","0.84","0.84","5.02","0.84","4.19","0","0","-"
"203","Dustin Byfuglien","WPG","D","69","84.233333333333","1.2207729468599","0","0.71","0","0.71","0.71","100.00","2.85","0.00","0.17","4.27","3.56","1.42","1.42","1.42","0","1.42","0.71","0.71","0","0","0","4.99","2.85","9.26","0.71","8.55","0","0","-"
"268","Marc Staal","NYR","D","80","176.01666666667","2.2002083333333","0","0.68","0","0.68","0.68","50.00","0.68","0.00","0.01","1.02","1.02","0","0","0","0","0","0","0","0","0","0","1.7","2.39","2.39","2.05","7.16","0.34","0.34","17.04"
"335","Brian Strait","NYI","D","52","90.95","1.7490384615385","0","0.66","0","0.66","0.66","25.00","0","-","0","0","0","0","0","0","0","1.32","0.66","0.66","0","0","0","1.98","0.66","3.96","2.64","6.6","0","0","-"
