"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","ixG/60","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"536","Philip Larsen","EDM","D","30","2.4666666666667","0.082222222222222","0","24.32","0","24.32","24.32","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"121","Stephen Weiss","DET","C","26","18.966666666667","0.72948717948718","0","3.16","0","3.16","3.16","100.00","3.16","0.00","0.59","3.16","3.16","3.16","3.16","0","0","0","0","0","0","0","0","3.16","3.16","0","6.33","3.16","25.31","15.82","194.67"
"149","Marek Zidlicky","N.J","D","81","24.366666666667","0.30082304526749","0","4.92","2.46","2.46","4.92","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","2.46","2.46","0","0","4.92","0","0","0","-"
"768","Andrej Sustr","T.B","D","43","51.15","1.1895348837209","0","2.35","0","2.35","2.35","66.67","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1.17","1.17","0","3.52","0","4.69","0","0","-"
"671","Taylor Hall","EDM","L","75","28.566666666667","0.38088888888889","0","2.1","0","2.1","2.1","100.00","6.3","0.00","0.8","14.7","12.6","6.3","0","0","0","0","0","0","0","0","0","4.2","2.1","0","0","2.1","6.3","4.2","126.02"
"467","Jake Muzzin","L.A","D","76","34.05","0.44802631578947","0","1.76","0","1.76","1.76","100.00","1.76","0.00","0.03","1.76","1.76","0","0","0","0","3.52","1.76","1.76","0","0","5.29","5.29","0","10.57","5.29","3.52","0","0","-"
"288","Peter Regin","CHI, NYI","C","61","36.283333333333","0.5948087431694","0","3.31","1.65","1.65","3.31","100.00","3.31","0.00","0.46","4.96","4.96","4.96","3.31","0","0","0","0","0","0","0","3.31","0","1.65","3.31","0","0","4.96","26.46","26.11"
"514","Colby Robak","FLA","D","16","36.55","2.284375","0","1.64","0","1.64","1.64","50.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.64","4.92","13.13","0","0","-"
"715","Brandon Saad","CHI","L","78","55.666666666667","0.71367521367521","0","2.16","1.08","1.08","2.16","100.00","5.39","0.00","0.65","7.54","7.54","6.47","4.31","0","0","0","0","0","0","0","3.23","1.08","6.47","0","2.16","4.31","1.08","2.16","35.93"
"743","J.T. Brown","T.B","R","63","60.433333333333","0.95925925925926","0","0.99","0","0.99","0.99","100.00","1.99","0.00","0.11","3.97","2.98","1.99","0","0","0","0","0","0","0","0","0","1.99","0","1.99","0.99","3.97","0","0","-"
"158","Dennis Wideman","CGY","D","46","61.483333333333","1.3365942028986","0","0.98","0","0.98","0.98","50.00","0.98","0.00","0.06","2.93","2.93","0","0","0.98","0","0","0","0","0","0","0.98","1.95","0","6.83","0","7.81","0","0","-"
"462","Robert Bortuzzo","PIT","D","54","70.85","1.312037037037","0","0.85","0","0.85","0.85","100.00","0","-","0","0","0","0","0","0","0","3.39","1.69","1.69","0","0","1.69","0.85","0","13.55","2.54","5.93","0","0","-"
"9","Ed Jovanovski","FLA","D","37","72.016666666667","1.9463963963964","0","0.83","0","0.83","0.83","50.00","1.67","0.00","0.1","1.67","1.67","0","0","0","0","0","0","0","0","0","0","0","1.67","5","0.83","4.17","0","0","-"
"216","Eric Fehr","WSH","C","73","74.433333333333","1.0196347031963","0","0.81","0","0.81","0.81","100.00","3.22","0.00","0.26","5.64","4.03","3.22","0.81","0","0","1.61","0.81","0.81","0","0","0.81","0.81","5.64","3.22","1.61","3.22","4.03","3.22","44.78"
"529","TJ Brodie","CGY","D","81","160.91666666667","1.9866255144033","0","0.75","0","0.75","0.75","40.00","1.12","0.00","0.05","1.86","1.86","0.75","0.37","0","0","0","0","0","0","0","0.37","0.75","1.49","1.86","1.12","3.36","0","0","-"
"261","Mark Giordano","CGY","D","64","169.6","2.65","0","1.06","0.35","0.71","1.06","50.00","0.35","0.00","0.03","1.06","0.71","0.71","0","0","0","0.71","0.35","0.35","0","0","2.12","1.06","2.48","2.12","0.71","8.84","0","0","-"
"303","Mike Santorelli","VAN","C","49","84.083333333333","1.7159863945578","0","1.43","0.71","0.71","1.43","66.67","3.57","0.00","0.42","6.42","5.71","5","1.43","0.71","0","0","0","0","0","0","2.14","0.71","2.14","0.71","1.43","4.28","10.7","9.28","38.23"
"633","Nate Prosser","MIN","D","53","85.866666666667","1.6201257861635","0","0.7","0","0.7","0.7","100.00","1.4","0.00","0","1.4","1.4","0","0","0","0","6.99","0.7","0","0","0.7","1.4","1.4","3.49","1.4","1.4","9.08","0","0","-"
"36","Eric Brewer","T.B","D","77","178.13333333333","2.3134199134199","0","0.67","0","0.67","0.67","40.00","0.34","0.00","0.02","0.34","0.34","0.34","0","0","0","0.67","0.34","0.34","0","0","0.67","1.68","0.34","4.04","2.02","7.41","0","0","-"
"135","Fedor Tyutin","CBJ","D","69","190.83333333333","2.7657004830918","0","0.63","0","0.63","0.63","50.00","0.31","0.00","0.05","1.57","0.63","0.31","0","0.31","0","1.26","0.63","0.63","0","0","0.31","1.57","1.89","5.03","2.83","7.23","0","0","-"
"242","Lee Stempniak","CGY, PIT","R","73","97.616666666667","1.3372146118721","1.23","1.84","1.23","0.61","3.07","100.00","4.92","25.00","0.63","7.38","6.15","6.76","3.07","3.69","1.84","0","0","0","0","0","0.61","0","3.07","3.07","0.61","0.61","0.61","5.53","6.15"
"144","Christian Ehrhoff","BUF","D","79","204.81666666667","2.5926160337553","0.29","0.59","0","0.59","0.88","100.00","1.17","25.00","0.02","1.46","1.17","0.29","0","0","0","0","0","0","0","0","0.88","1.17","1.76","2.64","0.88","6.74","0","0","-"
"642","Martin Marincin","EDM","D","44","102.91666666667","2.3390151515152","0","0.58","0","0.58","0.58","50.00","0.58","0.00","0.01","1.17","1.17","0","0","0","0","0","0","0","0","0","0","3.5","2.91","1.17","0.58","11.66","0","0","-"
"521","Michael Stone","PHX","D","70","108.16666666667","1.5452380952381","0","0.55","0","0.55","0.55","50.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0.55","1.11","2.77","1.11","9.43","0","0","-"
"360","Dan Girardi","NYR","D","81","227.65","2.8104938271605","0","0.53","0","0.53","0.53","33.33","0.53","0.00","0.01","0.53","0.53","0","0","0","0","1.58","0.79","0.79","0","0","1.05","1.84","0.79","5.27","0.79","9.22","0","0","-"
"341","Vladimir Sobotka","STL","L","61","115.11666666667","1.8871584699454","0","0.52","0","0.52","0.52","50.00","2.08","0.00","0.23","5.21","3.65","3.65","0.52","0.52","0","3.65","1.04","0.52","0.52","0","1.56","0","2.61","2.08","0","3.65","25.54","16.16","31.92"
"347","Niklas Hjalmarsson","CHI","D","81","228.86666666667","2.8255144032922","0.26","0.79","0.26","0.52","1.05","80.00","0.79","33.33","0.01","0.79","0.79","0","0","0","0.26","0.52","0.26","0.26","0","0","0.52","3.41","1.57","1.84","1.57","9.96","0","0","-"
"436","James van Riemsdyk","TOR","L","80","116.61666666667","1.4577083333333","1.03","1.03","0.51","0.51","2.06","100.00","5.15","20.00","0.47","7.2","6.17","4.12","2.06","0","0","3.09","1.54","1.54","0","0","0.51","1.03","3.09","0.51","3.6","1.54","1.54","2.06","22.05"
"11","Patrik Elias","N.J","C","65","120.76666666667","1.8579487179487","0.99","1.99","1.49","0.5","2.98","100.00","1.49","66.67","0.11","3.97","2.98","0.99","0","0.5","0","0.99","0.5","0.5","0","0","0","0.99","3.48","0","0.99","0.99","6.96","13.91","16.56"
"398","Brian Strait","NYI","D","47","124.5","2.6489361702128","0","0.48","0","0.48","0.48","25.00","0","-","0","0.48","0","0.48","0","0","0","0","0","0","0","0","0.48","1.45","0.48","0.48","0","6.75","0","0","-"
"701","Raphael Diaz","MTL, NYR, VAN","D","63","129.95","2.0626984126984","0","0.46","0","0.46","0.46","33.33","0","-","0.01","0.92","0.46","0","0","0","0","0","0","0","0","0","0.46","2.31","0.46","1.85","0.92","9.23","0","0","-"
"202","Andre Benoit","COL","D","79","137.31666666667","1.7381856540084","0","0.44","0","0.44","0.44","100.00","0.44","0.00","0.02","0.87","0.87","0","0","0","0","2.62","1.31","1.31","0","0","0","1.75","0.87","3.93","0.87","6.12","0","0","-"
"243","John Mitchell","COL","C","75","136.51666666667","1.8202222222222","0","0.44","0","0.44","0.44","100.00","2.2","0.00","0.18","2.64","2.2","2.2","0.88","0.44","0","0","0","0","0","0","0","0","3.08","2.2","1.32","5.27","14.94","22.85","17.38"
"547","Jordie Benn","DAL","D","78","134.91666666667","1.7297008547009","0","0.44","0","0.44","0.44","25.00","1.78","0.00","0.09","2.22","2.22","0.89","0","0.44","0","0","0","0","0","0","0.44","0.89","1.78","3.56","0","6.23","0","0","-"
