"","Player","Team","Position","GP","TOI","TOI/GP","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","MDCF/60","MDCA/60","MDCF%","MDGF/60","MDGA/60","MDGF%","LDCF/60","LDCA/60","LDCF%","LDGF/60","LDGA/60","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"364","Joe Piskula","NSH","D","1","0.05","0.05","0","1200","0.00","0","1200","0.00","0","1200","0.00","0","0","-","0","64.77","0.00","0","1200","0.00","0","0","-","0","0","-","0","1600","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","1200","-","0","0","0","-"
"87","Travis Moen","DAL, MTL","L","44","0.13333333333333","0.003030303030303","0","450","0.00","0","450","0.00","0","450","0.00","0","0","-","0","23.96","0.00","0","450","0.00","0","0","-","0","0","-","0","600","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","900","-","0","0","0","-"
"751","Petteri Lindbohm","STL","D","23","0.28333333333333","0.01231884057971","0","211.76","0.00","0","211.76","0.00","0","211.76","0.00","0","0","-","0","5.18","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","305.88","0.00","0","0","-","-","100.00","1.00","0","211.76","0","0","-","0","211.76","0","-"
"89","Deryk Engelland","CGY","D","76","0.66666666666667","0.0087719298245614","0","180","0.00","0","180","0.00","0","90","0.00","0","0","-","0","19.5","0.00","0","90","0.00","0","90","0.00","0","0","-","0","0","-","0","0","-","0","130","0.00","0","0","-","-","100.00","1.00","90","90","90","270","50.00","180","90","90","66.67"
"760","Eriah Hayes","S.J","R","4","0.35","0.0875","0","171.43","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","247.62","0.00","0","0","-","-","-","-","0","171.43","171.43","0","0.00","0","171.43","171.43","0.00"
"221","Ladislav Smid","CGY","D","31","0.43333333333333","0.013978494623656","0","138.46","0.00","0","138.46","0.00","0","138.46","0.00","0","0","-","0","26.02","0.00","0","138.46","0.00","0","138.46","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","138.46","0","415.38","-","0","138.46","0","-"
"658","Brian Ferlin","BOS","R","7","0.43333333333333","0.061904761904762","0","138.46","0.00","0","138.46","0.00","0","138.46","0.00","0","0","-","0","0.29","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","276.92","0","276.92","-","0","276.92","0","-"
"455","Zac Dalpe","BUF","C","21","0.46666666666667","0.022222222222222","0","128.57","0.00","0","128.57","0.00","0","0","-","0","0","-","0","11","0.00","0","128.57","0.00","0","0","-","0","0","-","0","171.43","0.00","0","0","-","0","0","-","0","0","-","-","-","-","0","128.57","0","514.29","-","0","128.57","0","-"
"131","Keith Ballard","MIN","D","14","0.51666666666667","0.036904761904762","116.13","116.13","50.00","116.13","116.13","50.00","116.13","0","100.00","0","0","-","5.18","6.04","46.16","0","116.13","0.00","0","0","-","0","0","-","0","154.84","0.00","0","0","-","167.74","0","100.00","0","0","-","0.00","-","0.00","0","0","116.13","348.39","0.00","0","0","116.13","0.00"
"568","Brandon Manning","PHI","D","11","2.65","0.24090909090909","0","113.21","0.00","0","90.57","0.00","0","67.92","0.00","0","0","-","0","6.12","0.00","0","90.57","0.00","0","45.28","0.00","0","0","-","0","60.38","0.00","0","0","-","0","32.7","0.00","0","0","-","-","100.00","1.00","45.28","22.64","0","90.57","100.00","45.28","45.28","22.64","66.67"
"562","Curtis McKenzie","DAL","L","36","1.7666666666667","0.049074074074074","33.96","101.89","25.00","33.96","101.89","25.00","33.96","101.89","25.00","0","0","-","1.37","4.66","22.79","0","33.96","0.00","0","33.96","0.00","0","0","-","0","0","-","0","0","-","49.06","0","100.00","0","0","-","0.00","100.00","1.000","0","33.96","33.96","237.74","0.00","33.96","33.96","33.96","50.00"
"636","Brendan Shinnimin","ARI","C","12","1.3333333333333","0.11111111111111","180","90","66.67","90","90","50.00","90","45","66.67","0","0","-","7.53","3.37","69.09","90","45","66.67","0","0","-","0","0","-","120","60","66.67","0","0","-","65","65","50.00","0","0","-","0.00","100.00","1.000","0","0","0","45","-","0","0","0","-"
"560","Brandon Kozun","TOR","R","20","0.71666666666667","0.035833333333333","83.72","83.72","50.00","83.72","83.72","50.00","83.72","83.72","50.00","0","0","-","5.41","2.87","65.30","83.72","0","100.00","0","0","-","0","0","-","111.63","0","100.00","0","0","-","0","120.93","0.00","0","0","-","0.00","100.00","1.000","0","0","0","167.44","-","83.72","0","0","100.00"
"127","Matt Ellis","BUF","L","39","1.5","0.038461538461538","0","80","0.00","0","80","0.00","0","0","-","0","0","-","0","2.93","0.00","0","40","0.00","0","0","-","0","0","-","0","53.33","0.00","0","0","-","0","57.78","0.00","0","0","-","-","-","-","0","0","0","200","-","0","0","0","-"
"650","Alexey Marchenko","DET","D","13","1.5166666666667","0.11666666666667","79.12","79.12","50.00","79.12","39.56","66.67","39.56","39.56","50.00","0","0","-","7.07","0.52","93.10","79.12","0","100.00","39.56","0","100.00","0","0","-","52.75","0","100.00","0","0","-","0","0","-","0","0","-","0.00","100.00","1.000","79.12","0","0","0","100.00","79.12","0","0","100.00"
"339","Viktor Stalberg","NSH","L","25","0.81666666666667","0.032666666666667","0","73.47","0.00","0","73.47","0.00","0","73.47","0.00","0","0","-","0","3.97","0.00","0","73.47","0.00","0","0","-","0","0","-","0","97.96","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","220.41","0","0","293.88","100.00","220.41","0","0","100.00"
"73","Brooks Orpik","WSH","D","78","2.9166666666667","0.037393162393162","0","61.71","0.00","0","41.14","0.00","0","41.14","0.00","0","0","-","0","0.59","0.00","0","41.14","0.00","0","41.14","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","100.00","1.00","61.71","82.29","41.14","246.86","60.00","82.29","102.86","41.14","66.67"
