"","Player","Team","Position","GP","TOI","TOI/GP","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","MDCF/60","MDCA/60","MDCF%","MDGF/60","MDGA/60","MDGF%","LDCF/60","LDCA/60","LDCF%","LDGF/60","LDGA/60","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"93","Yannick Weber","PIT","D","2","0.066666666666667","0.033333333333333","0","900","0.00","0","900","0.00","0","900","0.00","0","0","-","0","29.95","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","1300","0.00","0","0","-","-","100.00","1.00","0","0","0","0","-","0","0","0","-"
"838","Josh Dunne","CBJ","C","6","0.13333333333333","0.022222222222222","0","450","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","650","0.00","0","0","-","-","-","-","900","0","0","0","100.00","900","0","0","100.00"
"133","Greg Pateryn","COL, MIN, S.J","D","13","0.43333333333333","0.033333333333333","138.46","276.92","33.33","138.46","276.92","33.33","138.46","276.92","33.33","0","0","-","10.77","13.05","45.21","0","138.46","0.00","0","138.46","0.00","0","0","-","0","0","-","0","0","-","200","0","100.00","0","0","-","0.00","100.00","1.000","0","0","0","415.38","-","0","0","0","-"
"263","Steven Fogarty","BUF","C","9","0.21666666666667","0.024074074074074","0","276.92","0.00","0","276.92","0.00","0","276.92","0.00","0","0","-","0","0.37","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","276.92","-","0","0","0","-"
"474","Ryan MacInnis","CBJ","C","16","0.21666666666667","0.013541666666667","0","276.92","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","400","0.00","0","0","-","-","-","-","0","0","0","553.85","-","0","0","0","-"
"70","Michael Frolik","MTL","R","8","0.23333333333333","0.029166666666667","0","257.14","0.00","0","257.14","0.00","0","257.14","0.00","0","0","-","0","0.11","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","257.14","0","0","-","0","257.14","0","-"
"798","Nolan Foote","N.J","L","6","0.36666666666667","0.061111111111111","0","163.64","0.00","0","163.64","0.00","0","163.64","0.00","0","0","-","0","25.6","0.00","0","163.64","0.00","0","163.64","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","163.64","-","0","0","0","-"
"165","Brayden McNabb","VGK","D","41","0.81666666666667","0.019918699186992","146.94","146.94","50.00","73.47","146.94","33.33","73.47","146.94","33.33","0","0","-","5.3","2.78","65.55","73.47","0","100.00","73.47","0","100.00","0","0","-","0","0","-","0","0","-","0","106.12","0.00","0","0","-","0.00","100.00","1.000","146.94","0","0","293.88","100.00","146.94","0","0","100.00"
"398","Ryan Graves","COL","D","54","2.9833333333333","0.055246913580247","60.34","120.67","33.33","60.34","100.56","37.50","60.34","60.34","50.00","0","0","-","12.9","4.85","72.66","40.22","80.45","33.33","40.22","60.34","40.00","0","0","-","0","26.82","0.00","0","0","-","29.05","58.1","33.33","0","0","-","0.00","100.00","1.000","80.45","60.34","20.11","80.45","80.00","100.56","60.34","40.22","71.43"
"256","Tobias Rieder","BUF","L","44","1.8833333333333","0.04280303030303","0","95.58","0.00","0","63.72","0.00","0","63.72","0.00","0","0","-","0","0.14","0.00","0","31.86","0.00","0","0","-","0","0","-","0","42.48","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","31.86","95.58","0","127.43","100.00","31.86","95.58","31.86","50.00"
"694","Urho Vaakanainen","BOS","D","9","0.66666666666667","0.074074074074074","0","90","0.00","0","90","0.00","0","90","0.00","0","0","-","0","3.57","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","130","0.00","0","0","-","-","100.00","1.00","0","0","0","270","-","0","0","0","-"
"132","Matt Calvert","COL","L","18","2.1","0.11666666666667","0","85.71","0.00","0","85.71","0.00","0","85.71","0.00","0","0","-","0","6.24","0.00","0","85.71","0.00","0","57.14","0.00","0","0","-","0","38.1","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","28.57","0","28.57","142.86","50.00","57.14","0","57.14","50.00"
"354","Brett Kulak","MTL","D","46","1.4166666666667","0.030797101449275","84.71","84.71","50.00","42.35","84.71","33.33","0","42.35","0.00","0","0","-","4.8","4.94","49.29","84.71","42.35","66.67","42.35","42.35","50.00","0","0","-","56.47","0","100.00","0","0","-","0","61.18","0.00","0","0","-","-","100.00","1.00","84.71","42.35","0","127.06","100.00","84.71","42.35","0","100.00"
"443","Garnet Hathaway","WSH","R","56","2.2333333333333","0.039880952380952","0","80.6","0.00","0","80.6","0.00","0","80.6","0.00","0","0","-","0","3.97","0.00","0","26.87","0.00","0","0","-","0","0","-","0","35.82","0.00","0","0","-","0","77.61","0.00","0","0","-","-","100.00","1.00","53.73","0","26.87","134.33","66.67","80.6","26.87","26.87","75.00"
"284","Adam Larsson","EDM","D","56","1.5166666666667","0.027083333333333","39.56","79.12","33.33","39.56","79.12","33.33","39.56","79.12","33.33","0","0","-","0.22","4.39","4.77","0","39.56","0.00","0","0","-","0","0","-","0","52.75","0.00","0","0","-","0","0","-","0","0","-","0.00","100.00","1.000","0","0","0","197.8","-","0","0","0","-"
"529","Oliver Kylington","CGY","D","8","0.8","0.1","0","75","0.00","0","75","0.00","0","0","-","0","0","-","0","4.71","0.00","0","75","0.00","0","0","-","0","0","-","0","100","0.00","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","75","-","0","0","0","-"
"662","Oskar Steen","BOS","C","3","1.65","0.55","36.36","72.73","33.33","0","36.36","0.00","0","36.36","0.00","0","0","-","0","1.81","0.00","0","36.36","0.00","0","0","-","0","0","-","0","48.48","0.00","0","0","-","52.53","52.53","50.00","0","0","-","-","100.00","1.00","0","36.36","0","36.36","-","0","72.73","0","-"
"225","Jarred Tinordi","BOS, NSH","D","21","1.6666666666667","0.079365079365079","0","72","0.00","0","36","0.00","0","36","0.00","0","0","-","0","6.52","0.00","0","36","0.00","0","36","0.00","0","0","-","0","0","-","0","0","-","0","52","0.00","0","0","-","-","100.00","1.00","0","0","0","144","-","0","0","0","-"
"181","Cody Eakin","BUF","C","46","1.75","0.03804347826087","34.29","68.57","33.33","34.29","68.57","33.33","34.29","68.57","33.33","0","0","-","0.92","0.15","85.65","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","49.52","0","100.00","0","0","-","0.00","100.00","1.000","34.29","171.43","0","171.43","100.00","34.29","171.43","0","100.00"
"189","Brenden Dillon","WSH","D","56","2","0.035714285714286","60","60","50.00","60","60","50.00","60","60","50.00","30","0","100.00","6.33","4.68","57.47","60","60","50.00","30","0","100.00","0","0","-","40","80","33.33","40","0","100.00","0","0","-","0","0","-","50.00","100.00","1.500","90","90","0","150","100.00","90","90","0","100.00"
"219","Erik Gudbranson","NSH, OTT","D","44","3.0333333333333","0.068939393939394","39.56","59.34","40.00","39.56","59.34","40.00","39.56","59.34","40.00","0","19.78","0.00","2.88","2.2","56.67","0","19.78","0.00","0","0","-","0","0","-","0","26.37","0.00","0","0","-","57.14","57.14","50.00","0","28.57","0.00","0.00","66.67","0.667","79.12","0","0","296.7","100.00","79.12","19.78","19.78","80.00"
"821","Tyce Thompson","N.J","R","7","1.0166666666667","0.1452380952381","118.03","59.02","66.67","118.03","59.02","66.67","118.03","59.02","66.67","0","0","-","5.54","9.23","37.50","0","59.02","0.00","0","59.02","0.00","0","0","-","0","0","-","0","0","-","170.49","0","100.00","0","0","-","0.00","100.00","1.000","0","59.02","0","177.05","-","59.02","59.02","0","100.00"
