"","Player","Team","Position","GP","TOI","TOI/GP","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","MDCF/60","MDCA/60","MDCF%","MDGF/60","MDGA/60","MDGF%","LDCF/60","LDCA/60","LDCF%","LDGF/60","LDGA/60","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"166","Ladislav Smid","CGY","D","22","2.1166666666667","0.096212121212121","56.69","56.69","50.00","56.69","0","100.00","28.35","0","100.00","0","0","-","6.7","0","100.00","56.69","0","100.00","28.35","0","100.00","0","0","-","37.8","0","100.00","0","0","-","0","40.94","0.00","0","0","-","0.00","-","0.00","0","28.35","0","56.69","-","0","56.69","0","-"
"528","Chris Wagner","ANA, COL","C","43","1.1","0.025581395348837","163.64","54.55","75.00","109.09","0","100.00","109.09","0","100.00","0","0","-","5.34","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","236.36","0","100.00","0","0","-","0.00","-","0.00","54.55","109.09","54.55","54.55","50.00","109.09","109.09","54.55","66.67"
"468","Nicolas Deslauriers","BUF","L","70","5.5333333333333","0.079047619047619","43.37","54.22","44.44","43.37","43.37","50.00","32.53","21.69","60.00","0","0","-","4.23","6.63","38.96","21.69","32.53","40.00","21.69","32.53","40.00","0","0","-","0","0","-","0","0","-","31.33","15.66","66.67","0","0","-","0.00","100.00","1.000","32.53","10.84","10.84","151.81","75.00","32.53","21.69","10.84","75.00"
"538","Dylan McIlrath","NYR","D","34","1.1666666666667","0.034313725490196","154.29","51.43","75.00","154.29","0","100.00","102.86","0","100.00","0","0","-","6.84","0","100.00","51.43","0","100.00","51.43","0","100.00","0","0","-","0","0","-","0","0","-","148.57","74.29","66.67","0","0","-","0.00","-","0.00","0","0","0","360","-","51.43","0","0","100.00"
"764","Kerby Rychel","CBJ","L","32","1.2","0.0375","0","50","0.00","0","50","0.00","0","50","0.00","0","0","-","0","8.33","0.00","0","50","0.00","0","50","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","100.00","1.00","100","0","50","50","66.67","100","0","50","66.67"
"325","Matt Halischuk","WPG","R","30","1.2166666666667","0.040555555555556","197.26","49.32","80.00","98.63","49.32","66.67","98.63","49.32","66.67","0","0","-","6.64","8.14","44.91","49.32","49.32","50.00","0","49.32","0.00","0","0","-","65.75","0","100.00","0","0","-","142.47","0","100.00","0","0","-","0.00","100.00","1.000","98.63","0","0","147.95","100.00","98.63","0","0","100.00"
"810","Daniel Sprong","PIT","R","18","7.3666666666667","0.40925925925926","73.3","48.87","60.00","32.58","40.72","44.44","16.29","16.29","50.00","0","0","-","2.81","3.86","42.10","40.72","32.58","55.56","16.29","16.29","50.00","0","0","-","32.58","21.72","60.00","0","0","-","35.29","23.53","60.00","0","0","-","0.00","100.00","1.000","16.29","0","0","57.01","100.00","48.87","8.14","0","100.00"
"36","Barret Jackman","NSH","D","73","1.25","0.017123287671233","48","48","50.00","0","48","0.00","0","48","0.00","0","0","-","0","1.99","0.00","48","0","100.00","0","0","-","0","0","-","64","0","100.00","0","0","-","0","69.33","0.00","0","0","-","-","100.00","1.00","48","48","0","192","100.00","48","48","0","100.00"
"390","Michal Jordan","CAR","D","36","2.5833333333333","0.071759259259259","69.68","46.45","60.00","46.45","46.45","50.00","23.23","0","100.00","0","0","-","3.93","2.57","60.49","46.45","23.23","66.67","46.45","0","100.00","0","0","-","0","30.97","0.00","0","0","-","33.55","33.55","50.00","0","0","-","0.00","-","0.00","46.45","46.45","0","92.9","100.00","69.68","46.45","0","100.00"
"652","Brian O'Neill","N.J","R","22","6.55","0.29772727272727","45.8","45.8","50.00","9.16","45.8","16.67","9.16","36.64","20.00","0","9.16","0.00","1.34","4.39","23.42","9.16","18.32","33.33","9.16","18.32","33.33","0","0","-","0","0","-","0","0","-","39.69","39.69","50.00","0","13.23","0.00","0.00","75.00","0.750","45.8","9.16","0","91.6","100.00","45.8","9.16","9.16","83.33"
"404","Zac Rinaldo","BOS","C","52","1.3833333333333","0.026602564102564","86.75","43.37","66.67","86.75","0","100.00","86.75","0","100.00","0","0","-","2.78","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","125.3","0","100.00","0","0","-","0.00","-","0.00","0","86.75","43.37","260.24","0.00","0","130.12","43.37","0.00"
"285","Nikolay Kulemin","NYI","L","81","4.1833333333333","0.051646090534979","100.4","43.03","70.00","57.37","28.69","66.67","43.03","14.34","75.00","0","0","-","5.33","1.51","77.95","14.34","28.69","33.33","0","0","-","0","0","-","19.12","38.25","33.33","0","0","-","103.59","20.72","83.33","0","0","-","0.00","100.00","1.000","28.69","14.34","0","157.77","100.00","28.69","14.34","0","100.00"
"3","Eric Boulton","NYI","L","6","2.8666666666667","0.47777777777778","20.93","41.86","33.33","20.93","20.93","50.00","20.93","20.93","50.00","0","0","-","0.63","0.41","60.78","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","60.47","0.00","0","0","-","0.00","100.00","1.000","41.86","0","0","41.86","100.00","41.86","0","20.93","66.67"
"523","Austin Watson","NSH","L","57","1.4666666666667","0.025730994152047","40.91","40.91","50.00","40.91","40.91","50.00","40.91","40.91","50.00","0","0","-","1.84","1.1","62.64","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","59.09","59.09","50.00","0","0","-","0.00","100.00","1.000","40.91","40.91","40.91","122.73","50.00","40.91","40.91","40.91","50.00"
"199","Adam Cracknell","EDM, VAN","R","52","6.0666666666667","0.11666666666667","19.78","39.56","33.33","9.89","39.56","20.00","0","19.78","0.00","0","0","-","1.34","2.45","35.27","9.89","29.67","25.00","9.89","9.89","50.00","0","0","-","0","26.37","0.00","0","0","-","14.29","14.29","50.00","0","0","-","-","100.00","1.00","39.56","49.45","0","247.25","100.00","39.56","49.45","0","100.00"
"38","Chris Kelly","BOS","C","11","1.5666666666667","0.14242424242424","114.89","38.3","75.00","114.89","38.3","75.00","76.6","0","100.00","38.3","0","100.00","9.66","4.59","67.76","38.3","38.3","50.00","38.3","0","100.00","0","0","-","0","51.06","0.00","0","0","-","110.64","0","100.00","55.32","0","100.00","50.00","-","0.50","38.3","0","76.6","114.89","33.33","38.3","0","76.6","33.33"
"100","Gregory Campbell","CBJ","C","82","3.2166666666667","0.039227642276423","0","37.31","0.00","0","37.31","0.00","0","18.65","0.00","0","0","-","0","3.73","0.00","0","18.65","0.00","0","18.65","0.00","0","0","-","0","0","-","0","0","-","0","26.94","0.00","0","0","-","-","100.00","1.00","93.26","0","0","111.92","100.00","93.26","0","0","100.00"
"275","Michael Grabner","TOR","R","80","8.15","0.101875","58.9","36.81","61.54","44.17","36.81","54.55","7.36","29.45","20.00","0","0","-","3.54","1.54","69.69","29.45","7.36","80.00","22.09","7.36","75.00","0","0","-","9.82","0","100.00","0","0","-","31.9","31.9","50.00","0","0","-","0.00","100.00","1.000","36.81","7.36","14.72","117.79","71.43","58.9","7.36","36.81","61.54"
"350","Jay Beagle","WSH","C","57","3.2833333333333","0.057602339181287","91.37","36.55","71.43","73.1","36.55","66.67","0","18.27","0.00","0","0","-","6.75","3.01","69.18","54.82","18.27","75.00","36.55","18.27","66.67","0","0","-","24.37","0","100.00","0","0","-","26.4","26.4","50.00","0","0","-","-","100.00","1.00","109.64","0","54.82","164.47","66.67","109.64","18.27","54.82","66.67"
"659","Luke Glendening","DET","C","81","6.6166666666667","0.081687242798354","27.2","36.27","42.86","27.2","18.14","60.00","18.14","9.07","66.67","9.07","0","100.00","3.64","0.1","97.29","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","26.2","26.2","50.00","13.1","0","100.00","50.00","100.00","1.500","54.41","18.14","27.2","181.36","66.67","63.48","27.2","63.48","50.00"
"366","Luca Sbisa","VAN","D","41","3.3333333333333","0.08130081300813","0","36","0.00","0","36","0.00","0","0","-","0","0","-","0","3.52","0.00","0","18","0.00","0","18","0.00","0","0","-","0","0","-","0","0","-","0","26","0.00","0","0","-","-","-","-","36","18","0","180","100.00","36","18","0","100.00"
"489","Radko Gudas","PHI","D","76","11.8","0.15526315789474","106.78","35.59","75.00","81.36","30.51","72.73","61.02","20.34","75.00","0","5.08","0.00","8.27","2.09","79.80","35.59","20.34","63.64","20.34","5.08","80.00","0","5.08","0.00","20.34","20.34","50.00","0","0","-","80.79","7.34","91.67","0","0","-","0.00","75.00","0.750","61.02","45.76","0","116.95","100.00","76.27","61.02","5.08","93.75"
"604","Scott Mayfield","NYI","D","6","3.3833333333333","0.56388888888889","35.47","35.47","50.00","0","17.73","0.00","0","17.73","0.00","0","0","-","0","0.34","0.00","17.73","0","100.00","0","0","-","0","0","-","23.65","0","100.00","0","0","-","0","51.23","0.00","0","0","-","-","100.00","1.00","35.47","0","0","35.47","100.00","53.2","35.47","17.73","75.00"
"31","Chris Neil","OTT","R","80","5.0833333333333","0.063541666666667","11.8","35.41","25.00","0","35.41","0.00","0","23.61","0.00","0","0","-","0","1.37","0.00","0","23.61","0.00","0","0","-","0","0","-","0","31.48","0.00","0","0","-","0","17.05","0.00","0","0","-","-","100.00","1.00","35.41","35.41","11.8","177.05","75.00","35.41","35.41","23.61","60.00"
"57","Matt Hendricks","EDM","L","68","10.466666666667","0.15392156862745","57.32","34.39","62.50","40.13","28.66","58.33","17.2","28.66","37.50","5.73","5.73","50.00","2.93","2.82","50.99","28.66","22.93","55.56","11.46","11.46","50.00","0","5.73","0.00","22.93","15.29","60.00","0","0","-","41.4","8.28","83.33","8.28","0","100.00","33.33","80.00","1.133","57.32","45.86","0","131.85","100.00","57.32","63.06","5.73","90.91"
"69","Fedor Tyutin","CBJ","D","61","5.25","0.086065573770492","22.86","34.29","40.00","0","34.29","0.00","0","34.29","0.00","0","0","-","0","2.58","0.00","11.43","22.86","33.33","0","11.43","0.00","0","0","-","15.24","15.24","50.00","0","0","-","16.51","0","100.00","0","0","-","-","100.00","1.00","34.29","22.86","11.43","137.14","75.00","34.29","22.86","22.86","60.00"
"478","Ben Chiarot","WPG","D","70","3.6166666666667","0.051666666666667","82.95","33.18","71.43","33.18","33.18","50.00","33.18","16.59","66.67","0","0","-","2.35","3.83","38.02","16.59","33.18","33.33","0","16.59","0.00","0","0","-","22.12","22.12","50.00","0","0","-","47.93","0","100.00","0","0","-","0.00","100.00","1.000","49.77","0","16.59","49.77","75.00","66.36","0","16.59","80.00"
"216","Andrew Cogliano","ANA","L","82","5.4333333333333","0.066260162601626","66.26","33.13","66.67","22.09","22.09","50.00","11.04","22.09","33.33","0","0","-","1.24","0.85","59.23","44.17","11.04","80.00","11.04","0","100.00","0","0","-","44.17","14.72","75.00","0","0","-","31.9","15.95","66.67","0","0","-","0.00","100.00","1.000","44.17","44.17","22.09","132.52","66.67","66.26","55.21","22.09","75.00"
"210","Jack Skille","COL","R","74","3.6666666666667","0.04954954954955","163.64","32.73","83.33","114.55","32.73","77.78","98.18","32.73","75.00","0","16.36","0.00","13.64","2.24","85.91","65.45","32.73","66.67","32.73","32.73","50.00","0","16.36","0.00","43.64","0","100.00","0","0","-","141.82","0","100.00","0","0","-","0.00","50.00","0.500","49.09","65.45","0","180","100.00","65.45","65.45","0","100.00"
"497","Martin Marincin","TOR","D","65","7.3833333333333","0.11358974358974","24.38","32.51","42.86","8.13","32.51","20.00","8.13","24.38","25.00","0","0","-","0.45","0.47","49.24","8.13","0","100.00","0","0","-","0","0","-","10.84","0","100.00","0","0","-","23.48","35.21","40.00","0","0","-","0.00","100.00","1.000","40.63","32.51","0","154.4","100.00","40.63","32.51","16.25","71.43"
"53","Jarret Stoll","MIN, NYR","C","80","1.8833333333333","0.023541666666667","127.43","31.86","80.00","63.72","0","100.00","31.86","0","100.00","0","0","-","1.18","0","100.00","31.86","0","100.00","0","0","-","0","0","-","42.48","0","100.00","0","0","-","92.04","46.02","66.67","0","0","-","0.00","-","0.00","127.43","0","63.72","318.58","66.67","159.29","0","95.58","62.50"
"596","Alan Quine","NYI","C","2","3.8666666666667","1.9333333333333","46.55","31.03","60.00","31.03","15.52","66.67","31.03","15.52","66.67","0","0","-","1.34","0.3","81.61","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","22.41","44.83","33.33","0","0","-","0.00","100.00","1.000","62.07","0","0","15.52","100.00","62.07","15.52","15.52","80.00"
"640","Stefan Noesen","ANA","R","1","1.95","1.95","61.54","30.77","66.67","30.77","30.77","50.00","0","30.77","0.00","0","0","-","1.9","0.13","93.55","61.54","0","100.00","0","0","-","0","0","-","82.05","0","100.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","30.77","0","30.77","-","30.77","30.77","0","100.00"
"502","Stephen Johns","DAL","D","14","3.9666666666667","0.28333333333333","75.63","30.25","71.43","75.63","15.13","83.33","45.38","15.13","75.00","0","15.13","0.00","4.18","2.68","60.90","45.38","15.13","75.00","0","15.13","0.00","0","15.13","0.00","60.5","0","100.00","0","0","-","43.7","0","100.00","0","0","-","0.00","0.00","0.000","75.63","15.13","0","121.01","100.00","75.63","15.13","0","100.00"
"731","Nick Paul","OTT","L","24","4.0833333333333","0.17013888888889","73.47","29.39","71.43","58.78","29.39","66.67","44.08","29.39","60.00","14.69","0","100.00","6.02","2.74","68.68","29.39","29.39","50.00","29.39","14.69","66.67","14.69","0","100.00","0","19.59","0.00","0","0","-","42.45","0","100.00","0","0","-","33.33","100.00","1.333","58.78","14.69","29.39","88.16","66.67","73.47","14.69","29.39","71.43"
"595","Nick Shore","L.A","C","68","20.666666666667","0.30392156862745","98.71","29.03","77.27","78.39","23.23","77.14","60.97","14.52","80.77","5.81","2.9","66.67","7.75","2.03","79.28","58.06","17.42","76.92","23.23","8.71","72.73","2.9","2.9","50.00","46.45","11.61","80.00","0","0","-","54.52","12.58","81.25","4.19","0","100.00","9.52","80.00","0.895","34.84","14.52","0","116.13","100.00","43.55","23.23","5.81","88.24"
"186","Kevin Porter","PIT","C","41","2.0833333333333","0.050813008130081","28.8","28.8","50.00","28.8","28.8","50.00","28.8","28.8","50.00","0","0","-","0.78","0.09","89.33","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","41.6","0","100.00","0","0","-","0.00","100.00","1.000","28.8","115.2","28.8","86.4","50.00","28.8","115.2","28.8","50.00"
"818","Joonas Kemppainen","BOS","C","44","6.3166666666667","0.14356060606061","85.49","28.5","75.00","75.99","19","80.00","66.49","9.5","87.50","9.5","0","100.00","7.35","0.7","91.30","47.49","9.5","83.33","28.5","0","100.00","9.5","0","100.00","25.33","12.66","66.67","0","0","-","54.88","0","100.00","0","0","-","14.29","100.00","1.143","75.99","9.5","28.5","94.99","72.73","85.49","28.5","47.49","64.29"
"312","Paul Byron","MTL","L","62","8.4333333333333","0.13602150537634","49.8","28.46","63.64","42.69","21.34","66.67","21.34","21.34","50.00","0","0","-","4.59","0.92","83.33","28.46","14.23","66.67","21.34","0","100.00","0","0","-","9.49","18.97","33.33","0","0","-","30.83","10.28","75.00","0","0","-","0.00","100.00","1.000","21.34","28.46","7.11","113.83","75.00","35.57","56.92","7.11","83.33"
"61","Paul Gaustad","NSH","C","63","2.1166666666667","0.033597883597884","85.04","28.35","75.00","85.04","28.35","75.00","85.04","28.35","75.00","0","0","-","3.68","0.92","79.95","28.35","0","100.00","0","0","-","0","0","-","37.8","0","100.00","0","0","-","81.89","40.94","66.67","0","0","-","0.00","100.00","1.000","311.81","28.35","85.04","85.04","78.57","340.16","28.35","85.04","80.00"
"415","Matt Taormina","T.B","D","3","2.1166666666667","0.70555555555556","141.73","28.35","83.33","113.39","28.35","80.00","85.04","28.35","75.00","0","0","-","7.53","1.62","82.30","85.04","0","100.00","0","0","-","0","0","-","113.39","0","100.00","0","0","-","81.89","40.94","66.67","0","0","-","0.00","100.00","1.000","28.35","28.35","0","28.35","100.00","28.35","28.35","28.35","50.00"
"554","Anthony Bitetto","NSH","D","28","2.1666666666667","0.077380952380952","27.69","27.69","50.00","27.69","27.69","50.00","27.69","27.69","50.00","0","0","-","2.07","0.61","77.20","27.69","0","100.00","0","0","-","0","0","-","36.92","0","100.00","0","0","-","0","0","-","0","0","-","0.00","100.00","1.000","0","0","0","83.08","-","0","0","0","-"
"613","Joel Edmundson","STL","D","67","2.1666666666667","0.032338308457711","27.69","27.69","50.00","0","27.69","0.00","0","27.69","0.00","0","0","-","0","5.25","0.00","0","27.69","0.00","0","27.69","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","100.00","1.00","27.69","27.69","0","138.46","100.00","27.69","55.38","0","100.00"
"657","Brian Flynn","MTL","C","56","6.5666666666667","0.1172619047619","73.1","27.41","72.73","73.1","9.14","88.89","36.55","9.14","80.00","9.14","0","100.00","15.94","0.34","97.89","54.82","9.14","85.71","36.55","0","100.00","0","0","-","24.37","12.18","66.67","12.18","0","100.00","26.4","26.4","50.00","0","0","-","25.00","100.00","1.250","36.55","27.41","9.14","82.23","80.00","73.1","36.55","9.14","88.89"
"203","Mike Blunden","T.B","R","20","2.2","0.11","27.27","27.27","50.00","27.27","27.27","50.00","27.27","27.27","50.00","0","27.27","0.00","1.14","5.03","18.55","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","39.39","0","100.00","0","0","-","0.00","0.00","0.000","54.55","54.55","0","27.27","100.00","54.55","81.82","0","100.00"
"406","Zach Redmond","COL","D","37","2.2166666666667","0.05990990990991","108.27","27.07","80.00","81.2","27.07","75.00","81.2","27.07","75.00","27.07","0","100.00","4.13","0.64","86.65","27.07","0","100.00","0","0","-","0","0","-","36.09","0","100.00","36.09","0","100.00","117.29","39.1","75.00","0","0","-","33.33","100.00","1.333","54.14","27.07","0","54.14","100.00","54.14","27.07","0","100.00"
"728","Anton Slepyshev","EDM","L","11","2.2333333333333","0.2030303030303","0","26.87","0.00","0","26.87","0.00","0","0","-","0","0","-","0","1.86","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","38.81","0.00","0","0","-","-","-","-","0","0","0","107.46","-","26.87","0","0","100.00"
"180","Brandon Prust","VAN","L","35","4.5","0.12857142857143","26.67","26.67","50.00","26.67","26.67","50.00","13.33","0","100.00","0","0","-","2.38","1.08","68.69","13.33","13.33","50.00","13.33","0","100.00","0","0","-","0","17.78","0.00","0","0","-","19.26","19.26","50.00","0","0","-","0.00","-","0.00","53.33","66.67","0","146.67","100.00","53.33","66.67","0","100.00"
"422","Simon Despres","ANA","D","32","6.8","0.2125","70.59","26.47","72.73","70.59","26.47","72.73","70.59","8.82","88.89","8.82","0","100.00","5.29","1.15","82.16","26.47","17.65","60.00","8.82","0","100.00","0","0","-","23.53","23.53","50.00","0","0","-","63.73","12.75","83.33","12.75","0","100.00","12.50","100.00","1.125","79.41","26.47","0","44.12","100.00","123.53","35.29","0","100.00"
"488","Andrew Agozzino","COL","L","9","2.2666666666667","0.25185185185185","79.41","26.47","75.00","52.94","26.47","66.67","52.94","26.47","66.67","26.47","0","100.00","3.07","0.62","83.13","26.47","0","100.00","0","0","-","0","0","-","35.29","0","100.00","35.29","0","100.00","76.47","38.24","66.67","0","0","-","50.00","100.00","1.500","52.94","0","0","26.47","100.00","52.94","0","0","100.00"
"580","Michael Mersch","L.A","L","17","6.8","0.4","97.06","26.47","78.57","61.76","17.65","77.78","35.29","8.82","80.00","8.82","0","100.00","4.13","2.56","61.68","26.47","26.47","50.00","8.82","17.65","33.33","8.82","0","100.00","23.53","11.76","66.67","0","0","-","89.22","0","100.00","0","0","-","25.00","100.00","1.250","35.29","0","0","70.59","100.00","35.29","8.82","17.65","66.67"
"91","Tom Gilbert","MTL","D","45","6.85","0.15222222222222","105.11","26.28","80.00","78.83","17.52","81.82","70.07","17.52","80.00","0","0","-","10.13","0.34","96.72","52.55","0","100.00","26.28","0","100.00","0","0","-","35.04","0","100.00","0","0","-","63.26","12.65","83.33","0","0","-","0.00","100.00","1.000","17.52","43.8","8.76","43.8","66.67","26.28","43.8","17.52","60.00"
"697","Colton Sissons","NSH","C","34","2.3333333333333","0.068627450980392","51.43","25.71","66.67","51.43","25.71","66.67","51.43","25.71","66.67","0","0","-","3.34","2.09","61.46","0","25.71","0.00","0","0","-","0","0","-","0","34.29","0.00","0","0","-","74.29","0","100.00","0","0","-","0.00","100.00","1.000","77.14","25.71","0","77.14","100.00","102.86","25.71","0","100.00"
"223","Adam McQuaid","BOS","D","64","2.35","0.03671875","102.13","25.53","80.00","102.13","25.53","80.00","102.13","25.53","80.00","51.06","0","100.00","24.13","1","96.01","76.6","0","100.00","51.06","0","100.00","25.53","0","100.00","34.04","0","100.00","34.04","0","100.00","36.88","36.88","50.00","0","0","-","50.00","100.00","1.500","25.53","25.53","25.53","255.32","50.00","25.53","76.6","25.53","50.00"
"52","Nick Schultz","PHI","D","81","4.7333333333333","0.05843621399177","38.03","25.35","60.00","38.03","25.35","60.00","25.35","25.35","50.00","0","0","-","1.18","0.89","57.01","12.68","0","100.00","0","0","-","0","0","-","16.9","0","100.00","0","0","-","36.62","36.62","50.00","0","0","-","0.00","100.00","1.000","76.06","63.38","12.68","114.08","85.71","88.73","63.38","12.68","87.50"
"797","David Pastrnak","BOS","R","51","23.866666666667","0.46797385620915","77.93","25.14","75.61","57.82","22.63","71.88","37.71","17.6","68.18","5.03","2.51","66.67","4.52","2.26","66.66","32.68","15.08","68.42","7.54","10.06","42.86","2.51","0","100.00","33.52","6.7","83.33","3.35","0","100.00","50.84","7.26","87.50","0","0","-","13.33","85.71","0.990","17.6","7.54","2.51","62.85","87.50","27.65","17.6","7.54","78.57"
"453","Eric Gelinas","COL, N.J","D","40","52.716666666667","1.3179166666667","87.64","25.04","77.78","71.7","25.04","74.12","42.11","22.76","64.91","7.97","5.69","58.33","6.32","2.35","72.87","36.42","15.93","69.57","17.07","11.38","60.00","4.55","3.41","57.14","25.8","6.07","80.95","1.52","1.52","50.00","69.05","11.51","85.71","1.64","1.64","50.00","18.92","75.00","0.939","33.01","4.55","2.28","33.01","93.55","51.22","11.38","5.69","90.00"
