"","Player","Team","Position","GP","TOI","TOI/GP","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","MDCF/60","MDCA/60","MDCF%","MDGF/60","MDGA/60","MDGF%","LDCF/60","LDCA/60","LDCF%","LDGF/60","LDGA/60","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"617","Stefan Elliott","COL","D","1","0.91666666666667","0.91666666666667","65.45","130.91","33.33","65.45","130.91","33.33","65.45","130.91","33.33","0","0","-","6.47","10.22","38.77","65.45","65.45","50.00","0","65.45","0.00","0","0","-","87.27","0","100.00","0","0","-","0","94.55","0.00","0","0","-","0.00","100.00","1.000","0","0","0","65.45","-","0","0","65.45","0.00"
"634","Alexander Urbom","WSH","D","20","0.55","0.0275","0","109.09","0.00","0","109.09","0.00","0","109.09","0.00","0","0","-","0","9.48","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","157.58","0.00","0","0","-","-","100.00","1.00","0","109.09","0","109.09","-","109.09","109.09","0","100.00"
"311","Travis Morin","DAL","C","4","0.61666666666667","0.15416666666667","0","97.3","0.00","0","97.3","0.00","0","97.3","0.00","0","0","-","0","2.36","0.00","0","97.3","0.00","0","0","-","0","0","-","0","129.73","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","97.3","-","0","0","0","-"
"766","Connor Murphy","PHX","D","30","0.61666666666667","0.020555555555556","0","97.3","0.00","0","97.3","0.00","0","97.3","0.00","0","0","-","0","5.25","0.00","0","97.3","0.00","0","0","-","0","0","-","0","129.73","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","97.3","0","194.59","-","0","97.3","0","-"
"530","Cameron Gaunce","DAL","D","9","0.65","0.072222222222222","0","92.31","0.00","0","92.31","0.00","0","92.31","0.00","0","0","-","0","4.17","0.00","0","92.31","0.00","0","0","-","0","0","-","0","123.08","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","92.31","-","92.31","0","0","100.00"
"714","Steve Oleksy","WSH","D","33","0.66666666666667","0.02020202020202","0","90","0.00","0","90","0.00","0","90","0.00","0","0","-","0","7.82","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","130","0.00","0","0","-","-","100.00","1.00","90","0","90","360","50.00","180","0","90","66.67"
"46","Mike Mottau","FLA","D","8","0.73333333333333","0.091666666666667","81.82","81.82","50.00","81.82","81.82","50.00","81.82","81.82","50.00","0","0","-","3.03","1.44","67.79","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","118.18","118.18","50.00","0","0","-","0.00","100.00","1.000","0","0","0","245.45","-","0","0","0","-"
"516","Mattias Tedenby","N.J","R","15","0.78333333333333","0.052222222222222","0","76.6","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","76.6","0","0","229.79","100.00","76.6","0","0","100.00"
"539","Brandon McMillan","PHX","L","22","1.7333333333333","0.078787878787879","0","69.23","0.00","0","69.23","0.00","0","34.62","0.00","0","0","-","0","2.15","0.00","0","34.62","0.00","0","0","-","0","0","-","0","46.15","0.00","0","0","-","0","50","0.00","0","0","-","-","100.00","1.00","34.62","34.62","34.62","69.23","50.00","34.62","69.23","69.23","33.33"
"163","Sheldon Brookbank","CHI","D","48","1.95","0.040625","61.54","61.54","50.00","61.54","61.54","50.00","30.77","61.54","33.33","0","0","-","1.7","9.36","15.39","0","61.54","0.00","0","30.77","0.00","0","0","-","0","41.03","0.00","0","0","-","88.89","0","100.00","0","0","-","0.00","100.00","1.000","30.77","61.54","0","123.08","100.00","30.77","61.54","0","100.00"
