"","Player","Team","Position","GP","TOI","TOI/GP","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","MDCF/60","MDCA/60","MDCF%","MDGF/60","MDGA/60","MDGF%","LDCF/60","LDCA/60","LDCF%","LDGF/60","LDGA/60","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"469","Givani Smith","S.J","R","36","0.26666666666667","0.0074074074074074","0","225","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","325","0.00","0","0","-","-","-","-","0","0","225","0","0.00","0","225","450","0.00"
"550","Ian Mitchell","BOS","D","13","0.45","0.034615384615385","0","133.33","0.00","0","133.33","0.00","0","133.33","0.00","0","0","-","0","1.93","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","192.59","0.00","0","0","-","-","100.00","1.00","0","0","0","133.33","-","0","0","0","-"
"250","Josh Brown","ARI","D","51","0.46666666666667","0.0091503267973856","0","128.57","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","128.57","0.00","0","0","-","0","0","-","0","171.43","0.00","0","0","-","0","0","-","0","0","-","-","-","-","128.57","128.57","0","514.29","100.00","128.57","128.57","0","100.00"
"776","Matt Rempe","NYR","C","17","0.63333333333333","0.037254901960784","0","94.74","0.00","0","94.74","0.00","0","94.74","0.00","0","0","-","0","5.05","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","136.84","0.00","0","0","-","-","100.00","1.00","0","0","0","189.47","-","0","0","0","-"
"272","William Carrier","VGK","L","39","1.3166666666667","0.033760683760684","0","91.14","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","131.65","0.00","0","0","-","-","-","-","0","0","0","227.85","-","0","0","91.14","0.00"
"741","Danil Gushchin","S.J","L","4","1.5","0.375","40","80","33.33","40","80","33.33","0","80","0.00","0","0","-","3.78","1.55","70.92","40","0","100.00","40","0","100.00","0","0","-","0","0","-","0","0","-","0","57.78","0.00","0","0","-","-","100.00","1.00","0","0","0","120","-","0","0","0","-"
"366","Colin White","MTL, PIT","C","28","1.5166666666667","0.054166666666667","79.12","79.12","50.00","39.56","79.12","33.33","0","79.12","0.00","0","0","-","2.73","16.12","14.49","0","79.12","0.00","0","39.56","0.00","0","0","-","0","52.75","0.00","0","0","-","285.71","0","100.00","0","0","-","-","100.00","1.00","79.12","39.56","0","158.24","100.00","118.68","39.56","0","100.00"
"148","Travis Boyd","ARI","C","16","1.7333333333333","0.10833333333333","103.85","69.23","60.00","103.85","34.62","75.00","34.62","0","100.00","0","0","-","7.59","5.58","57.63","69.23","34.62","66.67","0","0","-","0","0","-","92.31","46.15","66.67","0","0","-","100","0","100.00","0","0","-","0.00","-","0.00","103.85","0","0","69.23","100.00","103.85","0","0","100.00"
"219","Chris Tierney","N.J","C","52","1.7333333333333","0.033333333333333","34.62","69.23","33.33","34.62","69.23","33.33","34.62","69.23","33.33","0","0","-","1.83","5.17","26.20","0","69.23","0.00","0","34.62","0.00","0","0","-","0","46.15","0.00","0","0","-","50","50","50.00","0","0","-","0.00","100.00","1.000","34.62","69.23","0","207.69","100.00","34.62","69.23","34.62","50.00"
"55","Luke Schenn","NSH","D","63","1.8","0.028571428571429","100","66.67","60.00","100","66.67","60.00","33.33","66.67","33.33","0","0","-","11.81","2.08","85.02","66.67","0","100.00","0","0","-","0","0","-","88.89","0","100.00","0","0","-","48.15","96.3","33.33","0","0","-","0.00","100.00","1.000","33.33","33.33","33.33","233.33","50.00","66.67","33.33","33.33","66.67"
