"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","ixG/60","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"815","Ville Ottavainen","SEA","D","1","14.4","14.4","0","4.17","0","4.17","4.17","100.00","4.17","0.00","0.06","16.67","8.33","4.17","0","0","4.17","0","0","0","0","0","0","0","0","12.5","8.33","4.17","0","0","-"
"766","Mike Hardman","N.J","L","2","17.916666666667","8.9583333333333","0","3.35","0","3.35","3.35","100.00","6.7","0.00","0.59","13.4","10.05","6.7","6.7","0","0","0","0","0","0","0","0","0","0","13.4","3.35","10.05","0","0","-"
"767","Matt Kiersted","FLA","D","2","23.666666666667","11.833333333333","0","2.54","0","2.54","2.54","100.00","0","-","0.02","5.07","2.54","0","0","0","0","5.07","2.54","2.54","0","0","2.54","2.54","0","7.61","5.07","2.54","0","0","-"
"747","Rory Kerins","CGY","C","5","54.733333333333","10.946666666667","0","3.29","1.1","2.19","3.29","75.00","2.19","0.00","0.73","9.87","6.58","3.29","1.1","1.1","1.1","0","0","0","0","0","1.1","5.48","0","4.38","2.19","2.19","2.19","3.29","43.85"
"401","Andrew Poturalski","S.J","C","3","40.133333333333","13.377777777778","0","1.5","0","1.5","1.5","100.00","5.98","0.00","0.31","7.48","5.98","4.49","2.99","2.99","1.5","2.99","1.5","1.5","0","0","0","1.5","0","0","5.98","5.98","31.4","31.4","74.75"
"743","Ian Moore","ANA","D","3","40.916666666667","13.638888888889","0","1.47","0","1.47","1.47","100.00","5.87","0.00","0.24","13.2","11.73","0","0","0","0","0","0","0","0","0","0","1.47","0","1.47","11.73","1.47","0","0","-"
"316","Kevin Labanc","CBJ","R","34","336.76666666667","9.9049019607843","0.36","1.78","0.36","1.43","2.14","85.71","5.7","6.25","0.42","15.5","9.62","5.7","2.14","0.53","0.89","1.78","0.89","0.89","0","0","0.36","2.32","1.07","4.81","3.56","2.49","0","0.53","0.00"
"759","Nils Aman","VAN","C","19","194.06666666667","10.214035087719","0.31","1.55","0.31","1.24","1.86","85.71","2.47","12.50","0.42","6.18","4.02","4.64","2.16","0","0.93","0.62","0.31","0.31","0","0","0.31","0.93","0.93","6.8","4.95","0.62","8.35","14.22","11.44"
"731","Hendrix Lapierre","WSH","C","27","247.03333333333","9.1493827160494","0","1.94","0.73","1.21","1.94","100.00","4.13","0.00","0.59","8.74","6.56","5.34","2.91","0","0.73","0.97","0.49","0.49","0","0","1.21","3.89","1.21","3.16","5.83","3.4","9.47","14.33","9.67"
"611","John Ludvig","COL","D","8","101.45","12.68125","0","1.18","0","1.18","1.18","100.00","5.32","0.00","0.14","7.69","5.91","1.77","0.59","0","0","3.55","1.77","1.77","0","0","0.59","2.96","0.59","9.46","4.73","3.55","0","0","-"
