"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","ixG/60","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"210","Matt Donovan","NSH","D","2","14.783333333333","7.3916666666667","0","4.06","0","4.06","4.06","100.00","4.06","0.00","0.07","4.06","4.06","0","0","0","4.06","8.12","4.06","4.06","0","0","0","0","0","0","8.12","12.18","0","0","-"
"450","Brendan Gaunce","VAN","C","3","22.833333333333","7.6111111111111","2.63","5.26","2.63","2.63","7.88","75.00","5.26","50.00","0.24","5.26","5.26","2.63","0","0","0","0","0","0","0","0","0","2.63","0","10.51","2.63","0","21.02","13.14","161.71"
"259","Stefan Elliott","OTT","D","3","24.9","8.3","0","2.41","0","2.41","2.41","50.00","7.23","0.00","0.13","19.28","7.23","2.41","0","0","2.41","0","0","0","0","0","0","2.41","0","4.82","9.64","2.41","0","0","-"
"525","Tyler Lewington","WSH","D","2","26.483333333333","13.241666666667","2.27","2.27","0","2.27","4.53","66.67","6.8","33.33","0.2","9.06","6.8","4.53","0","0","0","15.86","4.53","2.27","2.27","0","2.27","6.8","0","9.06","9.06","2.27","0","0","-"
"678","Jacob Middleton","S.J","D","3","28.616666666667","9.5388888888889","0","2.1","0","2.1","2.1","50.00","0","-","0.03","2.1","2.1","0","0","0","0","4.19","2.1","2.1","0","0","0","2.1","2.1","2.1","4.19","4.19","0","0","-"
"872","Adam Johnson","PIT","C","6","31.833333333333","5.3055555555556","0","3.77","1.88","1.88","3.77","66.67","5.65","0.00","0.5","9.42","5.65","7.54","3.77","0","0","0","0","0","0","0","0","1.88","3.77","20.73","13.19","5.65","0","0","-"
"843","Kristian Vesalainen","WPG","L","5","32.866666666667","6.5733333333333","0","1.83","0","1.83","1.83","100.00","0","-","0.02","1.83","1.83","0","0","0","0","0","0","0","0","0","0","3.65","0","1.83","7.3","1.83","0","0","-"
"386","Kyle Rau","MIN","C","6","42.083333333333","7.0138888888889","0","1.43","0","1.43","1.43","100.00","8.55","0.00","0.77","14.26","12.83","5.7","2.85","0","0","0","0","0","0","0","2.85","1.43","1.43","15.68","14.26","2.85","4.28","1.43","106.93"
"438","Cameron Schilling","WPG","D","4","43.95","10.9875","0","1.37","0","1.37","1.37","50.00","2.73","0.00","0.06","8.19","5.46","0","0","0","0","0","0","0","0","0","0","4.1","0","4.1","12.29","6.83","0","0","-"
"229","Brian Lashoff","DET","D","4","49.683333333333","12.420833333333","0","1.21","0","1.21","1.21","50.00","2.42","0.00","0.03","2.42","2.42","0","0","0","0","2.42","1.21","1.21","0","0","1.21","0","0","2.42","8.45","3.62","0","0","-"
"829","Trevor Moore","TOR","L","25","220.6","8.824","0.54","1.63","0.54","1.09","2.18","88.89","6.8","8.00","0.61","12.51","10.34","8.98","3.26","1.63","1.09","0.54","0.27","0.27","0","0","0.54","2.45","2.18","4.08","10.06","1.9","0","0","-"
"851","Martin Necas","CAR","C","7","56.7","8.1","1.06","1.06","0","1.06","2.12","100.00","3.17","33.33","0.21","7.41","6.35","3.17","1.06","0","0","2.12","1.06","1.06","0","0","1.06","6.35","2.12","3.17","4.23","2.12","15.87","23.28","42.90"
