"","Player","Team","Position","GP","TOI","TOI/GP","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","MDCF/60","MDCA/60","MDCF%","MDGF/60","MDGA/60","MDGF%","LDCF/60","LDCA/60","LDCF%","LDGF/60","LDGA/60","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"775","Max Sasson","VAN","C","29","0.066666666666667","0.0022988505747126","0","900","0.00","0","900","0.00","0","900","0.00","0","0","-","0","51.49","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","2600","0.00","0","0","-","-","100.00","1.00","0","0","900","0","0.00","0","0","900","0.00"
"376","Rodrigo Abols","PHI","C","22","0.18333333333333","0.0083333333333333","0","654.55","0.00","0","654.55","0.00","0","654.55","0.00","0","327.27","0.00","0","89.54","0.00","0","327.27","0.00","0","327.27","0.00","0","327.27","0.00","0","0","-","0","0","-","0","472.73","0.00","0","0","-","-","50.00","0.50","0","0","327.27","0","0.00","0","0","327.27","0.00"
"427","Tanner Laczynski","VGK","C","8","0.81666666666667","0.10208333333333","0","440.82","0.00","0","220.41","0.00","0","146.94","0.00","0","0","-","0","45.73","0.00","0","293.88","0.00","0","146.94","0.00","0","0","-","0","195.92","0.00","0","0","-","0","212.24","0.00","0","0","-","-","100.00","1.00","0","0","0","73.47","-","0","0","0","-"
"426","Michael Pezzetta","MTL","L","25","0.16666666666667","0.0066666666666667","0","360","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","520","0.00","0","0","-","-","-","-","0","0","0","360","-","0","0","0","-"
"442","Kailer Yamamoto","UTA","R","12","0.16666666666667","0.013888888888889","0","360","0.00","0","360","0.00","0","0","-","0","0","-","0","65.92","0.00","0","360","0.00","0","360","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","360","-","0","0","0","-"
"768","Georgii Merkulov","BOS","C","6","0.16666666666667","0.027777777777778","0","360","0.00","0","360","0.00","0","360","0.00","0","0","-","0","22.53","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","520","0.00","0","0","-","-","100.00","1.00","0","0","0","360","-","0","0","0","-"
"684","Matt Rempe","NYR","C","42","0.18333333333333","0.0043650793650794","0","327.27","0.00","0","327.27","0.00","0","327.27","0.00","0","0","-","0","51","0.00","0","327.27","0.00","0","327.27","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","654.55","-","0","0","0","-"
"740","Ryan Greene","CHI","C","2","0.76666666666667","0.38333333333333","0","313.04","0.00","0","234.78","0.00","0","78.26","0.00","0","0","-","0","35.63","0.00","0","313.04","0.00","0","0","-","0","0","-","0","417.39","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","0","-","0","0","0","-"
"391","Patrik Laine","MTL","L","52","0.2","0.0038461538461538","0","300","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","433.33","0.00","0","0","-","-","-","-","0","0","0","0","-","0","0","0","-"
"774","Parker Ford","WPG","C","3","0.61666666666667","0.20555555555556","0","291.89","0.00","0","291.89","0.00","0","97.3","0.00","0","0","-","0","42.48","0.00","0","194.59","0.00","0","194.59","0.00","0","0","-","0","0","-","0","0","-","0","140.54","0.00","0","0","-","-","100.00","1.00","0","97.3","0","0","-","0","97.3","0","-"
