"","Player","Team","Position","GP","TOI","TOI/GP","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","MDCF/60","MDCA/60","MDCF%","MDGF/60","MDGA/60","MDGF%","LDCF/60","LDCA/60","LDCF%","LDGF/60","LDGA/60","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"424","Zach Boychuk","CAR","L","31","0.05","0.0016129032258065","0","2400","0.00","0","1200","0.00","0","1200","0.00","0","0","-","0","46.24","0.00","0","2400","0.00","0","1200","0.00","0","0","-","0","1600","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","1200","-","0","0","0","-"
"374","Anthony Peluso","WPG","R","49","0.16666666666667","0.0034013605442177","0","720","0.00","0","720","0.00","0","720","0.00","0","360","0.00","0","143.62","0.00","0","720","0.00","0","360","0.00","0","360","0.00","0","480","0.00","0","0","-","0","0","-","0","0","-","-","50.00","0.50","0","0","0","360","-","0","0","0","-"
"698","Stefan Matteau","N.J","C","7","0.13333333333333","0.019047619047619","0","450","0.00","0","450","0.00","0","450","0.00","0","0","-","0","42.01","0.00","0","450","0.00","0","0","-","0","0","-","0","600","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","900","-","0","0","0","-"
"389","Corey Tropp","CBJ","R","61","0.53333333333333","0.0087431693989071","0","337.5","0.00","0","112.5","0.00","0","112.5","0.00","0","0","-","0","7.74","0.00","0","112.5","0.00","0","0","-","0","0","-","0","150","0.00","0","0","-","0","162.5","0.00","0","0","-","-","100.00","1.00","0","0","0","225","-","0","0","0","-"
"291","Ryan Reaves","STL","R","81","0.2","0.0024691358024691","0","300","0.00","0","300","0.00","0","300","0.00","0","0","-","0","22.91","0.00","0","300","0.00","0","0","-","0","0","-","0","400","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","600","-","0","0","0","-"
"659","Nikita Kucherov","T.B","R","82","1.0333333333333","0.01260162601626","0","290.32","0.00","0","290.32","0.00","0","290.32","0.00","0","58.06","0.00","0","43.92","0.00","0","290.32","0.00","0","58.06","0.00","0","0","-","0","309.68","0.00","0","77.42","0.00","0","0","-","0","0","-","-","80.00","0.80","58.06","58.06","58.06","58.06","50.00","58.06","58.06","58.06","50.00"
"371","Chris Terry","CAR","L","57","0.41666666666667","0.0073099415204678","0","288","0.00","0","144","0.00","0","144","0.00","0","0","-","0","5.55","0.00","0","288","0.00","0","144","0.00","0","0","-","0","192","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","0","-","0","144","0","-"
"405","Matt Frattin","TOR","R","9","0.21666666666667","0.024074074074074","0","276.92","0.00","0","276.92","0.00","0","0","-","0","0","-","0","13.16","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","400","0.00","0","0","-","-","-","-","0","0","0","276.92","-","0","0","0","-"
"53","Michael Ryder","N.J","R","47","0.91666666666667","0.019503546099291","0","261.82","0.00","0","130.91","0.00","0","130.91","0.00","0","0","-","0","8.36","0.00","0","65.45","0.00","0","65.45","0.00","0","0","-","0","0","-","0","0","-","0","283.64","0.00","0","0","-","-","100.00","1.00","0","0","0","65.45","-","0","0","0","-"
"672","J.T. Miller","NYR","L","58","1.1666666666667","0.020114942528736","0","257.14","0.00","0","102.86","0.00","0","102.86","0.00","0","0","-","0","6.48","0.00","0","51.43","0.00","0","0","-","0","0","-","0","68.57","0.00","0","0","-","0","222.86","0.00","0","0","-","-","100.00","1.00","0","0","0","154.29","-","0","0","0","-"
