"","Player","Team","Position","GP","TOI","TOI/GP","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","MDCF/60","MDCA/60","MDCF%","MDGF/60","MDGA/60","MDGF%","LDCF/60","LDCA/60","LDCF%","LDGF/60","LDGA/60","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"776","Calle Rosen","TOR","D","4","0.1","0.025","0","600","0.00","0","600","0.00","0","600","0.00","0","600","0.00","0","83.2","0.00","0","600","0.00","0","600","0.00","0","600","0.00","0","0","-","0","0","-","0","0","-","0","0","-","-","0.00","0.00","0","0","600","0","0.00","0","0","600","0.00"
"511","Miles Wood","N.J","L","63","0.26666666666667","0.0042328042328042","0","450","0.00","0","450","0.00","0","450","0.00","0","0","-","0","63.64","0.00","0","450","0.00","0","225","0.00","0","0","-","0","300","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","225","0","225","-","0","225","0","-"
"527","Nic Petan","TOR, WPG","C, L","18","0.15","0.0083333333333333","0","400","0.00","0","400","0.00","0","0","-","0","0","-","0","18.38","0.00","0","400","0.00","0","0","-","0","0","-","0","533.33","0.00","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","400","-","0","0","0","-"
"714","Carl Grundstrom","L.A","R","15","0.18333333333333","0.012222222222222","0","327.27","0.00","0","327.27","0.00","0","327.27","0.00","0","0","-","0","10.49","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","472.73","0.00","0","0","-","-","100.00","1.00","0","0","0","327.27","-","0","0","0","-"
"480","Christian Djoos","WSH","D","45","1.0833333333333","0.024074074074074","0","221.54","0.00","0","166.15","0.00","0","166.15","0.00","0","110.77","0.00","0","12.56","0.00","0","110.77","0.00","0","55.38","0.00","0","55.38","0.00","0","73.85","0.00","0","0","-","0","160","0.00","0","80","0.00","-","33.33","0.33","0","0","0","332.31","-","0","0","110.77","0.00"
"285","Mark Alt","COL","D","2","0.81666666666667","0.40833333333333","0","220.41","0.00","0","73.47","0.00","0","73.47","0.00","0","0","-","0","4","0.00","0","73.47","0.00","0","0","-","0","0","-","0","97.96","0.00","0","0","-","0","106.12","0.00","0","0","-","-","100.00","1.00","0","0","0","73.47","-","0","0","0","-"
"784","Daniel Brickley","L.A","D","4","0.85","0.2125","0","211.76","0.00","0","141.18","0.00","0","141.18","0.00","0","0","-","0","13.43","0.00","0","70.59","0.00","0","70.59","0.00","0","0","-","0","0","-","0","0","-","0","203.92","0.00","0","0","-","-","100.00","1.00","0","0","0","70.59","-","0","70.59","0","-"
"800","Jacob Nilsson","CHI","C","2","1.9833333333333","0.99166666666667","0","211.76","0.00","0","151.26","0.00","0","121.01","0.00","0","0","-","0","17.74","0.00","0","181.51","0.00","0","121.01","0.00","0","0","-","0","80.67","0.00","0","0","-","0","43.7","0.00","0","0","-","-","100.00","1.00","0","0","0","90.76","-","0","0","0","-"
"660","Nicolas Roy","CAR","C","6","0.58333333333333","0.097222222222222","0","205.71","0.00","0","102.86","0.00","0","102.86","0.00","0","102.86","0.00","0","10.76","0.00","0","102.86","0.00","0","102.86","0.00","0","102.86","0.00","0","0","-","0","0","-","0","148.57","0.00","0","0","-","-","0.00","0.00","0","0","205.71","0","0.00","0","0","205.71","0.00"
"517","Marko Dano","COL","C","8","0.3","0.0375","0","200","0.00","0","200","0.00","0","200","0.00","0","0","-","0","11.16","0.00","0","200","0.00","0","0","-","0","0","-","0","266.67","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","200","-","0","0","0","-"
"552","Anthony Mantha","DET","R","67","0.3","0.0044776119402985","200","200","50.00","200","200","50.00","200","200","50.00","0","0","-","8.48","9.72","46.61","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","288.89","288.89","50.00","0","0","-","0.00","100.00","1.000","0","0","0","200","-","0","0","0","-"
"222","Kyle Clifford","L.A","L","72","0.91666666666667","0.012731481481481","0","196.36","0.00","0","196.36","0.00","0","196.36","0.00","0","65.45","0.00","0","17.34","0.00","0","196.36","0.00","0","65.45","0.00","0","0","-","0","174.55","0.00","0","87.27","0.00","0","0","-","0","0","-","-","66.67","0.67","0","0","0","327.27","-","0","0","0","-"
"623","Ondrej Kase","ANA","R","30","0.63333333333333","0.021111111111111","94.74","189.47","33.33","94.74","189.47","33.33","94.74","94.74","50.00","0","0","-","0.23","34.51","0.65","0","189.47","0.00","0","94.74","0.00","0","0","-","0","126.32","0.00","0","0","-","0","0","-","0","0","-","0.00","100.00","1.000","0","0","0","189.47","-","0","0","0","-"
"689","Dominik Simon","PIT","C","71","0.31666666666667","0.0044600938967136","0","189.47","0.00","0","189.47","0.00","0","189.47","0.00","0","0","-","0","18.97","0.00","0","189.47","0.00","0","0","-","0","0","-","0","252.63","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","568.42","-","0","0","0","-"
