"","Player","Team","Position","GP","TOI","TOI/GP","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","MDCF/60","MDCA/60","MDCF%","MDGF/60","MDGA/60","MDGF%","LDCF/60","LDCA/60","LDCF%","LDGF/60","LDGA/60","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"200","Chris Stewart","MIN","R","79","0.21666666666667","0.0027426160337553","0","553.85","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","553.85","0.00","0","0","-","0","0","-","0","738.46","0.00","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","553.85","-","0","0","0","-"
"631","Miles Wood","N.J","L","60","0.25","0.0041666666666667","0","480","0.00","0","480","0.00","0","240","0.00","0","0","-","0","52.08","0.00","0","480","0.00","0","480","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","240","0","0","-","0","240","0","-"
"295","Jimmy Hayes","BOS","R","58","0.26666666666667","0.0045977011494253","225","450","33.33","225","450","33.33","225","225","50.00","0","0","-","15.67","19.72","44.27","225","225","50.00","225","0","100.00","0","0","-","0","300","0.00","0","0","-","0","325","0.00","0","0","-","0.00","100.00","1.000","0","0","0","450","-","0","0","225","0.00"
"457","Taylor Fedun","BUF","D","27","0.15","0.0055555555555556","0","400","0.00","0","400","0.00","0","400","0.00","0","400","0.00","0","130.34","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","0.00","0.00","0","0","0","400","-","0","0","0","-"
"460","Paul Thompson","FLA","R","21","0.16666666666667","0.0079365079365079","0","360","0.00","0","360","0.00","0","360","0.00","0","0","-","0","26","0.00","0","360","0.00","0","0","-","0","0","-","0","480","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","360","0","0","-","0","360","0","-"
"558","Nail Yakupov","STL","R","40","0.16666666666667","0.0041666666666667","0","360","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","520","0.00","0","0","-","-","-","-","0","0","0","360","-","0","0","0","-"
"560","Phillip Di Giuseppe","CAR","L","36","0.88333333333333","0.024537037037037","0","339.62","0.00","0","271.7","0.00","0","203.77","0.00","0","67.92","0.00","0","45.46","0.00","0","135.85","0.00","0","67.92","0.00","0","0","-","0","90.57","0.00","0","90.57","0.00","0","294.34","0.00","0","0","-","-","66.67","0.67","0","0","0","203.77","-","0","0","0","-"
"359","Richard Panik","CHI","R","82","0.43333333333333","0.0052845528455285","0","276.92","0.00","0","138.46","0.00","0","0","-","0","0","-","0","8.97","0.00","0","276.92","0.00","0","0","-","0","0","-","0","369.23","0.00","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","553.85","-","0","0","0","-"
"420","Emerson Etem","ANA","L","3","0.93333333333333","0.31111111111111","0","257.14","0.00","0","192.86","0.00","0","192.86","0.00","0","64.29","0.00","0","27.42","0.00","0","128.57","0.00","0","64.29","0.00","0","64.29","0.00","0","85.71","0.00","0","0","-","0","185.71","0.00","0","0","-","-","66.67","0.67","0","64.29","0","64.29","-","0","64.29","0","-"
"584","Jujhar Khaira","EDM","L","10","0.23333333333333","0.023333333333333","0","257.14","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","371.43","0.00","0","0","-","-","-","-","0","0","0","0","-","0","0","257.14","0.00"
"712","Brett Lernout","MTL","D","2","0.23333333333333","0.11666666666667","0","257.14","0.00","0","257.14","0.00","0","257.14","0.00","0","0","-","0","34.04","0.00","0","257.14","0.00","0","257.14","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","257.14","0","0","-","0","257.14","0","-"
"750","Jakub Nakladal","CAR","D","3","0.23333333333333","0.077777777777778","0","257.14","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","257.14","257.14","0.00","0","0","257.14","0.00"
"236","Patrick Maroon","EDM","L","81","1.0666666666667","0.013168724279835","0","225","0.00","0","168.75","0.00","0","56.25","0.00","0","0","-","0","20.26","0.00","0","56.25","0.00","0","56.25","0.00","0","0","-","0","0","-","0","0","-","0","243.75","0.00","0","0","-","-","100.00","1.00","0","0","0","337.5","-","0","0","0","-"
"627","Anthony Duclair","ARI","L","58","0.26666666666667","0.0045977011494253","0","225","0.00","0","225","0.00","0","225","0.00","0","225","0.00","0","186.34","0.00","0","225","0.00","0","225","0.00","0","225","0.00","0","0","-","0","0","-","0","0","-","0","0","-","-","0.00","0.00","0","225","0","225","-","0","225","0","-"
"764","Jesse Puljujarvi","EDM","R","28","0.26666666666667","0.0095238095238095","0","225","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","225","-","0","0","0","-"
"303","Gustav Nyquist","DET","R","76","1.4166666666667","0.018640350877193","42.35","211.76","16.67","42.35","127.06","25.00","0","84.71","0.00","0","0","-","0.55","5.9","8.53","42.35","84.71","33.33","0","0","-","0","0","-","56.47","112.94","33.33","0","0","-","0","183.53","0.00","0","0","-","-","100.00","1.00","42.35","0","0","84.71","100.00","42.35","0","0","100.00"
"759","Kevin Rooney","N.J","C","4","0.6","0.15","0","200","0.00","0","200","0.00","0","100","0.00","0","100","0.00","0","7.44","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","288.89","0.00","0","144.44","0.00","-","0.00","0.00","0","0","100","0","0.00","0","0","100","0.00"
"225","Teddy Purcell","L.A","L, R","12","0.31666666666667","0.026388888888889","0","189.47","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","189.47","-","0","0","0","-"
"316","Zach Redmond","MTL","D","16","0.98333333333333","0.061458333333333","0","183.05","0.00","0","61.02","0.00","0","61.02","0.00","0","61.02","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","176.27","0.00","0","88.14","0.00","-","0.00","0.00","0","0","122.03","61.02","0.00","0","0","122.03","0.00"
"651","William Carrier","BUF","L","41","2.4","0.058536585365854","0","175","0.00","0","100","0.00","0","100","0.00","0","25","0.00","0","9.28","0.00","0","100","0.00","0","50","0.00","0","25","0.00","0","66.67","0.00","0","0","-","0","108.33","0.00","0","0","-","-","75.00","0.75","0","25","75","75","0.00","0","25","125","0.00"
"619","Michael Raffl","PHI","L","52","1.3833333333333","0.026602564102564","0","173.49","0.00","0","130.12","0.00","0","43.37","0.00","0","43.37","0.00","0","11.17","0.00","0","86.75","0.00","0","0","-","0","0","-","0","115.66","0.00","0","57.83","0.00","0","125.3","0.00","0","0","-","-","0.00","0.00","0","0","0","130.12","-","0","0","0","-"
"497","Reid Boucher","N.J, NSH, VAN","C","39","1.85","0.047435897435897","0","162.16","0.00","0","97.3","0.00","0","0","-","0","0","-","0","6.85","0.00","0","64.86","0.00","0","0","-","0","0","-","0","86.49","0.00","0","0","-","0","93.69","0.00","0","0","-","-","-","-","0","32.43","0","129.73","-","0","32.43","0","-"
"612","Jayson Megna","VAN","C","58","2.6166666666667","0.045114942528736","22.93","160.51","12.50","22.93","137.58","14.29","0","114.65","0.00","0","22.93","0.00","1.76","17.05","9.35","0","91.72","0.00","0","68.79","0.00","0","22.93","0.00","0","30.57","0.00","0","0","-","33.12","99.36","25.00","0","0","-","-","80.00","0.80","0","22.93","22.93","114.65","0.00","0","22.93","45.86","0.00"
"139","Kris Versteeg","CGY","R","69","1.1333333333333","0.016425120772947","0","158.82","0.00","0","158.82","0.00","0","158.82","0.00","0","0","-","0","12.07","0.00","0","52.94","0.00","0","52.94","0.00","0","0","-","0","0","-","0","0","-","0","152.94","0.00","0","0","-","-","100.00","1.00","52.94","52.94","0","52.94","100.00","52.94","52.94","0","100.00"
"285","Jordan Eberle","EDM","C, R","82","1.1666666666667","0.014227642276423","102.86","154.29","40.00","102.86","102.86","50.00","51.43","102.86","33.33","0","0","-","1.12","12.02","8.53","0","102.86","0.00","0","51.43","0.00","0","0","-","0","68.57","0.00","0","0","-","148.57","74.29","66.67","0","0","-","0.00","100.00","1.000","51.43","154.29","0","308.57","100.00","102.86","154.29","0","100.00"
"716","Gustav Forsling","CHI","D","38","3.1333333333333","0.082456140350877","0","153.19","0.00","0","134.04","0.00","0","95.74","0.00","0","38.3","0.00","0","12.78","0.00","0","95.74","0.00","0","76.6","0.00","0","19.15","0.00","0","25.53","0.00","0","25.53","0.00","0","82.98","0.00","0","0","-","-","60.00","0.60","0","0","19.15","114.89","0.00","0","19.15","19.15","0.00"
"193","Kyle Okposo","BUF","R","65","9.05","0.13923076923077","6.63","152.49","4.17","6.63","125.97","5.00","6.63","86.19","7.14","0","13.26","0.00","0.16","15.68","1.03","0","66.3","0.00","0","33.15","0.00","0","6.63","0.00","0","44.2","0.00","0","0","-","0","114.92","0.00","0","0","-","0.00","84.62","0.846","6.63","19.89","26.52","66.3","20.00","6.63","19.89","33.15","16.67"
"330","Kyle Clifford","L.A","L","73","1.5833333333333","0.021689497716895","75.79","151.58","33.33","37.89","75.79","33.33","37.89","75.79","33.33","0","0","-","2.5","6.25","28.59","37.89","37.89","50.00","0","0","-","0","0","-","50.53","50.53","50.00","0","0","-","54.74","109.47","33.33","0","0","-","0.00","100.00","1.000","0","0","0","265.26","-","0","37.89","37.89","0.00"
"439","Julian Melchiori","WPG","D","18","14.283333333333","0.79351851851852","4.2","147.02","2.78","4.2","100.82","4.00","4.2","58.81","6.67","0","4.2","0.00","0","8.96","0.02","0","84.01","0.00","0","21","0.00","0","4.2","0.00","0","84.01","0.00","0","0","-","0","84.95","0.00","0","0","-","0.00","92.86","0.929","4.2","4.2","29.4","54.61","12.50","8.4","16.8","42.01","16.67"
"548","Karl Stollery","N.J","D","11","0.83333333333333","0.075757575757576","0","144","0.00","0","144","0.00","0","144","0.00","0","0","-","0","26.03","0.00","0","144","0.00","0","72","0.00","0","0","-","0","96","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","72","0","144","-","0","72","0","-"
"492","Alan Quine","NYI","C","61","22.1","0.36229508196721","0","141.18","0.00","0","105.88","0.00","0","78.73","0.00","0","5.43","0.00","0","10.15","0.00","0","65.16","0.00","0","38.01","0.00","0","5.43","0.00","0","36.2","0.00","0","0","-","0","101.96","0.00","0","0","-","-","93.10","0.93","0","5.43","48.87","73.3","0.00","0","10.86","57.01","0.00"
"756","Markus Nutivaara","CBJ","D","66","1.7","0.025757575757576","0","141.18","0.00","0","141.18","0.00","0","141.18","0.00","0","35.29","0.00","0","22.99","0.00","0","105.88","0.00","0","70.59","0.00","0","35.29","0.00","0","47.06","0.00","0","0","-","0","50.98","0.00","0","0","-","-","75.00","0.75","0","0","0","176.47","-","0","0","0","-"
"99","Matt Carle","NSH","D","6","3.85","0.64166666666667","15.58","140.26","10.00","15.58","77.92","16.67","0","77.92","0.00","0","31.17","0.00","0.36","7.62","4.48","0","77.92","0.00","0","31.17","0.00","0","31.17","0.00","0","62.34","0.00","0","0","-","22.51","67.53","25.00","0","0","-","-","60.00","0.60","0","31.17","0","109.09","-","0","31.17","15.58","0.00"
"571","Teuvo Teravainen","CAR","L","81","1.2833333333333","0.015843621399177","93.51","140.26","40.00","93.51","140.26","40.00","93.51","93.51","50.00","0","46.75","0.00","3.19","27.48","10.41","46.75","0","100.00","46.75","0","100.00","0","0","-","0","0","-","0","0","-","67.53","202.6","25.00","0","67.53","0.00","0.00","50.00","0.500","46.75","0","0","140.26","100.00","46.75","0","0","100.00"
"346","Peter Holland","ARI, TOR","C","48","6.4833333333333","0.13506944444444","9.25","138.82","6.25","9.25","101.8","8.33","9.25","83.29","10.00","0","18.51","0.00","0.36","13.73","2.56","0","83.29","0.00","0","55.53","0.00","0","9.25","0.00","0","37.02","0.00","0","0","-","13.37","53.47","20.00","0","13.37","0.00","0.00","77.78","0.778","9.25","9.25","18.51","111.05","33.33","9.25","18.51","18.51","33.33"
"28","Scott Hartnell","CBJ","L","78","0.43333333333333","0.0055555555555556","0","138.46","0.00","0","138.46","0.00","0","138.46","0.00","0","0","-","0","5.99","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","200","0.00","0","0","-","-","100.00","1.00","0","0","0","415.38","-","0","0","0","-"
"672","Frederik Gauthier","TOR","C","21","21.883333333333","1.0420634920635","8.23","137.09","5.66","8.23","98.71","7.69","8.23","65.8","11.11","0","10.97","0.00","1.04","9.47","9.89","5.48","79.51","6.45","2.74","21.93","11.11","0","5.48","0.00","3.66","76.77","4.55","0","7.31","0.00","3.96","67.33","5.56","0","0","-","0.00","83.33","0.833","0","21.93","139.83","19.19","0.00","0","35.64","167.25","0.00"
"93","Brian Boyle","T.B, TOR","C","75","79.766666666667","1.0635555555556","5.27","136.15","3.72","4.51","100.04","4.32","3.01","72.96","3.96","0","9.78","0.00","0.28","8.7","3.12","2.26","72.21","3.03","0.75","25.57","2.86","0","3.01","0.00","2.01","62.18","3.13","0","3.01","0.00","3.26","83.66","3.75","0","6.52","0.00","0.00","86.60","0.866","5.27","6.77","57.92","41.37","8.33","5.27","9.03","72.96","6.73"
"68","Boyd Gordon","PHI","C","13","19.833333333333","1.525641025641","6.05","136.13","4.26","6.05","87.73","6.45","3.03","63.53","4.55","0","15.13","0.00","0.01","7.06","0.15","0","60.5","0.00","0","30.25","0.00","0","12.1","0.00","0","40.34","0.00","0","0","-","4.37","91.76","4.55","0","4.37","0.00","0.00","76.19","0.762","0","0","72.61","45.38","0.00","0","3.03","87.73","0.00"
"372","Wade Megan","STL","C","3","1.3333333333333","0.44444444444444","0","135","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","130","0.00","0","0","-","-","-","-","0","0","135","45","0.00","0","0","135","0.00"
"674","Tyler Gaudet","ARI","C","4","9.0666666666667","2.2666666666667","13.24","132.35","9.09","13.24","99.26","11.76","13.24","52.94","20.00","0","6.62","0.00","0.2","10.55","1.85","0","99.26","0.00","0","66.18","0.00","0","6.62","0.00","0","44.12","0.00","0","0","-","9.56","47.79","16.67","0","0","-","0.00","87.50","0.875","13.24","0","39.71","46.32","25.00","13.24","0","39.71","25.00"
"347","Nick Leddy","NYI","D","81","61.066666666667","0.75390946502058","7.86","131.66","5.63","4.91","104.15","4.50","4.91","74.67","6.17","0","5.9","0.00","0.46","9.56","4.64","4.91","61.9","7.35","1.97","31.44","5.88","0","0.98","0.00","3.93","40.61","8.82","0","3.93","0.00","1.42","96.51","1.45","0","2.84","0.00","0.00","92.11","0.921","1.97","11.79","30.46","41.27","6.06","3.93","17.69","50.11","7.27"
"570","Tomas Hertl","S.J","C","49","59.166666666667","1.2074829931973","10.14","130.82","7.19","10.14","99.38","9.26","9.13","68.96","11.69","0","5.07","0.00","0.51","9.01","5.40","5.07","65.92","7.14","1.01","33.46","2.94","0","2.03","0.00","5.41","43.27","11.11","0","2.7","0.00","1.46","84.96","1.69","0","1.46","0.00","0.00","92.65","0.926","4.06","7.1","57.8","42.59","6.56","5.07","7.1","68.96","6.85"
"521","Mika Zibanejad","NYR","C","56","39","0.69642857142857","9.23","130.77","6.59","6.15","106.15","5.48","6.15","67.69","8.33","0","4.62","0.00","0.44","9.22","4.58","1.54","76.92","1.96","1.54","26.15","5.56","0","1.54","0.00","0","67.69","0.00","0","2.05","0.00","8.89","75.56","10.53","0","2.22","0.00","0.00","93.18","0.932","3.08","6.15","84.62","43.08","3.51","6.15","9.23","92.31","6.25"
"371","Gabriel Dumont","T.B","C","39","12.883333333333","0.33034188034188","13.97","130.4","9.68","9.31","79.17","10.53","9.31","51.23","15.38","0","0","-","0.11","9.07","1.25","0","46.57","0.00","0","18.63","0.00","0","0","-","0","37.26","0.00","0","0","-","13.45","107.63","11.11","0","0","-","0.00","100.00","1.000","4.66","9.31","102.46","18.63","4.35","9.31","13.97","139.72","6.25"
"114","Tanner Glass","NYR","L","11","2.7666666666667","0.25151515151515","0","130.12","0.00","0","108.43","0.00","0","108.43","0.00","0","21.69","0.00","0","10.82","0.00","0","43.37","0.00","0","43.37","0.00","0","21.69","0.00","0","0","-","0","0","-","0","125.3","0.00","0","0","-","-","80.00","0.80","0","21.69","43.37","65.06","0.00","0","21.69","43.37","0.00"
"450","Micheal Ferland","CGY","L","76","2.7666666666667","0.03640350877193","0","130.12","0.00","0","108.43","0.00","0","108.43","0.00","0","21.69","0.00","0","14.25","0.00","0","86.75","0.00","0","65.06","0.00","0","21.69","0.00","0","28.92","0.00","0","0","-","0","62.65","0.00","0","0","-","-","80.00","0.80","43.37","21.69","43.37","216.87","50.00","43.37","21.69","65.06","40.00"
