"","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"743","Ryan Pulock","NYI","D","1","2.9166666666667","2.9166666666667","-37.73","45.91","-33.92","-22.82","-0.89","-17.46","-11.97","12.67","-20.00","19.22","-2.71","66.67","-1.9","-0.94","-7.53","-14.68","-6.55","-6.52","-18.98","-9.49","-","-1.36","-1.36","-","5.73","3.93","2.00","27.43","-1.81","100.00","-27.42","24.17","-43.75","0","0","-","100.00","100.00","2.000","0","20.57","20.57","41.14","0.00","20.57","61.71","41.14","33.33"
"576","Mark McNeill","DAL","C","1","13.816666666667","13.816666666667","-24.58","38.53","-28.29","-22.45","9.05","-20.02","-28.28","5.64","-29.09","-2.4","3.14","-66.67","-0.25","2.6","-28.24","-4.71","16.72","-21.00","-0.19","10.16","-21.85","-2.4","3.14","-66.67","-6.04","8.75","-21.67","0","0","-","-34.3","24.15","-44.29","0","0","-","0.00","83.33","0.833","4.34","21.71","0","47.77","100.00","8.69","21.71","13.03","40.00"
"887","C.J. Smith","BUF","L","2","22.45","11.225","7.23","34.7","-9.62","7.75","27.21","-8.61","0.25","15.22","-9.06","4.6","5.03","20.00","0.09","-0.06","3.75","2.15","7.07","-10.10","-1.06","3.85","-38.10","2.67","1.93","50.00","4.29","4.29","0.00","3.56","0","100.00","-1.8","21.99","-10.30","-1.08","4.48","-25.00","18.18","83.33","1.015","8.02","16.04","2.67","50.78","75.00","13.36","29.4","16.04","45.45"
"661","Daniel O'Regan","S.J","C","3","32.883333333333","10.961111111111","-17.83","34.05","-21.16","-9.19","19.83","-17.99","-9.84","13.5","-20.70","-2.07","3.65","-100.00","-1.17","1.37","-26.96","-17.14","9.06","-26.50","-5.61","3.48","-21.78","-2.07","3.65","-100.00","-15.37","7.44","-29.86","0","0","-","4.93","23.62","-12.01","0","0","-","0.00","89.47","0.895","16.42","7.3","5.47","45.62","75.00","27.37","14.6","14.6","65.22"
"835","Mathew Barzal","NYI","C","2","18.466666666667","9.2333333333333","-22.85","32.39","-21.79","-5.42","21.26","-14.74","-2.07","22.74","-18.84","-0.69","5.12","-33.33","-0.51","2.95","-27.15","-10.93","26.19","-34.08","-3.64","11.72","-25.96","0","5.12","0.00","-9.72","19.3","-40.28","0","0","-","-13.66","4.12","-11.91","-1","0","-100.00","0.00","85.71","0.857","16.25","9.75","0","74.73","100.00","19.49","16.25","9.75","66.67"
"845","Denis Gurianov","DAL","R","1","13.1","13.1","-38.83","31.84","-34.27","-43.1","11.62","-40.75","-43.97","13.11","-59.43","-2.37","3.4","-66.67","-2.42","1.7","-48.05","-20.44","13.11","-38.75","-5.05","5.45","-23.16","-2.37","3.4","-66.67","-20.53","10.22","-59.09","0","0","-","-24.63","18.94","-31.90","0","0","-","0.00","85.71","0.857","0","22.9","0","54.96","-","9.16","22.9","13.74","40.00"
"863","Andrew Poturalski","CAR","C","2","24.166666666667","12.083333333333","-9.74","30.76","-16.38","-6.49","29.82","-18.52","-10.53","16","-21.32","-1.55","4.35","-33.33","-0.45","3.09","-24.94","-3.56","24.53","-22.94","-7.75","22.04","-50.00","-0.78","3.41","-33.33","5.6","3.32","2.33","-1.03","1.24","-33.33","-2.22","17.73","-12.30","0","0","-","0.00","83.33","0.833","12.41","12.41","4.97","49.66","71.43","14.9","19.86","19.86","42.86"
"613","Nicolas Kerdiles","ANA","L","1","11.133333333333","11.133333333333","4.52","30.4","-8.07","9.28","14.98","-2.07","1.57","12.35","-8.33","5.7","2.01","6.67","1.04","1.55","-4.98","20.81","18.05","8.04","18.49","15.1","8.33","7.39","0","0.00","3.09","3.93","2.08","0","4.93","0.00","-18.64","14.94","-26.85","0","-2.44","0.00","40.00","85.71","1.257","10.78","5.39","16.17","59.28","40.00","16.17","16.17","26.95","37.50"
"839","Thomas Chabot","OTT","D","1","7.15","7.15","11.47","25.4","-3.91","14.46","41.21","-10.78","-2.17","37.24","-21.15","-7.12","15.36","-83.33","-0.57","4.96","-29.54","-21.65","23.15","-29.70","-4.57","8.24","-21.43","-5.69","-1.42","-","-22.78","19.88","-38.71","-1.9","22.38","-100.00","39.83","15.59","10.00","0","0","-","0.00","75.00","0.750","8.39","41.96","8.39","50.35","50.00","16.78","41.96","16.78","50.00"
"152","Mike Blunden","OTT","R","2","16.233333333333","8.1166666666667","-18.48","24.21","-18.67","-10.99","13.53","-14.40","-20.37","21.01","-32.99","-0.68","-2.03","-","-0.74","0.02","-11.48","-11.58","-5.54","-8.75","-1.4","-4.78","8.06","-0.68","0","-","-13.58","-1.02","-19.73","0","-2.7","0.00","-7.03","33.79","-23.00","0","0","-","0.00","100.00","1.000","3.7","11.09","3.7","62.83","50.00","7.39","11.09","11.09","40.00"
"346","Simon Despres","ANA","D","1","9.4666666666667","9.4666666666667","-32.86","22.57","-25.28","-29.98","-4.39","-16.60","-24.21","-13.14","-8.82","-1.84","-7.38","-","-1.9","-0.56","-16.75","-6.81","7.71","-14.35","-6.57","-2.88","-8.33","0","-5.53","-","-0.31","14.13","-13.33","-2.46","-2.46","-50.00","-29.64","8.48","-27.68","0","0","-","0.00","100.00","1.000","19.01","12.68","6.34","31.69","75.00","25.35","25.35","19.01","57.14"
"633","Matt Grzelcyk","BOS","D","2","21.633333333333","10.816666666667","-0.91","22.49","-9.44","4.49","11.35","-4.02","14.36","13.78","-0.81","3.07","2.24","7.14","0.25","0.67","-3.75","-2.81","10.71","-9.88","-1.85","8.96","-15.82","1.95","3.07","8.33","-1.29","2.34","-3.73","2.6","-1.1","50.00","-3.29","13.78","-11.61","-1.19","0","-100.00","11.11","87.50","0.986","24.96","11.09","5.55","66.56","81.82","41.6","13.87","13.87","75.00"
"836","Jack Roslovic","WPG","C","1","8.4","8.4","1.76","21.77","-5.43","3.51","21.92","-6.79","6.52","27.47","-8.52","-3.81","3.33","-50.00","-0.98","1.16","-16.04","-20.78","43.03","-35.67","-5.55","3.66","-16.67","-3.81","4.6","-60.00","-20.31","52.5","-46.15","0","0","-","27.75","-21.54","35.32","0","-1.83","0.00","0.00","88.89","0.889","7.14","14.29","0","78.57","100.00","28.57","21.43","0","100.00"
"236","Trevor Smith","NSH","C","1","7.3333333333333","7.3333333333333","-62.73","20.14","-47.31","-42.77","-5.09","-44.12","-35.64","9.54","-53.19","-5.7","-1.43","-","-2.74","0.18","-51.30","-35.64","18.1","-60.98","-8.55","9.23","-54.55","-4.28","-1.43","-","-36.12","11.82","-63.33","-1.9","0","-100.00","-30.89","-16.57","-32.61","0","0","-","-","100.00","1.00","24.55","24.55","16.36","32.73","60.00","32.73","32.73","24.55","57.14"
"557","Tyler Wotherspoon","CGY","D","4","43.6","10.9","-13.08","19.42","-17.54","-5.02","13.34","-13.35","-2.6","8.97","-12.54","-2.13","1.04","-55.56","-0.78","0.54","-16.87","-3.93","6.98","-13.54","2.23","0.48","2.38","-1.71","0.52","-66.67","-8.22","8.67","-27.34","0","-0.57","0.00","-10.41","11.11","-17.03","-0.62","1.37","-50.00","0.00","88.89","0.889","9.63","15.14","6.88","37.16","58.33","26.15","17.89","16.51","61.29"
"193","Bracken Kearns","NYI","C","2","21.966666666667","10.983333333333","-22.92","19.32","-19.51","-8.47","11.27","-11.88","-5.68","6.56","-9.66","-2.06","-1.4","-33.33","-1.49","0.48","-27.95","-15.89","8.67","-28.55","-3.48","2.65","-16.26","-0.69","-0.71","-16.67","-16.55","8.03","-37.78","-1.84","-0.92","-66.67","-6.18","9.57","-10.38","0","0","-","0.00","93.33","0.933","8.19","16.39","5.46","54.63","60.00","13.66","21.85","13.66","50.00"
"540","Rocco Grimaldi","COL","C","4","44","11","-1.09","19.11","-8.12","0.27","11.92","-6.16","1.5","5.84","-2.97","-0.87","3.22","-30.00","1.25","-0.13","12.59","8.56","1.99","5.26","5.33","0.5","9.75","0.25","2.98","-25.00","4.31","1.99","1.74","-0.5","0","-100.00","-7.86","22.04","-16.57","-1.07","0.9","-50.00","4.17","85.71","0.899","9.55","12.27","9.55","46.36","50.00","16.36","23.18","23.18","41.38"
"885","Griffen Molino","VAN","C","5","52.933333333333","10.586666666667","-13.25","19.1","-15.10","-13.79","17.25","-19.25","-13.94","11.99","-23.07","-1.4","-0.24","-35.71","-0.39","0.79","-11.57","0.39","6.31","-5.63","-0.7","0.45","-2.85","-0.84","0.87","-37.50","1.46","7.81","-8.05","-0.37","-0.74","-33.33","-16.13","17.98","-25.16","-0.4","-0.4","-50.00","0.00","93.75","0.938","10.2","9.07","3.4","62.34","75.00","11.34","15.87","6.8","62.50"
"411","Mike Liambas","NSH","L","1","4.6166666666667","4.6166666666667","-41.06","18.34","-27.55","-21.34","-0.69","-9.33","-33.41","7.43","-38.10","-4.64","9.52","-57.14","-0.17","1.48","-17.70","-24.13","-2.09","-21.11","-0.93","8.36","-25.00","-2.32","10.68","-50.00","-30.94","-13.92","-","-1.55","-1.55","-50.00","-17.76","14.08","-20.21","-1.68","0","-100.00","0.00","50.00","0.500","38.99","13","0","38.99","100.00","38.99","25.99","25.99","60.00"
"646","Cristoval Nieves","NYR","C","1","11.65","11.65","-4.4","17.68","-8.03","-14.99","9.73","-16.47","-8.82","10.76","-15.54","-8.09","3.53","-83.33","-1.81","1.78","-42.20","-13.67","7.22","-18.88","-12.94","14.43","-53.33","-4.85","-1.62","-","-0.97","-9.6","8.33","-2.16","0","-100.00","8.3","-0.2","10.23","-2.34","7.44","-100.00","0.00","88.89","0.889","5.15","20.6","5.15","51.5","50.00","10.3","41.2","10.3","50.00"
"595","Bobby Farnham","MTL","R","3","24.816666666667","8.2722222222222","-16.81","15.88","-13.03","-7.11","12.42","-10.13","-1.66","13.58","-8.79","-2.35","-2.83","-","0.04","0.09","-0.31","-2.6","8.61","-8.04","-2.98","-0.15","-5.17","-0.94","-1.88","-","0.51","11.69","-7.76","-1.26","-0.63","-66.67","-13.14","15.75","-19.46","-0.68","-0.68","-50.00","0.00","100.00","1.000","14.51","14.51","0","74.95","100.00","14.51","24.18","4.84","75.00"
"876","Tyson Jost","COL","C","6","77.816666666667","12.969444444444","-6.4","15.22","-9.29","-3.43","16.08","-11.09","-5.56","6.34","-9.24","-0.7","3.16","-27.78","-0.15","0.6","-8.45","-3.26","8.86","-12.52","-3.27","4.15","-18.63","0.8","0.57","10.00","0.01","6.29","-8.97","-1","1.72","-75.00","-9.6","10.78","-12.31","-1.08","1.87","-75.00","5.26","84.78","0.900","6.17","10.79","10.02","49.35","38.10","13.88","18.51","20.05","40.91"
