"","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"651","Joonas Nattinen","MTL","C","1","1.75","1.75","-63.62","122.21","-56.38","-46.82","65.64","-55.71","-31.21","77.65","-55.32","-2.4","-4.8","-","-2.12","0.29","-53.99","-24.01","17.48","-58.82","-8.4","-10.8","-","-2.4","-2.4","-","-20.81","37.71","-72.22","0","-3.2","0.00","-53.75","110.43","-58.49","0","0","-","-","100.00","1.00","0","34.29","34.29","0","0.00","0","34.29","34.29","0.00"
"833","Spencer Abbott","TOR","L","1","5.2666666666667","5.2666666666667","-11.81","73.86","-22.84","-16.81","80.26","-31.66","-1.4","71.7","-28.57","-2.37","20.41","-50.00","-0.05","4.7","-32.21","-0.93","36.8","-25.48","3.09","7.84","-20.00","-2.37","0","-","-5.36","38.63","-28.15","0","27.22","0.00","-12.29","58.67","-22.17","0","0","-","0.00","77.78","0.778","0","22.78","22.78","68.35","0.00","11.39","22.78","22.78","33.33"
"324","Pierre-Luc Letourneau-Leblond","PIT","R","1","4.5666666666667","4.5666666666667","-27.89","61.61","-30.71","-31.18","36.97","-37.14","-21.33","42.3","-42.91","-4.92","-2.46","-","-0.78","1.03","-19.53","-0.81","30.39","-21.67","0.83","4.52","-8.82","-3.69","-1.23","-","-2.18","34.5","-27.17","0","-1.64","0.00","-37.35","14.25","-46.67","-1.78","0","-100.00","0.00","100.00","1.000","13.14","0","13.14","52.55","50.00","13.14","0","26.28","33.33"
"676","Roman Horak","CGY, EDM","C","3","26.15","8.7166666666667","-2.47","44.41","-13.86","-7.14","26.45","-14.64","-8.12","22.25","-18.05","-1.36","1.4","-20.00","-0.26","1.83","-11.58","-6.76","8.45","-13.46","-2.24","8.8","-16.14","-2.74","0.47","-60.00","-6.03","-0.47","-10.61","1.84","-1.22","50.00","6.82","30.04","-10.12","0","3.31","0.00","14.29","92.31","1.066","16.06","11.47","2.29","57.36","87.50","20.65","18.36","4.59","81.82"
"369","Cody Bass","CBJ","C","1","2.7166666666667","2.7166666666667","-85.77","37.07","-53.70","-72.33","43.42","-76.00","-46.95","45.95","-69.81","-2.54","-3.81","-","-4.03","4.62","-70.87","-28.67","37.83","-55.56","-24.11","40.36","-86.36","-1.27","-1.27","-","-6.08","-3.38","8.70","-1.69","0","-100.00","-53.15","2.58","-64.44","0","-3.67","0.00","-","100.00","1.00","0","0","22.09","66.26","0.00","22.09","0","22.09","50.00"
"679","Ben Chiarot","WPG","D","1","10.783333333333","10.783333333333","-22.11","34.65","-25.20","-15.43","15.26","-21.19","-19.4","17.32","-36.31","-1.27","14.15","-33.33","-2.43","0.74","-45.17","-11.77","10.01","-27.68","-15.27","2.22","-63.16","0","11.13","-","4.66","10.38","-6.15","0","0","-","-9.43","16.99","-15.91","-1.84","4.36","-33.33","0.00","57.14","0.571","0","0","0","0","-","27.82","16.69","11.13","71.43"
"832","Cameron Schilling","WSH","D","1","17.75","17.75","21.76","34.46","3.11","17.3","37.1","0.32","10.88","25.34","1.53","0","5.34","0.00","0.83","1.29","10.32","11.22","16.96","10.39","1.96","0.2","12.50","0","6.76","-","12.35","22.35","8.57","0","0","-","7.51","29.38","-7.29","0","-2.05","0.00","0.00","88.89","0.889","6.76","3.38","3.38","50.7","66.67","13.52","13.52","20.28","40.00"
"718","Christian Thomas","MTL","L","2","14.366666666667","7.1833333333333","-21.61","29.24","-19.56","-16.93","20.66","-21.43","-18.45","8.72","-25.31","-1.38","2.8","-50.00","-1.42","0.88","-27.31","-7.39","5.83","-14.36","-4.77","9.13","-34.17","0","3.49","0.00","-3.49","-4.4","1.11","-1.84","-0.92","-66.67","-15.57","37.66","-25.10","0","0","-","0.00","90.00","0.900","8.35","16.71","4.18","54.29","66.67","8.35","29.23","12.53","40.00"
"827","Adam Payerl","PIT","C","2","18.3","9.15","-10.87","27.17","-16.03","-8.97","16.61","-14.96","-0.51","11.32","-7.97","-1.3","0.67","-33.33","-0.93","-0.04","-13.74","1.41","-0.53","2.40","-4.55","1.34","-26.67","-0.65","-1.3","-","7.94","-2.49","13.64","-0.87","-1.74","-33.33","-14.94","47.54","-31.22","0","4.74","0.00","0.00","92.31","0.923","13.11","6.56","9.84","62.3","57.14","16.39","6.56","9.84","62.50"
"413","Peter LeBlanc","WSH","C","1","9.4333333333333","9.4333333333333","-16.45","24.51","-18.33","-8.84","21.72","-16.92","-16.29","16.6","-36.84","0","0","-","-0.45","1.79","-17.80","2.17","22.96","-12.12","0.54","17.3","-21.67","0","0","-","2.17","7.55","-4.02","0","0","-","-20.17","-9.41","-35.29","0","0","-","-","100.00","1.00","19.08","6.36","0","44.52","100.00","19.08","12.72","12.72","60.00"
