"","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"888","Justin Richards","CBJ","C","2","18.3","9.15","-6.61","42.04","-13.62","-1.59","26.99","-9.66","0.87","26.47","-11.62","1.83","1.49","11.11","-0.39","3.63","-18.72","1.59","21.74","-8.64","-5.4","17.21","-31.38","0","2.94","0.00","9.32","6.04","8.23","3.41","-1.93","66.67","-11.91","33.98","-22.67","-1.04","0","-100.00","16.67","88.89","1.056","9.84","16.39","13.11","45.9","42.86","9.84","19.67","19.67","33.33"
"195","Andy Andreoff","NYI","C","3","20.433333333333","6.8111111111111","-27.89","37.49","-23.47","-29.46","31.2","-30.29","-18.76","24.21","-27.94","-1.08","9.07","-40.00","-1.33","4.13","-28.22","-4.34","37.66","-22.61","-11.07","18.48","-39.69","0.26","3.64","-21.21","8.98","25.58","-9.43","-1.19","7.24","-66.67","-34.13","-2.29","-41.09","-0.64","0","-100.00","20.00","80.95","1.010","2.94","11.75","0","76.35","100.00","5.87","20.55","8.81","40.00"
"946","Anton Levtchi","FLA","L","2","18.416666666667","9.2083333333333","-42.98","26.43","-37.61","-36.1","28.85","-42.39","-24.17","14.66","-36.32","-3.57","-0.89","-","-2.06","2.22","-42.46","-15.55","9.67","-28.49","-7.78","12.4","-41.67","-2.68","0","-","-10.37","-3.64","-13.33","-1.19","-1.19","-50.00","-31.42","25.96","-50.00","0","0","-","0.00","100.00","1.000","9.77","16.29","6.52","48.87","60.00","16.29","16.29","13.03","55.56"
"834","Vladislav Kolyachonok","ARI","D","2","24.216666666667","12.108333333333","-22.35","26.01","-20.91","-14.17","11.74","-15.78","-10.23","1.12","-14.33","-1.75","-4.38","-","-0.56","0.62","-10.05","-18.11","8.7","-25.65","1.3","-0.17","4.07","-0.88","-2.63","-","-25.88","11.82","-46.01","-1.17","0","-100.00","-6.97","20.59","-16.77","0","-2.53","0.00","0.00","100.00","1.000","4.96","12.39","2.48","52.03","66.67","4.96","17.34","19.82","20.00"
"233","Alex Galchenyuk","COL","C","11","73.916666666667","6.719696969697","-4.65","23.59","-11.85","-5.09","18.22","-13.23","-5.13","16.08","-16.17","-2.96","4.56","-60.53","-0.29","0.31","-5.67","1.5","9.35","-7.72","-1.93","1.16","-7.06","-1.29","2.22","-55.56","4.58","10.93","-8.22","-1.03","1.31","-54.55","-5.77","20.17","-16.43","-1.3","2.16","-87.50","0.00","84.62","0.846","7.31","10.55","8.12","61.69","47.37","17.05","14.61","25.16","40.38"
"900","Mikael Pyyhtia","CBJ","L","2","23.933333333333","11.966666666667","-4.3","23.28","-10.00","1.07","21.13","-8.70","2.87","2.15","0.75","0.36","6.09","-35.00","0.71","1.95","-6.05","-3.94","20.77","-14.37","-0.72","3.94","-7.50","-1.43","1.79","-66.67","-4.3","22.44","-18.18","3.34","5.73","33.33","3.62","-4.14","6.27","-1.03","0","-100.00","7.14","81.25","0.884","2.51","7.52","15.04","45.13","14.29","7.52","7.52","30.08","20.00"
"899","Samuel Knazko","CBJ","D","2","30.316666666667","15.158333333333","1.22","22.99","-7.75","0.98","30.58","-12.83","3.83","18.12","-7.90","-0.35","-1.12","7.14","-1.64","1.41","-22.39","2.71","11.83","-5.26","-10.69","-0.88","-19.45","-1.55","1.2","-66.67","17.87","16.95","3.13","-1.03","-3.1","-25.00","-1.65","14.88","-11.92","2.86","0","100.00","5.56","96.15","1.017","3.96","7.92","13.85","51.46","22.22","11.87","15.83","35.62","25.00"
"922","Stanislav Svozil","CBJ","D","2","36.866666666667","18.433333333333","2.62","22.99","-7.35","8.03","23.53","-6.65","-2.96","15.79","-11.86","-3.39","3.19","-66.67","0.1","4.09","-23.50","-4.72","34.74","-23.41","5.98","22.52","-26.67","-1.69","3.25","-100.00","-14.26","16.29","-25.27","-1.13","-0.09","-33.33","11.92","-16.77","23.62","-1.22","0","-100.00","0.00","90.00","0.900","3.25","3.25","9.76","56.96","25.00","8.14","6.51","24.41","25.00"
"547","Riley Tufte","DAL","L","3","23.866666666667","7.9555555555556","-38.78","22.93","-28.21","-38.88","23.7","-41.76","-29.22","10.13","-43.63","-2.22","-0.16","-45.45","-3.33","0.5","-51.51","-29.38","12.22","-45.59","-12.32","5.9","-43.65","-0.44","-0.89","-","-22.74","8.43","-47.56","-1.19","2.17","-50.00","-15.48","14.21","-20.43","-0.64","-1.29","-33.33","0.00","93.33","0.933","2.51","7.54","5.03","67.88","33.33","7.54","12.57","12.57","37.50"
"850","Tyce Thompson","N.J","R","2","17.3","8.65","-11.68","22.28","-12.64","-9.79","19.32","-14.06","-19.69","13.58","-28.05","-3.42","0.73","-55.56","-1.57","1.37","-22.07","-3.03","12.17","-10.91","-6.03","-0.51","-10.48","-2.05","-2.74","-","4","16.9","-11.31","-1.83","4.62","-100.00","-15.51","15.66","-17.28","0","0","-","0.00","92.31","0.923","10.4","20.81","13.87","55.49","42.86","10.4","24.28","20.81","33.33"
"190","Joseph Cramarossa","MIN","C","4","30.833333333333","7.7083333333333","-14.44","21.79","-14.76","-8.47","12.65","-11.25","-7.96","12.33","-15.73","0.83","0.83","0.00","-0.64","1.64","-19.13","-13.43","7.06","-20.70","-4.86","3.58","-19.37","1.2","1.95","-50.00","-11.43","4.63","-22.00","-0.5","-0.99","-33.33","-8.28","21.82","-14.77","0","-0.54","0.00","9.09","95.45","1.045","7.78","15.57","15.57","42.81","33.33","13.62","17.51","21.41","38.89"
"68","Jason Demers","EDM","D","1","10.733333333333","10.733333333333","-21.89","21.4","-18.43","-19.16","15.68","-19.22","-16.47","2.99","-16.43","-6.93","5.59","-100.00","-3.16","2.06","-41.70","-30.42","17.03","-37.37","-19.37","18.24","-55.33","-6.93","5.59","-100.00","-14.73","-1.62","-21.38","0","0","-","16.4","-1.63","10.98","0","0","-","0.00","80.00","0.800","0","11.18","16.77","50.31","0.00","11.18","11.18","27.95","28.57"
"950","Jake Livingstone","NSH","D","5","75.866666666667","15.173333333333","-0.7","21.38","-7.05","-3.2","17.25","-10.04","-0.76","16.25","-10.99","-0.76","0.82","-16.67","0.2","1.35","-7.84","1.04","5.8","-2.85","2.63","8.62","-9.18","-0.21","0.91","-26.67","-2.12","-3.77","0.40","0.61","1.22","0.00","0.52","19.78","-9.49","-0.97","-1.45","-40.00","6.25","93.22","0.995","7.12","8.7","10.28","49.03","40.91","15.82","14.24","17.4","47.62"
"794","Ronnie Attard","PHI","D","2","28.366666666667","14.183333333333","-8.7","21.22","-12.10","-3.74","5.34","-5.16","3.96","3.96","0.00","0.5","-1.92","21.43","-0.17","-0.84","7.61","0.84","9.49","-5.85","-0.92","6.73","-17.37","1.31","0","0.00","2.36","3.69","-0.70","0","-1.49","0.00","-18.73","19.72","-26.34","-1.17","-1.17","-50.00","6.25","93.75","1.000","2.12","8.46","14.81","50.76","12.50","16.92","14.81","16.92","50.00"
"896","Callahan Burke","COL","C","2","17.016666666667","8.5083333333333","-14.47","21.13","-15.40","-12.15","16.41","-16.31","-10.81","6.52","-13.49","-0.65","0.94","-20.00","-1.12","1.49","-31.12","-11.36","7.9","-26.67","-0.05","7.65","-19.05","0","-1.29","-","-15.09","0.34","-33.97","-0.86","3.84","-50.00","3.89","19.61","-6.46","0","-0.93","0.00","0.00","90.91","0.909","3.53","10.58","7.05","66.99","33.33","3.53","17.63","21.16","14.29"
"391","Roland McKeown","NSH","D","6","73.233333333333","12.205555555556","-17.73","21.06","-14.82","-13.02","19.2","-15.69","-16.25","11.88","-21.45","-1.65","-3.02","20.51","-1.49","0.99","-19.03","-8.05","7.79","-11.93","-5.79","1.04","-14.78","-1.37","-0.83","-45.45","-3.02","9.01","-10.60","-0.37","-2.92","66.67","-10.8","19.59","-18.66","0","0","0.00","8.70","98.25","1.069","9.01","12.29","9.01","56.53","50.00","16.39","21.3","20.48","44.44"
"889","Tristen Robins","S.J","C","3","38.15","12.716666666667","-26.37","20.44","-21.09","-24.37","18.72","-26.88","-15.54","17.56","-26.72","-1.56","-3.11","-25.00","-2.25","0.28","-28.37","-17.62","3.97","-22.66","-6.74","0.65","-21.87","-1.56","-2.08","-","-14.51","4.43","-23.26","0","0.71","0.00","-3.59","30.6","-14.65","0","-1.5","0.00","0.00","96.97","0.970","3.15","7.86","4.72","48.75","40.00","7.86","12.58","25.16","23.81"
"931","Vincent Iorio","WSH","D","3","41.3","13.766666666667","1.65","20.08","-5.85","0.66","18.53","-7.08","0.83","16.77","-8.11","0.47","2.14","-13.64","-0.5","0.87","-9.95","2.28","7.93","-3.03","-1.28","4.8","-9.13","0.69","-0.21","9.52","4.74","4.17","1.51","-1.48","3.87","-100.00","-2.32","9.35","-5.87","1.3","-0.8","50.00","17.65","91.67","1.093","10.17","18.89","5.81","63.92","63.64","17.43","24.7","8.72","66.67"
"308","Anthony Duclair","FLA","L","20","271.91666666667","13.595833333333","-0.06","18.44","-7.93","2.45","14.84","-7.06","3.42","8.92","-4.73","-0.16","0.2","-3.18","0.59","1.25","-6.43","2.51","12.25","-8.54","4.55","6.77","-5.78","0.03","0.03","-0.23","-2.72","7.31","-11.58","0.15","0.74","-19.44","-2.41","8.57","-7.62","-0.32","-0.44","2.94","8.57","93.29","1.019","11.92","19.42","9.05","41.04","56.84","22.73","24.27","18.31","55.38"
"938","Shane Wright","SEA","C","8","64.683333333333","8.0854166666667","-10.9","17.99","-12.91","0.33","8.85","-5.33","2.12","5.49","-3.35","2.27","-2.35","41.40","0.03","-0.52","5.94","-5.73","-5.95","0.59","1.34","-5.34","17.05","0.03","-0.71","14.04","-9.43","-0.82","-11.25","1.99","-1.46","75.00","-3.07","24.05","-19.29","1.08","-0.79","75.00","13.16","96.97","1.101","15.77","15.77","2.78","59.37","85.00","23.19","17.62","12.06","65.79"
"698","Mac Hollowell","TOR","D","6","75.583333333333","12.597222222222","11.09","17.52","-0.88","3.72","19.99","-7.56","2.07","15.32","-9.19","1.76","0.75","1.96","-0.88","1.9","-23.06","7.21","10.51","-1.24","-4.58","6.83","-23.41","-0.05","0.77","-16.67","15.72","4.91","11.67","2.45","0.33","25.00","1.84","10.2","-3.55","-0.04","-0.39","25.00","15.79","94.44","1.102","5.56","5.56","6.35","68.27","46.67","13.5","10.32","12.7","51.52"
"933","Marc McLaughlin","BOS","C","2","17.533333333333","8.7666666666667","-1.26","16.39","-5.98","-7.69","14.89","-11.05","-11.52","10.11","-15.88","-3.29","-0.69","-44.44","-1.01","2.17","-23.35","-11.65","12.44","-19.52","-8.77","12.59","-31.35","-1.64","0.96","-40.00","-3.84","-0.19","-5.74","-1.1","-1.1","-50.00","12.44","7.89","3.82","-1.19","-1.19","-50.00","0.00","92.86","0.929","3.42","30.8","6.84","58.17","33.33","6.84","30.8","20.53","25.00"
"942","Milos Kelemen","ARI","L","14","105.91666666667","7.5654761904762","-1.15","16.27","-7.35","-6.41","8.07","-9.05","-7.44","-0.16","-7.55","-2.28","-0.36","-28.79","-0.67","0.03","-8.09","-6.38","10.45","-15.04","-2.39","3.92","-13.65","-0.96","-0.39","-16.67","-5.33","8.71","-16.00","-1.22","0.1","-36.00","4.01","7.14","-2.06","-0.59","-0.06","-40.00","2.78","88.24","0.910","6.8","17.56","10.2","57.21","40.00","12.46","21.53","19.83","38.60"
"732","Filip Hallander","PIT","C","2","15.716666666667","7.8583333333333","-41.65","16.08","-31.00","-23.79","2.69","-20.92","-20.95","2.43","-31.83","-5","-1.43","-","-5.12","0.13","-51.23","-22.38","2.92","-30.66","-9.76","5.27","-37.58","-2.14","-0.71","-","-16.82","-3.13","-26.73","-0.95","-0.95","-50.00","-17.52","7.64","-22.38","-3.1","0","-100.00","0.00","100.00","1.000","7.64","30.54","7.64","45.81","50.00","7.64","30.54","11.45","40.00"
"818","Lassi Thomson","OTT","D","2","21.6","10.8","-26.63","16.03","-15.82","-18.6","9.88","-15.16","-20.32","9.52","-23.44","-1.77","3.78","-50.00","-2.38","0.46","-26.22","-15.77","18.39","-28.79","-9.39","1.36","-21.66","-0.89","1.89","-50.00","-8.5","22.7","-34.29","-1.18","3.7","-100.00","-14.92","-7.76","-1.74","0","0","-","0.00","84.62","0.846","16.67","11.11","5.56","55.56","75.00","27.78","22.22","13.89","66.67"
"753","Jan Jenik","ARI","R","2","11.716666666667","5.8583333333333","-34.01","14.67","-26.62","-25.54","-1.13","-19.09","-20.7","-9.7","-17.28","-3.77","-4.53","-","-2.21","0.17","-25.89","-23.87","10.19","-30.47","-11.48","3.45","-37.63","-3.02","-1.51","-","-16.53","8.99","-25.97","-1.01","-3.02","-25.00","-17.67","-2.88","-25.00","0","0","-","0.00","100.00","1.000","0","5.12","10.24","71.69","0.00","5.12","10.24","25.6","16.67"
"761","Nathan Smith","ARI","C","4","29.766666666667","7.4416666666667","1.13","14.3","-5.18","-10.06","7.1","-11.91","-14.86","0.58","-19.69","-2.66","-0.65","-50.00","-1.55","-0.48","-17.58","-4.13","4.62","-8.67","-4.6","0.76","-15.83","-1.33","-1.33","-","0.62","5.14","-4.38","-1.77","1.8","-66.67","4.15","16.84","-6.01","0","-0.96","0.00","0.00","92.31","0.923","2.02","12.09","4.03","68.53","33.33","10.08","20.16","12.09","45.45"
"62","Jakub Voracek","CBJ","R","11","140.63333333333","12.784848484848","-2.12","14.17","-6.16","0.22","12.99","-6.21","-1.25","10.97","-8.56","0.02","0.97","-4.82","-0.31","1.77","-16.54","-1.78","7.94","-7.82","-2.55","3.31","-14.38","-0.33","0.78","-15.00","1.03","6.18","-4.24","-0.81","-1.04","-5.56","2.04","6.63","-2.09","1.39","0.78","7.14","10.14","87.76","0.979","16.21","11.09","8.96","40.96","64.41","25.17","16.21","16.64","60.20"
"721","Filip Kral","TOR","D","2","18.05","9.025","32.77","14.12","7.56","19.34","9.07","5.08","12.41","4.75","5.83","2.6","-0.29","33.33","1.87","0.88","4.33","20.21","20.79","-3.37","1.87","3.6","-3.59","2.6","1.15","25.00","24.46","22.92","-2.23","0","-1.93","0.00","19.19","-10.89","22.30","0","0","-","8.33","90.91","0.992","6.65","9.97","9.97","59.83","40.00","23.27","13.3","19.94","53.85"
"471","Guillaume Brisebois","VAN","D","17","245.23333333333","14.425490196078","-8.54","13.99","-9.93","-3.21","6.62","-5.82","-0.75","5.26","-4.84","-0.48","0.98","-13.99","0.16","-0.08","2.32","-3.73","7.35","-9.70","-1.25","2.38","-8.19","-0.06","1.11","-15.83","-3.31","6.63","-10.64","-0.24","0.01","-8.33","-6.7","10.39","-11.92","-0.55","-0.06","-57.14","8.91","90.71","0.996","7.34","16.88","11.25","58.72","39.47","14.44","21.53","23.24","38.31"
"466","Austin Wagner","CHI","L","7","84.85","12.121428571429","-16.52","13.97","-13.01","-12.84","12.68","-15.03","-7.71","10.19","-13.96","-1.36","-1.18","-5.00","-1.08","-0.06","-10.58","-11.71","7.59","-18.18","-6.02","1.96","-20.81","-2.66","0.37","-52.00","-7.58","7.5","-16.67","1.07","-0.97","36.67","-6.7","4.86","-7.31","0.73","-0.59","66.67","8.82","91.23","1.001","4.95","15.56","6.36","52.33","43.75","8.49","21.21","19.09","30.77"
"685","Olle Lycksell","PHI","R","8","84.483333333333","10.560416666667","-19.35","13.53","-15.37","-15.83","11.77","-18.01","-11.04","2.36","-14.12","-1.53","-1.26","-15.29","-0.8","0.17","-12.04","-6.71","11.17","-14.66","0.25","6.31","-8.83","-0.59","-0.82","-3.51","-9.27","6.48","-19.52","-0.75","-1.74","-30.00","-17.47","5.07","-18.85","-0.54","1.24","-40.00","4.55","91.84","0.964","7.81","9.23","11.36","47.58","40.74","11.36","12.78","17.04","40.00"
"892","William Dufour","NYI","R","1","6.8","6.8","-14.39","13.22","-11.95","-5.42","21.05","-13.64","-0.15","8.67","-7.14","-1.57","16.08","-50.00","-1.64","1.77","-33.30","-19.93","4.55","-23.16","-10.96","9.82","-58.33","0","7.26","0.00","-11.96","-7.03","1.28","-2.09","0","-100.00","2.05","19.31","-10.48","0","12.75","0.00","0.00","50.00","0.500","26.47","0","0","44.12","100.00","35.29","0","0","100.00"
"63","Jake Muzzin","TOR","D","4","55.716666666667","13.929166666667","0.24","13.21","-6.40","-8.68","4.12","-7.86","-6.73","-5.5","0.72","-0.53","-0.98","3.85","-0.95","0.1","-9.67","-2.69","13.34","-13.00","-7.5","-0.51","-14.55","-0.53","-0.27","0.00","6.41","18.46","-15.94","0","-0.35","0.00","-0.95","-0.97","0.24","0","-0.65","0.00","7.41","89.47","0.969","4.31","14","12.92","54.92","25.00","19.38","17.23","24.77","43.90"
"521","Luke Kunin","S.J","C","31","376.78333333333","12.154301075269","-8.18","13.14","-9.06","-2.98","4.76","-4.58","-2.34","4.46","-5.59","-0.45","0.68","-8.63","-0.41","0.57","-8.49","-5.35","3.49","-7.50","-3.05","0.48","-8.05","-1.21","0.31","-37.72","-3.07","4.02","-6.95","-0.04","0.78","-9.22","-5.46","10.42","-8.80","0.74","-0.54","35.87","9.30","88.15","0.975","8.92","15.61","9.55","50.64","48.28","18.63","20.7","21.02","46.99"
"651","Aleksi Heponiemi","FLA","C","10","84.933333333333","8.4933333333333","-29.38","12.61","-19.04","-23.84","13.38","-21.43","-18.27","5.68","-19.81","-0.26","1.03","-10.82","-2.5","-0.12","-25.11","-21.92","0.29","-21.67","-9.42","-1.18","-17.18","-0.94","1.53","-40.00","-16.67","1.96","-24.82","0.35","0.32","6.06","-9.63","20.01","-17.37","0.6","-0.85","66.67","14.29","90.74","1.050","10.6","14.84","6.36","49.45","62.50","16.25","19.78","16.95","48.94"
"842","Aidan McDonough","VAN","L","6","55.066666666667","9.1777777777778","-7.38","12.33","-8.82","-8.58","11.39","-12.34","-5.84","7.85","-12.03","-2.03","-0.11","-23.00","-0.3","0.62","-8.09","-7.41","10.24","-15.34","-2.47","5.93","-17.02","-2.34","0.1","-52.94","-6.58","5.74","-14.11","1.11","-0.69","66.67","-9.55","13.31","-16.85","-0.75","0.82","-50.00","5.26","90.91","0.962","8.72","18.52","8.72","50.12","50.00","11.99","22.88","22.88","34.38"
"302","Josh Brown","ARI","D","68","879.8","12.938235294118","-6.87","11.44","-7.94","-4.15","7.56","-6.67","-5.23","6.34","-9.43","0.14","0.96","-5.63","-0.3","0.28","-5.35","-3.61","5.8","-7.94","-1","2.38","-6.67","0.44","0.18","5.17","-3.47","4.55","-8.84","-0.09","0.94","-17.41","-4.29","9.68","-9.41","-0.26","0.27","-24.93","11.82","89.88","1.017","8.18","15","13.3","50.81","38.10","15.75","20.53","23.87","39.76"
"901","Elliot Desnoyers","PHI","L","4","46.166666666667","11.541666666667","-17","11.27","-14.39","-14.2","6.76","-14.56","-8.84","3.79","-12.82","0.93","0.25","15.91","-1.22","0.78","-24.69","-7.99","-3.44","-7.54","-5.6","3.13","-25.98","-0.37","0.77","-16.67","-3.19","-8.76","5.88","0","1.25","0.00","-5.03","21.19","-15.68","1.88","-1.58","100.00","7.14","87.50","0.946","9.1","6.5","5.2","61.08","63.64","16.9","10.4","9.1","65.00"
"564","Noah Gregor","S.J","C","57","707.41666666667","12.41081871345","-2.83","11.18","-5.59","0.31","7.27","-3.67","-2.14","4.8","-5.44","-0.51","-0.97","1.67","0.08","0.2","-0.84","-0.33","3.82","-3.14","0.4","1.28","-1.59","-0.15","-0.47","3.85","-0.98","3.38","-4.30","-0.08","-0.02","-1.70","-6.84","10.71","-9.44","-0.27","-0.71","28.43","7.89","91.76","0.997","7.29","12.81","10.77","51.23","40.38","15.52","19.25","22.31","41.03"
"653","Dmitri Samorukov","STL","D","2","29.75","14.875","-27.95","11.15","-18.75","-17.87","3.96","-14.35","-25.33","5.36","-29.96","-4.73","1.23","-85.71","-1.78","0.09","-17.21","-16.47","11.76","-24.59","-7.71","9.03","-35.63","-2.37","2.02","-100.00","-11.68","3.63","-16.38","-2.1","0","-100.00","-13.8","-2.78","-10.55","-1.14","0","-100.00","0.00","92.86","0.929","4.03","14.12","6.05","54.45","40.00","10.08","16.13","6.05","62.50"
"93","Jordie Benn","TOR","D","12","168.51666666667","14.043055555556","-0.92","10.99","-5.23","-3.25","5.4","-5.25","-3.9","1.17","-4.39","-0.69","1.54","-21.96","-1.09","-0.17","-7.79","-1.92","5.9","-6.45","-5.63","1.2","-14.22","-0.93","-0.06","-5.00","4.95","6.26","-0.51","0.4","1.37","-2.27","-1.25","6.67","-5.63","0.11","1.03","-66.67","9.09","88.46","0.976","6.41","12.11","8.55","52.7","42.86","16.38","21.72","20.29","44.66"
"607","Jeffrey Viel","S.J","L","4","36.416666666667","9.1041666666667","-4.02","10.99","-5.49","-5.13","-0.63","-3.20","3.16","2.62","1.17","-3.56","0.85","-36.67","0.44","0.59","-0.19","6.01","6.72","1.17","6.05","-3.74","19.17","-3.21","1.25","-88.89","-0.06","13.95","-9.19","0.06","-0.53","20.00","-19.69","3.91","-16.04","-0.58","0","-100.00","5.88","95.65","1.015","3.3","16.48","6.59","62.61","33.33","8.24","16.48","11.53","41.67"
