"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","ixG/60","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"97","Joel Ward","WSH","R","82","1019.6833333333","12.435162601626","0.94","1.24","0.41","0.82","2.18","71.15","6.12","15.38","0.68","10.47","8.24","7.3","4.06","0.29","0.94","1.29","0.65","0.65","0","0","0.94","1.18","2","3.06","5.71","2.77","2.59","2.12","3.24"
"231","Ryan Getzlaf","ANA","C","77","1188.1833333333","15.430952380952","1.31","1.92","1.11","0.81","3.23","82.05","7.42","17.69","0.74","12.52","9.95","7.07","2.88","0.4","0.91","1.26","0.4","0.25","0.15","0","1.01","2.42","1.82","4.65","4.09","3.38","27.47","28.13","2.50"
"462","Jamie Benn","DAL","L","81","1193.3","14.732098765432","1.41","1.46","0.65","0.8","2.87","74.03","10.86","12.96","1.04","19.66","15.64","11.82","4.63","0.65","1.11","2.82","1.06","0.91","0.1","0.05","1.31","2.72","2.82","5.28","4.68","2.87","13.58","12.42","2.63"
"150","Jordin Tootoo","DET","R","11","76.833333333333","6.9848484848485","0","0.78","0","0.78","0.78","50.00","8.59","0.00","0.5","15.62","13.28","7.81","2.34","0.78","0","3.9","0.78","0","0.78","0","2.34","0","0","21.08","13.28","0.78","0","0","-"
"219","Nathan Horton","CBJ","R","35","475.93333333333","13.598095238095","0.25","1.51","0.76","0.76","1.76","66.67","5.67","4.44","0.37","10.34","7.44","4.41","1.51","0.25","0.38","2.77","1.39","1.39","0","0","0.38","1.13","1.39","6.3","4.92","1.76","0","0","-"
"701","Chris Breen","CGY","D","9","80.25","8.9166666666667","0","1.5","0.75","0.75","1.5","33.33","2.99","0.00","0.13","7.48","5.23","1.5","0","0","0","3.74","0.75","0","0.75","0","0.75","3.74","0","2.24","2.24","5.23","0","0","-"
"712","Max Reinhart","CGY","C","8","80.25","10.03125","0","1.5","0.75","0.75","1.5","66.67","3.74","0.00","0.39","11.21","6.73","6.73","2.24","0","0.75","1.5","0.75","0.75","0","0","0","0.75","2.24","0.75","3.74","0","0","5.23","0.00"
"339","Sidney Crosby","PIT","C","80","1373.3666666667","17.167083333333","1.09","1.79","1.05","0.74","2.88","81.48","8.04","13.59","0.79","13.32","10.92","8.52","3.8","0.52","0.87","1.92","0.92","0.92","0","0","1.31","1.53","1.66","1.88","3.32","1.18","30.45","29.8","2.21"
"710","Ryan Spooner","BOS","C","23","242.95","10.563043478261","0","1.23","0.49","0.74","1.23","55.56","8.4","0.00","0.5","13.09","11.11","5.68","1.48","0.74","0.25","1.48","0.74","0.74","0","0","0.74","0.49","1.98","2.22","3.95","1.48","14.08","20","10.20"
"746","Mikael Granlund","MIN","C","63","902.06666666667","14.318518518519","0.4","1.53","0.8","0.73","1.93","80.56","5.72","6.98","0.43","9.25","7.18","5.99","2.26","0.4","0.33","1.46","0.73","0.73","0","0","0.86","1.33","1.66","2.53","6.85","2.79","22.95","21.75","3.41"
"5","Saku Koivu","ANA","C","65","832.86666666667","12.813333333333","0.72","1.08","0.36","0.72","1.8","71.43","5.19","13.89","0.55","8.28","6.63","5.62","2.95","0.22","0.5","3.17","1.58","1.58","0","0","0.86","2.16","1.37","1.87","2.59","1.8","33.93","32.99","3.65"
"166","Dennis Wideman","CGY","D","46","837.63333333333","18.209420289855","0.14","1","0.29","0.72","1.15","44.44","4.87","2.94","0.2","11.1","7.52","2.01","0.29","0.21","0.21","1.15","0.57","0.57","0","0","0.64","2.51","0.72","3.65","4.87","4.73","0","0","-"
"314","Kris Versteeg","CHI, FLA","R","81","1006.9","12.430864197531","0.66","1.01","0.3","0.72","1.67","60.87","8.16","8.03","0.59","13.59","10.79","7.03","2.44","0.24","0.36","2.03","0.83","0.72","0.12","0","1.07","1.13","1.97","1.67","5.36","1.37","2.44","2.2","3.13"
"755","Brendan Gallagher","MTL","R","81","1088.1166666667","13.43353909465","0.61","1.16","0.44","0.72","1.76","62.75","9.98","6.08","0.99","18.86","13.79","10.81","4.8","0.55","1.6","3.47","1.43","1.32","0.06","0.06","1.76","1.1","2.21","2.04","7.5","1.99","1.54","3.31","1.75"
"818","Sven Baertschi","CGY","L","26","335.68333333333","12.910897435897","0.18","1.07","0.36","0.71","1.25","58.33","4.83","3.70","0.43","9.29","6.43","5","2.5","0.18","0.18","1.07","0.36","0.36","0","0","1.43","1.79","1.61","3.93","5","3.22","0","0","-"
"247","David Backes","STL","R","74","1107.35","14.964189189189","0.92","1.3","0.6","0.7","2.22","74.55","7.37","12.50","0.61","11.65","9.7","6.29","2.65","0.27","0.7","3.58","1.57","1.52","0","0.05","1.19","0.87","1.52","13.49","4.39","2.17","24.6","23.24","2.79"
"572","Brandon McMillan","PHX","L","22","256.26666666667","11.648484848485","0.47","0.94","0.23","0.7","1.4","66.67","7.96","5.88","0.69","11.94","10.54","7.96","3.28","0.47","0.47","0.94","0.47","0.47","0","0","1.64","0.47","0.7","11.47","10.77","1.64","1.64","1.64","11.71"
"78","Henrik Sedin","VAN","C","70","1133.6333333333","16.194761904762","0.37","1.32","0.64","0.69","1.69","72.73","3.97","9.33","0.45","7.15","5.66","4.6","1.96","0.16","0.37","1.8","0.9","0.9","0","0","0.85","1.43","1.01","2.12","2.75","0.79","25.14","23.24","2.75"
"90","Martin Erat","PHX, WSH","R","70","869.8","12.425714285714","0.21","1.52","0.83","0.69","1.72","71.43","3.04","6.82","0.4","6.55","5.24","4.48","1.86","0.07","0.34","1.93","0.97","0.97","0","0","0.76","0.83","1.03","4.97","7.04","1.45","5.59","6.97","3.07"
"872","Nathan MacKinnon","COL","C","82","1224.4666666667","14.932520325203","0.78","1.47","0.78","0.69","2.25","67.65","9.36","8.38","0.76","15.53","12.69","8.67","3.48","0.39","1.03","1.08","0.54","0.54","0","0","1.47","0.93","2.45","2.7","5.59","2.16","8.38","11.71","2.04"
"239","Loui Eriksson","BOS","L","61","799.45","13.105737704918","0.6","1.28","0.6","0.68","1.88","64.10","6.68","8.99","0.58","10.81","9.31","6.6","2.93","0.3","0.6","0.3","0.15","0.15","0","0","0.68","1.05","2.1","0.75","6.08","0.83","0","0","-"
"388","Andrew Desjardins","S.J","L","81","798.51666666667","9.8582304526749","0.23","1.05","0.38","0.68","1.28","94.44","6.54","3.45","0.5","11.2","8.49","5.11","2.1","0.45","0.83","6.46","1.8","0.98","0.75","0.08","1.8","1.88","2.55","7.66","7.81","2.55","26.07","20.66","4.19"
"427","Nicklas Backstrom","WSH","C","82","1238.75","15.106707317073","0.53","1.11","0.44","0.68","1.65","69.39","6.59","8.09","0.58","11.58","9.45","6.59","2.57","0.15","0.34","2.13","1.07","1.07","0","0","0.87","0.73","2.37","4.02","4.94","2.08","27.61","28.48","2.38"
"203","Denis Grebeshkov","EDM","D","7","90.216666666667","12.888095238095","0","0.67","0","0.67","0.67","20.00","2","0.00","0.03","3.33","2","0","0","0","0","1.33","0.67","0.67","0","0","0","0.67","0.67","2","2.66","5.99","0","0","-"
"775","Brian Gibbons","PIT","C","41","448.35","10.935365853659","0.54","1.47","0.8","0.67","2.01","75.00","3.48","15.38","0.37","6.56","4.68","4.01","1.87","0.67","0.13","0.54","0.27","0.27","0","0","1.74","1.47","1.07","3.08","5.49","2.41","1.07","1.47","5.63"
"813","Mark Scheifele","WPG","C","63","902.2","14.320634920635","0.8","1.2","0.53","0.67","2","65.22","5.65","14.12","0.63","10.18","8.05","6.72","3.46","0.4","0.73","0.93","0.47","0.47","0","0","1.26","1.13","2","4.06","7.38","2.59","18.02","25.74","2.74"
"694","Ryan Stanton","VAN","D","64","903.36666666667","14.115104166667","0.07","1","0.33","0.66","1.06","42.11","4.25","1.56","0.15","9.63","6.18","1.59","0.27","0.13","0.4","2.13","0.86","0.73","0.13","0","0.46","1.33","1.26","6.18","9.7","4.85","0.07","0","6.64"
"802","Johan Sundstrom","NYI","C","11","90.95","8.2681818181818","0","0.66","0","0.66","0.66","50.00","8.58","0.00","0.49","9.9","9.9","4.62","3.3","0","0.66","3.96","1.98","1.98","0","0","2.64","1.98","3.3","2.64","4.62","1.32","2.64","3.96","26.39"
"418","Patrik Berglund","STL","C","78","1020.5333333333","13.083760683761","0.71","0.94","0.29","0.65","1.65","63.64","7.41","9.52","0.66","12.58","9.52","7.29","2.82","0.41","0.35","1.76","0.88","0.88","0","0","0.35","0.53","2.18","4.88","4.41","1.53","18.11","19.93","2.80"
"444","Ryan Wilson","COL","D","28","371.16666666667","13.255952380952","0","0.97","0.32","0.65","0.97","30.00","3.56","0.00","0.12","7.76","4.36","2.42","0","0","0.48","1.94","0.97","0.97","0","0","0.97","1.29","0.65","8.24","4.36","2.42","0","0.16","0.00"
"498","Corey Tropp","BUF, CBJ","R","53","464.85","8.7707547169811","0.26","1.16","0.52","0.65","1.42","52.38","4.52","5.71","0.39","6.97","5.29","3.61","2.07","0","0.13","4.78","1.81","1.42","0.39","0","1.94","0.52","1.16","14.46","13.29","3.61","0","0.13","0.00"
"18","Michal Handzus","CHI","C","59","652","11.050847457627","0.28","1.01","0.37","0.64","1.29","70.00","4.05","6.82","0.4","6.44","4.97","4.23","1.84","0","0.37","1.1","0.55","0.55","0","0","0.74","0.64","0.83","2.94","5.89","2.85","24.66","24.11","4.65"
"111","Niklas Kronwall","DET","D","79","1410.8666666667","17.859071729958","0.13","0.85","0.21","0.64","0.98","34.33","2.42","5.26","0.12","6","4.08","1.19","0.13","0","0.47","1.79","0.89","0.89","0","0","0.26","1.62","0.64","3.19","3.83","4.25","0","0","-"
"278","Dustin Penner","ANA, WSH","R","67","838.66666666667","12.517412935323","0.64","1.07","0.43","0.64","1.72","51.06","7.08","9.09","0.58","11.23","9.09","5.65","2.65","0.29","0.43","1.86","0.64","0.57","0","0.07","0.64","1.72","1.57","6.3","5.37","1.72","1","1.93","2.44"
"1","Jaromir Jagr","N.J","R","82","1326.7333333333","16.179674796748","0.86","1.4","0.77","0.63","2.26","80.65","8.77","9.79","0.9","14.52","11.76","9.63","3.93","0.54","0.72","1.99","0.99","0.99","0","0","0.59","2.22","1.58","0.18","3.44","0.41","0","0.09","0.00"
"110","Justin Williams","L.A","R","82","1144.4333333333","13.956504065041","0.79","1.1","0.47","0.63","1.89","75.00","10.33","7.61","0.95","17.25","14.37","9.33","4.35","0.31","0.73","2.2","1.1","1.1","0","0","1.1","3.36","1.26","2.2","6.82","1","0.05","0.31","0.75"
"245","B.J. Crombeen","T.B","R","55","475.46666666667","8.6448484848485","0.38","0.76","0.13","0.63","1.14","81.82","7.45","5.08","0.48","12.75","10.22","4.8","2.02","0.25","0.38","9.46","2.65","1.26","1.39","0","2.27","0.63","1.26","6.94","6.44","1.26","0.38","0.63","4.73"
"355","James Neal","PIT","L, R","59","860.8","14.589830508475","1.12","1.32","0.7","0.63","2.44","64.81","11.78","9.47","0.88","22.37","16.73","10.87","2.93","0.49","0.98","3.28","1.53","1.46","0.07","0","1.39","1.05","2.09","3.62","4.04","1.46","0.28","0.84","1.74"
"397","Bryan Little","WPG","C","82","1235.4166666667","15.066056910569","0.63","1.55","0.92","0.63","2.19","71.43","6.27","10.08","0.67","10.39","8.3","6.99","3.59","0.44","0.53","2.14","0.87","0.83","0","0.05","0.92","1.12","1.51","3.93","2.87","1.46","27.1","30.6","2.28"
"684","Anders Lee","NYI","L","22","285.41666666667","12.973484848485","1.47","1.05","0.42","0.63","2.52","80.00","11.35","12.96","1.3","16.82","14.93","13.24","6.73","0.63","1.68","2.94","1.47","1.47","0","0","0.63","1.26","1.89","9.04","6.73","0.42","0","0.84","0.00"
"101","Marian Gaborik","CBJ, L.A","R","41","579.25","14.128048780488","1.04","1.35","0.73","0.62","2.38","74.19","8.91","11.63","0.75","14.5","11.81","8.7","3.11","0.52","0.62","1.04","0.52","0.52","0","0","0.73","1.24","1.04","1.55","4.14","0.93","0","0","-"
"130","Tuomo Ruutu","CAR, N.J","L","76","967.76666666667","12.733771929825","0.31","0.99","0.37","0.62","1.3","65.63","5.08","6.10","0.61","10.85","8.06","5.64","2.85","0.37","0.68","2.48","1.18","1.18","0","0","1.3","1.86","1.98","13.14","8.87","2.11","0.74","1.12","2.48"
"143","Chris Thorburn","WPG","R","55","484.66666666667","8.8121212121212","0.25","1.11","0.5","0.62","1.36","61.11","3.22","7.69","0.41","6.19","5.08","3.34","1.73","0.25","0","7.8","2.1","1.11","0.87","0.12","0.99","0.99","0.5","13.25","6.69","4.21","2.35","1.49","7.59"
"303","Andrej Sekera","CAR","D","74","1358.7333333333","18.361261261261","0.26","0.97","0.35","0.62","1.24","41.18","4.37","6.06","0.23","9.85","6.45","2.74","0.53","0.18","0.53","0.88","0.44","0.44","0","0","0.26","1.41","2.3","2.08","6.01","4.81","0","0","-"
"93","George Parros","MTL","R","22","98.4","4.4727272727273","0","0.61","0","0.61","0.61","33.33","2.44","0.00","0.18","3.05","3.05","2.44","1.22","0","0","51.83","10.37","3.05","5.49","1.83","7.32","1.22","0","8.54","7.32","3.05","0","0","-"
"616","Ryan O'Reilly","COL","C","80","1279.4","15.9925","0.89","1.08","0.47","0.61","1.97","65.63","6.75","13.19","0.55","11.49","8.72","6.61","2.39","0.38","0.84","0.09","0.05","0.05","0","0","0.56","1.22","3.28","0.94","2.63","1.59","4.83","4.64","2.39"
"700","Erik Gustafsson","PHI","D","31","495.51666666667","15.984408602151","0.24","0.73","0.12","0.61","0.97","32.00","3.51","6.90","0.18","7.87","5.69","2.18","0.24","0.12","0.61","0.73","0.36","0.36","0","0","0.12","1.7","0.48","1.21","8.35","5.81","0","0","-"
"850","Tomas Hertl","S.J","C","37","489.55","13.231081081081","1.47","1.23","0.61","0.61","2.7","73.33","9.93","14.81","1.26","17.04","13.24","11.89","6.99","0.37","1.1","0.49","0.25","0.25","0","0","1.1","1.84","2.21","4.66","6.13","1.59","1.59","1.35","6.64"
"857","Connor Carrick","WSH","D","34","488.81666666667","14.376960784314","0.12","0.61","0","0.61","0.74","40.00","2.45","5.00","0.13","7.86","4.3","1.96","0.25","0","0.12","2.33","0.98","0.86","0.12","0","0.86","2.21","0.61","2.95","11.42","5.89","0","0","-"
"94","Radek Martinek","NYI","D","13","198.68333333333","15.283333333333","0","0.91","0.3","0.6","0.91","21.43","3.62","0.00","0.18","12.08","6.95","3.32","0","0.6","0.6","1.21","0.6","0.6","0","0","0","2.42","1.51","2.42","3.93","2.72","0","0","-"
"220","Thomas Vanek","BUF, MTL, NYI","L","78","1196.1333333333","15.335042735043","0.95","1.56","0.95","0.6","2.51","71.43","8.93","10.67","0.91","15.6","11.89","9.43","4.56","0.7","1","2.01","1","1","0","0","0.5","2.26","1.45","1.3","1.91","0.85","0.75","0.95","2.21"
"227","Brent Seabrook","CHI","D","82","1499.6166666667","18.288008130081","0.12","1.12","0.52","0.6","1.24","36.90","4.64","2.59","0.22","9.32","6.6","2.16","0.36","0.08","0.56","0.64","0.32","0.32","0","0","0.16","2","1.12","6.16","5.84","4.96","0","0","-"
"242","Matt Carle","T.B","D","82","1508.95","18.401829268293","0.04","0.91","0.32","0.6","0.95","35.29","3.98","1.00","0.17","7.52","5.37","2.23","0.48","0.08","0.4","1.03","0.52","0.52","0","0","0.24","1.47","0.64","1.63","3.66","4.85","0","0.04","0.00"
"304","Alexei Emelin","MTL","D","59","997.33333333333","16.90395480226","0.12","0.72","0.12","0.6","0.84","37.84","3.13","3.85","0.14","7.4","5.05","1.08","0.12","0.12","0.36","3.07","1.2","1.08","0.06","0.06","1.02","2.35","0.3","10.41","5.78","6.32","0","0","-"
"415","Claude Giroux","PHI","C","82","1290.2","15.734146341463","0.98","1.3","0.7","0.6","2.28","69.01","7.16","13.64","0.65","14","9.72","7.25","2.42","0.65","0.6","1.86","0.93","0.93","0","0","1.4","1.07","1.72","3.72","2.51","2","31.39","28.51","2.44"
"439","Mathieu Perreault","ANA","C","69","803.03333333333","11.638164251208","1.05","1.49","0.9","0.6","2.54","77.27","7.17","14.58","0.78","12.03","9.56","7.7","4.11","0.3","0.67","2.39","1.2","1.2","0","0","1.2","0.97","1.34","5.23","5.83","1.12","26.82","24.96","3.87"
"458","Alex Killorn","T.B","L","82","1206.4","14.712195121951","0.7","0.94","0.35","0.6","1.64","57.89","7.41","9.40","0.66","13.08","10.2","8.21","2.59","0.3","0.85","2.59","1.04","0.99","0","0.05","1.04","1.79","1.49","3.73","4.58","1.49","2.83","3.98","2.07"
"575","Dale Weise","MTL, VAN","R","61","499.61666666667","8.1904371584699","0.6","1.2","0.6","0.6","1.8","78.95","4.68","12.82","0.47","7.57","6.48","5.04","3","0.36","0.36","6.85","1.56","0.72","0.6","0.24","1.56","1.56","1.92","12.25","6.24","3","0","0.48","0.00"
"625","Matt Duchene","COL","C","71","1099.5","15.485915492958","0.98","1.91","1.31","0.6","2.89","84.13","9.93","9.89","1.12","17.24","13.42","10.8","5.24","0.65","1.09","0.55","0.27","0.27","0","0","1.64","1.64","2.13","2.78","4.8","2.35","25.43","25.98","2.70"
"709","Tyler Toffoli","L.A","C","62","698.88333333333","11.272311827957","0.94","1.2","0.6","0.6","2.15","75.76","9.19","10.28","0.74","17.43","13.31","7.38","2.23","0.34","1.29","0.69","0.34","0.34","0","0","0.6","1.97","1.55","4.81","5.49","0.52","0.09","0.6","1.07"
"763","Mark Arcobello","EDM","R","41","503.81666666667","12.288211382114","0.36","1.43","0.83","0.6","1.79","88.24","7.15","5.00","0.62","13.7","10.48","7.86","1.67","0.95","1.31","0.95","0.48","0.48","0","0","0.95","1.43","1.79","8.93","4.53","1.79","21.56","19.41","6.27"
"856","Jake McCabe","BUF","D","7","100.06666666667","14.295238095238","0","0.6","0","0.6","0.6","50.00","0.6","0.00","0.01","3","0.6","0.6","0","0","0","8.99","1.2","0","0.6","0.6","1.2","0","1.2","3","7.2","6","0","0","-"
"241","Patrice Bergeron","BOS","C","80","1121.3166666667","14.016458333333","1.18","1.34","0.75","0.59","2.51","69.12","10.22","11.52","0.98","18.51","14.5","10.76","4.44","0.64","0.59","1.98","0.91","0.86","0.05","0","0.91","1.28","2.03","2.51","4.44","2.41","42","28.47","3.19"
"271","Troy Bodie","TOR","R","47","403.95","8.5946808510638","0.45","1.04","0.45","0.59","1.49","66.67","7.43","6.00","0.47","12.33","10.4","5.35","1.34","0.3","0.45","3.86","1.04","0.45","0.59","0","1.78","1.04","0.89","9.51","10.84","2.82","0.3","0.74","4.24"
