"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","ixG/60","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"861","Brogan Rafferty","VAN","D","1","11.65","11.65","0","5.15","0","5.15","5.15","100.00","5.15","0.00","0.16","5.15","5.15","0","0","0","0","0","0","0","0","0","0","5.15","0","5.15","10.3","5.15","0","0","-"
"251","Michael Sgarbossa","WSH","C","5","42.033333333333","8.4066666666667","0","2.85","0","2.85","2.85","50.00","5.71","0.00","0.33","7.14","5.71","5.71","1.43","0","1.43","0","0","0","0","0","0","0","5.71","1.43","4.28","2.85","11.42","24.27","45.68"
"431","Madison Bowey","CHI","D","2","21.233333333333","10.616666666667","0","2.83","0","2.83","2.83","100.00","0","-","0","2.83","0","0","0","0","0","0","0","0","0","0","2.83","5.65","2.83","11.3","11.3","2.83","0","0","-"
"747","Adam Ruzicka","CGY","C","3","27.083333333333","9.0277777777778","0","2.22","0","2.22","2.22","50.00","4.43","0.00","1.02","11.08","6.65","6.65","6.65","2.22","0","4.43","2.22","2.22","0","0","0","2.22","0","2.22","2.22","0","22.15","31.02","92.31"
"828","Grigori Denisenko","FLA","L","7","81.783333333333","11.683333333333","0","2.93","0.73","2.2","2.93","66.67","4.4","0.00","0.24","8.07","5.87","3.67","0.73","0","0","1.47","0.73","0.73","0","0","0","0","2.2","11","7.34","1.47","0.73","0.73","36.68"
"879","Shane Pinto","OTT","C","12","129.01666666667","10.751388888889","0.47","2.79","0.93","1.86","3.26","70.00","3.72","12.50","0.81","12.56","8.37","7.44","2.79","0.47","0","4.65","2.33","2.33","0","0","0.93","1.4","2.33","4.65","10.23","3.72","17.21","25.58","18.70"
"882","Alex Newhook","COL","C","6","75.083333333333","12.513888888889","0","2.4","0.8","1.6","2.4","50.00","4.79","0.00","0.65","12.79","10.39","6.39","4","0.8","0","1.6","0.8","0.8","0","0","0.8","0","1.6","2.4","5.59","0.8","12.79","15.98","35.52"
"836","Rasmus Sandin","TOR","D","9","113.3","12.588888888889","0","2.12","0.53","1.59","2.12","44.44","3.71","0.00","0.12","5.83","4.24","1.59","0","0","0.53","0","0","0","0","0","0.53","1.06","1.06","5.83","10.06","3.71","0","0","-"
"428","Steven Santini","STL","D","3","39.866666666667","13.288888888889","0","1.51","0","1.51","1.51","33.33","13.55","0.00","0.31","19.57","16.56","3.01","0","0","0","0","0","0","0","0","0","3.01","1.51","16.56","10.54","1.51","0","0","-"
"781","Andreas Borgman","T.B","D","7","82.15","11.735714285714","0","1.46","0","1.46","1.46","50.00","5.11","0.00","0.3","16.8","8.76","8.03","0.73","1.46","0.73","2.92","1.46","1.46","0","0","1.46","2.19","1.46","7.3","11.69","2.19","0","0","-"
"471","Frederick Gaudreau","PIT","C","19","211.66666666667","11.140350877193","0.57","1.98","0.57","1.42","2.55","60.00","5.67","10.00","0.57","9.35","7.65","6.52","2.27","0.57","0.85","0.57","0.28","0.28","0","0","0","1.13","2.55","2.55","5.95","2.55","18.14","16.16","14.99"
"842","Jordan Gross","ARI","D","7","91.933333333333","13.133333333333","0","1.96","0.65","1.31","1.96","75.00","6.53","0.00","0.16","15.01","9.79","1.31","0","0","1.31","1.31","0.65","0.65","0","0","0","2.61","0","3.92","4.57","5.22","0","0","-"
"367","Gemel Smith","T.B","C","5","47.766666666667","9.5533333333333","0","3.77","2.51","1.26","3.77","75.00","0","-","0.04","1.26","1.26","1.26","0","0","1.26","13.82","5.02","3.77","1.26","0","2.51","1.26","1.26","7.54","6.28","1.26","21.35","27.63","54.75"
"393","Kyle Burroughs","COL","D","5","47.666666666667","9.5333333333333","0","1.26","0","1.26","1.26","50.00","3.78","0.00","0.13","10.07","7.55","1.26","0","0","0","6.29","1.26","0","1.26","0","2.52","1.26","1.26","12.59","13.85","2.52","0","0","-"
"766","Alexander Chmelevski","S.J","C","5","48.75","9.75","0","2.46","1.23","1.23","2.46","66.67","9.85","0.00","0.85","12.31","11.08","8.62","4.92","0","0","2.46","1.23","1.23","0","0","1.23","0","2.46","8.62","2.46","1.23","4.92","9.85","41.03"
"295","Gabriel Landeskog","COL","L","54","851.63333333333","15.770987654321","0.77","1.83","0.63","1.2","2.61","67.27","7.68","10.09","0.81","13.81","10.92","9.09","4.16","0.42","1.34","1.69","0.85","0.85","0","0","0.92","1.76","1.06","5.5","4.79","1.97","15.85","11.62","4.06"
"878","Nicholas Robertson","TOR","L","6","51.416666666667","8.5694444444444","0","1.17","0","1.17","1.17","50.00","10.5","0.00","0.81","19.84","15.17","10.5","1.17","1.17","1.17","0","0","0","0","0","0","1.17","1.17","2.33","10.5","2.33","0","0","-"
"281","Mike Reilly","BOS, OTT","D","55","905.93333333333","16.471515151515","0","1.52","0.4","1.13","1.52","48.94","5.5","0.00","0.15","9.8","7.68","1.52","0.2","0.26","0.73","1.46","0.73","0.73","0","0","0.13","2.58","0.86","4.04","4.3","2.45","0","0","-"
"27","Evgeni Malkin","PIT","C","33","481.01666666667","14.576262626263","0.5","1.87","0.75","1.12","2.37","82.61","5.86","8.51","0.44","9.85","7.36","5.74","2.37","0.37","0","1.5","0.75","0.75","0","0","1","3.24","2.99","2","6.11","1.25","17.84","24.57","5.25"
"833","Kevin Bahl","N.J","D","7","109.73333333333","15.67619047619","0","1.09","0","1.09","1.09","50.00","2.73","0.00","0.07","5.47","3.28","0.55","0","0","0","0","0","0","0","0","0","1.64","1.09","9.3","3.83","3.28","0","0","-"
