"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"542","Erik Karlsson","OTT","D","82","1758.8","15","28","16","12","43","52.44","199","7.54","8.85","447","298","101","13","7","25","28","14","14","0","0","19","94","61","108","120","88","0","0","-"
"731","Jaden Schwartz","STL","L","80","1136.2666666667","17","26","16","10","43","74.14","147","11.56","13.67","245","194","142","57","9","16","25","11","10","1","0","17","12","54","48","91","28","30","25","54.55"
"741","Ryan Johansen","CBJ","C","82","1171.55","26","17","11","6","43","82.69","179","14.53","15.86","295","239","163","65","14","7","37","17","16","1","0","11","30","34","104","62","36","538","487","52.49"
"280","Evgeni Malkin","PIT","C","60","927.18333333333","16","26","18","8","42","75.00","105","15.24","11.37","183","140","122","63","6","9","42","21","21","0","0","32","45","30","25","87","15","297","317","48.37"
"474","James van Riemsdyk","TOR","L","80","1315.2166666667","19","23","13","10","42","60.87","209","9.09","18.84","315","267","185","95","15","15","42","20","20","0","0","17","34","26","109","114","26","22","40","35.48"
"507","Max Pacioretty","MTL","L","73","1051.5833333333","28","14","11","3","42","75.00","198","14.14","18.19","359","287","177","85","16","15","29","13","12","1","0","20","14","25","65","140","29","5","3","62.50"
"616","Ryan O'Reilly","COL","C","80","1279.4","19","23","10","13","42","65.63","144","13.19","11.83","245","186","141","51","8","18","2","1","1","0","0","12","26","70","20","56","34","103","99","50.99"
"665","Craig Smith","NSH","R","79","1130.3666666667","17","25","14","11","42","73.68","183","9.29","16.18","333","263","176","74","12","13","22","11","11","0","0","17","41","48","50","58","21","3","15","16.67"
"197","Jiri Hudler","CGY","R","75","1172.5666666667","15","26","15","11","41","74.55","89","16.85","9.35","159","127","94","43","2","8","16","8","8","0","0","12","32","26","34","34","14","2","17","10.53"
"202","Alexander Steen","STL","L","68","1022.1","24","17","8","9","41","73.21","144","16.67","14.74","293","218","150","61","11","15","44","22","22","0","0","36","7","34","39","93","21","205","200","50.62"
"247","David Backes","STL","R","74","1107.35","17","24","11","13","41","74.55","136","12.50","11.28","215","179","116","49","5","13","66","29","28","0","1","22","16","28","249","81","40","454","429","51.42"
"350","T.J. Oshie","STL","R","79","1143.3333333333","13","28","18","10","41","73.21","110","11.82","11.42","202","161","128","57","6","8","36","18","18","0","0","33","18","49","75","94","44","21","29","42.00"
"485","Kyle Turris","OTT","C","82","1194.1","18","23","17","6","41","59.42","172","10.47","14.41","309","239","137","44","8","14","31","14","13","1","0","24","28","36","43","97","26","538","553","49.31"
"623","John Tavares","NYI","C","59","1000.0833333333","16","25","19","6","41","73.21","137","11.68","15.09","241","183","171","75","5","12","24","12","12","0","0","14","49","52","23","62","19","432","458","48.54"
"705","Mats Zuccarello","NYR","R","77","1071.75","14","27","22","5","41","85.42","129","10.85","14.04","213","169","130","76","5","19","30","15","15","0","0","30","29","38","110","94","38","2","4","33.33"
"281","Andrew Ladd","WPG","L","78","1164.6833333333","19","21","11","10","40","70.18","153","12.42","15.9","280","215","148","70","9","25","45","17","15","1","1","15","34","29","136","78","29","17","28","37.78"
"206","Duncan Keith","CHI","D","79","1508.0166666667","3","36","14","22","39","44.83","147","2.04","6.22","308","206","76","10","8","11","22","11","11","0","0","5","57","36","33","91","76","0","0","-"
"279","Alex Ovechkin","WSH","L","78","1204.2166666667","27","12","9","3","39","88.64","247","10.93","19.1","505","367","217","57","20","19","38","19","19","0","0","23","33","28","191","88","22","1","1","50.00"
"340","Bobby Ryan","OTT","R","70","988.98333333333","17","22","14","8","39","73.58","150","11.33","14.48","284","216","143","69","9","11","43","16","14","1","1","11","27","46","99","87","30","7","3","70.00"
"428","Michael Frolik","WPG","R","81","1162.9166666667","14","25","15","10","39","68.42","174","8.05","14.11","317","237","150","62","20","26","10","5","5","0","0","11","20","49","40","129","42","37","18","67.27"
"508","Jakub Voracek","PHI","R","82","1132.9666666667","15","24","16","8","39","65.00","159","9.43","12.15","301","213","135","51","7","20","20","10","10","0","0","21","22","33","18","90","16","3","2","60.00"
"578","Gustav Nyquist","DET","R","57","773.9","22","17","12","5","39","86.67","118","18.64","11.02","203","164","121","41","6","7","10","5","5","0","0","13","17","32","16","61","14","5","2","71.43"
"604","Tyler Bozak","TOR","C","58","988.76666666667","12","27","18","9","39","62.90","64","18.75","7.81","109","85","65","30","5","3","14","7","7","0","0","10","20","41","60","60","34","521","544","48.92"
"62","Mike Fisher","NSH","C","75","1164.3666666667","16","22","11","11","38","70.37","136","11.76","12.03","215","176","98","46","8","19","56","20","17","2","1","9","26","27","138","73","63","491","460","51.63"
"174","Valtteri Filppula","T.B","C","75","1165.7833333333","19","19","11","8","38","70.37","104","18.27","8.41","161","128","106","38","5","6","14","7","7","0","0","23","20","46","28","93","29","526","505","51.02"
"97","Joel Ward","WSH","R","82","1019.6833333333","16","21","7","14","37","71.15","104","15.38","11.6","178","140","124","69","5","16","22","11","11","0","0","16","20","34","52","97","47","44","36","55.00"
"232","Brent Burns","S.J","D","69","1003.4333333333","20","17","8","9","37","60.66","201","9.95","20.2","375","293","208","85","11","24","32","16","16","0","0","18","29","42","140","39","22","55","57","49.11"
"250","Clarke MacArthur","OTT","L","79","1072.0833333333","15","22","15","7","37","66.07","119","12.61","13.15","201","160","126","53","3","17","62","23","21","0","2","17","31","27","95","77","17","9","12","42.86"
"351","Andrew Cogliano","ANA","L","82","1108.7666666667","19","18","10","8","37","77.08","143","13.29","15.55","243","197","127","65","11","10","22","11","11","0","0","15","29","19","89","55","30","8","7","53.33"
"390","David Desharnais","MTL","C","79","1134.7166666667","13","24","16","8","37","66.07","82","15.85","9.8","137","107","90","49","7","6","24","12","12","0","0","13","20","31","23","62","34","489","490","49.95"
"479","Logan Couture","S.J","C","65","920.91666666667","17","20","12","8","37","67.27","157","10.83","17.1","266","221","157","66","13","18","16","8","8","0","0","14","33","33","15","78","51","431","415","50.95"
"645","Reilly Smith","BOS","R","82","1069.1666666667","14","23","16","7","37","60.66","122","11.48","12.38","203","167","133","58","8","13","14","6","6","0","0","6","37","35","60","131","14","0","2","0.00"
"45","Jason Chimera","WSH","L","82","1049.1","14","22","16","6","36","72.00","146","9.59","13.42","227","187","120","65","8","14","34","17","17","0","0","18","26","23","134","97","18","14","17","45.16"
"110","Justin Williams","L.A","R","82","1144.4333333333","15","21","9","12","36","75.00","197","7.61","18.15","329","274","178","83","6","14","42","21","21","0","0","21","64","24","42","130","19","1","6","14.29"
"158","Jussi Jokinen","PIT","L","81","1084","15","21","13","8","36","61.02","139","10.79","10.07","236","177","117","35","4","8","16","8","8","0","0","12","40","22","33","62","30","139","128","52.06"
"298","Brandon Dubinsky","CBJ","C","76","1065.5333333333","10","26","19","7","36","75.00","137","7.30","13.3","251","194","143","68","4","8","87","30","26","1","3","23","18","19","223","72","27","459","393","53.87"
"387","Patric Hornqvist","NSH","R","76","1058.4833333333","15","21","15","6","36","69.23","207","7.25","17.38","328","275","173","86","19","13","24","12","12","0","0","27","7","49","70","127","32","0","5","0.00"
"516","Wayne Simmonds","PHI","R","82","1091.8","14","22","13","9","36","69.23","147","9.52","13.01","250","182","123","57","14","17","88","27","19","6","2","27","22","35","124","105","34","0","1","0.00"
"730","Vladimir Tarasenko","STL","R","64","829.98333333333","16","20","14","6","36","76.60","112","14.29","13.3","236","182","157","48","7","9","14","7","7","0","0","22","17","31","21","68","9","2","3","40.00"
"798","Brandon Saad","CHI","L","78","1073.1833333333","16","20","16","4","36","58.06","140","11.43","13.8","242","185","149","73","9","16","20","10","10","0","0","21","21","44","45","99","16","37","54","40.66"
"807","Ryan Nugent-Hopkins","EDM","C","80","1291.1333333333","13","23","14","9","36","61.02","128","10.16","13.23","222","173","156","66","6","9","26","13","13","0","0","18","40","48","65","73","31","447","612","42.21"
"37","Olli Jokinen","WPG","C","82","1205.1333333333","16","19","15","4","35","76.09","149","10.74","14.08","254","198","124","53","2","9","56","24","23","0","1","9","25","17","116","43","40","523","633","45.24"
"185","Frans Nielsen","NYI","C","80","1019.4666666667","18","17","11","6","35","79.55","123","14.63","11.97","208","159","115","47","6","12","4","2","2","0","0","9","20","34","35","76","38","440","422","51.04"
"204","Chris Higgins","VAN","L","78","1202.3833333333","15","20","14","6","35","74.47","190","7.89","15.63","305","248","166","78","13","15","28","14","14","0","0","10","17","26","92","87","35","13","10","56.52"
"225","Jeff Carter","L.A","C","72","1018.9333333333","18","17","11","6","35","72.92","197","9.14","18.52","350","270","178","78","8","27","36","14","13","0","1","12","41","28","61","71","24","248","225","52.43"
"229","Zach Parise","MIN","L","67","1075.4666666667","14","21","13","8","35","72.92","163","8.59","17.84","268","216","160","85","16","12","30","15","15","0","0","16","14","39","66","72","40","10","12","45.45"
"355","James Neal","PIT","L, R","59","860.8","16","19","10","9","35","64.81","169","9.47","12.56","321","240","156","42","7","14","47","22","21","1","0","20","15","30","52","58","21","4","12","25.00"
"537","Mikkel Boedker","PHX","L","82","1224.2333333333","14","21","11","10","35","77.78","142","9.86","11.38","240","184","130","55","10","15","14","7","7","0","0","22","15","31","99","69","16","3","4","42.86"
"564","Derek Stepan","NYR","C","82","1160.0666666667","11","24","17","7","35","76.09","146","7.53","12.7","266","214","143","67","13","9","18","9","9","0","0","10","26","43","29","82","42","517","650","44.30"
"624","Victor Hedman","T.B","D","75","1333.5666666667","10","25","17","8","35","57.38","137","7.30","6.78","281","199","68","15","6","7","49","23","22","1","0","8","34","27","82","113","83","0","0","-"
"128","Mikko Koivu","MIN","C","65","1045.2166666667","9","25","16","9","34","79.07","118","7.63","9.07","222","172","118","43","9","11","16","8","8","0","0","11","16","43","30","45","29","520","444","53.94"
"427","Nicklas Backstrom","WSH","C","82","1238.75","11","23","9","14","34","69.39","136","8.09","11.9","239","195","136","53","3","7","44","22","22","0","0","18","15","49","83","102","43","570","588","49.22"
"439","Mathieu Perreault","ANA","C","69","803.03333333333","14","20","12","8","34","77.27","96","14.58","10.39","161","128","103","55","4","9","32","16","16","0","0","16","13","18","70","78","15","359","334","51.80"
"599","Tyler Johnson","T.B","C","82","1167.9833333333","14","20","11","9","34","64.15","146","9.59","13.45","257","204","157","66","8","13","22","11","11","0","0","18","33","20","49","43","28","472","496","48.76"
"626","Evander Kane","WPG","L","63","1021.8333333333","16","18","16","2","34","69.39","198","8.08","17.69","386","284","170","74","16","24","62","28","26","2","0","23","20","17","163","113","29","29","50","36.71"
"769","Matt Read","PHI","R","75","1058.4","18","16","8","8","34","82.93","123","14.63","14.21","246","185","106","51","7","14","14","7","7","0","0","13","17","33","63","116","39","10","11","47.62"
"288","Travis Zajac","N.J","C","80","1263.05","15","18","11","7","33","58.93","132","11.36","14.19","220","170","153","67","5","4","24","12","12","0","0","13","20","38","51","101","20","584","465","55.67"
"399","Nick Foligno","CBJ","L","70","987.3","15","18","10","8","33","70.21","99","15.15","9.9","168","141","99","55","10","6","90","28","20","6","2","27","16","41","198","103","41","4","4","50.00"
"458","Alex Killorn","T.B","L","82","1206.4","14","19","7","12","33","57.89","149","9.40","13.3","263","205","165","52","6","17","52","21","20","0","1","21","36","30","75","92","30","57","80","41.61"
"647","Tomas Tatar","DET","L","73","878.9","17","16","10","6","33","71.74","127","13.39","12.22","223","168","121","51","7","11","26","13","13","0","0","19","12","39","77","79","20","10","10","50.00"
"727","Nick Bjugstad","FLA","C","76","1042.6333333333","15","18","13","5","33","75.00","154","9.74","13.71","256","202","157","66","11","11","14","7","7","0","0","10","22","33","115","78","23","459","487","48.52"
"737","Jeff Skinner","CAR","L","71","996.63333333333","21","12","9","3","33","76.74","210","10.00","18.37","356","273","186","73","9","20","20","10","10","0","0","25","33","45","20","60","7","22","23","48.89"
"53","David Legwand","DET, NSH","C","83","1162","8","24","14","10","32","69.57","115","6.96","10.54","179","153","94","45","5","12","55","22","20","1","1","7","35","34","49","51","38","500","493","50.35"
"63","Mike Ribeiro","PHX","C","80","1161.5166666667","12","20","12","8","32","72.73","85","14.12","6.96","142","109","73","37","2","11","46","19","18","0","1","11","29","21","61","77","17","355","469","43.08"
"64","Brad Richards","NYR","C","82","1225.7833333333","15","17","13","4","32","69.57","183","8.20","15.05","347","259","179","60","10","12","14","6","6","0","0","7","33","31","22","42","38","482","485","49.84"
"78","Henrik Sedin","VAN","C","70","1133.6333333333","7","25","12","13","32","72.73","75","9.33","8.55","135","107","87","37","3","7","34","17","17","0","0","16","27","19","40","52","15","475","439","51.97"
"104","Scott Hartnell","PHI","L","78","1052.3666666667","11","21","13","8","32","58.18","156","7.05","13.55","267","218","129","66","8","13","91","32","27","3","2","33","30","15","146","100","37","2","10","16.67"
"108","Brad Boyes","FLA","R","78","1112.4666666667","18","14","4","10","32","61.54","149","12.08","14.41","263","216","153","57","9","11","24","10","10","0","0","6","26","33","43","72","31","24","21","53.33"
"198","Joffrey Lupul","TOR","L","69","1103.1166666667","16","16","8","8","32","71.11","146","10.96","14.39","246","196","139","55","10","11","36","12","8","4","0","20","43","24","110","129","34","11","16","40.74"
"269","Matt Moulson","BUF, MIN, NYI","L","75","1112.05","14","18","13","5","32","66.67","136","10.29","15.47","230","185","152","88","10","16","30","14","14","0","0","12","11","29","45","57","40","1","7","12.50"
"295","Carl Soderberg","BOS","C","73","907.68333333333","11","21","13","8","32","84.21","104","10.58","9","204","149","115","46","6","8","32","16","16","0","0","12","9","32","50","86","36","135","184","42.32"
"337","Mason Raymond","TOR","L","82","1146.2666666667","12","20","13","7","32","72.73","145","8.28","10.35","251","195","104","34","4","13","18","8","8","0","0","14","30","20","35","89","19","5","8","38.46"
"513","Carl Hagelin","NYR","L","72","981.7","16","16","7","9","32","74.42","140","11.43","14.68","239","183","138","80","6","14","40","20","20","0","0","15","29","24","60","108","22","0","3","0.00"
"532","Alex Pietrangelo","STL","D","81","1552.65","6","26","15","11","32","40.51","122","4.92","6.48","324","204","74","11","7","14","18","9","9","0","0","9","26","33","20","126","112","0","0","-"
"627","Brayden Schenn","PHI","C","82","1098.8166666667","16","16","8","8","32","68.09","151","10.60","14.5","256","198","134","58","10","22","47","15","11","3","1","24","15","35","197","122","36","272","367","42.57"
"629","Nazem Kadri","TOR","C","78","1159.1","13","19","13","6","32","64.00","124","10.48","11.55","255","185","134","49","7","8","61","21","18","1","2","42","50","43","137","166","33","423","539","43.97"
"755","Brendan Gallagher","MTL","R","81","1088.1166666667","11","21","8","13","32","62.75","181","6.08","18.03","342","250","196","87","10","29","63","26","24","1","1","32","20","40","37","136","36","28","60","31.82"
"12","Daniel Alfredsson","DET","R","68","920.46666666667","14","17","9","8","31","83.78","102","13.73","9.17","175","135","89","36","4","10","10","5","5","0","0","11","27","21","55","64","23","4","9","30.77"
"67","Brian Gionta","MTL","R","81","1199.8166666667","15","16","13","3","31","75.61","165","9.09","15.43","301","233","148","65","9","12","16","8","8","0","0","15","17","31","41","105","39","15","25","37.50"
"91","Henrik Zetterberg","DET","L","45","740.66666666667","13","18","11","7","31","67.39","113","11.50","8.47","194","155","80","29","9","6","20","10","10","0","0","15","19","23","18","46","13","204","190","51.78"
"142","Mike Cammalleri","CGY","L","63","1034.7333333333","20","11","8","3","31","77.50","142","14.08","11.1","255","188","126","45","14","12","20","10","10","0","0","13","36","27","26","33","29","57","69","45.24"
"227","Brent Seabrook","CHI","D","82","1499.6166666667","3","28","13","15","31","36.90","116","2.59","5.5","233","165","54","9","2","14","16","8","8","0","0","4","50","28","154","146","124","0","0","-"
"353","Matt Niskanen","PIT","D","81","1423.85","7","24","3","21","31","42.47","111","6.31","3.26","244","159","39","3","3","12","47","22","21","1","0","8","38","14","116","181","72","0","0","-"
"431","Artem Anisimov","CBJ","C","81","1009.3","17","14","8","6","31","75.61","120","14.17","11","236","174","127","57","9","12","18","9","9","0","0","13","15","33","28","94","41","395","400","49.69"
"611","Kyle Palmieri","ANA","R","71","752.55","14","17","6","11","31","72.09","125","11.20","10.88","200","164","112","64","11","12","36","15","13","2","0","18","15","14","90","105","28","7","14","33.33"
"814","Sean Couturier","PHI","C","82","1175.7666666667","12","19","10","9","31","67.39","135","8.89","13.12","232","182","120","49","6","15","41","15","13","1","1","17","30","36","60","107","28","519","557","48.23"
"11","Patrik Elias","N.J","C","65","879.91666666667","12","18","11","7","30","76.92","94","12.77","7.75","154","118","83","31","6","3","26","9","8","0","1","10","21","19","23","52","16","227","337","40.25"
"25","Matt Cullen","NSH","C","77","984","9","21","13","8","30","62.50","109","8.26","10.2","189","141","99","51","7","11","28","13","13","0","0","11","34","27","16","62","22","362","283","56.12"
"92","Radim Vrbata","PHX","R","80","1175.6166666667","10","20","10","10","30","61.22","196","5.10","16.11","366","290","180","63","16","20","16","7","7","0","0","11","12","38","64","48","25","13","19","40.63"
"146","Tomas Plekanec","MTL","C","81","1204.5333333333","14","16","10","6","30","63.83","159","8.81","13.25","303","237","128","42","15","18","28","14","14","0","0","17","32","28","39","69","33","590","650","47.58"
"162","PA Parenteau","COL","R","55","789.68333333333","13","17","10","7","30","71.43","89","14.61","10.25","137","115","85","49","3","9","26","13","13","0","0","7","17","17","35","67","16","2","12","14.29"
"180","Scottie Upshall","FLA","R","76","995.35","13","17","13","4","30","75.00","134","9.70","10.36","237","178","115","39","5","15","63","30","29","1","0","33","13","29","129","111","20","16","30","34.78"
"221","Milan Michalek","OTT","L","82","1115.5333333333","12","18","9","9","30","53.57","138","8.70","12.06","237","190","132","53","7","11","27","12","11","1","0","12","10","27","81","117","25","6","7","46.15"
"243","Shea Weber","NSH","D","79","1671.5333333333","11","19","6","13","30","40.54","132","8.33","7.2","275","206","53","4","1","13","50","21","20","0","1","7","45","29","147","45","134","0","0","-"
"267","Dustin Byfuglien","WPG","D","78","1403.4833333333","12","18","8","10","30","50.85","173","6.94","12.39","323","239","113","48","9","15","72","32","31","0","1","17","56","50","197","54","59","0","2","0.00"
"480","P.K. Subban","MTL","D","82","1581.6833333333","6","24","11","13","30","41.67","101","5.94","4.21","216","136","50","6","3","9","75","36","35","1","0","27","71","19","124","123","116","0","0","-"
"590","Tommy Wingels","S.J","C","77","1047.7","14","16","6","10","30","68.18","144","9.72","13.26","243","195","140","67","4","19","33","15","14","1","0","21","40","19","209","101","44","17","30","36.17"
"747","Nino Niederreiter","MIN","R","81","1029.7333333333","12","18","11","7","30","69.77","128","9.38","12.44","203","171","120","67","7","17","40","20","20","0","0","15","22","37","170","109","23","6","17","26.09"
"765","Ryan Garbutt","DAL","C","75","869.71666666667","15","15","9","6","30","76.92","154","9.74","12.39","271","219","133","44","9","9","84","35","32","2","1","27","21","32","132","94","32","3","5","37.50"
"786","Andrew Shaw","CHI","C","80","1025.5333333333","15","15","6","9","30","51.72","127","11.81","13.55","205","159","129","69","6","11","47","21","20","1","0","24","18","23","162","193","16","282","360","43.93"
"813","Mark Scheifele","WPG","C","63","902.2","12","18","8","10","30","65.22","85","14.12","9.44","153","121","101","52","6","11","14","7","7","0","0","19","17","30","61","111","39","271","387","41.19"
"878","Valeri Nichushkin","DAL","R","79","1074.75","11","19","12","7","30","56.60","115","9.57","11.65","198","158","137","58","6","11","8","3","3","0","0","21","54","24","85","111","27","0","0","-"
"77","Daniel Sedin","VAN","L","73","1172","11","18","14","4","29","67.44","168","6.55","14.76","269","220","159","67","4","16","24","11","11","0","0","25","20","27","36","74","18","7","13","35.00"
"98","Mark Streit","PHI","D","82","1440.8333333333","6","23","13","10","29","43.94","81","7.41","3.87","181","116","34","8","1","13","42","21","21","0","0","16","37","14","38","108","102","0","0","-"
"115","Antoine Vermette","PHX","C","82","1190.5166666667","14","15","11","4","29","64.44","114","12.28","11.6","185","150","108","49","4","9","36","18","18","0","0","14","16","34","85","98","50","722","569","55.93"
"132","Ales Hemsky","EDM, OTT","R","75","1006.35","11","18","10","8","29","67.44","125","8.80","11.43","209","160","120","53","9","11","20","10","10","0","0","16","31","42","36","99","31","1","2","33.33"
"182","Alexander Semin","CAR","R","65","1034.5833333333","15","14","10","4","29","60.42","158","9.49","14.98","361","256","157","42","13","11","38","19","19","0","0","21","43","45","20","62","28","0","5","0.00"
