"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"286","Nathan MacKinnon","COL","C","82","1494.75","41","51","31","20","92","75.41","283","14.49","23.37","491","367","257","95","29","36","42","17","16","0","1","28","66","40","53","77","69","553","666","45.37"
"169","Nikita Kucherov","T.B","R","81","1422.3833333333","31","60","39","21","91","81.98","228","13.60","22.77","481","337","218","76","6","33","16","8","8","0","0","19","78","57","43","71","35","2","2","50.00"
"381","Connor McDavid","EDM","C","76","1333.1166666667","23","63","39","24","86","78.90","197","11.68","23.44","346","273","213","91","10","38","22","11","11","0","0","37","73","62","113","108","38","417","392","51.55"
"457","Auston Matthews","TOR","C","81","1364.4666666667","51","26","18","8","77","73.33","287","17.77","32.41","533","415","346","159","15","46","20","6","5","0","1","15","47","73","84","83","85","634","555","53.32"
"429","Artemi Panarin","NYR","L","82","1353.25","38","37","19","18","75","83.33","218","17.43","21.16","455","314","218","61","12","35","20","10","10","0","0","21","59","33","16","38","12","1","8","11.11"
"334","David Pastrnak","BOS","R","82","1316.7833333333","33","40","30","10","73","83.91","284","11.62","27.46","527","395","255","92","23","46","43","16","14","1","1","29","79","51","65","121","18","8","13","38.10"
"12","Sidney Crosby","PIT","C","82","1345.0833333333","32","39","27","12","71","71.00","213","15.02","26.97","363","298","214","99","17","36","34","17","17","0","0","29","43","68","97","47","37","878","628","58.30"
"318","Leon Draisaitl","EDM","C","81","1357.1","20","45","27","18","65","69.15","130","15.38","14.69","266","198","159","60","8","25","64","24","22","0","2","19","77","75","57","126","25","603","455","56.99"
"512","Brandon Hagel","T.B","L","82","1312.1166666667","23","42","31","11","65","75.58","162","14.20","23.64","307","230","203","83","11","26","79","30","27","1","2","31","35","44","53","146","37","21","35","37.50"
"389","Mikko Rantanen","COL","R","80","1460.45","28","36","20","16","64","61.54","193","14.51","20.21","371","285","222","89","9","31","46","22","22","0","0","20","30","42","46","131","48","180","168","51.72"
"211","Filip Forsberg","NSH","L","82","1257.8833333333","35","27","15","12","62","73.81","252","13.89","27.27","503","369","229","106","17","52","37","17","16","1","0","29","67","73","134","80","44","11","9","55.00"
"180","J.T. Miller","VAN","C","81","1181.75","25","36","24","12","61","72.62","124","20.16","16.19","241","196","157","64","10","20","47","22","21","1","0","16","45","25","205","81","56","603","476","55.89"
"321","William Nylander","TOR","R","82","1274.3666666667","26","33","23","10","59","74.68","220","11.82","19.63","408","294","207","71","18","37","18","9","9","0","0","20","31","53","28","85","23","46","54","46.00"
"346","Brayden Point","T.B","C","81","1319.2333333333","31","27","15","12","58","68.24","168","18.45","21.66","302","235","212","111","7","27","10","5","5","0","0","16","30","34","14","55","41","274","319","46.21"
"131","Zach Hyman","EDM","L","80","1293.95","39","18","8","10","57","54.81","226","17.26","35.7","396","317","289","180","12","43","34","17","17","0","0","19","16","34","84","148","37","7","9","43.75"
"418","Mitch Marner","TOR","R","69","1104.8","17","40","25","15","57","76.00","113","15.04","12.72","289","191","150","51","7","19","12","6","6","0","0","12","51","50","58","70","41","4","8","33.33"
"554","Elias Pettersson","VAN","C","82","1188.9","21","35","23","12","56","66.67","128","16.41","18.28","256","189","152","69","11","22","8","4","4","0","0","24","18","41","116","108","59","357","353","50.28"
"559","Robert Thomas","STL","C","82","1305.65","17","39","24","15","56","71.79","111","15.32","15.56","210","161","144","65","6","14","40","16","15","0","1","15","41","57","16","71","43","654","564","53.69"
"770","Lucas Raymond","DET","L","82","1222.9666666667","25","31","19","12","56","76.71","129","19.38","14.7","240","179","136","66","11","19","24","12","12","0","0","40","24","48","64","134","26","4","4","50.00"
"261","Jake Guentzel","CAR, PIT","C, L","67","1095","25","30","23","7","55","67.07","178","14.04","26.35","321","254","223","108","7","42","18","9","9","0","0","23","21","30","46","88","28","6","16","27.27"
"317","Sam Reinhart","FLA","C","82","1177.85","25","30","19","11","55","72.37","138","18.12","18.64","267","213","148","67","8","27","23","8","7","1","0","8","30","28","73","129","55","166","204","44.86"
"392","Sebastian Aho","CAR","C","78","1165.1166666667","24","31","21","10","55","68.75","146","16.44","17.74","290","229","149","67","8","20","26","12","12","0","0","14","46","40","45","68","15","413","391","51.37"
"401","Mathew Barzal","NYI","C","80","1359.0166666667","18","37","31","6","55","72.37","197","9.14","18.37","341","265","164","75","16","31","22","11","11","0","0","26","74","83","52","49","50","49","65","42.98"
"438","Kirill Kaprizov","MIN","L","75","1302.8666666667","27","28","18","10","55","64.71","183","14.75","19.46","382","267","201","91","13","32","30","14","14","0","0","24","63","35","53","77","37","0","1","0.00"
"454","Matthew Tkachuk","FLA","L","80","1141.5333333333","19","36","26","10","55","72.37","174","10.92","19.61","331","250","174","95","5","36","84","31","27","2","2","48","49","37","145","71","28","2","4","33.33"
"494","Jesper Bratt","N.J","L","82","1225.7833333333","20","35","26","9","55","66.27","196","10.20","21.17","350","275","220","100","21","32","6","3","3","0","0","16","39","32","55","67","30","8","11","42.11"
"175","Mark Scheifele","WPG","C","74","1257.7","19","35","23","12","54","69.23","119","15.97","17.17","213","172","150","75","4","11","53","18","14","3","1","27","29","44","62","141","40","516","558","48.04"
"322","Nikolaj Ehlers","WPG","L","82","1120.3833333333","25","29","19","10","54","76.06","204","12.25","17.13","412","290","160","52","10","26","29","12","11","1","0","22","42","37","29","73","37","4","8","33.33"
"620","Quinn Hughes","VAN","D","82","1652.5333333333","12","42","18","24","54","50.00","151","7.95","7.93","413","226","122","8","6","43","32","16","16","0","0","13","46","36","24","122","50","0","0","-"
"83","Nazem Kadri","CGY","C","82","1247.7833333333","19","34","21","13","53","74.65","213","8.92","19.85","409","300","193","75","14","37","37","16","15","1","0","42","57","50","53","134","22","478","522","47.80"
"157","Vincent Trocheck","NYR","C","82","1343.35","13","39","27","12","52","60.47","147","8.84","19.24","317","251","196","87","5","32","45","21","20","1","0","22","30","39","172","118","76","641","470","57.70"
"188","Jonathan Marchessault","VGK","R","82","1175.45","34","18","14","4","52","80.00","189","17.99","20.09","338","253","155","60","18","32","34","17","17","0","0","9","30","47","101","76","23","4","16","20.00"
"561","Jason Robertson","DAL","L","82","1270.9833333333","20","32","20","12","52","66.67","178","11.24","17.04","369","258","166","63","15","33","20","10","10","0","0","15","40","59","74","108","31","0","0","-"
"621","Brady Tkachuk","OTT","L","81","1266.0833333333","25","27","22","5","52","72.22","272","9.19","27.93","439","364","246","110","19","60","122","36","26","6","4","45","38","45","281","98","34","95","102","48.22"
"851","Wyatt Johnston","DAL","C","82","1132.75","26","26","20","6","52","85.25","182","14.29","22.79","336","257","217","101","12","38","32","16","16","0","0","18","29","31","48","101","38","281","281","50.00"
"61","Roman Josi","NSH","D","82","1662.2333333333","14","37","23","14","51","51.52","207","6.76","10.62","461","291","156","20","8","46","43","20","19","1","0","15","51","30","45","111","143","0","0","-"
"264","Carter Verhaeghe","FLA","C","76","1115.6666666667","26","25","17","8","51","71.83","196","13.27","22.89","393","270","216","87","12","31","30","15","15","0","0","9","34","39","60","119","19","31","41","43.06"
"397","Travis Konecny","PHI","R","76","1161.1166666667","22","29","20","9","51","75.00","179","12.29","16.56","367","269","162","63","12","30","55","18","15","1","2","21","24","42","74","78","28","34","49","40.96"
"783","Alexis Lafrenière","NYR","L","82","1307.2333333333","26","25","18","7","51","65.38","192","13.54","21.03","356","282","231","104","12","24","36","14","13","0","1","25","23","45","73","123","21","16","49","24.62"
"297","Josh Morrissey","WPG","D","81","1683.4666666667","8","42","23","19","50","50.00","158","5.06","8.61","346","235","101","17","3","16","44","22","22","0","0","22","37","42","86","93","96","0","0","-"
"787","Tim Stützle","OTT","C","75","1272","17","33","15","18","50","71.43","154","11.04","18.46","282","218","167","77","10","30","22","11","11","0","0","36","46","40","96","138","38","215","257","45.55"
"9","Evgeni Malkin","PIT","C","82","1240.9833333333","21","28","19","9","49","73.13","130","16.15","14.68","255","183","148","64","5","22","62","29","29","0","0","27","42","86","28","75","39","373","404","48.01"
"67","Gustav Nyquist","NSH","C","81","1141.6666666667","17","32","22","10","49","72.06","125","13.60","15.89","210","168","103","57","9","22","6","3","3","0","0","8","27","34","33","79","36","12","22","35.29"
"79","Matt Duchene","DAL","C","80","1159.2166666667","19","30","20","10","49","75.38","137","13.87","17.55","281","208","153","68","8","19","16","8","8","0","0","12","52","35","28","88","47","323","248","56.57"
"287","Aleksander Barkov","FLA","C","73","1030.5333333333","18","31","21","10","49","68.06","129","13.95","16.55","262","197","162","69","12","30","24","11","11","0","0","16","25","47","95","76","42","447","339","56.87"
"548","Nico Hischier","N.J","C","71","1041.9666666667","20","29","15","14","49","73.13","121","16.53","17.71","230","181","154","81","7","24","12","6","6","0","0","19","21","47","41","64","33","597","471","55.90"
"120","Brock Nelson","NYI","C","82","1221.3666666667","24","24","17","7","48","72.73","187","12.83","18.93","309","246","214","92","10","30","22","11","11","0","0","17","38","33","36","65","44","341","404","45.77"
"294","Bo Horvat","NYI","C","81","1293.7166666667","22","26","12","14","48","64.86","196","11.22","17.83","325","269","189","75","14","28","30","11","10","0","1","12","39","32","59","62","38","590","518","53.25"
"400","Brock Boeser","VAN","R","81","1200.2833333333","24","24","17","7","48","62.34","125","19.20","15.62","272","189","153","63","9","22","12","6","6","0","0","4","19","25","53","37","28","13","12","52.00"
"466","Alex DeBrincat","DET","R","82","1225.8","16","32","21","11","48","66.67","176","9.09","16.51","371","262","191","60","9","39","28","11","9","2","0","20","32","48","62","61","35","15","14","51.72"
"524","Trevor Moore","L.A","L","82","1185.5","27","21","12","9","48","73.85","201","13.43","22.33","356","293","165","80","11","32","22","10","10","0","0","17","24","28","91","144","48","12","34","26.09"
"546","Casey Mittelstadt","BUF, COL","C","80","1220.1666666667","15","33","17","16","48","62.34","104","14.42","10.29","198","139","102","40","4","18","24","12","12","0","0","7","38","44","23","94","29","448","514","46.57"
"328","Alex Tuch","BUF","R","75","1143.3666666667","19","28","16","12","47","71.21","149","12.75","16.45","283","223","142","66","16","16","50","18","15","2","1","16","25","64","64","44","71","28","39","41.79"
"573","Cale Makar","COL","D","77","1394.45","13","34","12","22","47","52.22","148","8.78","9.23","352","227","119","20","9","22","12","6","6","0","0","21","32","59","33","28","117","0","0","-"
"623","Evan Bouchard","EDM","D","81","1555.55","10","37","13","24","47","42.34","161","6.21","8.1","357","225","97","13","6","29","30","15","15","0","0","10","76","51","67","121","101","0","0","-"
"6","Joe Pavelski","DAL","C","82","1152.35","16","30","18","12","46","67.65","136","11.76","16.68","239","185","150","82","7","21","16","8","8","0","0","19","52","21","72","49","68","312","298","51.15"
"126","Vladimir Tarasenko","FLA, OTT","R","76","1016.9833333333","20","26","16","10","46","68.66","109","18.35","11.64","231","159","112","47","9","28","12","6","6","0","0","8","24","18","84","86","37","4","3","57.14"
"140","Bryan Rust","PIT","R","62","966.08333333333","24","22","13","9","46","58.97","155","15.48","18.85","270","228","173","79","10","30","20","10","10","0","0","10","22","26","41","69","43","0","3","0.00"
"468","Clayton Keller","ARI","R","78","1241.8166666667","24","22","16","6","46","79.31","171","14.04","16.56","330","249","167","56","9","26","28","14","14","0","0","28","40","41","19","96","29","23","33","41.07"
"488","Jordan Kyrou","STL","C","82","1262.1","23","23","17","6","46","70.77","207","11.11","17.09","399","293","207","66","15","32","20","10","10","0","0","13","51","46","26","97","32","3","6","33.33"
"19","Kris Letang","PIT","D","82","1656.45","10","35","15","20","45","45.92","141","7.09","6.67","359","208","81","12","3","31","58","25","24","0","1","12","54","40","117","125","106","0","0","-"
"77","John Tavares","TOR","C","80","1182.1666666667","20","25","15","10","45","70.31","192","10.42","24.94","348","270","224","126","12","45","26","13","13","0","0","20","45","34","132","105","37","642","443","59.17"
"78","Victor Hedman","T.B","D","78","1471.25","9","36","21","15","45","47.37","119","7.56","7.94","299","201","88","16","3","25","58","21","19","0","2","9","41","22","60","66","86","0","0","-"
"160","Blake Coleman","CGY","C","78","1142.5833333333","23","22","8","14","45","71.43","166","13.86","21.95","304","226","166","75","16","33","61","25","23","1","1","22","29","37","123","63","49","29","33","46.77"
"296","Max Domi","TOR","C","80","999.18333333333","8","37","23","14","45","67.16","122","6.56","9.2","213","165","95","43","10","14","114","32","22","6","4","17","38","24","52","68","21","196","198","49.75"
"398","Dylan Strome","WSH","C","82","1227.5833333333","21","24","17","7","45","76.27","125","16.80","16.2","242","186","158","80","7","24","20","10","10","0","0","10","26","39","12","47","59","529","507","51.06"
"409","Zach Werenski","CBJ","D","70","1425.6833333333","9","36","17","19","45","48.91","171","5.26","9.22","372","240","117","27","5","35","16","8","8","0","0","3","25","34","21","43","120","0","0","-"
"556","Owen Tippett","PHI","R","78","1082.5166666667","23","22","16","6","45","76.27","231","9.96","18.51","432","328","198","74","26","38","12","6","6","0","0","17","22","30","141","85","46","17","24","41.46"
"557","Nick Suzuki","MTL","C","82","1364.1833333333","20","25","15","10","45","63.38","129","15.50","15.15","240","196","146","63","10","15","30","14","14","0","0","18","52","37","67","105","41","571","543","51.26"
"644","Noah Dobson","NYI","D","79","1611.5833333333","9","36","20","16","45","52.33","153","5.88","5.3","373","221","87","11","10","25","32","16","16","0","0","6","53","29","79","151","158","0","0","-"
"14","Anze Kopitar","L.A","C","81","1195.3333333333","16","28","16","12","44","66.67","97","16.49","11.55","179","135","101","53","3","12","22","7","6","0","1","11","29","42","34","67","57","630","490","56.25"
"116","Charlie Coyle","BOS","C","82","1128.95","17","27","14","13","44","80.00","104","16.35","13.44","191","153","119","67","10","22","32","16","16","0","0","20","31","41","112","70","50","576","513","52.89"
"335","Adrian Kempe","L.A","R","77","1088.1166666667","20","24","13","11","44","74.58","177","11.30","14.53","354","247","152","47","6","26","64","27","26","0","1","31","19","21","98","68","26","0","6","0.00"
"380","Pavel Zacha","BOS","C","78","1061.8166666667","15","29","13","16","44","65.67","93","16.13","11","165","136","112","58","9","11","16","8","8","0","0","13","27","19","100","59","30","431","369","53.88"
"382","Jack Eichel","VGK","C","63","921.01666666667","20","24","12","12","44","80.00","181","11.05","15.83","277","231","141","57","19","25","21","5","3","1","1","20","36","46","26","75","50","343","399","46.23"
"591","Drake Batherson","OTT","R","82","1236.95","21","23","18","5","44","74.58","152","13.82","15.76","311","228","158","68","15","27","40","16","15","0","1","13","34","45","89","89","33","34","50","40.48"
"706","Cole Caufield","MTL","R","82","1296.4666666667","19","25","18","7","44","65.67","239","7.95","21.46","434","328","203","65","8","39","14","7","7","0","0","19","34","31","55","74","20","7","9","43.75"
"715","Matt Boldy","MIN","L","75","1113.1666666667","19","25","19","6","44","70.97","143","13.29","14.17","315","219","179","65","6","30","44","20","20","0","0","17","40","56","30","108","30","25","40","38.46"
"752","Matias Maccelli","ARI","L","82","1172.5","15","29","17","12","44","75.86","123","12.20","15.46","244","175","129","60","10","21","6","3","3","0","0","12","50","20","25","76","20","6","8","42.86"
"776","Seth Jarvis","CAR","C","81","1115.0333333333","18","26","16","10","44","61.11","114","15.79","16.04","221","173","151","78","9","20","8","4","4","0","0","14","31","33","99","158","34","80","92","46.51"
"168","William Karlsson","VGK","C","70","920","22","21","14","7","43","71.67","128","17.19","14.55","227","174","126","61","7","23","20","6","5","0","1","17","29","35","40","78","34","424","336","55.79"
"353","Devon Toews","COL","D","82","1550.1","12","31","13","18","43","43.88","146","8.22","7.89","312","197","85","14","3","24","18","9","9","0","0","10","37","47","68","33","86","0","0","-"
"618","Joel Farabee","PHI","L","82","1135.3666666667","20","23","18","5","43","82.69","154","12.99","14.42","266","215","141","65","16","19","31","10","8","1","1","13","26","28","67","90","50","20","42","32.26"
"716","Jack Hughes","N.J","C","62","1059.7166666667","18","25","16","9","43","76.79","210","8.57","20.28","391","282","201","57","11","43","10","5","5","0","0","25","58","60","9","55","24","100","181","35.59"
"811","JJ Peterka","BUF","R","82","1184.5166666667","25","18","8","10","43","66.15","197","12.69","19.27","370","277","180","70","15","24","28","10","9","0","1","24","25","38","27","102","18","3","12","20.00"
"29","Claude Giroux","OTT","R","82","1246.15","16","26","15","11","42","66.67","139","11.51","13.21","268","189","131","63","12","26","22","11","11","0","0","21","33","46","33","51","24","384","304","55.81"
"53","Steven Stamkos","T.B","C","79","1138.3333333333","21","21","10","11","42","67.74","150","14.00","16.04","296","217","164","63","4","21","34","17","17","0","0","13","44","21","75","67","42","292","230","55.94"
"135","Tyler Seguin","DAL","C","68","929.25","22","20","9","11","42","75.00","133","16.54","15.26","233","183","138","71","8","18","18","9","9","0","0","6","21","17","60","44","16","282","209","57.43"
"154","Johnny Gaudreau","CBJ","L","81","1285.05","11","31","24","7","42","60.00","127","8.66","13.8","230","166","122","46","9","22","22","7","6","0","1","18","35","33","1","35","22","0","1","0.00"
"260","Pavel Buchnevich","STL","L","80","1197.2666666667","17","25","13","12","42","61.76","150","11.33","17.84","283","223","156","66","13","22","40","16","15","0","1","15","35","31","38","59","21","74","123","37.56"
"323","Kevin Fiala","L.A","L","82","1217.6833333333","17","25","15","10","42","71.19","168","10.12","16.21","346","254","167","63","8","32","48","23","23","0","0","18","48","42","63","94","27","10","28","26.32"
"377","Kyle Connor","WPG","L","65","1055.5666666667","29","13","6","7","42","77.78","174","16.67","18.5","298","230","182","69","9","20","2","1","1","0","0","9","24","39","13","44","18","2","3","40.00"
"403","Roope Hintz","DAL","C","80","1078.2666666667","19","23","12","11","42","58.33","126","15.08","14.97","245","185","148","65","10","19","20","10","10","0","0","18","30","19","35","70","32","291","228","56.07"
