"","Player","Team","Position","GP","TOI","TOI/GP","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","MDCF/60","MDCA/60","MDCF%","MDGF/60","MDGA/60","MDGF%","LDCF/60","LDCA/60","LDCF%","LDGF/60","LDGA/60","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"664","Ruslan Iskhakov","NYI","C","1","12.7","12.7","51.97","118.11","30.56","42.52","85.04","33.33","37.8","61.42","38.10","0","0","-","3.65","6.06","37.61","28.35","70.87","28.57","14.17","28.35","33.33","0","0","-","18.9","56.69","25.00","0","0","-","27.3","61.42","30.77","0","0","-","0.00","100.00","1.000","4.72","18.9","9.45","51.97","33.33","18.9","18.9","18.9","50.00"
"484","Victor Mete","PHI","D","1","10.866666666667","10.866666666667","33.13","110.43","23.08","33.13","82.82","28.57","27.61","38.65","41.67","0","0","-","2.94","4.71","38.44","22.09","55.21","28.57","16.56","5.52","75.00","0","0","-","7.36","66.26","10.00","0","0","-","31.9","87.73","26.67","0","0","-","0.00","100.00","1.000","5.52","11.04","11.04","49.69","33.33","16.56","16.56","11.04","60.00"
"746","Tyler Angle","CBJ","C","2","16.45","8.225","21.88","109.42","16.67","14.59","76.6","16.00","3.65","47.42","7.14","0","3.65","0.00","0.54","6.17","8.00","7.29","62.01","10.53","3.65","36.47","9.09","0","3.65","0.00","4.86","34.04","12.50","0","0","-","5.27","79.03","6.25","0","0","-","0.00","92.31","0.923","0","7.29","0","72.95","-","3.65","7.29","18.24","16.67"
"539","Kole Lind","SEA","R","1","5.9833333333333","5.9833333333333","70.19","100.28","41.18","40.11","70.19","36.36","40.11","60.17","40.00","0","0","-","2.75","2.11","56.54","30.08","30.08","50.00","10.03","10.03","50.00","0","0","-","26.74","26.74","50.00","0","0","-","43.45","72.42","37.50","0","0","-","0.00","100.00","1.000","10.03","20.06","0","50.14","100.00","30.08","30.08","0","100.00"
"151","Max McCormick","SEA","L","1","5.6333333333333","5.6333333333333","21.3","95.86","18.18","21.3","63.91","25.00","21.3","42.6","33.33","0","0","-","2.26","4.84","31.83","10.65","31.95","25.00","10.65","10.65","50.00","0","0","-","0","28.4","0.00","0","0","-","15.38","76.92","16.67","0","0","-","0.00","100.00","1.000","0","21.3","0","74.56","-","10.65","31.95","10.65","50.00"
"875","Brandon Scanlin","NYR","D","1","10.766666666667","10.766666666667","33.44","94.74","26.09","11.15","66.87","14.29","5.57","55.73","9.09","0","0","-","0.17","4.14","3.91","5.57","44.58","11.11","0","16.72","0.00","0","0","-","7.43","37.15","16.67","0","0","-","40.25","72.45","35.71","0","0","-","0.00","100.00","1.000","5.57","27.86","11.15","33.44","33.33","5.57","27.86","27.86","16.67"
"883","Brad Lambert","WPG","C","1","9.2666666666667","9.2666666666667","38.85","90.65","30.00","32.37","38.85","45.45","25.9","19.42","57.14","6.47","0","100.00","1.63","1.78","47.70","6.47","32.37","16.67","6.47","12.95","33.33","6.47","0","100.00","0","25.9","0.00","0","0","-","46.76","74.82","38.46","0","0","-","25.00","100.00","1.250","0","19.42","0","58.27","-","12.95","19.42","19.42","40.00"
"249","Anton Blidh","NYR","L","1","5.35","5.35","44.86","89.72","33.33","33.64","67.29","33.33","22.43","56.07","28.57","0","11.21","0.00","0.59","2.92","16.81","11.21","44.86","20.00","0","22.43","0.00","0","11.21","0.00","14.95","29.91","33.33","0","0","-","0","64.8","0.00","0","0","-","0.00","80.00","0.800","0","0","11.21","100.93","0.00","0","0","22.43","0.00"
"747","Aku Raty","ARI","R","1","11.75","11.75","30.64","86.81","26.09","25.53","66.38","27.78","15.32","30.64","33.33","5.11","5.11","50.00","1.47","2.9","33.61","20.43","25.53","44.44","10.21","10.21","50.00","5.11","5.11","50.00","13.62","20.43","40.00","0","0","-","22.13","66.38","25.00","0","0","-","33.33","83.33","1.167","5.11","15.32","0","66.38","100.00","10.21","20.43","10.21","50.00"
"121","Alex Petrovic","DAL","D","1","12.483333333333","12.483333333333","62.48","86.52","41.94","52.87","76.9","40.74","38.45","57.68","40.00","4.81","9.61","33.33","1.02","7.09","12.60","24.03","67.29","26.32","4.81","28.84","14.29","0","9.61","0.00","25.63","51.27","33.33","0","0","-","69.43","27.77","71.43","6.94","0","100.00","12.50","83.33","0.958","19.23","0","4.81","62.48","80.00","43.26","14.42","4.81","90.00"
"780","Danil Gushchin","S.J","L","4","57.233333333333","14.308333333333","37.74","85.96","30.51","26.21","51.37","33.78","14.68","37.74","28.00","2.1","4.19","33.33","1.31","3.27","28.56","12.58","38.79","24.49","2.1","14.68","12.50","1.05","2.1","33.33","13.98","32.15","30.30","0","2.8","0.00","34.83","68.14","33.82","1.51","0","100.00","14.29","88.89","1.032","3.15","11.53","9.44","47.18","25.00","6.29","16.77","20.97","23.08"
"279","Gustav Olofsson","SEA","D","1","14.95","14.95","64.21","84.28","43.24","32.11","56.19","36.36","20.07","24.08","45.45","0","0","-","2.07","3.09","40.12","24.08","44.15","35.29","12.04","20.07","37.50","0","0","-","16.05","32.11","33.33","0","0","-","63.77","63.77","50.00","0","0","-","0.00","100.00","1.000","16.05","0","8.03","40.13","66.67","28.09","0","20.07","58.33"
"789","Sam Colangelo","ANA","R","3","36.483333333333","12.161111111111","42.76","82.23","34.21","32.89","52.63","38.46","26.31","26.31","50.00","1.64","1.64","50.00","1.75","3.81","31.50","18.09","41.11","30.56","3.29","14.8","18.18","1.64","0","100.00","19.74","35.08","36.00","0","2.19","0.00","38.01","61.76","38.10","0","0","-","6.25","93.75","1.000","3.29","11.51","11.51","46.05","22.22","9.87","14.8","18.09","35.29"
"636","Grigori Denisenko","VGK","L","6","61.266666666667","10.211111111111","47.99","81.28","37.12","36.24","55.82","39.36","26.44","37.21","41.54","0.98","3.92","20.00","2.21","2.39","48.06","18.61","28.4","39.58","11.75","11.75","50.00","0","0.98","0.00","9.14","22.2","29.17","0","2.61","0.00","39.61","89.12","30.77","1.41","1.41","50.00","3.70","89.47","0.932","3.92","16.65","17.63","45.05","18.18","12.73","21.55","29.38","30.23"
"845","Oskar Olausson","COL","R","1","11.833333333333","11.833333333333","40.56","81.13","33.33","30.42","60.85","33.33","20.28","55.77","26.67","0","0","-","1.09","3.94","21.61","10.14","25.35","28.57","5.07","15.21","25.00","0","0","-","6.76","13.52","33.33","0","0","-","43.94","73.24","37.50","0","0","-","0.00","100.00","1.000","5.07","10.14","5.07","60.85","50.00","10.14","20.28","20.28","33.33"
"592","Jacob Peterson","S.J","C","6","68.133333333333","11.355555555556","33.46","81.02","29.23","28.18","59","32.32","21.14","40.51","34.29","0","2.64","0.00","1.79","3.59","33.26","13.21","41.39","24.19","4.4","21.14","17.24","0","0.88","0.00","11.74","27.01","30.30","0","1.17","0.00","33.07","71.23","31.71","0","1.27","0.00","0.00","93.48","0.935","3.52","7.05","12.33","58.12","22.22","10.57","11.45","22.02","32.43"
"726","Egor Afanasyev","NSH","L","2","23.133333333333","11.566666666667","62.25","80.4","43.64","49.28","51.87","48.72","31.12","38.9","44.44","0","2.59","0.00","1.98","3.04","39.39","28.53","44.09","39.29","5.19","15.56","25.00","0","2.59","0.00","31.12","38.04","45.00","0","0","-","56.2","56.2","50.00","0","0","-","0.00","93.33","0.933","10.37","10.37","12.97","49.28","44.44","20.75","12.97","18.16","53.33"
