"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"348","Max McCormick","OTT","L","14","0.4","3","0","100.00","3","0","100.00","2","0","100.00","0","0","-","0.63","0","100.00","3","0","100.00","3","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0.00","-","0.00","0","0","0","2","-","0","0","0","-"
"369","Rocco Grimaldi","NSH","C","53","1.5166666666667","2","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0.19","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","0","1","1","4","0.00","0","1","1","0.00"
"370","Scott Mayfield","NYI","D","79","5.6833333333333","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0.07","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","-","-","-","3","2","0","17","100.00","3","2","0","100.00"
"371","Adam Clendening","CBJ","D","4","1.15","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","-","-","-","0","0","0","1","-","1","0","0","100.00"
"373","Dmitrij Jaskin","WSH","R","37","0.78333333333333","2","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","2","0","100.00","0","0","-","-","-","-","2","1","0","3","100.00","2","1","0","100.00"
"383","Scott Harrington","CBJ","D","73","1.2166666666667","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","-","-","-","1","0","0","2","100.00","2","0","0","100.00"
"402","Connor Murphy","CHI","D","52","1.5166666666667","3","0","100.00","2","0","100.00","0","0","-","0","0","-","0.11","0","100.00","2","0","100.00","0","0","-","0","0","-","2","0","100.00","0","0","-","1","0","100.00","0","0","-","-","-","-","2","0","0","8","100.00","2","0","0","100.00"
"411","Kurtis Gabriel","N.J","R","22","0.45","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","1","0","0","2","100.00","1","0","0","100.00"
"416","J.T. Brown","MIN","R","56","0.53333333333333","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.05","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","2","1","0","3","100.00","2","1","0","100.00"
"457","Jordan Martinook","CAR","L","82","9.5","8","0","100.00","5","0","100.00","2","0","100.00","0","0","-","0.33","0","100.00","4","0","100.00","1","0","100.00","0","0","-","3","0","100.00","0","0","-","3","0","100.00","0","0","-","0.00","-","0.00","7","6","3","21","70.00","7","8","3","70.00"
"470","Kevin Roy","ANA","L","3","0.55","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","-","-","-","1","0","0","1","100.00","1","0","0","100.00"
"474","Danny O'Regan","BUF","C","1","0.88333333333333","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0.13","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","1","-","0","0","0","-"
"475","Paul LaDue","L.A","D","33","2.3333333333333","8","0","100.00","8","0","100.00","7","0","100.00","0","0","-","1.47","0","100.00","5","0","100.00","4","0","100.00","0","0","-","1","0","100.00","0","0","-","3","0","100.00","0","0","-","0.00","-","0.00","2","0","1","10","66.67","3","1","1","75.00"
"492","Chad Ruhwedel","PIT","D","18","1.5666666666667","2","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.03","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","2","0","0","4","100.00","2","0","0","100.00"
"493","Michael Raffl","PHI","L","67","4.3333333333333","3","0","100.00","2","0","100.00","1","0","100.00","0","0","-","0.13","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","2","0","100.00","0","0","-","0.00","-","0.00","1","3","0","20","100.00","1","3","0","100.00"
"497","Tyler Motte","VAN","C","74","2.9","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.11","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0.00","-","0.00","3","3","0","13","100.00","3","3","0","100.00"
"514","Andrew Copp","WPG","C","69","2.9333333333333","4","0","100.00","1","0","100.00","0","0","-","0","0","-","0.09","0","100.00","4","0","100.00","0","0","-","0","0","-","4","0","100.00","0","0","-","0","0","-","0","0","-","-","-","-","7","3","1","6","87.50","7","4","1","87.50"
"515","Ben Harpur","OTT","D","51","1.4333333333333","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.09","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","0.00","-","0.00","1","1","1","6","50.00","1","1","1","50.00"
"526","Remi Elie","BUF","L","16","1.0833333333333","2","0","100.00","2","0","100.00","1","0","100.00","0","0","-","0.05","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","2","0","100.00","0","0","-","0.00","-","0.00","0","1","0","3","-","0","1","0","-"
"528","Steven Santini","N.J","D","39","2.9666666666667","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0.05","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","-","-","-","1","4","2","11","33.33","1","4","2","33.33"
"530","Dillon Heatherington","DAL","D","5","0.25","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0.08","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","1","-","0","0","0","-"
"531","Carl Dahlstrom","CHI","D","38","0.73333333333333","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0.05","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","-","-","-","1","0","0","5","100.00","1","0","0","100.00"
"534","William Carrier","VGK","L","54","3.4166666666667","3","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0.22","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","5","1","0","8","100.00","5","1","0","100.00"
"548","Samuel Morin","PHI","D","5","0.016666666666667","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.11","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0.00","-","0.00","0","0","0","1","-","0","0","0","-"
"553","Nikita Zadorov","COL","D","70","5.3166666666667","7","0","100.00","7","0","100.00","6","0","100.00","0","0","-","0.56","0","100.00","5","0","100.00","3","0","100.00","0","0","-","2","0","100.00","0","0","-","2","0","100.00","0","0","-","0.00","-","0.00","5","0","0","11","100.00","8","0","0","100.00"
"555","Kerby Rychel","CGY","L","2","0.5","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","0.1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","1","0","100.00","100.00","-","1.00","0","0","0","1","-","0","0","0","-"
"562","Josh Currie","EDM","R","21","1.05","2","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0.16","0","100.00","2","0","100.00","1","0","100.00","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","0.00","-","0.00","1","1","0","3","100.00","1","1","0","100.00"
"573","Pierre-Edouard Bellemare","VGK","C, L","76","5.4166666666667","6","0","100.00","4","0","100.00","3","0","100.00","0","0","-","0.33","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0","0","-","0","0","-","3","0","100.00","0","0","-","0.00","-","0.00","7","5","0","14","100.00","8","5","0","100.00"
"590","Sonny Milano","CBJ","L","8","1.6","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","-","-","-","1","1","0","1","100.00","1","1","0","100.00"
"599","Nikita Scherbak","L.A","R","8","0.58333333333333","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.08","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","0.00","-","0.00","1","0","0","1","100.00","1","0","0","100.00"
"606","Ivan Barbashev","STL","C","80","4.9166666666667","2","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","2","0","100.00","0","0","-","0.00","-","0.00","3","2","1","16","75.00","3","2","1","75.00"
"631","Dylan Sikura","CHI","R","33","0.43333333333333","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","0.1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","100.00","-","1.00","1","0","0","3","100.00","1","0","0","100.00"
"658","Oliver Kylington","CGY","D","38","0.73333333333333","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.18","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0.00","-","0.00","0","0","0","3","-","2","0","0","100.00"
"663","Brandon Carlo","BOS","D","72","3.8833333333333","4","0","100.00","3","0","100.00","3","0","100.00","1","0","100.00","0.75","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","1","0","100.00","0","0","-","33.33","-","0.33","1","3","1","19","50.00","1","3","1","50.00"
"668","Noah Juulsen","MTL","D","21","0.65","3","0","100.00","2","0","100.00","0","0","-","0","0","-","0.12","0","100.00","2","0","100.00","0","0","-","0","0","-","2","0","100.00","0","0","-","1","0","100.00","0","0","-","-","-","-","3","1","0","4","100.00","3","1","0","100.00"
"669","Austin Wagner","L.A","L","62","3.7666666666667","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","-","-","-","1","2","2","13","33.33","1","2","2","33.33"
"675","Jeremy Lauzon","BOS","D","16","0.51666666666667","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.15","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0.00","-","0.00","1","0","0","2","100.00","1","0","0","100.00"
"682","Jacob Larsson","ANA","D","49","2.2","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","-","-","-","3","3","1","6","75.00","3","5","2","60.00"
"689","Markus Hannikainen","CBJ","L","44","2.7333333333333","3","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.06","0","100.00","3","0","100.00","0","0","-","0","0","-","3","0","100.00","0","0","-","0","0","-","0","0","-","0.00","-","0.00","5","2","1","7","83.33","6","2","1","85.71"
"697","Colton White","N.J","D","3","0.93333333333333","2","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0.09","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","2","0","100.00","0","0","-","0.00","-","0.00","0","0","0","0","-","3","0","0","100.00"
"708","Mason Appleton","WPG","C","36","1.8","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0.09","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","-","-","-","1","0","1","2","50.00","2","0","2","50.00"
"710","Matt Roy","L.A","D","25","3.75","4","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0.2","0","100.00","2","0","100.00","1","0","100.00","0","0","-","1","0","100.00","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","1","1","0","3","100.00","2","2","0","100.00"
"711","Sami Niku","WPG","D","30","2.5","5","0","100.00","5","0","100.00","4","0","100.00","0","0","-","0.27","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","4","0","100.00","0","0","-","0.00","-","0.00","2","0","0","3","100.00","3","0","0","100.00"
"713","Philippe Myers","PHI","D","21","2.3666666666667","5","0","100.00","3","0","100.00","2","0","100.00","0","0","-","0.24","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","4","0","100.00","0","0","-","0.00","-","0.00","1","1","0","2","100.00","3","1","0","100.00"
"716","Casey Nelson","BUF","D","38","1.3666666666667","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.02","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","1","2","0","2","100.00","2","2","0","100.00"
"717","Kalle Kossila","ANA","C","8","0.96666666666667","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.07","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","0.00","-","0.00","0","2","0","3","-","0","2","1","0.00"
"718","Kevin Rooney","N.J","C","41","1.3166666666667","2","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.04","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","1","2","2","7","33.33","1","2","2","33.33"
"719","Brandon Tanev","WPG","L","80","3.8833333333333","2","0","100.00","1","0","100.00","0","0","-","0","0","-","0.07","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","1","0","100.00","0","0","-","-","-","-","8","6","1","10","88.89","8","6","1","88.89"
"742","Jordan Kyrou","STL","C","16","4.7333333333333","5","0","100.00","4","0","100.00","3","0","100.00","0","0","-","0.49","0","100.00","4","0","100.00","2","0","100.00","0","0","-","2","0","100.00","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","2","1","0","3","100.00","2","1","0","100.00"
"753","Ben Gleason","DAL","D","4","3.8333333333333","2","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0.27","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","1","0","0","3","100.00","2","2","0","100.00"
"757","Jacob MacDonald","FLA","D","2","1.3333333333333","2","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0.1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","2","0","100.00","0","0","-","0.00","-","0.00","1","0","0","0","100.00","1","0","0","100.00"
"762","Michal Kempny","WSH","D","71","2.3333333333333","2","0","100.00","2","0","100.00","1","0","100.00","0","0","-","0.09","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","0","2","0","4","-","2","3","0","100.00"
"770","Zack MacEwen","VAN","C","4","2.7","4","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.05","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","3","0","100.00","0","0","-","0.00","-","0.00","1","0","0","3","100.00","1","0","0","100.00"
"786","Alex Formenton","OTT","L","9","0.88333333333333","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","1","0","2","-","0","1","0","-"
"792","Erik Brannstrom","OTT","D","2","3.4166666666667","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0.05","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","-","-","-","1","1","0","2","100.00","1","2","0","100.00"
"797","David Kampf","CHI","C","63","7.1333333333333","7","0","100.00","7","0","100.00","7","0","100.00","0","0","-","0.66","0","100.00","4","0","100.00","2","0","100.00","0","0","-","2","0","100.00","0","0","-","3","0","100.00","0","0","-","0.00","-","0.00","3","0","0","11","100.00","8","0","0","100.00"
"803","Jan Rutta","CHI, T.B","D","37","1.4166666666667","2","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.05","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","2","0","100.00","0","0","-","0.00","-","0.00","0","1","0","5","-","0","1","0","-"
"806","Sheldon Dries","COL","C","40","3.05","3","0","100.00","3","0","100.00","2","0","100.00","0","0","-","0.23","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","3","1","0","3","100.00","4","1","0","100.00"
"809","Eric Robinson","CBJ","L","13","1.25","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.05","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","0","1","0","1","-","0","1","0","-"
"824","Igor Ozhiganov","TOR","D","53","1.5166666666667","2","0","100.00","2","0","100.00","1","0","100.00","0","0","-","0.22","0","100.00","2","0","100.00","1","0","100.00","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","0.00","-","0.00","2","1","0","4","100.00","3","1","0","100.00"
"829","Ilya Lyubushkin","ARI","D","41","2.05","4","0","100.00","4","0","100.00","4","0","100.00","0","0","-","0.53","0","100.00","3","0","100.00","2","0","100.00","0","0","-","1","0","100.00","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","0","2","0","3","-","0","2","0","-"
