"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"18","Marc-Edouard Vlasic","S.J","D","57","1.4666666666667","2","0","100.00","2","0","100.00","2","0","100.00","1","0","100.00","0.39","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","50.00","-","0.50","0","0","0","6","-","0","0","0","-"
"23","Erik Johnson","BUF, PHI","D","67","1.1","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.07","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","2","0","1","3","66.67","2","0","1","66.67"
"25","Trevor Lewis","L.A","C","82","3.9666666666667","6","0","100.00","6","0","100.00","4","0","100.00","1","0","100.00","0.42","0","100.00","2","0","100.00","2","0","100.00","1","0","100.00","0","0","-","0","0","-","8","0","100.00","0","0","-","25.00","-","0.25","8","2","1","8","88.89","10","2","1","90.91"
"26","Milan Lucic","BOS","L","4","1.7666666666667","5","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.06","0","100.00","3","0","100.00","0","0","-","0","0","-","3","0","100.00","0","0","-","2","0","100.00","0","0","-","0.00","-","0.00","0","0","0","3","-","0","0","0","-"
"62","Travis Hamonic","OTT","D","48","2.0833333333333","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.02","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","2","0","100.00","0","0","-","0.00","-","0.00","3","4","0","7","100.00","4","4","0","100.00"
"96","Casey Cizikas","NYI","C","70","16.933333333333","25","0","100.00","19","0","100.00","12","0","100.00","2","0","100.00","1.61","0","100.00","10","0","100.00","4","0","100.00","0","0","-","6","0","100.00","1","0","100.00","22","0","100.00","1","0","100.00","16.67","-","0.17","8","2","0","24","100.00","10","2","1","90.91"
"99","Byron Froese","VGK","C","16","2.1666666666667","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0.1","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","1","0.00","0","0","-","-","-","-","0","0","1","3","0.00","0","0","1","0.00"
"111","Justin Holl","DET","D","38","2.4333333333333","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.02","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","3","0","100.00","0","0","-","0.00","-","0.00","1","0","1","8","50.00","2","0","1","66.67"
"121","Derek Forbort","BOS","D","35","1.35","2","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","2","0","100.00","0","0","-","-","-","-","0","1","0","5","-","0","1","0","-"
"134","Jarred Tinordi","CHI","D","52","1.3333333333333","3","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0.3","0","100.00","3","0","100.00","1","0","100.00","0","0","-","2","0","100.00","0","0","-","0","0","-","0","0","-","0.00","-","0.00","0","1","0","5","-","1","1","0","100.00"
