"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"12","Bryce Salvador","N.J","D","40","2.4666666666667","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0.05","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","-","-","-","3","2","0","11","100.00","3","2","0","100.00"
"13","Eric Boulton","NYI","L","23","1.55","3","0","100.00","3","0","100.00","3","0","100.00","0","0","-","0.31","0","100.00","2","0","100.00","0","0","-","0","0","-","2","0","100.00","0","0","-","0","0","-","0","0","-","0.00","-","0.00","3","0","0","4","100.00","4","0","0","100.00"
"23","Cory Sarich","COL","D","54","1.6833333333333","2","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0.19","0","100.00","2","0","100.00","1","0","100.00","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","0.00","-","0.00","0","1","0","4","-","2","1","0","100.00"
"28","Craig Adams","PIT","R","82","1.2666666666667","3","0","100.00","2","0","100.00","0","0","-","0","0","-","0.45","0","100.00","3","0","100.00","1","0","100.00","0","0","-","2","0","100.00","0","0","-","0","0","-","0","0","-","-","-","-","1","2","0","6","100.00","2","2","1","66.67"
"42","Henrik Tallinder","BUF","D","64","3.3833333333333","5","0","100.00","1","0","100.00","0","0","-","0","0","-","0.09","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","3","0","100.00","0","0","-","-","-","-","2","5","0","11","100.00","2","6","0","100.00"
"59","John Erskine","WSH","D","37","0.45","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.02","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","1","3","1","3","50.00","1","3","1","50.00"
"82","Matt Carkner","NYI","D","53","1.2333333333333","2","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.08","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","0","1","0","5","-","2","1","0","100.00"
"84","Brian McGrattan","CGY","R","76","4.7","3","0","100.00","3","0","100.00","2","0","100.00","0","0","-","0.22","0","100.00","3","0","100.00","1","0","100.00","0","0","-","2","0","100.00","0","0","-","0","0","-","0","0","-","0.00","-","0.00","2","0","0","6","100.00","2","0","0","100.00"
"91","Radek Martinek","NYI","D","13","1.45","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0.04","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","-","-","-","1","1","0","2","100.00","1","2","0","100.00"
"93","Jerred Smithson","TOR","C","18","0.78333333333333","2","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","2","0","100.00","0","0","-","-","-","-","2","0","0","0","100.00","2","0","0","100.00"
