"","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"634","Alexander Urbom","WSH","D","20","0.55","0.0275","-107.95","98.46","-91.03","-83.49","100.05","-90.23","-56.37","100.58","-86.89","-9.04","-1.06","-","-7.77","8.99","-94.05","-57.43","-5.85","-","-18.61","-1.6","-","-3.19","-0.53","-","-51.76","-5.67","-","-4.96","-0.71","-87.50","-66.82","151.43","-91.58","-3.07","0","-100.00","-","100.00","1.00","0","109.09","0","109.09","-","109.09","109.09","0","100.00"
"766","Connor Murphy","PHX","D","30","0.61666666666667","0.020555555555556","-105.09","86.6","-90.76","-80.75","87.71","-89.39","-55.68","89.92","-88.30","-6.27","-1.11","-","-7.1","4.52","-90.67","-48.67","91.4","-89.19","-22.86","-2.58","-","-2.95","-0.74","-","-34.42","125.3","-88.61","-1.97","0","-100.00","-76.7","-3.2","-","-2.66","-0.53","-83.33","-","100.00","1.00","0","97.3","0","194.59","-","0","97.3","0","-"
"530","Cameron Gaunce","DAL","D","9","0.65","0.072222222222222","-108.4","76.82","-87.50","-88.79","79.92","-87.76","-59.88","84.05","-87.88","-6.19","0","-","-8.47","3.12","-88.95","-53.69","80.95","-82.54","-25.81","-7.23","-","-4.13","0","-","-37.17","117.57","-87.10","0","0","-","-71.58","-4.47","-","-2.98","0","-100.00","-","100.00","1.00","0","0","0","92.31","-","92.31","0","0","100.00"
"617","Stefan Elliott","COL","D","1","0.91666666666667","0.91666666666667","10.07","75.52","-16.67","65.45","75.52","33.33","65.45","75.52","33.33","0","0","-","6.47","6.31","38.77","10.07","10.07","0.00","0","65.45","-","0","0","-","13.43","-73.85","50.00","0","0","-","0","94.55","-","0","0","-","0.00","100.00","1.000","0","0","0","65.45","-","0","0","65.45","0.00"
"714","Steve Oleksy","WSH","D","33","0.66666666666667","0.02020202020202","-110.14","75.47","-88.35","-84.8","78.18","-87.76","-61.15","80.54","-86.60","-9.46","-1.35","-","-7.67","6.9","-89.26","-58.11","-9.12","-","-19.93","-3.72","-","-3.72","-1.01","-","-50.9","-7.21","-","-4.95","-0.45","-91.67","-68.81","125.12","-93.38","-2.93","0","-100.00","-","100.00","1.00","90","0","90","360","50.00","180","0","90","66.67"
"46","Mike Mottau","FLA","D","8","0.73333333333333","0.091666666666667","3.44","71.88","-38.75","25.52","74.09","-37.93","39.87","76.3","-38.37","-5.52","0","-","-2.52","1.07","-26.00","-40.85","-5.52","-","-14.35","-2.21","-","-2.21","0","-","-35.33","-4.42","-","-2.94","0","-100.00","68.75","111.8","-38.57","-1.59","0","-100.00","0.00","100.00","1.000","0","0","0","245.45","-","0","0","0","-"
"516","Mattias Tedenby","N.J","R","15","0.78333333333333","0.052222222222222","-70.63","65.32","-86.24","-56.36","-10.52","-","-40.58","-8.27","-","-6.01","-0.75","-","-4.06","-0.71","-","-24.05","-5.26","-","-7.51","-2.25","-","-0.75","-0.75","-","-22.04","-4.01","-","-2","0","-100.00","-60.78","-7.6","-","-5.43","0","-100.00","-","-","-","76.6","0","0","229.79","100.00","76.6","0","0","100.00"
"311","Travis Morin","DAL","C","4","0.61666666666667","0.15416666666667","-97.02","62.65","-73.68","-76.23","69.58","-73.33","-45.04","69.58","-61.90","-3.46","-3.46","-","-5.75","-0.77","-64.75","-38.11","73.04","-61.11","0","-10.39","-","0","-3.46","-","-50.82","111.25","-73.33","-4.62","0","-100.00","-85.08","-15.01","-","0","0","-","-","100.00","1.00","0","0","0","97.3","-","0","0","0","-"
"539","Brandon McMillan","PHX","L","22","1.7333333333333","0.078787878787879","-97.9","55.74","-87.89","-79.92","59.74","-89.39","-55.95","27.62","-88.89","-7.49","-0.5","-","-7.47","1.3","-89.79","-46.95","27.62","-87.04","-24.48","-3","-","-5.49","-0.5","-","-29.97","40.83","-84.91","-0.67","0","-100.00","-69.99","45.67","-94.17","-2.16","0","-100.00","-","100.00","1.00","34.62","34.62","34.62","69.23","50.00","34.62","69.23","69.23","33.33"
"204","Martin St Pierre","MTL","C","1","1.15","1.15","33.76","52.17","-33.33","-18.41","52.17","-50.00","-18.41","0","0.00","0","0","-","1.23","4.34","-59.24","0","52.17","-","0","0","-","0","0","-","0","69.57","-","0","0","-","-26.6","0","0.00","0","0","-","0.00","-","0.00","0","0","0","52.17","-","0","0","0","-"
