"","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"312","Dryden Hunt","CGY","L","5","0.35","0.07","-91.5","171.43","-100.00","-52.29","171.43","-100.00","-31.37","171.43","-100.00","-2.61","0","-","-5.09","17.3","-100.00","-41.83","171.43","-100.00","-13.07","171.43","-100.00","-2.61","0","-","-38.34","0","-","0","0","-","-90.63","0","-","0","0","-","-","100.00","1.00","0","171.43","0","0","-","0","171.43","0","-"
"629","Cole Schwindt","VGK","R","42","0.33333333333333","0.0079365079365079","68.54","169.23","-41.19","94.55","170.71","-40.20","-63.16","173.68","-90.91","-7.8","-0.74","-","11.48","5.86","-16.90","107.93","-5.57","7.18","147.31","-1.49","4.35","-3.34","0","-","-52.51","-5.45","-","-2.97","-0.5","-85.71","155.36","515.71","-62.73","-3.22","-0.54","-85.71","-","100.00","1.00","180","0","180","180","50.00","180","0","180","50.00"
"428","Brett Murray","BUF","L","3","1.1666666666667","0.38888888888889","-108.8","147.89","-94.44","-86.4","147.89","-93.10","-57.6","154.29","-100.00","-12.8","51.43","-100.00","-9.54","6.66","-97.92","-73.6","0","-","-32","0","-","-6.4","0","-","-55.47","0","-","-4.27","0","-100.00","-4.29","218.23","-69.44","-4.62","0","-100.00","-","66.67","0.67","51.43","0","0","102.86","100.00","51.43","0","51.43","50.00"
"583","Jimmy Schuldt","S.J","D","8","0.36666666666667","0.045833333333333","-94.13","143.58","-82.43","-75.61","146.66","-81.67","-49.38","154.38","-84.21","-7.72","-3.09","-","-8.05","-1.11","-87.64","-55.55","-10.8","-","-23.15","-1.54","-","-3.09","0","-","-43.21","-12.34","-","-4.11","-4.11","-50.00","-89.16","-11.14","-","-2.23","0","-100.00","-","100.00","1.00","0","0","0","163.64","-","0","0","0","-"
"697","Callahan Burke","VGK","C","7","0.4","0.057142857142857","-91.31","133.4","-84.62","-80.25","136.16","-85.29","-66.41","144.47","-92.31","-2.77","0","-","-7.81","10.83","-89.29","-58.11","138.93","-84.00","-30.44","-2.77","-","0","0","-","-36.89","188.93","-76.92","0","0","-","-83.94","-7.99","-","-4","0","-100.00","-","100.00","1.00","150","0","0","150","100.00","150","0","0","100.00"
"260","Patrick Brown","BOS","C","15","0.36666666666667","0.024444444444444","-95.48","132.94","-75.68","-73.89","135.22","-72.22","-44.33","138.63","-63.93","-4.55","-3.41","-","-8.18","1.92","-82.59","-52.29","-15.91","-","-28.42","-7.96","-","-3.41","-2.27","-","-31.83","-10.61","-","-1.52","-1.52","-50.00","-103.44","224.87","-90.00","0","0","-","-","100.00","1.00","0","0","0","327.27","-","0","0","163.64","0.00"
"186","Jimmy Vesey","COL, NYR","L","43","0.46666666666667","0.010852713178295","-108.29","114.04","-88.17","-82","116.12","-86.81","-52.59","119.23","-84.92","-7.27","-1.38","-","-8.5","-0.37","-90.99","-56.74","-8.3","-","-22.49","-2.08","-","-3.46","-0.35","-","-45.67","-8.3","-","-0.46","-1.38","-25.00","-116.44","179.72","-95.10","-5","0","-100.00","-","100.00","1.00","128.57","128.57","128.57","514.29","50.00","128.57","128.57","128.57","50.00"
"567","Jack St. Ivany","PIT","D","19","0.46666666666667","0.024561403508772","34.51","107.46","-31.67","-67.83","108.73","-77.37","-48.63","-14.72","-","-7.04","-0.64","-","-7.61","12.5","-83.97","79.3","-10.24","17.20","-23.04","-4.48","-","-2.56","-0.64","-","136.45","-7.68","18.00","-4.27","0","-100.00","-104.44","174.62","-90.40","-1.85","0","-100.00","-","-","-","257.14","0","0","642.86","100.00","257.14","0","0","100.00"
"695","Riley Duran","BOS","C","2","0.45","0.225","-111.63","105.43","-80.00","-76.74","105.43","-73.33","-55.81","-20.93","-","-6.98","-6.98","-","-6.25","-0.76","-47.65","-48.84","-6.98","-","-20.93","-6.98","-","-6.98","0","-","-37.21","0","-","0","0","-","-141.09","182.52","-93.33","0","0","-","-","-","-","0","133.33","0","0","-","0","133.33","0","-"
"218","Mattias Janmark","EDM","C","80","2.0166666666667","0.025208333333333","50.35","104.45","-31.56","15.4","46.35","-24.88","5.83","49.68","-34.53","20.98","-0.7","7.41","-2.23","1.26","-15.59","-54.73","52.31","-88.39","-24.91","56.17","-88.20","-3.68","-0.53","-","-39.76","-5.15","-","-4.68","-0.23","-95.24","197.95","37.65","-7.58","40.69","0","0.00","50.00","100.00","1.500","59.5","29.75","29.75","238.02","66.67","119.01","29.75","29.75","80.00"
