"","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"364","Joe Piskula","NSH","D","1","0.05","0.05","-97.96","1200","-100.00","-73.47","1200","-100.00","-73.47","1200","-100.00","0","0","-","-2.85","64.77","-100.00","0","1200","-","0","0","-","0","0","-","0","1600","-","0","0","-","-141.5","0","-","0","0","-","-","100.00","1.00","0","0","0","1200","-","0","0","0","-"
"87","Travis Moen","DAL, MTL","L","44","0.13333333333333","0.003030303030303","-104.54","436.55","-88.60","-76.46","439.15","-87.57","-50.97","442.45","-87.10","-6.84","-0.71","-","-7.05","23.1","-89.09","-50.26","442.68","-87.30","-23.13","-3.78","-","-3.54","-0.71","-","-36.18","595.28","-88.46","-1.57","0","-100.00","-68.85","-4.09","-","-3.07","0","-100.00","-","100.00","1.00","0","0","0","900","-","0","0","0","-"
"751","Petteri Lindbohm","STL","D","23","0.28333333333333","0.01231884057971","-121.21","204.6","-94.42","-93.15","206.39","-94.55","-64.49","208.18","-94.74","-10.15","-0.6","-","-8.76","4.82","-96.09","-65.09","-4.18","-","-25.08","-0.6","-","-2.99","0","-","-53.34","-4.78","-","-5.57","-0.8","-87.50","-76.76","303.29","-96.74","-4.31","0","-100.00","-","100.00","1.00","0","211.76","0","0","-","0","211.76","0","-"
"89","Deryk Engelland","CGY","D","76","0.66666666666667","0.0087719298245614","-100.22","167.1","-88.59","-70.66","169.65","-87.22","-50.56","82.35","-86.86","-6.75","-0.45","-","-6.84","18.93","-92.26","-48.46","84.9","-90.48","-21.6","88.5","-93.51","-3.6","-0.45","-","-35.81","-4.8","-","-2.6","0","-100.00","-68.48","121.98","-89.52","-1.73","0","-100.00","-","100.00","1.00","90","90","90","270","50.00","180","90","90","66.67"
"760","Eriah Hayes","S.J","R","4","0.35","0.0875","-126.92","151.9","-86.67","-90.31","-19.53","-","-78.1","-17.08","-","-9.76","-4.88","-","-7.97","-3.67","-","-56.14","-14.64","-","-29.29","-9.76","-","-7.32","-4.88","-","-35.8","-6.51","-","0","0","-","-88.14","240.57","-92.59","-3.53","0","-100.00","-","-","-","0","171.43","171.43","0","0.00","0","171.43","171.43","0.00"
"658","Brian Ferlin","BOS","R","7","0.43333333333333","0.061904761904762","-124.19","131.48","-94.68","-97.67","131.48","-93.33","-60","131.48","-89.58","-5.58","0","-","-8.63","-0.09","-95.81","-72.56","-1.4","-","-29.3","-1.4","-","0","0","-","-57.67","0","-","-3.72","0","-100.00","-74.57","-2.02","-","-4.03","0","-100.00","-","100.00","1.00","0","276.92","0","276.92","-","0","276.92","0","-"
"221","Ladislav Smid","CGY","D","31","0.43333333333333","0.013978494623656","-94.75","126.12","-88.47","-65.39","129.45","-87.89","-48.38","132.12","-88.41","-6.34","0","-","-6.78","25.57","-93.81","-45.38","134.46","-91.89","-21.02","137.79","-96.92","-4","0","-","-32.47","-4.45","-","-1.78","0","-100.00","-66.02","-8.67","-","-1.45","0","-100.00","-","100.00","1.00","0","138.46","0","415.38","-","0","138.46","0","-"
"455","Zac Dalpe","BUF","C","21","0.46666666666667","0.022222222222222","-90.93","111.52","-84.21","-70.09","114.68","-83.46","-53.04","-10.1","-","-6.31","-0.63","-","-6.31","10.19","-88.59","-41.68","120.36","-83.54","-23.36","-2.53","-","-3.79","0","-","-24.42","163.85","-76.32","-0.84","-0.84","-50.00","-65.67","-7.3","-","-2.74","0","-100.00","-","-","-","0","128.57","0","514.29","-","0","128.57","0","-"
"131","Keith Ballard","MIN","D","14","0.51666666666667","0.036904761904762","28.52","104.93","-38.67","51.57","105.59","-35.96","66.72","-7.9","13.79","-5.27","-0.66","-","-0.66","5.36","-43.36","-37.55","111.52","-89.06","-19.1","-1.98","-","-1.98","-0.66","-","-24.59","151.33","-87.50","-1.76","0","-100.00","103.04","-5.71","8.11","-2.85","0","-100.00","0.00","-","0.00","0","0","116.13","348.39","0.00","0","0","116.13","0.00"
"568","Brandon Manning","PHI","D","11","2.65","0.24090909090909","-122.93","95.24","-87.25","-85.11","75.44","-84.91","-65.25","53.74","-82.14","-7.57","-1.89","-","-8.78","4.63","-85.50","-54.85","82.06","-86.57","-31.21","40.55","-86.84","-4.73","-0.95","-","-31.52","55.33","-86.21","-1.26","-1.26","-50.00","-91.52","24.51","-91.78","-2.73","0","-100.00","-","100.00","1.00","45.28","22.64","0","90.57","100.00","45.28","45.28","22.64","66.67"
