"","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"638","Danick Martel","T.B","L","9","0.15","0.016666666666667","-84.17","382.15","-82.50","-57.39","-17.85","-","-47.18","-14.03","-","-10.2","0","-","-5.36","-1.23","-","-48.46","-14.03","-","-14.03","-6.38","-","-3.83","0","-","-45.91","-10.2","-","-8.5","0","-100.00","-49.73","577.78","-100.00","0","0","-","-","-","-","0","0","0","400","-","0","0","0","-"
"354","Fredrik Claesson","NYR","D","37","0.18333333333333","0.004954954954955","-88.94","312.69","-85.91","-65.46","313.75","-82.88","-50.16","315.53","-81.03","-7.83","-1.07","-","-6.49","-0.45","-91.41","-45.18","-4.98","-","-22.06","-3.2","-","-4.27","-0.71","-","-30.83","-2.37","-","-3.32","-0.47","-87.50","-60.12","-2.57","-","-1.54","0","-100.00","-","100.00","1.00","0","327.27","0","654.55","-","0","327.27","0","-"
"750","Vitaly Abramov","OTT","R","1","0.85","0.85","122.81","211.76","-60.00","122.81","141.18","-50.00","52.22","141.18","-66.67","0","70.59","-","7.28","25.26","-75.07","70.59","211.76","-","0","211.76","-","0","70.59","-","94.12","0","-","0","0","-","75.43","0","0.00","0","0","-","0.00","50.00","0.500","70.59","0","0","70.59","100.00","70.59","70.59","0","100.00"
"494","John Gilmour","NYR","D","5","0.63333333333333","0.12666666666667","-98.72","175.7","-87.76","-71.17","175.7","-83.78","-48.21","180.29","-84.00","-9.18","-4.59","-","-6.55","-1.22","-83.86","-50.51","-6.89","-","-25.26","-6.89","-","-6.89","-4.59","-","-33.67","0","-","0","0","-","-63.01","-3.32","-","-3.32","0","-100.00","-","100.00","1.00","189.47","0","0","94.74","100.00","189.47","0","0","100.00"
"765","Maxim Mamin","FLA","C","7","0.78333333333333","0.11190476190476","-108.52","143.21","-91.58","-77.34","67.86","-89.86","-59.88","70.36","-90.57","-9.98","-1.25","-","-5.84","-0.58","-89.81","-46.15","-7.48","-","-14.97","-3.74","-","-3.74","-1.25","-","-41.58","-4.99","-","-3.33","0","-100.00","-79.28","0","-","-5.41","0","-100.00","-","100.00","1.00","0","76.6","0","229.79","-","0","76.6","0","-"
"213","Dalton Prout","CGY","D","20","0.43333333333333","0.021666666666667","-91.23","120.11","-83.25","-67.48","-16.19","-","-48.04","-16.19","-","-7.02","-1.08","-","-6.81","-0.62","-","-48.04","-6.48","-","-24.83","-2.7","-","-5.4","0","-","-30.95","-5.04","-","-0.72","-1.44","-33.33","-55.36","194.54","-91.03","-1.56","0","-100.00","-","-","-","0","0","0","415.38","-","0","0","0","-"
"303","Austin Watson","NSH","L","37","2.5833333333333","0.06981981981982","70.1","104.53","-30.52","50.61","82.24","-30.45","23.59","59.96","-32.58","18.52","21.66","-25.00","9.74","1.92","1.08","99.54","39.87","-10.81","32.03","20.09","-15.48","21.97","22.29","-7.14","90.01","26.37","-8.04","-2.51","-0.42","-85.71","-35.74","63.47","-61.70","-2.26","-0.45","-83.33","33.33","66.67","1.000","69.68","69.68","23.23","116.13","75.00","69.68","69.68","23.23","75.00"
"92","Tom Pyatt","OTT","L","37","0.96666666666667","0.026126126126126","-83.99","103.06","-79.94","-65.71","106.47","-78.81","-50.52","47.81","-77.99","-7.44","-0.62","-","-6.67","4.1","-85.62","-46.18","53.7","-84.66","-20.46","-2.48","-","-4.03","-0.31","-","-34.3","74.91","-81.37","-3.31","0","-100.00","-50.59","78.02","-81.29","-1.34","0","-100.00","-","100.00","1.00","0","0","0","434.48","-","0","0","0","-"
"513","Nick Paul","OTT","L","20","0.53333333333333","0.026666666666667","-85.64","94.04","-82.27","-67.19","97","-81.25","-53.9","-11.07","-","-8.86","0","-","-7.55","1.83","-87.20","-50.21","-11.81","-","-18.46","-2.95","-","-5.17","0","-","-42.33","-11.81","-","-3.94","0","-100.00","-46.92","155.03","-86.27","-1.07","0","-100.00","-","-","-","112.5","112.5","0","0","100.00","112.5","112.5","0","100.00"
"275","Nate Prosser","MIN","D","15","0.55","0.036666666666667","-88.84","93.92","-85.42","-67.17","93.92","-81.58","-54.17","95.01","-79.37","-5.42","0","-","-7.22","-0.36","-90.64","-47.67","-5.42","-","-28.17","-2.17","-","-4.33","0","-","-26","-4.33","-","-1.44","0","-100.00","-56.33","-7.82","-","0","0","-","-","100.00","1.00","0","0","0","109.09","-","109.09","0","0","100.00"
