"","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"469","Givani Smith","S.J","R","36","0.26666666666667","0.0074074074074074","-91.31","202.68","-80.36","-64.93","-19.48","-","-42.2","-15.42","-","-8.12","-1.22","-","-6.68","-1.14","-","-49.92","-8.12","-","-19.48","-4.06","-","-3.65","-0.81","-","-40.58","-5.41","-","-3.25","-0.54","-85.71","-88.51","311.52","-86.78","-2.93","0","-100.00","-","-","-","0","0","225","0","0.00","0","225","450","0.00"
"250","Josh Brown","ARI","D","51","0.46666666666667","0.0091503267973856","-90.54","114.09","-86.21","-70.17","-13","-","-50.79","-10.06","-","-7.61","-1.23","-","-6.99","-0.96","-","-50.55","120.72","-86.55","-17.42","-2.7","-","-2.45","-0.74","-","-44.17","164.56","-86.54","-3.93","-0.65","-85.71","-87.19","-6.38","-","-3.19","0","-100.00","-","-","-","128.57","128.57","0","514.29","100.00","128.57","128.57","0","100.00"
"550","Ian Mitchell","BOS","D","13","0.45","0.034615384615385","-124.35","111.57","-85.11","-89.12","116.75","-84.31","-70.47","120.9","-85.00","-10.36","-2.07","-","-9.53","0.64","-88.02","-77.72","-8.29","-","-27.98","-6.22","-","-4.15","-2.07","-","-66.32","-2.76","-","-5.53","0","-100.00","-113.76","182.11","-91.57","-2.99","0","-100.00","-","100.00","1.00","0","0","0","133.33","-","0","0","0","-"
"776","Matt Rempe","NYR","C","17","0.63333333333333","0.037254901960784","-133.54","79.36","-89.67","-99.28","82.85","-89.31","-76.21","86.35","-90.08","-10.49","0","-","-10.58","4.34","-93.72","-74.81","-3.5","-","-34.96","-2.1","-","-5.59","0","-","-53.14","-1.86","-","-5.59","0","-100.00","-121.19","129.77","-94.49","-1.01","0","-100.00","-","100.00","1.00","0","0","0","189.47","-","0","0","0","-"
"272","William Carrier","VGK","L","39","1.3166666666667","0.033760683760684","-104.71","77.36","-88.37","-75.81","-12.46","-","-55.4","-11.13","-","-7.16","-0.53","-","-7.5","-0.85","-","-54.61","-6.36","-","-23.33","-3.18","-","-3.18","-0.53","-","-41.71","-4.24","-","-2.83","0","-100.00","-111.8","125.52","-94.81","-2.3","0","-100.00","-","-","-","0","0","0","227.85","-","0","0","91.14","0.00"
"741","Danil Gushchin","S.J","L","4","1.5","0.375","-23.87","62.58","-45.24","-18.06","62.58","-43.59","-40.65","74.19","-87.50","-11.61","0","-","-1.17","1.06","-20.01","5.16","-5.81","14.29","22.58","0","0.00","-5.81","0","-","-23.23","-7.74","-","0","0","-","-92.26","57.78","-100.00","-8.39","0","-100.00","-","100.00","1.00","0","0","0","120","-","0","0","0","-"
"366","Colin White","MTL, PIT","C","28","1.5166666666667","0.054166666666667","-14.85","58.51","-32.01","-27.62","62.22","-46.57","-49.46","66.34","-79.47","-2.88","-1.65","-","-4.9","14.84","-71.18","-53.99","70.47","-86.18","-21.43","35.85","-85.25","-1.65","-0.82","-","-43.41","46.15","-86.81","-0.55","-1.1","-33.33","193.44","-11.31","10.92","-1.19","0","-100.00","-","100.00","1.00","79.12","39.56","0","158.24","100.00","118.68","39.56","0","100.00"
"148","Travis Boyd","ARI","C","16","1.7333333333333","0.10833333333333","7.42","55.56","-27.58","28.29","22.38","-11.07","-19.35","-10.79","16.67","-7.92","-2.16","-","-0.57","4.77","-33.30","17.42","27.42","-21.14","-19.43","-2.88","-","-2.16","-0.72","-","49.13","40.4","-21.57","-1.92","-1.92","-50.00","3.34","-4.16","4.12","-6.24","0","-100.00","0.00","-","0.00","103.85","0","0","69.23","100.00","103.85","0","0","100.00"
"614","Liam Foudy","CBJ, NSH","C","13","0.91666666666667","0.070512820512821","17.35","54.67","-24.66","42.51","56.83","-24.44","69.1","58.27","-22.92","-7.91","64.74","-91.67","-1.46","14.08","-56.43","64.79","57.55","-22.65","-28.75","62.58","-90.91","-5.75","64.74","-88.89","124.72","-6.71","11.86","-1.92","0","-100.00","-15.5","-3.11","2.75","-1.04","0","-100.00","0.00","0.00","0.000","0","0","0","65.45","-","130.91","0","0","100.00"
"219","Chris Tierney","N.J","C","52","1.7333333333333","0.033333333333333","-69.06","52.56","-52.81","-34.74","54.01","-48.67","-16.13","57.63","-48.06","-9.42","-1.45","-","-5.44","4.01","-60.14","-57.51","59.56","-85.61","-21.75","30.51","-84.11","-3.87","-0.48","-","-47.69","38.74","-86.55","-4.83","-1.29","-78.95","-50.53","44.76","-45.05","-2.79","0","-100.00","0.00","100.00","1.000","34.62","69.23","0","207.69","100.00","34.62","69.23","34.62","50.00"
"55","Luke Schenn","NSH","D","63","1.8","0.028571428571429","-9.55","52.06","-28.24","22.17","52.83","-24.91","-20.67","54.94","-48.83","-8.07","-0.58","-","4.06","1","-2.77","4.21","-6.73","9.72","-26.33","-4.04","-","-3.65","-0.38","-","40.71","-3.59","6.93","-2.31","0","-100.00","-57.89","88.52","-59.84","-3.89","-0.28","-93.33","0.00","100.00","1.000","33.33","33.33","33.33","233.33","50.00","66.67","33.33","33.33","66.67"
"116","Jon Merrill","MIN","D","65","3.05","0.046923076923077","-52.91","47.87","-35.05","-38.15","10.19","-16.11","-28.04","-7.32","9.80","-7.32","-1.5","-","-6.64","-0.59","0.57","-34.69","13.68","-25.85","-13.6","-2.83","7.83","-4.16","-0.67","-","-28.12","22.01","-42.80","-1.55","-0.89","-63.64","-12.27","52.99","-30.37","-2.88","0","-100.00","0.00","-","0.00","0","19.67","0","59.02","-","39.34","19.67","0","100.00"
"304","Pierre-Edouard Bellemare","SEA","L","40","2","0.05","-42.9","47.24","-38.97","-41.15","49.51","-53.82","-45.92","52.06","-85.26","-7.09","-0.85","-","-5.41","1.41","-49.04","-55.56","-6.24","-","-21.83","-3.69","-","-2.83","-0.85","-","-44.98","-3.4","-","-3.78","0","-100.00","113.08","122.63","-30.86","-2.05","0","-100.00","-","100.00","1.00","90","0","30","180","75.00","90","0","60","60.00"
"757","Jack Thompson","S.J, T.B","D","3","0.95","0.31666666666667","-119.64","46.84","-88.00","-81.57","46.84","-83.33","-43.5","52.28","-80.00","-5.44","-5.44","-","-8.36","-5.54","-60.06","-65.26","-10.88","-","-21.75","-5.44","-","0","0","-","-58.01","-7.25","-","0","-7.25","0.00","-117.82","-7.85","-","-7.85","0","-100.00","-","100.00","1.00","0","0","0","126.32","-","0","0","0","-"
"393","Noah Juulsen","VAN","D","54","2.05","0.037962962962963","8.8","45.84","-22.84","10.31","46.48","-26.54","6.44","19.37","-17.36","-7.1","-1.08","-","7.34","1.39","-3.65","54.65","-5.81","8.52","28.4","-3.44","10.26","-2.8","-1.08","-","35","-3.16","6.83","-2.87","0","-100.00","-106.96","165.37","-96.63","-2.8","0","-100.00","0.00","100.00","1.000","0","29.27","58.54","117.07","0.00","58.54","58.54","58.54","50.00"
"535","Jack Studnicka","S.J, VAN","C","22","3.8333333333333","0.17424242424242","-36.19","43.54","-33.82","-40.92","44.7","-46.79","-14.92","32.51","-36.19","7.56","-1.16","12.50","-4.18","5.93","-52.61","-21.85","23.79","-37.62","-19.07","28.99","-89.19","-2.89","0","-","-3.71","-6.93","13.24","17.79","0","0.00","-14.72","13.43","-11.97","-4.17","0","-100.00","50.00","100.00","1.500","31.3","31.3","0","140.87","100.00","31.3","46.96","0","100.00"
"785","Walker Duehr","CGY","R","40","4.1333333333333","0.10333333333333","-82.46","43.54","-55.14","-69.1","31.69","-62.58","-56.93","20.43","-86.88","-6.82","13.03","-82.14","-8.43","5.87","-80.66","-49.23","35.84","-64.21","-25.5","39.1","-85.15","-3.26","13.33","-73.33","-31.65","-4.35","7.86","-2.37","-0.4","-85.71","-21.49","-7.28","6.46","-2.57","0","-100.00","-","50.00","0.50","72.58","0","14.52","203.23","83.33","72.58","43.55","14.52","83.33"
"716","Zac Jones","NYR","D","31","1.0333333333333","0.033333333333333","-132.54","41.68","-89.00","-99.28","44.66","-88.11","-67.02","45.16","-83.85","-11.42","-1.49","-","-10.2","1.56","-86.91","-72.97","-6.95","-","-32.27","-4.47","-","-6.45","0","-","-54.27","-3.31","-","-3.97","0","-100.00","-131.94","75.98","-94.36","-2.87","-0.72","-80.00","-","100.00","1.00","0","0","0","116.13","-","0","0","0","-"
"487","Troy Stecher","ARI, EDM","D","54","3.4","0.062962962962963","-62.92","40.81","-49.00","-40.71","24.31","-37.37","-18.96","8.72","-19.20","-9.16","-1.37","-","-3.04","1.53","-24.40","-20.57","11.47","-23.37","15.15","-2.52","11.11","-3.43","-0.69","-","-47.62","18.65","-90.70","-3.36","-0.92","-78.57","-94.58","46.35","-95.33","-4.63","0","-100.00","0.00","100.00","1.000","17.65","35.29","0","247.06","100.00","17.65","35.29","17.65","50.00"
"27","Cal Clutterbuck","NYI","R","82","4.3166666666667","0.052642276422764","-89.65","38.67","-65.95","-60.18","27.05","-58.49","-39.18","16.57","-49.20","-7.65","-0.49","-","-6.25","1.7","-54.38","-57.47","5.11","-86.73","-23.45","-2.77","-","-3.58","-0.33","-","-45.37","10.5","-84.96","-3.47","-0.22","-94.12","-22.93","13.02","-13.60","-2.12","0","-100.00","0.00","100.00","1.000","69.5","13.9","0","250.19","100.00","83.4","13.9","0","100.00"
"365","Jonas Siegenthaler","N.J","D","57","3.6166666666667","0.063450292397661","-48.27","38.35","-33.80","-59.39","38.57","-62.15","-40.07","25.71","-55.02","-9.88","-1.1","-","-5.72","2.32","-46.18","-48.41","10.22","-41.08","-11.3","13.95","-41.37","-3.73","-0.22","-","-49.48","-4.98","-","-5.86","-0.88","-86.96","-35.33","45.07","-37.41","-2.54","-0.32","-88.89","0.00","100.00","1.000","16.59","66.36","33.18","182.49","33.33","16.59","66.36","33.18","33.33"
"103","Nick Jensen","WSH","D","78","4.5","0.057692307692308","-55.24","37.87","-37.53","-38.79","26.81","-35.66","-15.18","2.92","-9.12","-7.16","-0.65","-","-3.07","3.8","-34.71","-30.63","33.33","-49.57","-1.17","10.57","-24.29","-4.23","-0.16","-","-39.29","30.35","-88.29","-1.95","-0.22","-90.00","-72.46","-7.29","6.16","-2.12","-0.24","-90.00","0.00","100.00","1.000","66.67","53.33","0","306.67","100.00","66.67","53.33","0","100.00"
"852","Uvis Balinskis","FLA","D","26","2.4833333333333","0.095512820512821","-84.36","36.73","-41.97","-69.36","37.53","-56.32","-42.98","15.37","-38.42","-4.8","-0.8","-","-7.2","-0.41","-7.97","-48.17","-5.2","6.70","-33.97","-2.4","-","-3.2","-0.4","-","-18.94","-3.73","6.80","-1.07","-0.53","-66.67","-14.22","30.86","-21.71","-1.15","0","-100.00","0.00","100.00","1.000","120.81","0","0","193.29","100.00","120.81","0","0","100.00"
