"","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"622","Petteri Lindbohm","STL","D","7","0.033333333333333","0.0047619047619048","-92.31","1792.31","-92.31","-67.31","1794.23","-92.11","-46.15","1798.08","-96.00","-11.54","0","-","-5.39","51.28","-73.86","-46.15","-3.85","-","-7.69","-1.92","-","-1.92","0","-","-51.28","-2.56","-","-12.82","0","-100.00","-58.33","2594.44","-91.30","0","0","-","-","100.00","1.00","0","0","0","0","-","0","0","0","-"
"465","Harry Zolnierczyk","NSH","L","24","0.21666666666667","0.0090277777777778","-81.68","266.21","-88.41","-62.04","268","-87.42","-44.63","269.34","-85.47","-6.25","-0.45","-","-4.35","8.03","-87.39","-33.03","-5.36","-","-9.37","-2.68","-","-2.23","-0.45","-","-31.54","-3.57","-","-2.38","0","-100.00","-64.47","395.49","-93.46","-3.22","0","-100.00","-","100.00","1.00","0","0","0","1107.69","-","0","0","0","-"
"666","Laurent Dauphin","ARI","C","24","0.66666666666667","0.027777777777778","-87.5","261.1","-90.77","-66.74","262.09","-89.40","-45.48","264.07","-88.46","-3.95","89.51","-88.89","-5.14","2.73","-93.26","-41.53","-3.46","-","-19.28","-1.48","-","-0.99","0","-","-29.66","-2.64","-","-1.98","-0.66","-75.00","-60.7","125.72","-93.41","-2.14","130","-100.00","-","66.67","0.67","0","0","180","270","0.00","0","90","180","0.00"
"709","Tomas Nosek","DET","L","11","0.48333333333333","0.043939393939394","-100.17","117.88","-94.12","-72","121.01","-95.83","-54.78","121.01","-94.59","-9.39","0","-","-7.06","1.41","-99.45","-50.09","-1.57","-","-26.61","0","-","-6.26","0","-","-31.3","-2.09","-","-4.17","0","-100.00","-72.35","-4.52","-","0","0","-","-","100.00","1.00","0","0","0","496.55","-","0","0","0","-"
"636","Anton Blidh","BOS","L","19","0.5","0.026315789473684","11.03","109.73","-41.39","-79.3","110.3","-89.10","-54.77","110.3","-84.96","-7.99","-1.71","-","-6.8","7.24","-90.81","-53.63","115.44","-92.16","-21.68","-2.28","-","-2.28","-1.71","-","-42.6","156.96","-93.33","-6.09","0","-100.00","104.11","-2.47","3.45","-1.65","0","-100.00","-","100.00","1.00","240","120","0","240","100.00","240","120","0","100.00"
"810","C.J. Smith","BUF","L","2","0.61666666666667","0.30833333333333","14.17","97.3","-50.00","46.14","97.3","-50.00","52.54","97.3","-50.00","0","0","-","-1.98","0","-","-12.79","0","-","-6.39","0","-","0","0","-","-8.53","0","-","0","0","-","57.41","140.54","-50.00","0","0","-","0.00","100.00","1.000","0","0","0","97.3","-","0","0","97.3","0.00"
"107","Brad Richardson","ARI","R","16","3.0166666666667","0.18854166666667","-83.21","91.13","-90.91","-61.27","91.88","-89.01","-39.34","94.15","-88.14","-4.54","19.13","-85.71","-4.47","1.93","-91.92","-38.58","16.86","-92.73","-16.64","-1.51","-","-1.51","0","-","-29.25","24.5","-93.55","-2.02","-1.01","-66.67","-59","52","-91.53","-2.19","28.73","-100.00","-","80.00","0.80","19.89","19.89","19.89","99.45","50.00","19.89","59.67","19.89","50.00"
"793","Brandon Tanev","WPG","L","51","0.61666666666667","0.012091503267974","-95.69","81.65","-85.95","-75.51","83.92","-84.95","-56.24","86.64","-84.07","-5.9","-0.91","-","-6.7","1.15","-87.38","-45.35","-7.48","-","-19.05","-2.72","-","-2.72","-0.91","-","-35.07","-6.35","-","-1.81","0","-100.00","-68.13","134.32","-91.63","-2.62","0","-100.00","-","100.00","1.00","97.3","291.89","194.59","291.89","33.33","97.3","291.89","194.59","33.33"
"452","Tim Heed","S.J","D","1","0.85","0.85","-59.14","70.59","-50.00","-26.71","70.59","-50.00","-26.71","0","0.00","-32.43","0","-","-6.87","0.91","-34.34","-97.3","0","-","-32.43","0","-","0","0","-","-86.49","0","-","-43.24","0","-100.00","55.11","0","0.00","0","0","-","0.00","-","0.00","0","0","0","70.59","-","0","0","0","-"
"322","Matt Bartkowski","CGY","D","24","0.75","0.03125","58.71","65.99","-21.18","-73.27","69.22","-87.18","-52.8","75.15","-91.59","-7","0","-","-7.34","3.21","-93.84","-52.8","75.15","-91.59","-21.55","-1.08","-","-2.69","0","-","-41.66","101.64","-89.23","-4.31","0","-100.00","52.52","-10.89","14.74","-1.56","0","-100.00","-","100.00","1.00","80","0","80","400","50.00","80","0","80","50.00"
"500","Klas Dahlbeck","CAR","D","43","0.85","0.019767441860465","-33.62","62.19","-42.54","-5.25","63.93","-41.93","18.49","-4.63","8.16","-7.53","-1.16","-","-1.43","1.05","-14.69","-48.92","-3.47","-","-22.87","-2.03","-","-4.34","-0.87","-","-34.74","-1.93","-","-1.93","0","-100.00","30.05","96.53","-42.97","-2.51","-0.42","-85.71","0.00","-","0.00","70.59","70.59","0","282.35","100.00","70.59","70.59","0","100.00"
"564","Brian Flynn","MTL","C","51","2.6833333333333","0.052614379084967","-11.39","55.52","-37.16","-15.05","57.73","-46.48","5.12","59.95","-44.74","-7.63","21.38","-88.57","-1.41","6.65","-57.86","-6.42","40.05","-52.70","8.59","20.15","-36.15","-2.46","21.62","-76.92","-20.01","26.53","-85.92","-1.97","-0.33","-85.71","-3.62","26.26","-25.20","-5.33","0","-100.00","0.00","66.67","0.667","111.8","22.36","0","201.24","100.00","134.16","44.72","0","100.00"
"462","Marek Hrivik","NYR","L","16","1.0166666666667","0.063541666666667","2.9","54.59","-29.63","30.21","54.59","-28.53","2.19","56.06","-45.06","50.9","0","0.00","2.75","20.53","-59.22","2.19","-2.21","3.75","31.71","-2.21","7.50","52.37","0","0.00","-39.36","0","-","-0.98","0","-100.00","5.3","83.11","-47.40","-1.07","0","-100.00","100.00","100.00","2.000","118.03","118.03","0","0","100.00","118.03","118.03","0","100.00"
"641","Sean Malone","BUF","C","1","0.83333333333333","0.83333333333333","-75.79","53.05","-80.00","-75.79","53.05","-80.00","-56.84","72","-100.00","0","0","-","-5.55","4.93","-69.79","-37.89","53.05","-66.67","0","53.05","0.00","0","0","-","-50.53","0","-","0","0","-","-54.74","0","-","0","0","-","-","100.00","1.00","72","0","0","144","100.00","72","0","0","100.00"
"430","Emerson Etem","ANA","L","3","1.1333333333333","0.37777777777778","-83.48","49.15","-47.30","-49.37","49.15","-46.43","-83.37","0","-","-15.16","0","-","-10.41","2.65","-62.54","-87.16","0","-","-49.26","0","-","-7.58","0","-","-50.53","0","-","-5.05","0","-100.00","10.79","71","-42.31","-5.47","0","-100.00","-","-","-","52.94","0","0","0","100.00","52.94","0","0","100.00"
"138","Ryan Callahan","T.B","R","18","4.2333333333333","0.23518518518519","-65.35","47.19","-49.05","-46.55","47.75","-56.00","-25.87","49.43","-54.85","5.79","-0.56","6.25","-4.96","2.45","-62.34","-50.86","22.2","-89.22","-19","-2.24","-","-2.79","0","-","-42.48","32.58","-89.06","-5.22","-0.75","-87.50","-17.7","36.91","-35.15","18.05","0","0.00","50.00","100.00","1.500","56.69","14.17","0","70.87","100.00","70.87","28.35","0","100.00"
"391","Justin Dowling","DAL","C","9","0.95","0.10555555555556","145.19","45.5","-5.88","42.42","-13.25","13.64","7.23","-10.3","15.56","58.74","0","0.00","5.7","-1.03","10.07","60.09","-8.83","11.76","35.19","-2.94","9.52","-1.47","0","-","33.19","-7.85","13.33","-1.96","0","-100.00","129.31","80.6","-16.67","89.1","0","0.00","100.00","-","1.00","0","63.16","63.16","63.16","0.00","0","63.16","63.16","0.00"
"215","Brian Strait","WPG","D","5","0.95","0.19","-38.98","42.31","-33.05","-9.8","46.48","-31.40","21.47","-16.68","28.57","52.74","-4.17","28.57","0.32","4.54","-31.70","6.88","54.82","-37.10","46.48","-4.17","20.00","61.07","-2.08","50.00","-52.81","78.65","-90.48","-5.56","0","-100.00","-60.22","-15.06","-","-6.02","-3.01","-66.67","100.00","-","1.00","0","63.16","0","126.32","-","0","63.16","0","-"
"741","Lucas Wallmark","CAR","C","8","1.1333333333333","0.14166666666667","-31.52","40.92","-25.29","9.7","42.64","-23.66","35.46","46.07","-24.44","-5.15","-1.72","-","-2.14","1.23","-15.21","-54.96","-6.87","-","-30.92","-3.44","-","-5.15","-1.72","-","-32.06","-4.58","-","0","0","-","48.74","69.03","-26.67","0","0","-","0.00","100.00","1.000","105.88","52.94","0","0","100.00","211.76","52.94","0","100.00"
"436","Erik Gudbranson","VAN","D","30","6.6666666666667","0.22222222222222","-16.31","40.75","-29.81","-19.23","23.96","-28.65","-9.76","16.56","-24.29","-4.82","-0.4","-","-2.32","1.94","-33.94","-22.95","11.18","-35.71","-8.26","6.19","-36.00","-2.81","-0.4","-","-19.58","6.65","-35.51","-2.14","0","-100.00","0.64","18.46","-18.09","-0.58","0","-100.00","0.00","100.00","1.000","18","0","27","108","40.00","45","0","36","55.56"
"56","Johnny Oduya","CHI, DAL","D","52","6.2333333333333","0.11987179487179","-63.21","40.48","-45.48","-68.33","3.92","-50.23","-41.99","-2.47","-31.02","-6.48","-1.73","-","-7.5","-0.6","-54.84","-47.17","-0.31","-35.11","-25.91","4.44","-83.33","-3.24","-1.08","-","-28.34","-6.33","13.33","-2.3","-0.29","-88.89","-47.55","49.69","-71.20","-2.18","-0.62","-77.78","0.00","100.00","1.000","48.13","19.25","28.88","182.89","62.50","48.13","19.25","57.75","45.45"
"143","Daniel Winnik","WSH","L","72","3.4833333333333","0.04837962962963","-5.04","38.3","-22.35","-12.39","24.07","-22.01","-2.17","27.06","-27.93","-8.97","-0.35","-","0.64","0.48","-4.34","19.81","-7.04","12.54","-0.19","-2.64","13.16","-2.99","-0.18","-","26.67","-5.87","12.20","-3.99","-0.23","-94.44","-30.81","68.29","-52.69","-4.32","0","-100.00","0.00","100.00","1.000","86.12","86.12","51.67","189.47","62.50","86.12","86.12","51.67","62.50"
"154","Jack Skille","VAN","R","55","3.7666666666667","0.068484848484848","-53.53","37.22","-48.99","-47.23","22.18","-53.37","-26.99","23.28","-50.00","-5.72","-0.88","-","-4.01","-0.04","-19.43","-26.11","-6.16","12.79","-19.81","-2.42","-","-3.52","-0.44","-","-8.4","-4.99","14.41","-2.05","-0.59","-77.78","-58.49","41.25","-92.46","-0.95","0","-100.00","0.00","100.00","1.000","15.93","31.86","0","238.94","100.00","31.86","31.86","0","100.00"
"808","Roman Lyubimov","PHI","L","47","2.4833333333333","0.052836879432624","-87.74","35.65","-56.50","-62.4","38.4","-56.38","-35.17","40.51","-55.03","-7.81","22.68","-84.09","-7","6.31","-81.39","-51.09","16.98","-87.68","-24.28","22.26","-92.74","-4.43","23.32","-84.00","-35.75","-7.04","-","-2.53","-0.28","-90.00","-46.83","30.63","-45.04","-2.13","-0.61","-77.78","0.00","50.00","0.500","72.48","48.32","24.16","193.29","75.00","96.64","48.32","24.16","80.00"
"377","Kevin Connauton","ARI","D","24","5.35","0.22291666666667","-53.45","34.18","-54.33","-43.3","34.74","-64.35","-26.44","14.56","-49.38","-3.93","-1.69","-","-4.37","1.16","-88.62","-39.34","16.81","-87.50","-14.61","-2.81","-","-2.81","-1.12","-","-32.97","26.16","-89.80","-0.75","-0.75","-50.00","-15.5","26.72","-39.39","-0.81","0","-100.00","0.00","100.00","1.000","0","0","0","123.36","-","11.21","11.21","11.21","50.00"
"63","Scottie Upshall","STL","R","73","4.1166666666667","0.056392694063927","-76.32","32.88","-64.34","-55.32","19.68","-54.74","-36.04","22.61","-55.22","-7.75","-0.69","-","-5.19","1.3","-62.85","-42","24.16","-89.38","-14.8","12.16","-86.00","-2.93","-0.52","-","-36.27","15.99","-91.33","-3.67","-0.23","-94.12","-44.35","14.34","-40.69","-2.98","0","-100.00","0.00","100.00","1.000","29.15","43.72","29.15","204.05","50.00","14.57","58.3","29.15","33.33"
"445","Joakim Nordstrom","CAR","C, L","82","5.8166666666667","0.070934959349593","-38.82","32.3","-31.83","-53.69","23.72","-51.14","-30.91","5.44","-24.70","-6.44","-0.94","-","-5.42","-0.09","-22.11","-45.25","6.54","-92.31","-20.74","-2.2","-","-3.77","-0.63","-","-32.68","11.66","-93.98","-1.89","0","-100.00","-28.15","24.81","-33.59","-1.82","-0.23","-88.89","0.00","100.00","1.000","61.89","72.21","10.32","82.52","85.71","103.15","72.21","20.63","83.33"
"320","Tommy Wingels","OTT, S.J","C","73","3.0333333333333","0.041552511415525","-80.63","29.22","-57.33","-55.01","30.01","-55.35","-32.57","32.08","-54.17","-5.73","-0.32","-","-5.53","0.26","-42.68","-25.09","-5.57","11.04","-18.14","-2.23","-","-2.07","-0.16","-","-9.27","-4.46","11.11","-1.7","0","-100.00","-76.31","53.7","-95.68","-3.45","-0.23","-93.75","0.00","100.00","1.000","19.78","19.78","0","336.26","100.00","19.78","19.78","0","100.00"
"498","Blake Coleman","N.J","C","23","1.45","0.06304347826087","40.36","28.31","-11.50","58.19","30.09","-10.38","34.63","-9.51","16.49","-5.35","-1.78","-","8.38","0.3","7.30","43.54","-7.72","16.46","27.71","-4.75","25.81","-2.38","0","-","21.11","-3.96","10.42","-3.96","-2.38","-62.50","-0.31","54.62","-42.11","0","0","-","0.00","-","0.00","41.38","82.76","41.38","372.41","50.00","41.38","82.76","41.38","50.00"
"643","John Hayden","CHI","L","12","3.1333333333333","0.26111111111111","-39.66","26.23","-36.60","-55.68","28.09","-84.51","-44.55","30.87","-85.71","-4.64","0","-","-5.11","0.02","-87.27","-21.69","10.8","-33.02","-13.92","-1.86","-","-1.86","0","-","-10.35","16.87","-30.56","-1.24","0","-100.00","-25.96","-4.02","6.98","-2.68","0","-100.00","-","100.00","1.00","38.3","0","0","76.6","100.00","38.3","0","0","100.00"
