"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","ixG/60","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"189","Brad Marchand","BOS","L","80","213.73333333333","2.6716666666667","2.53","4.21","1.12","3.09","6.74","61.54","12.07","20.93","1.88","20.21","17.12","12.35","6.18","0.56","1.12","0","0","0","0","0","0.56","2.25","0.56","0.56","3.65","0.28","0.84","0.28","21.05"
"8","Joe Thornton","S.J","C","79","261.98333333333","3.3162447257384","0.23","4.12","1.15","2.98","4.35","59.38","5.27","4.35","0.74","9.62","7.56","4.12","1.37","0","0.69","0.46","0.23","0.23","0","0","0.69","2.52","1.15","0.23","0.69","0","20.38","18.09","12.13"
"606","Damon Severson","N.J","D","80","181.41666666667","2.2677083333333","0","4.3","1.32","2.98","4.3","56.52","8.6","0.00","0.52","19.84","11.24","3.31","0","0","0.33","1.98","0.99","0.99","0","0","0","0.99","0.33","1.65","1.65","0.66","0","0","-"
"152","Jack Johnson","CBJ","D","82","20.483333333333","0.24979674796748","2.93","2.93","0","2.93","5.86","100.00","5.86","50.00","1.16","23.43","17.58","5.86","2.93","2.93","2.93","0","0","0","0","0","0","0","0","2.93","2.93","0","0","0","-"
"757","Connor McDavid","EDM","C","82","248.23333333333","3.0272357723577","0.73","5.8","2.9","2.9","6.53","64.29","8.46","8.57","0.85","17.4","10.15","9.67","2.42","0","1.21","0.48","0.24","0.24","0","0","0.24","2.18","0.73","0.24","2.18","0","2.66","3.63","10.23"
"193","Kyle Okposo","BUF","R","65","207.55","3.1930769230769","2.02","4.63","1.73","2.89","6.65","60.53","12.72","15.91","1.88","21.68","17.06","13.59","6.65","0.58","1.45","0","0","0","0","0","0","2.89","0","0","0.87","0","6.65","3.76","18.47"
"177","Darren Helm","DET","C","50","41.7","0.834","1.44","2.88","0","2.88","4.32","60.00","11.51","12.50","1.54","11.51","11.51","8.63","5.76","0","1.44","0","0","0","0","0","1.44","0","0","1.44","2.88","0","38.85","23.02","90.35"
"339","Victor Hedman","T.B","D","79","236.75","2.996835443038","1.01","7.35","4.56","2.79","8.36","73.33","12.16","8.33","0.92","26.61","16.98","5.32","0.25","0","1.27","2.03","1.01","1.01","0","0","0.76","2.03","0","0.51","0.25","0.76","0","0","-"
"285","Erik Karlsson","OTT","D","77","281.78333333333","3.6595238095238","0.85","4.9","2.13","2.77","5.75","75.00","11.5","7.41","0.96","26.4","18.1","5.75","0.85","0","2.13","0.43","0.21","0.21","0","0","0.43","2.13","0.43","0.85","0.43","0.43","0","0","-"
"294","Justin Schultz","PIT","D","78","217.61666666667","2.7899572649573","0.83","4.69","1.93","2.76","5.51","58.82","8.55","9.68","0.74","16.82","11.3","6.34","0.55","0.28","0.55","0.55","0.28","0.28","0","0","0","1.1","0.28","0.55","1.38","1.1","0","0","-"
"277","Alex Pietrangelo","STL","D","80","196.05","2.450625","1.84","3.98","1.22","2.75","5.81","73.08","10.41","17.65","0.87","15.91","13.47","5.81","0.92","0","0.61","0","0","0","0","0","0.31","0.61","0","0","1.22","0.61","0","0","-"
"134","Andrej Sekera","EDM","D","80","175.16666666667","2.1895833333333","0.34","3.43","0.69","2.74","3.77","52.38","11.99","2.86","0.72","28.43","17.13","3.08","0","0.34","1.03","0","0","0","0","0","0","2.06","0.69","0.34","0","0.69","0","0","-"
"424","Kevin Hayes","NYR","C, R","76","111.01666666667","1.4607456140351","0.54","3.24","0.54","2.7","3.78","50.00","8.65","6.25","0.81","16.21","11.35","6.49","1.08","0","0.54","0","0","0","0","0","0.54","2.16","0","0","1.08","0.54","14.59","14.59","27.02"
"773","Mitchell Marner","TOR","C","77","183.58333333333","2.3841991341991","1.31","5.56","2.94","2.61","6.86","75.00","12.09","10.81","1.04","20.92","14.71","11.11","2.29","0","1.96","1.31","0.65","0.65","0","0","0.33","5.23","0.65","0.33","3.92","0.65","1.31","1.31","16.34"
"330","Marcus Johansson","WSH","L","82","231.85","2.8274390243902","1.29","3.62","1.04","2.59","4.92","55.88","4.4","29.41","0.84","8.28","7.25","4.92","3.88","0","0.52","0","0","0","0","0","0.26","2.59","0.78","0.52","2.33","0.26","1.29","1.81","10.78"
"287","Jake Gardiner","TOR","D","82","209.7","2.5573170731707","0.57","3.15","0.57","2.58","3.72","44.83","9.44","6.06","0.6","19.46","12.3","4.01","0.29","0","0.86","0.57","0.29","0.29","0","0","0.57","3.43","1.14","0.29","1.43","1.72","0","0","-"
"204","Claude Giroux","PHI","C","82","306.83333333333","3.7418699186992","0.98","5.08","2.54","2.54","6.06","65.96","12.91","7.58","1.32","25.81","18.97","10.17","1.56","0.39","2.35","0","0","0","0","0","0","1.96","0.78","1.56","2.15","0","43.22","32.66","11.14"
"724","Anthony DeAngelo","ARI","D","39","95.516666666667","2.4491452991453","1.26","3.77","1.26","2.51","5.03","57.14","9.42","13.33","0.67","16.33","11.94","5.65","0.63","0","1.88","0","0","0","0","0","0.63","3.77","0","0","0.63","0.63","0","0","-"
"184","David Desharnais","EDM, MTL","C","49","48.816666666667","0.99625850340136","0","2.46","0","2.46","2.46","50.00","0","-","0.18","3.69","1.23","1.23","0","0","1.23","0","0","0","0","0","0","1.23","1.23","0","1.23","0","13.52","19.67","50.07"
"627","Ben Hutton","VAN","D","71","146.28333333333","2.0603286384977","0.82","3.69","1.23","2.46","4.51","73.33","9.43","8.70","0.76","18.87","12.72","5.33","1.23","0.41","0.82","0","0","0","0","0","0","0.82","0.41","0.41","2.05","1.23","0","0","-"
"20","Henrik Sedin","VAN","C","82","244.45","2.9810975609756","0.25","3.44","0.98","2.45","3.68","78.95","2.21","11.11","0.35","4.66","3.93","2.7","0.98","0","0.25","0","0","0","0","0","0","2.45","0","0","1.47","0","17.18","14.48","13.32"
"50","Tomas Plekanec","MTL","C","78","74.266666666667","0.95213675213675","2.42","3.23","0.81","2.42","5.66","77.78","12.93","18.75","2","21.01","16.16","14.54","7.27","0","0.81","0","0","0","0","0","0","0.81","0.81","1.62","6.46","0.81","27.47","25.85","41.62"
"246","P.K. Subban","NSH","D","66","173.85","2.6340909090909","1.04","4.49","2.07","2.42","5.52","69.57","12.42","8.33","0.91","26.92","15.88","6.56","0.35","0","1.38","0.69","0.35","0.35","0","0","0.35","1.38","0.35","1.04","1.04","0","0","0","-"
"504","Josh Leivo","TOR","L","13","24.933333333333","1.9179487179487","2.41","4.81","2.41","2.41","7.22","100.00","14.44","16.67","3.05","24.06","24.06","21.66","4.81","0","2.41","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"681","Jonathan Drouin","T.B","L","73","225.2","3.0849315068493","2.4","4.53","2.13","2.4","6.93","70.27","10.92","21.95","0.96","18.92","14.39","8.53","0.8","0","0.53","0.53","0.27","0.27","0","0","0.53","5.06","1.07","0.8","1.87","0.27","8.53","11.46","11.37"
"167","Kris Letang","PIT","D","41","152.41666666667","3.7174796747967","0.79","4.72","2.36","2.36","5.51","70.00","10.24","7.69","0.73","22.04","13.38","6.69","1.18","0","1.97","0.79","0.39","0.39","0","0","0","2.36","1.97","1.57","0.79","1.57","0","0","-"
"549","Phillip Danault","MTL","L","82","50.933333333333","0.62113821138211","0","2.36","0","2.36","2.36","40.00","1.18","0.00","0.37","4.71","3.53","2.36","1.18","0","1.18","2.36","1.18","1.18","0","0","0","0","1.18","2.36","3.53","0","24.74","23.56","60.34"
"677","Brett Pesce","CAR","D","82","50.766666666667","0.61910569105691","0","2.36","0","2.36","2.36","28.57","11.82","0.00","1.12","26","18.91","7.09","1.18","0","2.36","0","0","0","0","0","0","0","2.36","0","2.36","1.18","0","0","-"
"647","Sven Andrighetto","COL, MTL","R","46","51.166666666667","1.1123188405797","2.35","2.35","0","2.35","4.69","80.00","7.04","33.33","1.22","14.07","9.38","9.38","3.52","0","0","0","0","0","0","0","0","4.69","0","1.17","1.17","0","0","0","-"
"239","Kevin Shattenkirk","STL, WSH","D","80","256.3","3.20375","1.87","4.45","2.11","2.34","6.32","69.23","11.94","15.69","0.81","21.77","14.51","5.85","0.7","0","1.17","1.4","0.7","0.7","0","0","0","1.4","2.11","0.47","0.94","0","0","0","-"
"544","Oscar Klefbom","EDM","D","82","206.4","2.5170731707317","0.87","3.78","1.45","2.33","4.65","48.48","9.01","9.68","0.67","24.42","15.41","4.94","0.29","0","0.29","0","0","0","0","0","0","1.16","0.58","0.29","1.16","0.58","0","0","-"
"155","Devin Setoguchi","L.A","R","45","25.916666666667","0.57592592592593","0","2.32","0","2.32","2.32","33.33","0","-","0.2","4.63","2.32","2.32","0","0","0","0","0","0","0","0","0","0","0","0","4.63","0","0","4.63","0.00"
"248","Thomas Hickey","NYI","D","76","51.666666666667","0.67982456140351","0","3.48","1.16","2.32","3.48","75.00","4.65","0.00","0.54","16.26","12.77","1.16","0","0","1.16","0","0","0","0","0","0","1.16","0","1.16","3.48","0","0","0","-"
"585","Teuvo Teravainen","CAR","L","81","181.1","2.2358024691358","1.66","3.31","0.99","2.32","4.97","75.00","13.91","11.90","1.75","26.84","19.55","9.28","4.64","0.33","0.99","0","0","0","0","0","0.33","2.65","1.99","0","2.65","0.33","2.32","3.98","12.21"
"614","Andreas Athanasiou","DET","C","64","77.616666666667","1.2127604166667","0.77","2.32","0","2.32","3.09","36.36","4.64","16.67","1.06","16.23","11.6","9.28","4.64","0","1.55","0","0","0","0","0","1.55","2.32","0.77","0.77","3.09","0","0","0.77","0.00"
"335","Alex Chiasson","CGY","R","81","51.966666666667","0.64156378600823","0","2.31","0","2.31","2.31","40.00","8.08","0.00","1.87","12.7","12.7","12.7","11.55","0","2.31","0","0","0","0","0","1.15","2.31","0","0","3.46","0","0","0","-"
"758","Jack Eichel","BUF","C","61","181.95","2.9827868852459","3.3","4.62","2.31","2.31","7.91","77.42","18.14","18.18","1.98","35.94","26.71","15.83","2.31","0","1.32","0","0","0","0","0","0","3.63","0.66","0.33","1.65","0","2.97","1.98","19.79"
"537","Jonas Brodin","MIN","D","68","104.23333333333","1.5328431372549","1.15","2.88","0.58","2.3","4.03","46.67","9.79","11.76","0.6","21.3","12.66","4.61","0","0","0.58","0","0","0","0","0","0","2.3","0.58","0","0.58","0.58","0","0","-"
"536","Dougie Hamilton","CGY","D","81","183.88333333333","2.2701646090535","0.65","3.92","1.63","2.28","4.57","60.87","13.38","4.88","1.1","27.41","19.9","8.81","1.31","0","1.96","1.96","0.98","0.98","0","0","0.33","1.96","0.65","1.31","0.65","0.65","0","0","-"
"211","Phil Kessel","PIT","C, R","82","291.73333333333","3.5577235772358","1.65","4.52","2.26","2.26","6.17","63.83","11.52","14.29","1.36","24.27","16.25","13.37","3.09","0","2.47","0.82","0.41","0.41","0","0","0","2.06","0.21","0.21","1.23","0","0.21","0","20.57"
"297","Travis Hamonic","NYI","D","49","26.633333333333","0.54353741496599","0","2.25","0","2.25","2.25","33.33","15.77","0.00","0.72","27.03","20.28","2.25","0","0","0","0","0","0","0","0","0","2.25","2.25","2.25","2.25","0","0","0","-"
"66","Frans Nielsen","DET","C","79","189.83333333333","2.4029535864979","1.26","3.48","1.26","2.21","4.74","75.00","8.53","14.81","1.6","16.12","13.27","12.33","6.95","0.32","1.9","0","0","0","0","0","0.32","3.16","0.63","0","1.9","0.63","28.13","16.75","19.81"
"291","John Carlson","WSH","D","72","190.56666666667","2.6467592592593","0.94","4.09","1.89","2.2","5.04","69.57","15.74","6.00","1.24","30.86","23.93","6.93","0.31","0","1.57","0","0","0","0","0","0","2.52","1.89","0.31","1.57","2.83","0","0","-"
"769","Zach Werenski","CBJ","D","78","218.06666666667","2.7957264957265","1.1","4.68","2.48","2.2","5.78","60.00","11.83","9.30","0.93","26.41","15.68","8.53","1.38","0.55","3.58","0","0","0","0","0","0.28","0.55","0.28","0.83","0","0.55","0","0","-"
"222","Jonathan Toews","CHI","C","72","192.7","2.6763888888889","1.87","3.43","1.25","2.18","5.29","73.91","12.77","14.63","2.17","17.44","14.01","11.52","8.1","0","2.8","1.25","0.62","0.62","0","0","0","0.93","0","0.93","3.11","0.31","37.36","25.53","18.50"
"302","Michael Stone","ARI, CGY","D","64","83.083333333333","1.2981770833333","0.72","2.89","0.72","2.17","3.61","62.50","11.55","6.25","0.71","18.78","15.89","2.89","0.72","0","0","0","0","0","0","0","0","0.72","0.72","0.72","0","1.44","0","0","-"
"568","Alex Galchenyuk","MTL","C","61","138.95","2.277868852459","2.59","3.89","1.73","2.16","6.48","83.33","9.5","27.27","1.45","17.27","14.68","8.2","4.32","0.43","1.3","2.59","1.3","1.3","0","0","0.43","2.16","0.43","0","3.02","0","18.57","21.16","20.18"
"351","Nick Leddy","NYI","D","81","250.8","3.0962962962963","0.72","2.87","0.72","2.15","3.59","57.69","7.89","9.09","0.83","19.38","13.4","5.26","0.72","0","1.67","0","0","0","0","0","0.24","1.67","0.96","1.2","0.96","0.48","0","0","-"
"4","Matt Cullen","PIT","C","72","28.166666666667","0.3912037037037","4.26","4.26","2.13","2.13","8.52","80.00","6.39","66.67","2.63","12.78","10.65","10.65","10.65","0","2.13","0","0","0","0","0","0","2.13","0","0","0","0","29.82","21.3","124.26"
"740","Brayden Point","T.B","C","68","170.01666666667","2.5002450980392","1.76","2.47","0.35","2.12","4.23","44.44","10.94","16.13","1.52","14.47","12.7","13.76","7.06","0","0.71","0","0","0","0","0","0.35","0","0","1.41","2.82","0","6.35","9.88","13.81"
"449","Joonas Donskoi","S.J","R","61","85.116666666667","1.3953551912568","0.7","2.11","0","2.11","2.82","80.00","11.28","6.25","1.73","17.62","14.8","11.98","7.05","0","1.41","2.82","1.41","1.41","0","0","1.41","4.23","0","0.7","8.46","0","1.41","0","70.49"
"729","David Pastrnak","BOS","R","75","198.83333333333","2.6511111111111","3.02","4.22","2.11","2.11","7.24","64.86","19.61","15.38","2.21","34.1","26.55","15.99","2.72","0","1.51","0.6","0.3","0.3","0","0","0.91","4.22","0.3","0.91","2.41","0","0","0","-"
"754","Kyle Connor","WPG","L","20","28.5","1.425","0","4.21","2.11","2.11","4.21","100.00","10.53","0.00","2.23","18.95","16.84","14.74","8.42","2.11","0","0","0","0","0","0","0","0","0","2.11","2.11","0","2.11","0","210.53"
"223","Mathieu Perreault","WPG","C","65","171.66666666667","2.6410256410256","1.05","4.19","2.1","2.1","5.24","53.57","11.88","8.82","1.88","19.92","17.13","11.88","4.19","0","1.05","1.4","0.7","0.7","0","0","0","1.05","1.4","0.7","1.05","0","8.04","4.89","21.73"
"440","Tyler Seguin","DAL","C","82","260.1","3.1719512195122","2.54","4.15","2.08","2.08","6.69","72.50","21.22","11.96","2.24","34.83","27.91","15.69","3.46","0.23","2.77","0","0","0","0","0","0.23","1.61","0","0","0.69","0","7.61","5.77","13.12"
"255","David Perron","STL","L","82","173.66666666667","2.1178861788618","1.04","3.45","1.38","2.07","4.49","56.52","9.67","10.71","1.3","16.24","13.82","9.33","2.42","0","0.35","1.38","0.69","0.69","0","0","0.35","0","0.69","2.07","3.45","0.35","4.49","2.76","21.39"
"301","Jori Lehtera","STL","C","64","87.033333333333","1.3598958333333","0","2.07","0","2.07","2.07","27.27","1.38","0.00","0.14","4.14","1.38","0","0","0","0.69","0","0","0","0","0","0.69","1.38","0","0","4.14","0","28.27","26.89","35.33"
"517","Victor Rask","CAR","C","82","174.4","2.1268292682927","1.38","2.06","0","2.06","3.44","66.67","8.6","16.00","0.89","15.83","11.01","9.63","3.1","0","2.06","0","0","0","0","0","0","2.75","1.03","0.69","1.03","0.34","16.51","12.04","19.90"
"604","Jordan Martinook","ARI","L","77","29.15","0.37857142857143","2.06","2.06","0","2.06","4.12","33.33","2.06","100.00","1.08","8.23","6.17","6.17","4.12","0","2.06","0","0","0","0","0","0","2.06","0","0","0","0","30.87","32.93","99.60"
"202","Cal Clutterbuck","NYI","R","66","29.233333333333","0.44292929292929","0","2.05","0","2.05","2.05","33.33","10.26","0.00","1.59","20.52","12.31","16.42","6.16","0","0","4.1","2.05","2.05","0","0","0","0","0","8.21","2.05","0","2.05","2.05","102.62"
"139","Kris Versteeg","CGY","R","69","176.05","2.5514492753623","2.73","2.73","0.68","2.04","5.45","76.19","18.4","14.81","1.47","36.81","22.49","12.95","2.73","0.34","2.04","0","0","0","0","0","0.68","2.04","1.02","0","1.02","0.34","2.04","3.07","13.63"
"265","Alec Martinez","L.A","D","82","176.48333333333","2.1522357723577","0.68","4.42","2.38","2.04","5.1","68.18","13.94","4.88","1.28","32.64","22.78","7.14","1.02","0","3.74","0.68","0.34","0.34","0","0","0","0.34","0.34","0.68","1.7","2.04","0","0","-"
"560","Torey Krug","BOS","D","81","264.55","3.266049382716","1.36","4.31","2.27","2.04","5.67","64.10","12.47","10.91","0.94","24.27","16.78","6.58","1.13","0.23","1.81","0.45","0.23","0.23","0","0","0","2.27","0.23","0.45","2.27","1.59","0","0","-"
"113","Toby Enstrom","WPG","D","60","88.633333333333","1.4772222222222","0","4.06","2.03","2.03","4.06","54.55","2.71","0.00","0.24","9.48","4.74","2.03","0.68","0","0","2.71","1.35","1.35","0","0","1.35","0","0","0.68","1.35","0.68","0","0","-"
"406","Ryan Spooner","BOS","C","78","206.71666666667","2.6502136752137","0.87","4.35","2.32","2.03","5.22","58.06","10.45","8.33","1.12","15.96","13.35","6.68","2.61","0","2.32","0","0","0","0","0","0.29","4.35","0.87","0","2.03","0","0.87","0.87","14.51"
"680","Aleksander Barkov","FLA","C","61","177.53333333333","2.9103825136612","1.01","3.72","1.69","2.03","4.73","70.00","12.5","8.11","1.58","19.6","17.24","11.15","3.72","0","1.35","0.68","0.34","0.34","0","0","0","0.68","0.34","1.01","2.37","0","24.33","23.66","17.14"
"439","Ryan Johansen","NSH","C","82","240.56666666667","2.9337398373984","1","4.74","2.74","2","5.74","79.31","8.48","11.76","1.11","16.46","11.97","7.98","2.24","0","1.25","2","1","1","0","0","0.5","4.99","0.75","0.75","1.5","0.25","20.95","15.71","14.25"
"763","Sebastian Aho","CAR","R","82","181.85","2.2176829268293","1.98","3.63","1.65","1.98","5.61","77.27","11.22","17.65","1.24","20.79","15.51","9.24","3.63","0.33","2.31","0","0","0","0","0","0.33","3.3","0.66","0.66","2.97","0","0","0.66","0.00"
"289","Jordan Eberle","EDM","C, R","82","183.11666666667","2.2331300813008","1.31","3.28","1.31","1.97","4.59","60.87","12.12","10.81","1.88","23.26","16.71","14.09","4.91","0.33","1.97","0","0","0","0","0","0","2.62","0.33","0.33","2.29","0.98","0","0.33","0.00"
"543","Nathan Beaulieu","MTL","D","74","121.6","1.6432432432432","0.99","4.93","2.96","1.97","5.92","70.59","11.35","8.70","0.8","20.72","14.8","4.93","1.97","0","0.99","0.99","0.49","0.49","0","0","0.49","0.99","1.48","0","4.44","0.99","0","0","-"
"425","Cam Fowler","ANA","D","80","246.46666666667","3.0808333333333","1.22","2.43","0.49","1.95","3.65","45.45","16.55","7.35","1.17","34.08","21.42","10.47","1.22","0","3.41","0.49","0.24","0.24","0","0","0","2.68","0.49","0","0.49","1.95","0","0","-"
"655","Andre Burakovsky","WSH","L","64","93.366666666667","1.4588541666667","1.29","1.93","0","1.93","3.21","62.50","7.71","16.67","1.14","14.14","10.28","10.28","4.5","0","0","0","0","0","0","0","1.29","3.21","0.64","0","3.21","0.64","0","0","-"
"682","Seth Jones","CBJ","D","75","125.36666666667","1.6715555555556","0.48","2.87","0.96","1.91","3.35","70.00","9.09","5.26","0.8","21.54","17.23","3.35","0","0","0.96","0","0","0","0","0","0","0.96","0","0.96","0.96","0","0","0","-"
"73","Duncan Keith","CHI","D","80","254.23333333333","3.1779166666667","0.47","3.07","1.18","1.89","3.54","55.56","10.62","4.44","0.75","22.18","13.22","4.72","0.71","0","0.71","0.47","0.24","0.24","0","0","0","1.18","1.18","0","0","0.94","0","0","-"
"169","Keith Yandle","FLA","D","82","253.31666666667","3.0892276422764","0.47","3.79","1.89","1.89","4.26","64.29","13.5","3.51","0.83","27.95","19.19","3.32","0","0","1.42","0","0","0","0","0","0.24","3.32","0.71","0.24","0.24","0.95","0","0","-"
