"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"537","Brock Boeser","VAN","R","56","201.55","8","6","4","2","14","60.87","42","19.05","5.41","70","56","43","19","0","3","2","1","1","0","0","0","10","0","1","4","0","0","0","-"
"556","Mitchell Marner","TOR","R","55","172.56666666667","0","14","11","3","14","60.87","27","0.00","2.77","61","37","32","5","2","4","2","1","1","0","0","1","11","0","0","4","2","0","0","-"
"617","Jakob Chychrun","ARI","D","56","154.13333333333","5","9","5","4","14","73.68","45","11.11","3.77","78","58","21","4","1","11","2","1","1","0","0","0","6","2","1","7","0","0","0","-"
"717","Josh Norris","OTT","C","56","139.03333333333","6","8","3","5","14","87.50","32","18.75","3.17","51","41","25","5","0","7","0","0","0","0","0","0","4","2","0","8","3","29","32","47.54"
"18","Patrice Bergeron","BOS","C","54","177.71666666667","7","6","3","3","13","48.15","41","17.07","7.42","86","71","68","29","0","3","4","1","1","0","0","1","7","2","4","5","0","138","64","68.32"
"68","Phil Kessel","ARI","R","56","159.81666666667","4","9","3","6","13","68.42","27","14.81","2.28","55","35","22","3","0","4","4","2","2","0","0","0","2","1","1","0","0","0","0","-"
"305","Torey Krug","STL","D","51","144.13333333333","1","12","7","5","13","59.09","18","5.56","1.17","43","26","9","0","0","5","2","1","1","0","0","0","2","0","2","4","3","0","0","-"
"328","Filip Forsberg","NSH","L","39","115.73333333333","3","10","6","4","13","72.22","31","9.68","2.45","60","43","22","2","0","7","0","0","0","0","0","1","1","2","3","0","0","0","0","-"
"455","Nikolaj Ehlers","WPG","L","47","78.466666666667","6","7","1","6","13","86.67","34","17.65","1.95","52","37","19","2","1","3","0","0","0","0","0","0","2","1","0","5","0","0","0","-"
"514","Kyle Connor","WPG","L","56","170.66666666667","10","3","1","2","13","61.90","54","18.52","5.94","97","79","50","7","0","7","0","0","0","0","0","0","9","2","2","4","0","0","0","-"
"581","Kirill Kaprizov","MIN","L","55","176.51666666667","8","5","3","2","13","76.47","37","21.62","5.81","62","50","47","20","1","2","4","2","2","0","0","1","4","2","1","4","0","1","5","16.67"
"604","Auston Matthews","TOR","C","52","168.71666666667","10","3","0","3","13","68.42","50","20.00","6.48","90","76","57","19","1","6","2","1","1","0","0","0","8","4","0","5","1","20","17","54.05"
"703","Nick Suzuki","MTL","C","56","132.68333333333","5","8","7","1","13","65.00","16","31.25","1.91","32","26","16","5","0","3","2","1","1","0","0","2","5","1","1","8","0","59","62","48.76"
"54","Patric Hornqvist","FLA","R","44","179.26666666667","8","4","2","2","12","52.17","47","17.02","8.77","63","59","50","37","0","7","2","1","1","0","0","0","6","2","9","15","0","0","2","0.00"
"81","James van Riemsdyk","PHI","L","56","151.66666666667","10","2","0","2","12","57.14","36","27.78","6.8","51","47","49","41","1","2","2","1","1","0","0","0","1","1","3","5","0","0","2","0.00"
"99","Max Pacioretty","VGK","L","48","136.78333333333","6","6","3","3","12","66.67","47","12.77","2.87","73","53","23","2","0","2","0","0","0","0","0","1","3","1","0","5","0","6","3","66.67"
"147","Ryan O'Reilly","STL","C","56","146.43333333333","4","8","4","4","12","44.44","24","16.67","3.55","37","30","24","10","0","6","0","0","0","0","0","0","4","0","0","6","0","107","70","60.45"
"151","John Tavares","TOR","C","56","145.6","6","6","3","3","12","60.00","37","16.22","8","68","56","59","33","0","3","0","0","0","0","0","0","5","2","4","3","1","76","56","57.58"
"311","Morgan Rielly","TOR","D","55","160.91666666667","1","11","5","6","12","57.14","22","4.55","1.54","46","27","16","3","0","4","0","0","0","0","0","1","7","0","3","3","2","0","0","-"
"396","Andrew Copp","WPG","C","55","99.316666666667","6","6","3","3","12","70.59","23","26.09","4.09","36","31","31","20","0","4","4","2","2","0","0","0","3","1","0","1","0","37","19","66.07"
"699","Eeli Tolvanen","NSH","R","39","90.783333333333","6","6","1","5","12","75.00","24","25.00","1.5","47","28","21","0","1","2","0","0","0","0","0","0","0","1","0","0","0","0","0","-"
"13","Dustin Brown","L.A","R","49","146.9","9","2","1","1","11","40.74","28","32.14","6.17","40","38","33","26","0","3","0","0","0","0","0","1","4","1","5","6","0","0","0","-"
"19","Shea Weber","MTL","D","48","112.6","4","7","2","5","11","78.57","26","15.38","1.62","50","37","5","1","0","0","0","0","0","0","0","0","2","0","2","0","2","0","0","-"
"65","Claude Giroux","PHI","C","54","141.6","1","10","3","7","11","61.11","21","4.76","2.83","53","41","22","5","0","3","0","0","0","0","0","1","1","0","1","4","0","65","37","63.73"
"162","Nick Leddy","NYI","D","56","124.25","1","10","3","7","11","57.89","16","6.25","1.35","25","21","6","2","1","3","0","0","0","0","0","0","4","0","2","1","1","0","0","-"
"230","Bryan Rust","PIT","R","56","155.4","6","5","2","3","11","39.29","33","18.18","5.3","55","49","40","18","0","4","2","1","1","0","0","0","4","1","3","8","1","0","0","-"
"422","Bo Horvat","VAN","C","56","191.26666666667","7","4","0","4","11","47.83","31","22.58","5.91","66","53","60","25","0","4","6","3","3","0","0","0","4","1","1","3","1","128","67","65.64"
"447","Aaron Ekblad","FLA","D","35","135.25","6","5","2","3","11","50.00","37","16.22","3.36","66","55","25","2","1","2","6","3","3","0","0","0","5","1","0","1","0","0","0","-"
"454","William Nylander","TOR","R","51","123.85","4","7","3","4","11","64.71","28","14.29","4.49","39","35","29","14","0","4","0","0","0","0","0","0","8","1","0","5","0","1","0","100.00"
"478","Christian Dvorak","ARI","C","56","159.16666666667","8","3","2","1","11","84.62","18","44.44","4.43","35","31","31","23","0","1","0","0","0","0","0","0","0","0","1","5","1","80","57","58.39"
"517","Pavel Zacha","N.J","C","50","133.23333333333","5","6","1","5","11","84.62","28","17.86","3.05","45","38","25","5","0","3","2","1","1","0","0","0","4","0","2","2","0","51","50","50.50"
"534","Travis Konecny","PHI","R","50","113.76666666667","4","7","5","2","11","73.33","16","25.00","2.58","30","22","20","11","1","1","2","1","1","0","0","0","5","0","2","6","2","1","6","14.29"
"650","Filip Hronek","DET","D","56","141.13333333333","0","11","3","8","11","78.57","18","0.00","1.53","47","32","7","0","0","6","2","1","1","0","0","1","2","0","2","3","0","0","0","-"
"711","Miro Heiskanen","DAL","D","55","150.95","3","8","3","5","11","55.00","25","12.00","2.34","50","35","18","2","1","2","0","0","0","0","0","1","6","1","0","2","1","0","0","-"
"713","Martin Necas","CAR","C","53","94.983333333333","4","7","2","5","11","91.67","19","21.05","2.11","31","25","13","4","0","0","0","0","0","0","0","0","12","2","1","5","0","11","15","42.31"
"768","Rasmus Dahlin","BUF","D","56","170.63333333333","1","10","5","5","11","52.38","33","3.03","1.99","54","41","9","2","0","5","2","1","1","0","0","0","3","2","0","4","1","0","0","-"
"198","Tyler Toffoli","MTL","C, R","52","124.28333333333","7","3","1","2","10","52.63","28","25.00","3.95","41","32","31","11","0","5","4","2","2","0","0","0","3","0","4","6","0","2","4","33.33"
"288","Sean Couturier","PHI","C","45","117.03333333333","3","7","4","3","10","71.43","19","15.79","2.3","37","26","19","8","0","7","0","0","0","0","0","0","0","0","3","6","1","64","35","64.65"
"324","Tomas Hertl","S.J","C","50","130.73333333333","4","6","3","3","10","100.00","21","19.05","4.79","34","30","28","17","0","3","2","1","1","0","0","0","2","1","1","4","0","76","53","58.91"
"467","Jared McCann","PIT","C, L","43","84.833333333333","7","3","1","2","10","71.43","21","33.33","2.78","37","29","21","12","0","1","2","1","1","0","0","0","3","2","2","6","0","8","12","40.00"
"523","Timo Meier","S.J","R","54","93.3","2","8","3","5","10","90.91","24","8.33","3.44","42","32","22","11","0","5","0","0","0","0","0","2","5","3","2","6","0","1","4","20.00"
"545","Jack Roslovic","CBJ","C","48","90.1","4","6","2","4","10","83.33","10","40.00","1.76","15","13","12","3","0","0","2","1","1","0","0","0","7","2","2","5","0","18","21","46.15"
"562","Ivan Provorov","PHI","D","56","134.83333333333","0","10","5","5","10","58.82","18","0.00","1.19","41","24","8","1","0","0","0","0","0","0","0","0","4","2","1","4","2","0","0","-"
"578","Conor Garland","ARI","R","49","139.41666666667","3","7","6","1","10","66.67","26","11.54","2.8","57","40","25","4","0","3","2","1","1","0","0","1","2","2","1","7","0","1","2","33.33"
"615","Clayton Keller","ARI","R","56","152.8","4","6","3","3","10","47.62","22","18.18","2.62","43","36","19","9","0","1","0","0","0","0","0","1","1","0","1","5","0","4","6","40.00"
"726","Neal Pionk","WPG","D","54","116.03333333333","1","9","7","2","10","50.00","18","5.56","1.28","40","26","9","2","0","7","0","0","0","0","0","0","0","1","7","2","3","0","0","-"
"751","Oliver Wahlstrom","NYI","R","44","76.833333333333","4","6","4","2","10","76.92","24","16.67","2.56","41","31","21","3","0","6","2","1","1","0","0","0","2","1","1","5","0","0","0","-"
"755","Brady Tkachuk","OTT","L","56","181.88333333333","5","5","2","3","10","58.82","51","9.80","8.61","65","63","58","47","0","4","4","2","2","0","0","1","8","5","2","7","0","69","78","46.94"
"26","Evgeni Malkin","PIT","C","33","103.33333333333","4","5","2","3","9","52.94","24","16.67","2.01","45","32","17","4","0","6","12","2","1","0","1","1","8","2","2","6","2","8","9","47.06"
"73","Alex Killorn","T.B","L","56","169.56666666667","5","4","2","2","9","32.14","27","18.52","4.07","40","36","19","17","0","1","10","5","5","0","0","1","1","0","1","4","0","0","0","-"
"74","Jamie Benn","DAL","L","52","135.4","3","6","3","3","9","50.00","22","13.64","3.5","39","31","32","16","2","1","0","0","0","0","0","0","5","1","6","2","0","36","40","47.37"
"102","Alec Martinez","VGK","D","53","77.316666666667","3","6","1","5","9","100.00","20","15.00","1.91","32","28","11","1","0","2","2","1","1","0","0","0","1","1","0","3","3","0","0","-"
"114","Josh Bailey","NYI","R","54","108.03333333333","0","9","4","5","9","56.25","15","0.00","1.45","25","20","11","2","0","1","0","0","0","0","0","0","8","0","2","3","0","0","2","0.00"
"136","Cam Atkinson","CBJ","R","56","121.98333333333","1","8","5","3","9","69.23","22","4.55","2.14","35","27","13","4","1","2","0","0","0","0","0","0","6","0","0","1","0","0","3","0.00"
"137","Jared Spurgeon","MIN","D","54","153.03333333333","3","6","3","3","9","56.25","20","15.00","1.94","45","30","17","2","0","4","0","0","0","0","0","0","2","1","0","1","8","0","0","-"
"155","Brayden Schenn","STL","C","56","137.5","6","3","2","1","9","52.94","29","20.69","4.52","46","39","31","14","0","3","2","1","1","0","0","0","3","0","6","3","0","13","13","50.00"
"157","Nazem Kadri","COL","C","56","168.33333333333","3","6","4","2","9","45.00","43","6.98","6.2","60","52","46","22","1","5","2","1","1","0","0","3","3","0","0","2","0","73","65","52.90"
"207","Brock Nelson","NYI","C","56","120.28333333333","7","2","2","0","9","50.00","30","23.33","5.86","42","38","41","29","1","4","8","3","3","0","0","0","4","1","2","6","1","33","36","47.83"
"210","Kevin Hayes","PHI","C","55","139.1","3","6","3","3","9","50.00","27","11.11","2.64","49","37","14","3","0","3","0","0","0","0","0","0","3","0","1","2","1","27","19","58.70"
"336","Shayne Gostisbehere","PHI","D","41","112.16666666667","5","4","1","3","9","81.82","31","16.13","2.67","61","46","13","5","1","6","0","0","0","0","0","2","3","1","0","3","4","0","0","-"
"419","Sean Monahan","CGY","C","50","158.66666666667","4","5","2","3","9","45.00","23","17.39","4.06","36","35","31","17","1","3","2","1","1","0","0","0","2","1","2","6","0","62","50","55.36"
"426","Josh Morrissey","WPG","D","56","162.38333333333","1","8","5","3","9","52.94","23","4.35","1.84","53","30","21","0","1","2","4","2","2","0","0","0","5","2","6","0","5","0","0","-"
"456","Nick Ritchie","BOS","L","56","153.85","5","4","3","1","9","47.37","27","18.52","4.93","40","38","34","26","2","2","6","3","3","0","0","1","2","1","2","5","1","0","0","-"
"519","Jack Eichel","BUF","C","21","72.183333333333","1","8","1","7","9","69.23","17","5.88","2.06","35","30","16","2","0","0","0","0","0","0","0","0","4","0","0","3","0","42","30","58.33"
"642","Samuel Girard","COL","D","48","105.98333333333","0","9","6","3","9","60.00","9","0.00","0.55","21","14","3","0","0","2","0","0","0","0","0","0","1","2","0","1","0","0","0","-"
"829","Tim Stützle","OTT","L","53","149.26666666667","4","5","2","3","9","56.25","30","13.33","3.24","47","34","32","5","0","3","0","0","0","0","0","1","7","0","2","7","0","0","1","0.00"
"24","Mark Giordano","CGY","D","56","133.65","4","4","2","2","8","50.00","24","16.67","2.06","55","39","8","0","0","2","0","0","0","0","0","1","1","2","4","2","2","0","0","-"
"36","Paul Stastny","WPG","C","56","165.3","2","6","4","2","8","38.10","24","8.33","3.8","35","31","32","22","0","3","10","5","5","0","0","2","0","1","1","3","1","87","57","60.42"
"100","Jakub Voracek","PHI","R","53","138.75","0","8","5","3","8","57.14","23","0.00","2.89","39","28","23","9","0","3","2","1","1","0","0","3","7","1","1","4","1","0","1","0.00"
"116","Erik Karlsson","S.J","D","52","152.4","3","5","1","4","8","61.54","22","13.64","1.51","48","30","10","0","0","4","4","2","2","0","0","0","7","6","0","2","1","0","0","-"
"123","Justin Schultz","WSH","D","46","75.066666666667","0","8","7","1","8","66.67","13","0.00","0.88","19","17","1","0","0","2","0","0","0","0","0","0","1","1","1","1","1","0","0","-"
"167","Tomas Tatar","MTL","L","50","99.783333333333","2","6","4","2","8","66.67","12","16.67","1.12","27","17","15","2","0","3","0","0","0","0","0","0","2","0","1","7","1","1","1","50.00"
"195","Calle Jarnkrok","NSH","C","48","78.516666666667","2","6","4","2","8","100.00","17","11.76","1.77","24","20","11","5","0","3","2","1","1","0","0","0","1","1","1","2","0","3","7","30.00"
"201","Evgeny Kuznetsov","WSH","C","41","100.4","1","7","3","4","8","53.33","20","5.00","2.34","31","26","14","7","0","1","0","0","0","0","0","0","2","1","2","5","0","8","10","44.44"
"220","Taylor Hall","BOS, BUF","L","53","137.26666666667","2","6","4","2","8","47.06","28","7.14","3.14","44","33","27","12","0","4","0","0","0","0","0","0","4","1","2","9","0","2","6","25.00"
"231","Joonas Donskoi","COL","R","51","112.61666666667","5","3","1","2","8","38.10","25","20.00","5.79","45","35","36","26","0","6","0","0","0","0","0","0","1","2","0","3","0","1","4","20.00"
"269","Jean-Gabriel Pageau","NYI","C","54","97.716666666667","5","3","1","2","8","50.00","14","35.71","3.33","21","20","19","15","0","1","0","0","0","0","0","0","6","0","3","4","0","39","29","57.35"
"280","William Karlsson","VGK","C","56","152.55","1","7","4","3","8","50.00","26","3.85","5.51","49","40","34","21","0","8","0","0","0","0","0","0","2","1","1","6","1","90","67","57.32"
"323","Tom Wilson","WSH","R","47","77.216666666667","4","4","4","0","8","72.73","12","33.33","2.51","20","16","17","11","0","2","14","3","2","0","1","1","1","1","5","5","0","3","6","33.33"
"388","Pavel Buchnevich","NYR","R","54","115.75","1","7","5","2","8","72.73","16","6.25","2.15","27","26","16","8","0","4","2","1","1","0","0","2","5","1","2","5","1","1","2","33.33"
"417","Seth Jones","CBJ","D","56","113.68333333333","2","6","3","3","8","72.73","15","13.33","1.13","29","20","5","1","0","0","0","0","0","0","0","0","3","1","4","3","3","0","0","-"
"538","Mathew Barzal","NYI","C","55","137.68333333333","1","7","3","4","8","66.67","18","5.56","2.41","34","24","26","11","0","6","12","2","1","0","1","0","3","0","1","6","0","13","17","43.33"
"560","Denis Gurianov","DAL","R","55","121.98333333333","4","4","4","0","8","47.06","25","16.00","2.89","56","40","23","6","0","3","0","0","0","0","0","0","6","3","1","3","1","0","0","-"
"608","Charlie McAvoy","BOS","D","51","100.66666666667","1","7","2","5","8","57.14","8","12.50","1","27","20","6","0","0","1","4","2","2","0","0","0","4","3","0","4","5","0","0","-"
