"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"406","Nicklas Backstrom","WSH","C","82","301.1","6","38","15","23","44","81.48","54","11.11","7.04","89","69","51","19","1","6","8","4","4","0","0","2","9","4","3","11","0","109","79","57.98"
"267","Alex Ovechkin","WSH","L","78","392.76666666667","24","15","7","8","39","62.90","137","17.52","14.08","259","197","96","14","1","6","10","5","5","0","0","1","15","4","13","16","0","0","0","-"
"322","Sidney Crosby","PIT","C","80","343.03333333333","11","27","10","17","38","67.86","73","15.07","9.04","114","92","59","25","0","8","0","0","0","0","0","1","21","1","3","12","0","253","165","60.53"
"394","Claude Giroux","PHI","C","82","308.13333333333","7","30","11","19","37","80.43","63","11.11","7.43","122","92","41","16","0","6","4","2","2","0","0","4","8","3","7","13","1","195","161","54.78"
"251","Joe Pavelski","S.J","C","82","288.76666666667","16","15","13","2","31","77.50","65","24.62","11.7","138","101","92","44","2","9","8","4","4","0","0","1","8","4","4","7","2","118","76","60.82"
"346","Keith Yandle","PHX","D","82","359.96666666667","3","28","16","12","31","68.89","76","3.95","5.04","152","107","34","1","0","13","9","3","2","1","0","3","19","4","3","8","3","0","0","-"
"513","Erik Karlsson","OTT","D","82","334.58333333333","5","26","10","16","31","77.50","53","9.43","3.98","135","78","26","2","0","4","6","3","3","0","0","0","14","3","2","7","4","0","0","-"
"268","Evgeni Malkin","PIT","C","60","274.46666666667","7","23","17","6","30","66.67","86","8.14","7.98","157","112","56","10","1","6","14","7","7","0","0","3","12","7","2","13","3","4","1","80.00"
"189","James Wisniewski","CBJ","D","75","273.9","4","25","12","13","29","80.56","57","7.02","5.53","124","89","26","1","1","6","0","0","0","0","0","1","7","1","1","8","4","0","0","-"
"232","Shea Weber","NSH","D","79","248.21666666667","12","14","4","10","26","76.47","53","22.64","5.67","115","86","31","6","0","12","0","0","0","0","0","1","1","2","4","2","2","0","0","-"
"255","Dustin Byfuglien","WPG","D","78","269.76666666667","8","18","9","9","26","81.25","79","10.13","8.03","158","119","40","11","0","8","8","4","4","0","0","3","11","8","8","5","5","0","0","-"
"338","James Neal","PIT","L, R","59","226.23333333333","11","15","10","5","26","63.41","69","15.94","7.54","106","82","69","18","0","5","8","4","4","0","0","3","7","0","6","13","2","0","1","0.00"
"446","Kevin Shattenkirk","STL","D","81","272.66666666667","7","19","6","13","26","72.22","66","10.61","4.81","127","83","37","2","0","6","4","2","2","0","0","0","4","3","2","9","5","0","0","-"
