"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"562","Tyler Toffoli","L.A","C","76","75.183333333333","5","1","1","0","6","100.00","15","33.33","1.46","19","17","12","3","1","2","17","3","1","1","1","1","3","6","6","2","2","0","0","-"
"125","Rick Nash","NYR","R","79","105.45","4","1","1","0","5","83.33","17","23.53","1.97","29","20","18","11","4","1","4","2","2","0","0","1","4","15","5","1","4","0","0","-"
"216","Blake Wheeler","WPG","R","79","140.1","4","1","1","0","5","83.33","8","50.00","0.89","11","9","9","5","2","0","2","1","1","0","0","2","1","6","11","5","14","6","11","35.29"
"359","Jamie Benn","DAL","L","82","121.23333333333","2","3","2","1","5","100.00","9","22.22","0.93","15","12","8","3","3","0","2","1","1","0","0","2","0","9","7","5","4","16","17","48.48"
"396","Max Pacioretty","MTL","L","80","125.06666666667","3","2","2","0","5","83.33","17","17.65","1.78","29","22","16","8","2","1","2","1","1","0","0","1","6","7","2","3","7","1","0","100.00"
"440","Derek Stepan","NYR","C","68","108.38333333333","2","3","3","0","5","83.33","13","15.38","1.13","16","16","11","4","3","0","0","0","0","0","0","2","2","7","1","4","3","49","68","41.88"
"104","Tomas Plekanec","MTL","C","82","157.3","3","1","1","0","4","100.00","16","18.75","3.39","24","21","18","7","3","0","4","2","2","0","0","1","5","5","3","5","8","59","86","40.69"
"338","Nikolay Kulemin","NYI","L","82","144.6","3","1","0","1","4","80.00","9","33.33","1.31","15","10","11","5","4","1","17","3","1","1","1","1","1","12","3","1","12","2","9","18.18"
"381","Brandon Sutter","PIT","C","80","183.15","4","0","0","0","4","100.00","18","22.22","1.85","19","18","14","11","3","2","2","1","1","0","0","3","5","9","3","3","18","104","119","46.64"
"13","Zdeno Chara","BOS","D","63","191.68333333333","0","3","2","1","3","75.00","5","0.00","0.12","7","7","0","0","0","0","8","4","4","0","0","3","6","5","12","3","25","0","0","-"
"134","Frans Nielsen","NYI","C","78","136.46666666667","1","2","2","0","3","100.00","9","11.11","0.83","12","12","9","1","0","1","0","0","0","0","0","2","4","12","0","3","8","68","97","41.21"
"174","Ryan Kesler","ANA","C","81","179.71666666667","1","2","2","0","3","100.00","9","11.11","0.77","10","10","8","6","0","1","2","1","1","0","0","1","1","6","5","4","26","110","117","48.46"
"176","Brian Boyle","T.B","C","82","195.71666666667","3","0","0","0","3","75.00","12","25.00","2.29","18","15","12","8","5","1","6","3","3","0","0","1","0","14","3","3","28","99","129","43.42"
"255","Jannik Hansen","VAN","R","81","106.11666666667","1","2","2","0","3","100.00","11","9.09","1.13","16","14","11","6","3","0","0","0","0","0","0","2","0","5","5","0","4","0","2","0.00"
"272","Andrew Cogliano","ANA","L","82","136.71666666667","3","0","0","0","3","75.00","21","14.29","3.77","29","27","25","14","2","4","2","1","1","0","0","3","3","6","7","1","4","9","12","42.86"
"306","Brad Marchand","BOS","L","77","106.48333333333","2","1","1","0","3","100.00","10","20.00","0.93","14","11","9","4","2","0","12","2","1","0","1","0","1","10","6","6","8","1","1","50.00"
"313","Leo Komarov","TOR","C","62","160.23333333333","1","2","2","0","3","150.00","13","7.69","0.74","18","15","6","3","3","0","0","0","0","0","0","2","4","10","22","2","5","9","22","29.03"
"321","Cal Clutterbuck","NYI","R","76","109.96666666667","2","1","1","0","3","100.00","14","14.29","1.15","19","16","10","4","4","0","8","4","4","0","0","3","2","6","6","1","7","3","3","50.00"
