"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"40","Blake Wheeler","WPG","R","71","47.816666666667","1","1","1","0","2","100.00","3","33.33","0.32","5","4","3","2","0","1","2","1","1","0","0","0","0","6","4","1","1","14","14","50.00"
"44","Blake Comeau","DAL","L","55","113.6","1","1","0","1","2","100.00","8","12.50","0.41","9","8","7","1","3","1","6","3","3","0","0","4","1","3","4","2","7","7","11","38.89"
"69","Darren Helm","DET","C, L","68","111.03333333333","1","1","1","0","2","100.00","12","8.33","1","12","12","6","3","2","2","2","1","1","0","0","0","5","3","5","5","6","2","1","66.67"
"74","Andy Greene","N.J, NYI","D","63","202.18333333333","0","2","0","2","2","33.33","8","0.00","0.22","8","8","1","0","1","0","0","0","0","0","0","1","8","3","4","4","44","0","0","-"
"87","Claude Giroux","PHI","C, R","69","65.65","1","1","1","0","2","40.00","5","20.00","0.65","9","9","3","2","1","0","0","0","0","0","0","0","1","4","5","0","0","78","52","60.00"
"111","Logan Couture","S.J","C","52","89.216666666667","0","2","2","0","2","66.67","4","0.00","0.48","7","6","3","1","1","0","0","0","0","0","0","3","2","5","3","3","4","14","26","35.00"
"115","Brendan Smith","NYR","D","62","126.56666666667","1","1","1","0","2","66.67","5","20.00","0.85","6","6","0","0","0","0","4","2","2","0","0","1","2","4","5","3","10","0","0","-"
"131","Lars Eller","WSH","C","69","166.93333333333","1","1","1","0","2","100.00","11","9.09","0.78","14","12","7","3","3","1","10","5","5","0","0","2","2","8","1","2","19","91","98","48.15"
"136","Zack Smith","CHI","C","50","62.633333333333","1","1","1","0","2","66.67","5","20.00","0.34","5","5","3","2","0","1","4","2","2","0","0","1","2","6","3","2","4","3","7","30.00"
"137","Jay Beagle","VAN","C","55","167.16666666667","1","1","1","0","2","66.67","4","25.00","0.26","4","4","2","0","1","0","14","3","2","0","1","1","0","6","0","1","9","114","94","54.81"
"187","Jakob Silfverberg","ANA","R","66","111","2","0","0","0","2","66.67","12","16.67","1.25","20","16","9","6","3","0","2","1","1","0","0","0","5","3","1","4","5","2","4","33.33"
"191","Evander Kane","S.J","L","64","87.666666666667","2","0","0","0","2","50.00","11","18.18","1.09","14","13","6","2","3","1","2","1","1","0","0","2","2","2","3","2","4","8","4","66.67"
"210","Mattias Ekholm","NSH","D","68","191.88333333333","1","1","1","0","2","66.67","9","11.11","0.33","10","10","2","1","1","0","0","0","0","0","0","1","9","9","5","2","23","0","0","-"
"234","Calle Jarnkrok","NSH","C","64","100.21666666667","2","0","0","0","2","50.00","5","40.00","0.52","5","5","4","0","0","0","0","0","0","0","0","3","1","2","0","3","6","6","7","46.15"
"241","Greg McKegg","NYR","C","53","51.1","1","1","0","1","2","100.00","2","50.00","0.94","3","3","1","1","0","0","0","0","0","0","0","0","1","2","4","1","5","10","12","45.45"
"244","Charlie Coyle","BOS","C","70","63.283333333333","2","0","0","0","2","100.00","8","25.00","1.52","13","11","7","5","3","0","0","0","0","0","0","3","3","9","0","0","7","13","30","30.23"
"255","Austin Watson","NSH","L","53","56.516666666667","0","2","2","0","2","66.67","3","0.00","0.34","5","5","2","2","2","0","17","3","1","1","1","2","0","5","6","1","3","0","0","-"
"257","Riley Sheahan","EDM","C","66","155.26666666667","1","1","1","0","2","66.67","10","10.00","1.31","11","11","6","2","2","0","2","1","1","0","0","3","4","13","1","1","8","87","124","41.23"
"273","Bryan Rust","PIT","R","55","91.583333333333","1","1","1","0","2","100.00","13","7.69","1.81","16","15","10","7","5","1","2","1","1","0","0","1","1","12","4","1","2","0","3","0.00"
"281","Jesper Fast","NYR","R","69","163.06666666667","2","0","0","0","2","100.00","9","22.22","0.76","11","10","7","2","3","0","2","1","1","0","0","2","1","5","8","2","10","2","2","50.00"
"297","Dylan DeMelo","OTT, WPG","D","59","131.96666666667","0","2","1","1","2","40.00","1","0.00","0","2","1","0","0","0","0","2","1","1","0","0","0","3","0","7","4","16","0","0","-"
"299","Tobias Rieder","CGY","C","55","88.416666666667","1","1","1","0","2","100.00","5","20.00","0.54","7","5","3","2","1","0","0","0","0","0","0","1","2","3","1","0","8","2","3","40.00"
"306","Adam Lowry","WPG","C, L","49","107.66666666667","1","1","1","0","2","100.00","5","20.00","0.91","7","7","5","4","1","1","0","0","0","0","0","1","3","7","6","1","6","55","72","43.31"
"320","Brandon Saad","CHI","L","58","103.85","2","0","0","0","2","100.00","13","15.38","2.21","16","16","14","11","2","2","2","1","1","0","0","0","5","11","5","3","1","0","3","0.00"
"324","Matt Nieto","COL","L","70","164.75","2","0","0","0","2","66.67","6","33.33","0.66","6","6","4","4","2","0","0","0","0","0","0","0","5","7","4","3","6","1","2","33.33"
"339","Jonas Brodin","MIN","D","69","142.48333333333","0","2","1","1","2","66.67","3","0.00","0.02","4","4","0","0","0","0","4","1","1","0","0","4","2","2","2","1","10","0","0","-"
"341","J.T. Miller","VAN","C","69","44.133333333333","0","2","2","0","2","100.00","1","0.00","0.07","1","1","1","0","0","0","2","1","1","0","0","0","0","4","0","0","4","18","19","48.65"
"361","Hampus Lindholm","ANA","D","55","147","0","2","0","2","2","50.00","3","0.00","0.07","7","4","0","0","1","0","2","1","1","0","0","0","9","7","2","3","8","0","0","-"
"365","Brady Skjei","CAR, NYR","D","67","170.53333333333","0","2","1","1","2","40.00","8","0.00","0.67","10","9","6","2","1","1","2","1","1","0","0","0","7","6","8","5","17","0","0","-"
"370","Olli Maatta","CHI","D","65","125.5","0","2","1","1","2","66.67","1","0.00","0","2","1","0","0","0","0","2","1","1","0","0","4","7","4","14","1","19","0","0","-"
"374","Tom Wilson","WSH","R","68","137.81666666667","1","1","1","0","2","100.00","14","7.14","0.81","17","14","5","4","2","0","0","0","0","0","0","1","6","2","7","2","16","5","9","35.71"
"375","Tomas Hertl","S.J","C","48","70.733333333333","2","0","0","0","2","66.67","6","33.33","0.37","7","7","3","1","1","0","2","1","1","0","0","0","2","4","1","1","8","34","27","55.74"
"377","Jacob Trouba","NYR","D","70","174.31666666667","0","2","0","2","2","33.33","5","0.00","0.48","8","6","3","3","0","1","17","3","1","1","1","1","6","11","24","2","16","0","0","-"
"383","Oskar Sundqvist","STL","C","57","93.566666666667","1","1","1","0","2","50.00","9","11.11","1.6","13","11","5","0","2","0","2","1","1","0","0","1","0","7","4","5","2","7","13","35.00"
"390","Adam Pelech","NYI","D","38","105.83333333333","0","2","0","2","2","66.67","5","0.00","0.08","5","5","0","0","0","0","0","0","0","0","0","0","4","1","7","0","19","0","0","-"
"393","Jordan Martinook","CAR","L","45","58.4","0","2","2","0","2","100.00","3","0.00","0.24","3","3","3","0","0","0","4","2","2","0","0","0","1","3","2","2","5","9","9","50.00"
"398","Teddy Blueger","PIT","C","69","164.35","0","2","2","0","2","66.67","12","0.00","1.73","21","17","15","6","3","2","0","0","0","0","0","2","5","10","2","7","10","84","138","37.84"
"400","Brock McGinn","CAR","L","68","163.9","2","0","0","0","2","100.00","13","15.38","1.71","16","16","9","3","3","0","0","0","0","0","0","1","2","1","2","9","10","3","9","25.00"
"408","Cedric Paquette","T.B","C","61","110.73333333333","1","1","1","0","2","40.00","5","20.00","0.52","6","6","6","3","1","0","0","0","0","0","0","1","1","4","4","1","10","38","42","47.50"
"416","Connor Brown","OTT","R","71","183.46666666667","0","2","1","1","2","33.33","12","0.00","1.29","19","18","13","6","3","0","2","1","1","0","0","3","5","11","2","2","7","9","13","40.91"
"446","Mattias Janmark","DAL","C","62","102.21666666667","1","1","1","0","2","100.00","8","12.50","0.94","11","9","6","3","0","1","0","0","0","0","0","2","3","4","3","2","7","0","3","0.00"
"447","Anthony Duclair","OTT","L","66","59.466666666667","2","0","0","0","2","100.00","9","22.22","1.86","14","12","8","4","4","0","0","0","0","0","0","0","3","1","4","1","2","0","2","0.00"
"454","Ryan Graves","COL","D","69","194.2","0","2","0","2","2","40.00","6","0.00","0.03","6","6","0","0","0","0","6","2","2","0","0","0","8","3","10","2","44","0","0","-"
"471","Brett Pesce","CAR","D","61","197.45","0","2","1","1","2","66.67","5","0.00","0.03","7","6","1","0","0","0","0","0","0","0","0","0","5","7","2","8","19","0","0","-"
"525","Kasperi Kapanen","TOR","R","69","115.33333333333","2","0","0","0","2","50.00","6","33.33","1.17","15","10","9","7","3","2","0","0","0","0","0","3","0","9","3","4","4","1","8","11.11"
"530","Brendan Lemieux","NYR","L","59","37.4","1","1","1","0","2","100.00","6","16.67","0.63","7","7","4","4","0","0","14","3","2","0","1","3","0","2","2","1","4","1","1","50.00"
"561","Pierre Engvall","TOR","L","48","62.816666666667","1","1","1","0","2","100.00","6","16.67","1.03","12","10","8","4","1","0","0","0","0","0","0","0","3","5","1","1","2","8","19","29.63"
"568","Frank Vatrano","FLA","C","69","84.7","2","0","0","0","2","100.00","11","18.18","1.65","14","13","10","6","3","0","2","1","1","0","0","2","1","3","5","3","7","1","1","50.00"
"572","Kyle Connor","WPG","L","71","74.483333333333","1","1","1","0","2","66.67","4","25.00","0.69","6","5","5","2","2","0","0","0","0","0","0","0","1","4","0","2","1","1","1","50.00"
"594","Roope Hintz","DAL","L","60","21.483333333333","2","0","0","0","2","100.00","4","50.00","0.51","6","5","5","2","1","0","0","0","0","0","0","0","0","1","0","1","0","3","5","37.50"
"618","Anthony Cirelli","T.B","C","68","190.83333333333","1","1","1","0","2","100.00","7","14.29","0.91","14","12","6","4","2","1","2","1","1","0","0","8","5","9","3","2","11","55","77","41.67"
"623","Derek Ryan","CGY","C","68","114.53333333333","1","1","1","0","2","100.00","3","33.33","1.21","6","5","4","3","2","0","2","1","1","0","0","0","1","9","0","2","4","37","47","44.05"
"665","Brett Howden","NYR","C","70","140.25","0","2","2","0","2","66.67","1","0.00","0.08","2","1","2","1","0","0","2","1","1","0","0","2","2","12","5","6","19","44","38","53.66"
"714","Nico Hischier","N.J","C","58","54.183333333333","1","1","1","0","2","100.00","3","33.33","0.42","5","4","5","4","1","1","2","1","1","0","0","4","4","6","5","3","2","14","13","51.85"
"6","Deryk Engelland","VGK","D","49","168.81666666667","0","1","1","0","1","20.00","8","0.00","0.02","8","8","0","0","2","0","4","2","2","0","0","0","4","1","4","3","37","0","0","-"
"9","Mikko Koivu","MIN","C","55","92.75","0","1","0","1","1","100.00","1","0.00","0","2","1","0","0","0","0","2","1","1","0","0","0","1","3","1","1","2","52","52","50.00"
"11","Valtteri Filppula","DET","C","70","116.86666666667","1","0","0","0","1","100.00","5","20.00","0.51","5","5","3","3","1","0","2","1","1","0","0","4","1","3","1","0","7","16","22","42.11"
"14","Jay Bouwmeester","STL","D","56","146.16666666667","0","1","0","1","1","50.00","5","0.00","0.13","5","5","2","0","0","0","4","2","2","0","0","0","2","3","3","0","18","0","0","-"
"25","Zach Parise","MIN","L","69","63.75","1","0","0","0","1","100.00","2","50.00","0.57","5","4","4","3","0","1","0","0","0","0","0","1","0","4","0","1","7","1","3","25.00"
"27","Brent Burns","S.J","D","70","174.36666666667","0","1","0","1","1","100.00","3","0.00","0.12","3","3","1","1","0","0","0","0","0","0","0","0","6","7","5","0","13","0","0","-"
"31","Patrice Bergeron","BOS","C","61","105.36666666667","1","0","0","0","1","50.00","9","11.11","0.85","12","11","7","3","2","1","0","0","0","0","0","0","1","8","2","5","8","70","71","49.65"
"35","Nate Thompson","MTL, PHI","C","70","155.15","0","1","1","0","1","33.33","7","0.00","1.08","11","9","8","6","1","1","0","0","0","0","0","0","4","9","2","6","9","64","56","53.33"
"36","Joe Pavelski","DAL","C","67","53.316666666667","0","1","0","1","1","100.00","2","0.00","0.06","3","3","1","0","0","0","0","0","0","0","0","2","1","3","1","1","4","41","34","54.67"
"48","Andrej Sekera","DAL","D","57","126.83333333333","1","0","0","0","1","50.00","4","25.00","0.91","5","5","1","0","0","0","0","0","0","0","0","2","5","1","6","3","24","0","0","-"
"52","Paul Stastny","VGK","C","71","78.966666666667","0","1","1","0","1","100.00","1","0.00","0.2","1","1","1","1","1","0","0","0","0","0","0","0","0","6","2","2","1","41","34","54.67"
"55","Jack Johnson","PIT","D","67","149.11666666667","1","0","0","0","1","33.33","2","50.00","0.08","4","3","1","0","0","0","4","2","2","0","0","0","0","3","21","1","25","0","0","-"
"56","Anze Kopitar","L.A","C","70","124.06666666667","1","0","0","0","1","100.00","5","20.00","1.61","9","9","5","2","2","0","0","0","0","0","0","1","5","6","2","2","4","81","70","53.64"
"60","Matt Niskanen","PHI","D","68","179","1","0","0","0","1","20.00","1","100.00","0.21","1","1","0","0","0","0","2","1","1","0","0","0","8","1","12","3","14","0","0","-"
"62","Marc-Edouard Vlasic","S.J","D","70","197.25","1","0","0","0","1","33.33","7","14.29","0.23","9","9","2","2","0","0","4","1","1","0","0","1","4","1","3","2","13","0","0","-"
"65","Kris Russell","EDM","D","55","128.51666666667","0","1","0","1","1","100.00","2","0.00","0","2","2","0","0","0","0","4","2","2","0","0","0","7","4","10","1","17","0","0","-"
"68","Niklas Hjalmarsson","ARI","D","27","71.983333333333","0","1","0","1","1","50.00","1","0.00","0.03","1","1","0","0","0","0","0","0","0","0","0","0","3","2","0","1","8","0","0","-"
"72","Anton Stralman","FLA","D","69","169.95","0","1","0","1","1","100.00","3","0.00","0.01","3","3","0","0","0","0","2","1","1","0","0","2","6","1","2","3","26","0","0","-"
"78","Nick Foligno","CBJ","L","67","102.15","0","1","1","0","1","50.00","3","0.00","0.44","4","4","2","1","2","0","0","0","0","0","0","0","4","5","7","1","9","9","10","47.37"
"82","Leo Komarov","NYI","C, R","48","66.783333333333","0","1","1","0","1","100.00","3","0.00","0.15","4","3","1","1","0","0","0","0","0","0","0","1","2","4","4","1","4","3","14","17.65"
"85","Cal Clutterbuck","NYI","R","37","82.416666666667","1","0","0","0","1","50.00","6","16.67","0.7","7","7","7","5","1","1","2","1","1","0","0","0","3","2","10","0","10","2","2","50.00"
"86","Jeff Petry","MTL","D","71","148.88333333333","1","0","0","0","1","50.00","5","20.00","0.12","10","9","1","0","1","0","4","2","2","0","0","3","9","4","17","4","17","0","0","-"
"90","Michael Grabner","ARI","L, R","46","105.2","1","0","0","0","1","100.00","13","7.69","1.22","13","13","11","9","2","0","0","0","0","0","0","1","1","7","0","0","5","0","1","0.00"
"92","Korbinian Holzer","ANA, NSH","D","49","83.9","0","1","0","1","1","33.33","2","0.00","0","2","2","0","0","0","0","0","0","0","0","0","0","1","1","11","2","11","0","0","-"
"96","Jonathan Toews","CHI","C","70","138.28333333333","1","0","0","0","1","50.00","7","14.29","0.55","8","8","5","2","2","0","4","2","2","0","0","2","4","7","5","2","5","91","72","55.83"
"109","Paul Byron","MTL","L","29","52.866666666667","1","0","0","0","1","50.00","4","25.00","0.31","4","4","2","1","0","0","0","0","0","0","0","0","0","0","3","0","6","0","2","0.00"
"113","Riley Nash","CBJ","C","64","70.583333333333","1","0","0","0","1","100.00","4","25.00","0.67","4","4","3","2","0","1","0","0","0","0","0","0","1","6","3","2","3","23","24","48.94"
"119","Carl Gunnarsson","STL","D","36","67.75","0","1","0","1","1","50.00","2","0.00","0.02","2","2","0","0","1","0","0","0","0","0","0","0","4","1","1","4","12","0","0","-"
"125","Ryan McDonagh","T.B","D","50","165.43333333333","0","1","0","1","1","100.00","7","0.00","0.05","7","7","0","0","2","0","0","0","0","0","0","4","3","1","5","2","34","0","0","-"
"128","Jake Muzzin","TOR","D","53","135.28333333333","0","1","0","1","1","100.00","4","0.00","0.15","5","5","2","0","0","1","2","1","1","0","0","1","8","6","5","2","33","0","0","-"
"133","Nick Holden","VGK","D","61","115.9","0","1","0","1","1","33.33","4","0.00","0.09","6","5","1","0","1","0","0","0","0","0","0","0","3","3","5","1","22","0","0","-"
"134","Jason Demers","ARI","D","50","112.56666666667","0","1","1","0","1","100.00","1","0.00","0.04","1","1","0","0","0","0","0","0","0","0","0","1","3","5","7","3","9","0","0","-"
"138","Drew Doughty","L.A","D","67","140.55","0","1","0","1","1","100.00","4","0.00","0","5","4","0","0","1","0","0","0","0","0","0","2","8","0","6","0","21","0","0","-"
"140","Alex Pietrangelo","STL","D","70","126.76666666667","0","1","1","0","1","50.00","5","0.00","0.43","8","7","1","1","1","0","4","2","2","0","0","0","3","4","7","6","13","0","0","-"
"141","Zach Bogosian","BUF, T.B","D","27","57.55","0","1","0","1","1","50.00","1","0.00","0","1","1","0","0","0","0","0","0","0","0","0","0","2","2","4","3","6","0","0","-"
"143","Mikkel Boedker","OTT","L","20","11.116666666667","1","0","0","0","1","100.00","2","50.00","0.11","3","2","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"144","Josh Bailey","NYI","C, R","68","96.8","1","0","0","0","1","100.00","3","33.33","0.21","3","3","1","1","1","0","0","0","0","0","0","1","2","5","0","0","6","0","7","0.00"
"145","Tyler Myers","VAN","D","68","112.18333333333","1","0","0","0","1","50.00","4","25.00","0.17","4","4","1","1","0","0","6","3","3","0","0","0","2","6","11","2","11","0","0","-"
"146","Erik Karlsson","S.J","D","56","144.6","1","0","0","0","1","33.33","4","25.00","0.1","4","4","1","0","0","0","0","0","0","0","0","0","3","6","1","0","12","0","0","-"
"159","Derek Stepan","ARI","C","70","137.78333333333","1","0","0","0","1","33.33","30","3.33","1.9","35","32","11","6","3","1","4","2","2","0","0","2","1","7","2","4","6","85","107","44.27"
"165","Gustav Nyquist","CBJ","C","70","47.916666666667","1","0","0","0","1","100.00","6","16.67","1.1","7","7","2","1","0","0","2","1","1","0","0","1","2","2","1","0","2","1","0","100.00"
"169","Mark Borowiecki","OTT","D","53","123.45","1","0","0","0","1","14.29","4","25.00","0.34","4","4","1","0","2","0","2","1","1","0","0","1","2","3","14","3","33","0","0","-"
"181","Tyler Bozak","STL","C","67","93.883333333333","1","0","0","0","1","100.00","7","14.29","0.65","10","8","4","2","1","0","0","0","0","0","0","0","1","4","2","2","6","41","56","42.27"
"184","Ryan O'Reilly","STL","C","71","152.71666666667","1","0","0","0","1","50.00","12","8.33","1.63","15","15","5","1","1","0","0","0","0","0","0","1","1","6","0","0","15","105","100","51.22"
"193","Oliver Ekman-Larsson","ARI","D","66","135.85","1","0","0","0","1","33.33","3","33.33","0.03","5","3","0","0","0","0","4","2","2","0","0","2","1","4","11","5","13","0","0","-"
"202","Brayden McNabb","VGK","D","71","220.05","1","0","0","0","1","20.00","6","16.67","0.12","8","7","1","0","1","0","0","0","0","0","0","4","6","4","31","3","41","0","0","-"
"206","Dmitry Orlov","WSH","D","69","62.683333333333","0","1","0","1","1","100.00","3","0.00","0.14","5","4","1","1","0","0","0","0","0","0","0","1","2","3","6","1","8","0","0","-"
"208","Brian Dumoulin","PIT","D","28","60.5","1","0","0","0","1","33.33","4","25.00","0.16","4","4","2","0","0","0","0","0","0","0","0","1","0","1","3","4","9","0","0","-"
"212","Sami Vatanen","N.J","D","47","93.416666666667","0","1","0","1","1","50.00","5","0.00","0.02","5","5","0","0","0","0","2","1","1","0","0","0","1","1","3","3","12","0","0","-"
"228","Brenden Dillon","S.J, WSH","D","69","148.66666666667","0","1","1","0","1","33.33","4","0.00","0.67","4","4","2","2","2","1","4","2","2","0","0","2","3","3","16","4","14","0","0","-"
"232","Christopher Tanev","VAN","D","69","235.73333333333","0","1","1","0","1","33.33","2","0.00","0.04","2","2","0","0","0","0","0","0","0","0","0","2","13","3","6","5","48","0","0","-"
