"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"110","Tomas Plekanec","MTL","C","82","1233.6333333333","16","24","16","8","40","76.92","194","8.25","14.51","301","247","149","45","12","16","40","16","15","0","1","15","35","24","43","64","47","634","611","50.92"
"156","Alexander Steen","STL","L","74","1105.1666666667","16","24","17","7","40","67.80","153","10.46","14.01","273","213","157","60","5","14","31","14","13","1","0","25","22","30","30","102","18","153","167","47.81"
"279","Bobby Ryan","OTT","R","78","1108.4333333333","14","26","14","12","40","72.73","163","8.59","12.61","276","208","147","62","8","13","24","12","12","0","0","18","35","57","99","97","30","3","7","30.00"
"480","Derek Stepan","NYR","C","68","946.53333333333","11","29","20","9","40","80.00","117","9.40","9.42","194","152","105","40","7","9","20","10","10","0","0","8","25","34","34","64","23","418","544","43.45"
"31","Martin St. Louis","NYR","R","74","1078.85","16","23","14","9","39","69.64","104","15.38","11.65","166","138","112","65","4","8","18","9","9","0","0","16","32","38","13","63","37","42","51","45.16"
"189","Patrice Bergeron","BOS","C","81","1138.7666666667","18","21","15","6","39","79.59","185","9.73","16.34","318","239","177","77","8","17","42","20","20","0","0","14","21","40","46","84","48","863","562","60.56"
"210","Joe Pavelski","S.J","C","82","1255.2","18","21","12","9","39","62.90","168","10.71","18.15","305","244","190","86","9","14","29","12","11","1","0","27","46","50","92","66","69","452","363","55.46"
"284","Anze Kopitar","L.A","C","79","1172.7666666667","9","30","20","10","39","76.47","105","8.57","10.1","193","148","108","44","5","10","8","4","4","0","0","19","31","27","96","93","37","569","522","52.15"
"405","P.K. Subban","MTL","D","82","1668.9166666667","7","32","12","20","39","46.43","100","7.00","3.14","256","159","40","5","9","10","62","31","31","0","0","22","88","22","86","147","114","0","0","-"
"643","Kevin Hayes","NYR","C","79","945.88333333333","15","24","23","1","39","86.67","102","14.71","10.63","165","132","114","62","4","13","22","10","10","0","0","7","36","40","57","71","28","238","406","36.96"
"672","Brendan Gallagher","MTL","R","82","1157.0666666667","21","18","15","3","39","68.42","212","9.91","22.85","392","277","205","91","12","36","29","13","12","1","0","19","16","39","47","134","49","32","46","41.03"
"65","Henrik Zetterberg","DET","L","77","1215.55","13","25","15","10","38","69.09","180","7.22","13.61","310","240","164","54","6","13","24","12","12","0","0","15","19","33","53","84","26","436","429","50.40"
"256","Ryan Callahan","T.B","R","77","1119.1166666667","14","24","17","7","38","69.09","154","9.09","12.38","245","189","146","73","7","15","37","17","16","1","0","20","21","40","182","94","44","10","9","52.63"
"469","John Carlson","WSH","D","82","1504.8666666667","8","30","15","15","38","52.78","154","5.19","7.22","308","218","80","15","9","18","26","13","13","0","0","5","76","33","68","98","144","0","0","-"
"554","Chris Kreider","NYR","L","80","1106.35","14","24","16","8","38","67.86","156","8.97","16.59","263","221","157","87","13","9","86","28","22","4","2","26","41","25","153","78","17","8","8","50.00"
"621","Tyler Toffoli","L.A","C","76","924","15","23","15","8","38","70.37","165","9.09","14.06","291","224","135","57","11","21","18","9","9","0","0","12","24","30","80","82","9","4","2","66.67"
"167","Eric Staal","CAR","C","77","1241.1166666667","16","21","10","11","37","86.05","205","7.80","22.87","367","293","202","93","11","32","39","17","16","1","0","22","40","37","64","123","27","259","266","49.33"
"322","David Desharnais","MTL","C","82","1216.45","12","25","13","12","37","58.73","81","14.81","9.97","153","109","96","58","12","11","18","9","9","0","0","15","14","26","41","84","49","512","489","51.15"
"331","Brad Marchand","BOS","L","77","1118.6","20","17","13","4","37","71.15","161","12.42","13.4","283","221","161","53","14","13","77","36","35","1","0","28","41","41","64","114","20","7","13","35.00"
"459","Josh Bailey","NYI","R","70","1047.65","13","24","14","10","37","67.27","128","10.16","12.05","241","170","141","67","13","11","10","5","5","0","0","10","42","50","65","74","35","25","26","49.02"
"472","Roman Josi","NSH","D","81","1694.9","12","25","12","13","37","46.84","154","7.79","6.53","298","200","84","13","4","18","24","12","12","0","0","17","31","20","49","122","167","0","1","0.00"
"560","Tomas Tatar","DET","L","82","1127.6","20","17","10","7","37","75.51","158","12.66","16.32","321","238","181","74","8","10","24","12","12","0","0","20","30","23","88","81","18","6","5","54.55"
"562","Tyson Barrie","COL","D","80","1453.8166666667","10","27","12","15","37","47.44","102","9.80","5.68","218","141","68","16","4","8","24","12","12","0","0","9","42","37","74","133","88","0","0","-"
"1","Jaromir Jagr","FLA, N.J","R","77","1170.25","13","23","16","7","36","75.00","141","9.22","13.95","251","192","172","63","7","17","44","22","22","0","0","16","38","36","30","92","14","1","0","100.00"
"93","Jason Spezza","DAL","C","82","1107.05","13","23","11","12","36","64.29","155","8.39","15.54","312","239","145","61","10","26","24","12","12","0","0","14","56","46","16","60","24","549","480","53.35"
"180","Brent Burns","S.J","D","82","1524.9166666667","10","26","15","11","36","52.17","170","5.88","8.14","427","278","82","19","6","29","59","27","26","1","0","14","75","35","128","89","107","0","0","-"
"241","Carl Soderberg","BOS","C","82","1211.1833333333","8","28","16","12","36","67.92","128","6.25","10.97","262","176","133","58","9","14","24","12","12","0","0","11","25","32","75","101","36","344","375","47.84"
"318","Patric Hornqvist","PIT","R","64","914.96666666667","19","17","10","7","36","65.45","162","11.73","17.42","288","221","151","83","11","11","28","13","13","0","0","21","7","30","79","137","32","1","5","16.67"
"342","Milan Lucic","BOS","L","81","1173.65","16","20","14","6","36","64.29","130","12.31","13.24","249","194","129","61","13","8","79","23","17","3","3","16","41","31","243","119","23","14","15","48.28"
"348","Claude Giroux","PHI","C","81","1336.1166666667","11","25","13","12","36","65.45","213","5.16","15.41","387","278","188","53","8","14","32","15","15","0","0","18","28","38","104","71","27","791","626","55.82"
"399","James van Riemsdyk","TOR","L","82","1221.9833333333","17","19","16","3","36","80.00","190","8.95","17.41","313","251","179","73","11","16","39","18","17","1","0","17","22","42","70","91","27","12","17","41.38"
"463","Erik Karlsson","OTT","D","82","1795.3166666667","15","21","11","10","36","40.91","197","7.61","8.9","442","289","116","13","8","11","40","20","20","0","0","18","85","54","85","127","84","0","0","-"
"756","Mark Scheifele","WPG","C","82","1282.4333333333","12","24","11","13","36","60.00","138","8.70","14.11","251","191","158","73","4","8","22","11","11","0","0","33","37","49","97","148","58","400","551","42.06"
"121","Jussi Jokinen","FLA","L","81","1034.1666666667","6","29","16","13","35","77.78","96","6.25","6.64","158","123","81","23","7","7","24","12","12","0","0","12","21","22","43","63","34","83","92","47.43"
"128","Dennis Wideman","CGY","D","80","1613.7","9","26","8","18","35","45.45","102","8.82","4.8","263","157","69","10","9","7","26","13","13","0","0","21","81","44","86","158","173","0","0","-"
"168","Thomas Vanek","MIN","L","80","1055.5","16","19","15","4","35","79.55","118","13.56","10.67","205","153","123","51","7","12","29","13","12","1","0","5","37","25","31","40","13","7","5","58.33"
"187","Loui Eriksson","BOS","L","81","1172.4","16","19","12","7","35","71.43","120","13.33","12.56","196","167","121","64","7","13","14","7","7","0","0","10","20","36","28","106","19","3","8","27.27"
"357","Phil Kessel","TOR","R","82","1237.6833333333","16","19","9","10","35","74.47","204","7.84","14.35","360","270","165","51","16","12","26","13","13","0","0","11","48","33","18","47","12","1","2","33.33"
"456","Colin Wilson","NSH","C, L","77","1056.15","17","18","14","4","35","67.31","144","11.81","15.1","239","182","154","76","14","13","22","11","11","0","0","11","28","26","49","95","33","67","95","41.36"
"484","Jori Lehtera","STL","C","75","1011.95","11","24","17","7","35","62.50","80","13.75","6.78","144","104","99","37","4","2","42","21","21","0","0","11","16","39","42","83","33","451","442","50.50"
"576","Craig Smith","NSH","R","82","1087.5833333333","17","18","8","10","35","57.38","207","8.21","17.43","349","278","193","83","13","26","38","18","18","0","0","18","43","39","76","66","17","8","10","44.44"
"597","Anders Lee","NYI","L","76","923.38333333333","20","15","8","7","35","66.04","165","12.12","19.16","255","218","177","109","16","10","29","13","12","1","0","12","17","22","162","126","27","1","0","100.00"
"385","Alex Killorn","T.B","L","71","998.55","13","21","12","9","34","66.67","112","11.61","11.65","191","153","118","56","3","12","30","15","15","0","0","21","34","27","57","104","20","32","42","43.24"
"393","Nick Bonino","VAN","C","75","981.01666666667","14","20","13","7","34","75.56","118","11.86","12.41","198","161","129","65","2","16","20","10","10","0","0","11","20","46","29","69","67","457","492","48.16"
"453","Alex Pietrangelo","STL","D","81","1611.4333333333","6","28","10","18","34","48.57","149","4.03","8.03","293","221","85","16","6","22","24","12","12","0","0","16","28","21","62","175","121","0","0","-"
"792","Alex Galchenyuk","MTL","C","80","1131.1166666667","17","17","12","5","34","66.67","132","12.88","13.31","242","184","145","71","4","10","35","16","15","1","0","23","27","24","91","111","44","69","79","46.62"
"21","Patrick Marleau","S.J","C, L","82","1222.2166666667","12","21","12","9","33","66.00","156","7.69","15.98","266","200","150","69","9","15","10","5","5","0","0","10","55","32","79","71","19","139","152","47.77"
"95","Mikko Koivu","MIN","C","80","1172","10","23","12","11","33","63.46","117","8.55","10.83","214","166","99","41","2","8","34","17","17","0","0","6","16","52","36","50","36","721","589","55.04"
"223","Mark Giordano","CGY","D","61","1211.05","8","25","11","14","33","56.90","103","7.77","5.14","250","156","59","9","5","9","33","15","14","1","0","16","38","28","53","98","108","0","0","-"
"230","Drew Stafford","BUF, WPG","R","76","1043.1","14","19","10","9","33","86.84","107","13.08","9.44","174","140","77","48","8","11","45","17","15","1","1","17","15","19","76","68","12","56","46","54.90"
"268","Daniel Winnik","PIT, TOR","L","79","1051.75","9","24","17","7","33","70.21","91","9.89","8.44","159","130","86","38","5","7","25","11","10","1","0","16","23","33","122","137","48","56","60","48.28"
"292","James Neal","NSH","L, R","67","1017.3333333333","20","13","8","5","33","57.89","190","10.53","16.2","378","271","188","59","8","20","50","20","19","0","1","21","22","35","68","51","28","6","7","46.15"
"329","Bryan Little","WPG","C","70","1027.35","14","19","9","10","33","73.33","99","14.14","11.09","183","137","121","53","4","12","20","10","10","0","0","17","15","20","51","48","19","576","592","49.32"
"336","Kyle Okposo","NYI","R","60","944.75","12","21","14","7","33","80.49","152","7.89","13.85","267","208","158","64","10","13","12","6","6","0","0","16","37","27","52","89","23","55","56","49.55"
"436","Carl Hagelin","NYR","L","82","1081.1","16","17","9","8","33","62.26","166","9.64","17.18","291","232","148","74","4","14","42","20","20","0","0","16","36","38","84","89","25","3","7","30.00"
"182","Ryan Kesler","ANA","C","81","1197.2333333333","13","19","9","10","32","64.00","138","9.42","14.08","258","199","151","67","10","13","58","22","19","2","1","21","22","39","155","107","42","696","516","57.43"
"360","Michael Frolik","WPG","R","82","1170.4","13","19","11","8","32","66.67","175","7.43","14.91","323","237","161","59","8","18","12","6","6","0","0","13","27","48","58","125","34","12","17","41.38"
"419","David Perron","EDM, PIT","L","81","1188.7","14","18","9","9","32","72.73","157","8.92","14.3","262","198","153","61","10","5","44","22","22","0","0","25","27","34","161","122","21","2","8","20.00"
"488","Lance Bouma","CGY","C","78","950.2","16","16","11","5","32","71.11","99","16.16","11.72","168","142","106","55","5","9","50","15","10","4","1","21","24","14","262","106","62","29","36","44.62"
"523","Marcus Johansson","WSH","L","82","1105.65","17","15","7","8","32","69.57","116","14.66","11.1","215","159","126","50","5","9","8","4","4","0","0","15","19","27","66","104","18","6","8","42.86"
"536","Jakob Silfverberg","ANA","R","81","1080.7833333333","10","22","13","9","32","68.09","165","6.06","14.26","300","235","151","59","14","18","24","11","11","0","0","13","16","32","40","94","29","13","16","44.83"
"580","Cody Eakin","DAL","C","78","1084.4833333333","14","18","4","14","32","60.38","119","11.76","12.23","229","173","153","61","7","9","22","11","11","0","0","14","33","55","56","70","48","558","525","51.52"
"631","Charlie Coyle","MIN","C","82","1083.65","10","22","12","10","32","59.26","104","9.62","11.33","191","152","115","57","6","18","30","15","15","0","0","21","18","24","135","60","52","313","355","46.86"
"755","Mika Zibanejad","OTT","C","80","1075.9333333333","16","16","12","4","32","66.67","114","14.04","11.86","217","166","121","56","9","15","18","9","9","0","0","20","21","31","143","78","26","509","528","49.08"
"132","Valtteri Filppula","T.B","C","82","1181.3333333333","10","21","11","10","31","68.89","73","13.70","7.81","121","92","78","34","5","7","24","12","12","0","0","20","17","42","20","69","26","472","447","51.36"
"157","Chris Higgins","VAN","L","77","949.76666666667","9","22","14","8","31","65.96","130","6.92","11.15","223","178","139","58","8","15","14","7","7","0","0","13","14","22","69","46","24","1","2","33.33"
"178","Eric Fehr","WSH","C","75","995.03333333333","17","14","9","5","31","72.09","131","12.98","14.03","226","174","143","66","11","12","14","7","7","0","0","15","17","40","83","68","42","414","383","51.94"
"277","Paul Stastny","STL","C","74","1063.7833333333","9","22","15","7","31","64.58","111","8.11","13.56","182","156","128","68","6","13","38","19","19","0","0","9","7","24","20","38","24","561","412","57.66"
"544","Nazem Kadri","TOR","C","73","1092.5","14","17","9","8","31","62.00","142","9.86","14.26","266","199","163","68","17","5","26","13","13","0","0","36","37","42","114","151","21","483","537","47.35"
"641","Nick Bjugstad","FLA","C","72","989.33333333333","17","14","5","9","31","77.50","164","10.37","14.49","255","211","147","58","13","11","34","17","17","0","0","19","23","21","139","77","25","391","433","47.45"
"655","Taylor Hall","EDM","L","53","871.76666666667","10","21","13","8","31","70.45","114","8.77","11.46","230","161","119","44","10","10","36","17","17","0","0","13","48","29","61","126","35","44","50","46.81"
"662","Mikael Granlund","MIN","C, R","68","1041.95","8","23","12","11","31","55.36","81","9.88","6.43","162","115","77","25","2","6","20","10","10","0","0","12","20","34","47","87","44","418","454","47.94"
"846","Nathan MacKinnon","COL","C","64","929.9","11","20","13","7","31","75.61","169","6.51","13.92","278","223","146","59","11","21","32","13","11","2","0","27","28","44","40","71","41","169","201","45.68"
"45","Brad Richards","CHI","C","76","975.55","10","20","10","10","30","61.22","166","6.02","10.47","258","212","110","39","8","8","10","5","5","0","0","8","27","20","31","41","27","378","396","48.84"
"216","Matt Moulson","BUF","L","77","1136.3666666667","10","20","12","8","30","73.17","119","8.40","11.94","201","161","124","65","8","14","0","0","0","0","0","6","16","25","32","30","48","7","7","50.00"
"240","Blake Comeau","PIT","L","61","856.43333333333","16","14","9","5","30","76.92","135","11.85","12.4","246","176","115","52","6","20","63","26","24","1","1","13","17","16","183","81","10","4","2","66.67"
"271","Jannik Hansen","VAN","R","81","988.23333333333","15","15","11","4","30","73.17","127","11.81","12.45","225","175","105","41","12","7","27","12","11","1","0","16","15","37","72","50","26","1","3","25.00"
"295","Justin Abdelkader","DET","L","71","1005.9166666667","15","15","10","5","30","62.50","113","13.27","11.14","180","147","113","58","10","5","60","27","25","2","0","31","25","13","143","116","20","5","7","41.67"
"495","Gustav Nyquist","DET","R","82","1117.2","13","17","12","5","30","68.18","146","8.90","11.64","265","190","134","41","9","9","24","12","12","0","0","27","21","33","43","72","30","1","7","12.50"
"46","Erik Cole","DAL, DET","L","68","840.13333333333","17","12","9","3","29","70.73","106","16.04","10.12","179","139","116","58","3","14","10","5","5","0","0","18","27","23","126","80","20","4","7","36.36"
"71","Marian Gaborik","L.A","R","69","972.75","16","13","8","5","29","59.18","134","11.94","15.68","227","180","137","62","11","13","14","7","7","0","0","7","36","17","38","68","5","1","0","100.00"
"76","Brad Boyes","FLA","R","78","1059.3166666667","9","20","16","4","29","61.70","124","7.26","11.94","216","179","122","48","12","9","16","8","8","0","0","5","25","38","57","74","37","65","65","50.00"
"106","Mike Cammalleri","N.J","L","68","1007.9833333333","16","13","5","8","29","74.36","119","13.45","12.14","194","154","118","45","7","7","26","13","13","0","0","9","25","26","29","39","11","99","141","41.25"
"113","Patrick Sharp","CHI","L","68","947.28333333333","8","21","11","10","29","69.05","177","4.52","12.96","299","232","144","58","12","10","33","15","14","1","0","15","22","35","72","107","14","49","47","51.04"
"191","Shea Weber","NSH","D","78","1624.3666666667","9","20","5","15","29","40.85","159","5.66","5.86","319","218","57","5","5","13","66","26","23","2","1","13","43","20","151","57","113","0","0","-"
"257","Kris Versteeg","CHI","R","61","852.06666666667","12","17","12","5","29","70.73","115","10.43","9.04","204","153","104","38","7","4","33","15","14","1","0","18","21","29","31","84","21","14","28","33.33"
"263","Mike Santorelli","NSH, TOR","C","79","1062.6","11","18","9","9","29","64.44","137","8.03","14.87","213","175","129","61","9","10","10","5","5","0","0","10","22","41","53","161","33","72","88","45.00"
"298","Kris Letang","PIT","D","69","1303.6","8","21","9","12","29","45.31","141","5.67","6.93","289","186","69","22","5","16","47","22","21","1","0","20","40","27","102","131","96","0","0","-"
