"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"540","Ryan Donato","MIN","C","62","0.38333333333333","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.03","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","0","0","0","2","-","0","0","0","-"
"613","Jake DeBrusk","BOS","L","65","2.3","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.04","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","2","1","0","3","100.00","2","1","0","100.00"
"621","Dean Kukan","CBJ","D","33","0.61666666666667","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0.01","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","-","-","-","0","0","0","5","-","0","0","0","-"
"659","Alex DeBrincat","CHI","L, R","70","4.3166666666667","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","-","-","-","0","1","1","8","0.00","0","0","1","0.00"
"668","Tim Gettinger","NYR","L","2","0.41666666666667","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.04","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","0.00","-","0.00","0","0","0","2","-","0","0","0","-"
"720","Morgan Frost","PHI","C","20","0.78333333333333","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","0.07","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","1","0","100.00","0","0","-","0","0","-","100.00","-","1.00","1","0","0","3","100.00","1","1","0","100.00"
"731","Alexandre Texier","CBJ","C","36","2.1833333333333","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0.01","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","-","-","-","0","3","0","5","-","0","3","0","-"
"748","Eric Robinson","CBJ","L","50","2.5166666666667","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.09","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","0.00","-","0.00","0","0","0","3","-","0","0","0","-"
"755","Filip Zadina","DET","R","28","0.63333333333333","3","0","100.00","3","0","100.00","3","0","100.00","0","0","-","0.1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","2","0","100.00","0","0","-","0.00","-","0.00","0","0","0","1","-","0","0","0","-"
"757","Andrei Svechnikov","CAR","R","68","1.25","2","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0.07","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","1","0","0","4","100.00","1","0","0","100.00"
"332","Jonathan Huberdeau","FLA","C, L","69","3.3","5","1","83.33","3","1","75.00","2","1","66.67","0","0","-","0.3","0.11","73.81","3","1","75.00","3","1","75.00","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","100.00","1.000","3","0","1","4","75.00","4","1","3","57.14"
"180","Mike Hoffman","FLA","C, L","69","2.55","4","1","80.00","2","1","66.67","2","0","100.00","0","0","-","0.21","0.03","86.83","2","0","100.00","0","0","-","0","0","-","2","0","100.00","0","0","-","1","1","50.00","0","0","-","0.00","-","0.00","0","0","1","5","0.00","0","0","1","0.00"
"589","Travis Konecny","PHI","C, R","66","3.2833333333333","3","1","75.00","2","1","66.67","1","1","50.00","0","1","0.00","0.1","0.67","13.04","2","1","66.67","0","0","-","0","0","-","2","1","66.67","0","1","0.00","1","0","100.00","0","0","-","0.00","0.00","0.000","0","0","1","6","0.00","0","0","2","0.00"
"29","Corey Perry","DAL","R","57","1","2","1","66.67","1","1","50.00","0","0","-","0","0","-","0.07","0.12","38.02","1","1","50.00","0","1","0.00","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","-","-","-","0","1","0","3","-","0","1","0","-"
"39","Evgeni Malkin","PIT","C","55","3.6666666666667","2","1","66.67","2","0","100.00","2","0","100.00","0","0","-","0.04","0","100.00","1","1","50.00","0","0","-","0","0","-","1","1","50.00","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","2","0","0","11","100.00","2","0","0","100.00"
"41","Alexander Radulov","DAL","R","60","1.2666666666667","2","1","66.67","2","1","66.67","1","1","50.00","0","0","-","0.16","0.11","60.44","2","1","66.67","1","0","100.00","0","0","-","1","1","50.00","0","0","-","0","0","-","0","0","-","0.00","100.00","1.000","0","0","0","6","-","0","0","0","-"
"197","Zack Kassian","EDM","R","59","3.8166666666667","2","1","66.67","2","0","100.00","2","0","100.00","0","0","-","0.14","0","100.00","2","0","100.00","1","0","100.00","0","0","-","1","0","100.00","0","0","-","0","1","0.00","0","0","-","0.00","-","0.00","0","0","0","6","-","1","0","0","100.00"
"527","David Pastrnak","BOS","R","70","1.9833333333333","4","2","66.67","3","0","100.00","1","0","100.00","0","0","-","0.08","0","100.00","1","1","50.00","0","1","0.00","0","0","-","1","0","100.00","0","0","-","2","1","66.67","0","0","-","0.00","-","0.00","2","1","0","5","100.00","2","0","2","50.00"
"660","Patrik Laine","WPG","R","68","0.73333333333333","2","1","66.67","1","1","50.00","1","1","50.00","0","0","-","0.12","0.05","69.43","1","1","50.00","1","0","100.00","0","0","-","0","1","0.00","0","0","-","1","0","100.00","0","0","-","0.00","100.00","1.000","1","3","0","0","-","0","3","0","-"
"780","Jack Hughes","N.J","C","61","2.5666666666667","2","1","66.67","0","0","-","0","0","-","0","0","-","0","0","-","1","1","50.00","0","0","-","0","0","-","1","1","50.00","0","0","-","1","0","100.00","0","0","-","-","-","-","0","0","0","9","-","1","0","0","100.00"
"482","Max Domi","MTL","C","71","4.4","3","2","60.00","2","2","50.00","2","2","50.00","0","0","-","0.21","0.1","68.20","1","1","50.00","1","1","50.00","0","0","-","0","0","-","0","0","-","2","0","100.00","0","0","-","0.00","100.00","1.000","1","2","5","8","16.67","1","4","5","16.67"
"506","Sam Reinhart","BUF","C","69","3.3666666666667","3","2","60.00","2","2","50.00","1","2","33.33","0","0","-","0.13","0.12","51.84","1","1","50.00","1","0","100.00","0","0","-","0","1","0.00","0","0","-","2","1","66.67","0","0","-","0.00","100.00","1.000","2","0","1","9","66.67","2","0","2","50.00"
"190","Matt Duchene","NSH","C","66","3.8","5","4","55.56","2","4","33.33","2","3","40.00","0","1","0.00","0.3","0.89","25.00","3","3","50.00","1","0","100.00","0","0","-","2","3","40.00","0","1","0.00","2","1","66.67","0","0","-","0.00","66.67","0.667","1","1","1","5","50.00","1","3","1","50.00"
"83","Milan Lucic","CGY","L","68","0.95","2","2","50.00","2","2","50.00","2","2","50.00","0","0","-","0.04","0.13","25.13","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","2","1","66.67","0","0","-","0.00","100.00","1.000","0","0","0","2","-","1","0","0","100.00"
"102","Steven Kampfer","BOS","D","10","3.2666666666667","2","2","50.00","2","2","50.00","2","1","66.67","0","0","-","0.06","0.15","28.78","1","1","50.00","0","0","-","0","0","-","1","1","50.00","0","0","-","0","1","0.00","0","0","-","0.00","100.00","1.000","0","1","2","7","0.00","0","1","2","0.00"
"126","Max Pacioretty","VGK","L","71","3.1","2","2","50.00","1","2","33.33","1","2","33.33","0","0","-","0.06","0.08","40.03","2","0","100.00","0","0","-","0","0","-","2","0","100.00","0","0","-","0","2","0.00","0","0","-","0.00","100.00","1.000","1","0","2","8","33.33","2","0","2","50.00"
"148","Jake Gardiner","CAR","D","68","3.7","2","2","50.00","2","1","66.67","1","1","50.00","0","0","-","0.54","0.03","94.17","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","2","0.00","0","0","-","0.00","100.00","1.000","1","1","1","12","50.00","1","2","1","50.00"
"186","Alex Chiasson","EDM","R","65","1.8833333333333","1","1","50.00","0","1","0.00","0","1","0.00","0","0","-","0","0.01","0.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","4","-","0","0","0","-"
"280","Brendan Gallagher","MTL","R","59","4.9833333333333","1","1","50.00","1","1","50.00","1","0","100.00","0","0","-","0.02","0.12","12.43","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","2","4","3","11","40.00","3","5","3","50.00"
"298","Johnny Gaudreau","CGY","L","70","2.3666666666667","1","1","50.00","0","1","0.00","0","0","-","0","0","-","0","0.01","0.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","1","0.00","0","0","-","-","-","-","1","1","1","6","50.00","1","1","1","50.00"
"308","Steven Fogarty","NYR","C","7","2.35","1","1","50.00","1","0","100.00","1","0","100.00","0","0","-","0","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","0.00","-","0.00","0","0","0","4","-","0","0","0","-"
"329","Nikita Kucherov","T.B","R","68","2.8","2","2","50.00","1","2","33.33","1","1","50.00","0","0","-","0.15","0.09","62.16","1","1","50.00","1","1","50.00","0","0","-","0","0","-","0","0","-","1","1","50.00","0","0","-","0.00","100.00","1.000","0","4","0","5","-","0","5","1","0.00"
"351","Jonathan Marchessault","VGK","C","66","2.15","1","1","50.00","0","1","0.00","0","0","-","0","0","-","0","0.08","0.00","1","1","50.00","0","0","-","0","0","-","1","1","50.00","0","0","-","0","0","-","0","0","-","-","-","-","1","0","1","6","50.00","1","0","2","33.33"
"353","Brad Hunt","MIN","D","59","3.85","2","2","50.00","2","1","66.67","1","0","100.00","0","0","-","0.13","0.13","50.90","1","1","50.00","0","1","0.00","0","0","-","1","0","100.00","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","1","1","1","8","50.00","2","1","2","50.00"
"419","Nikita Gusev","N.J","L","66","1.5666666666667","1","1","50.00","1","1","50.00","1","1","50.00","0","0","-","0.06","0.06","50.99","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","1","0.00","0","0","-","0.00","100.00","1.000","0","0","0","2","-","0","0","0","-"
"440","Luke Johnson","MIN","C","3","1.2666666666667","2","2","50.00","1","2","33.33","0","1","0.00","0","0","-","0.01","0.2","6.27","0","2","0.00","0","1","0.00","0","0","-","0","1","0.00","0","0","-","2","0","100.00","0","0","-","-","100.00","1.00","1","0","0","0","100.00","1","0","0","100.00"
"459","Adam Erne","DET","L","56","2.55","2","2","50.00","2","2","50.00","2","1","66.67","0","0","-","0.05","0.21","17.64","0","2","0.00","0","1","0.00","0","0","-","0","1","0.00","0","0","-","2","0","100.00","0","0","-","0.00","100.00","1.000","1","1","0","4","100.00","1","1","0","100.00"
"477","Sean Monahan","CGY","C","70","2.9833333333333","2","2","50.00","2","2","50.00","1","1","50.00","0","1","0.00","0.09","0.05","61.99","1","1","50.00","0","0","-","0","0","-","1","1","50.00","0","1","0.00","1","1","50.00","0","0","-","0.00","0.00","0.000","1","1","2","16","33.33","1","1","2","33.33"
"515","Kevin Fiala","MIN","L","64","4.2666666666667","2","2","50.00","1","1","50.00","0","1","0.00","0","0","-","0.02","0.16","11.54","1","2","33.33","0","0","-","0","0","-","1","2","33.33","0","0","-","1","0","100.00","0","0","-","-","100.00","1.00","1","0","0","11","100.00","1","0","1","50.00"
"543","Brayden Point","T.B","C","66","5.0166666666667","2","2","50.00","2","2","50.00","2","2","50.00","0","0","-","0.15","0.08","65.12","1","1","50.00","1","0","100.00","0","0","-","0","1","0.00","0","0","-","0","1","0.00","0","0","-","0.00","100.00","1.000","1","1","5","19","16.67","1","5","6","14.29"
"590","Dylan Strome","CHI","C","58","2.8666666666667","1","1","50.00","0","1","0.00","0","1","0.00","0","0","-","0","0.09","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","1","0","100.00","0","0","-","-","100.00","1.00","1","1","1","9","50.00","1","0","1","50.00"
"651","Auston Matthews","TOR","C","70","5.4833333333333","1","1","50.00","1","1","50.00","1","0","100.00","0","0","-","0.06","0.01","86.56","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0.00","-","0.00","2","0","1","21","66.67","3","0","1","75.00"
"709","Morgan Geekie","CAR","C","2","1.3666666666667","2","2","50.00","2","1","66.67","2","1","66.67","0","0","-","0.11","0.12","47.52","1","1","50.00","0","1","0.00","0","0","-","1","0","100.00","0","0","-","0","1","0.00","0","0","-","0.00","100.00","1.000","0","0","0","4","-","0","1","0","-"
"724","Martin Necas","CAR","C","64","2.35","1","1","50.00","1","1","50.00","1","1","50.00","0","0","-","0","0.08","3.95","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0.00","100.00","1.000","0","1","1","4","-","0","1","0","-"
"725","Timothy Liljegren","TOR","D","11","6.9666666666667","3","3","50.00","3","1","75.00","3","0","100.00","0","0","-","0.47","0.11","81.69","3","1","75.00","3","1","75.00","0","0","-","0","0","-","0","0","-","0","2","0.00","0","0","-","0.00","-","0.00","0","1","2","8","0.00","1","2","2","33.33"
"737","Calle Rosen","COL, TOR","D","12","0.73333333333333","1","1","50.00","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","1","0.00","0","0","-","-","-","-","0","0","0","4","-","0","0","0","-"
"753","Brady Tkachuk","OTT","L","71","5.0833333333333","3","3","50.00","2","3","40.00","1","3","25.00","0","3","0.00","0.03","1.42","2.03","1","2","33.33","1","0","100.00","0","0","-","0","2","0.00","0","2","0.00","0","1","0.00","0","1","0.00","0.00","0.00","0.000","1","1","6","12","14.29","1","1","7","12.50"
"768","Juuso Riikola","PIT","D","36","3.2166666666667","2","2","50.00","2","2","50.00","2","0","100.00","0","0","-","0.06","0.07","49.27","2","0","100.00","0","0","-","0","0","-","2","0","100.00","0","0","-","0","2","0.00","0","0","-","0.00","-","0.00","0","1","0","9","-","0","1","0","-"
"155","Justin Schultz","PIT","D","46","8.2833333333333","5","6","45.45","5","4","55.56","3","4","42.86","0","1","0.00","0.63","0.45","58.23","5","2","71.43","3","0","100.00","0","0","-","2","2","50.00","0","0","-","0","2","0.00","0","0","-","0.00","75.00","0.750","1","0","2","18","33.33","1","0","3","25.00"
"681","Dennis Cholowski","DET","D","36","6.5333333333333","5","6","45.45","4","4","50.00","3","3","50.00","0","1","0.00","0.23","1.04","17.85","3","3","50.00","1","1","50.00","0","0","-","2","2","50.00","0","1","0.00","2","2","50.00","0","0","-","0.00","66.67","0.667","1","1","1","12","50.00","1","1","1","50.00"
"762","Rasmus Sandin","TOR","D","28","8.95","8","10","44.44","6","8","42.86","4","5","44.44","0","0","-","0.4","0.74","35.20","3","7","30.00","3","3","50.00","0","0","-","0","4","0.00","0","0","-","2","3","40.00","0","0","-","0.00","100.00","1.000","0","0","0","17","-","0","0","0","-"
"620","Artemi Panarin","NYR","C, L","69","5.05","3","4","42.86","3","1","75.00","2","1","66.67","0","0","-","0.08","0.06","55.36","1","2","33.33","0","0","-","0","0","-","1","2","33.33","0","0","-","2","0","100.00","0","0","-","0.00","100.00","1.000","1","2","1","10","50.00","2","4","2","50.00"
"682","Samuel Girard","COL","D","70","9.1166666666667","3","4","42.86","3","4","42.86","3","4","42.86","0","0","-","0.19","0.25","43.80","1","1","50.00","1","1","50.00","0","0","-","0","0","-","0","0","-","0","2","0.00","0","0","-","0.00","100.00","1.000","1","3","2","26","33.33","1","3","3","25.00"
"683","Pierre-Luc Dubois","CBJ","C, L","70","9.1166666666667","3","4","42.86","1","4","20.00","1","4","20.00","0","0","-","0.11","0.6","15.65","1","3","25.00","1","2","33.33","0","0","-","0","1","0.00","0","0","-","2","1","66.67","0","0","-","0.00","100.00","1.000","0","3","3","26","0.00","1","5","3","25.00"
"118","David Perron","STL","L","71","4.1666666666667","5","7","41.67","4","5","44.44","3","5","37.50","0","1","0.00","0.09","1.05","7.64","1","3","25.00","0","3","0.00","0","1","0.00","1","0","100.00","0","0","-","2","2","50.00","0","0","-","0.00","80.00","0.800","1","2","0","5","100.00","1","2","0","100.00"
"80","Kyle Okposo","BUF","R","52","5.05","4","6","40.00","4","4","50.00","4","3","57.14","1","1","50.00","0.57","0.38","60.01","3","3","50.00","2","1","66.67","1","1","50.00","1","2","33.33","0","0","-","1","3","25.00","0","0","-","25.00","66.67","0.917","0","0","1","8","0.00","0","0","2","0.00"
"100","Karl Alzner","MTL","D","4","2.7166666666667","2","3","40.00","2","3","40.00","2","3","40.00","0","0","-","0.12","0.07","61.23","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","1","2","33.33","0","0","-","0.00","100.00","1.000","0","0","2","1","0.00","0","0","2","0.00"
"451","Miles Wood","N.J","L","68","6","2","3","40.00","1","2","33.33","1","1","50.00","0","1","0.00","0.06","0.12","33.98","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","1","0.00","1","2","33.33","0","0","-","0.00","0.00","0.000","0","1","1","11","0.00","0","1","1","0.00"
"592","Brock Boeser","VAN","R","57","2.1833333333333","2","3","40.00","1","3","25.00","1","2","33.33","0","0","-","0.08","0.11","43.10","2","1","66.67","0","0","-","0","0","-","2","1","66.67","0","0","-","0","2","0.00","0","0","-","0.00","100.00","1.000","0","0","1","4","0.00","0","0","1","0.00"
"314","Mike Reilly","MTL, OTT","D","44","15.75","9","14","39.13","8","13","38.10","4","11","26.67","2","5","28.57","0.69","1.84","27.20","7","9","43.75","5","4","55.56","1","2","33.33","2","5","28.57","0","3","0.00","1","5","16.67","1","0","100.00","50.00","54.55","1.045","0","0","8","24","0.00","0","1","8","0.00"
"91","Phil Kessel","ARI","C, R","70","4.0833333333333","3","5","37.50","2","5","28.57","1","3","25.00","0","0","-","0.3","0.59","33.57","3","4","42.86","2","3","40.00","0","0","-","1","1","50.00","0","0","-","0","1","0.00","0","0","-","0.00","100.00","1.000","1","0","1","7","50.00","1","0","1","50.00"
"443","John Hayden","N.J","C","43","7.9","3","5","37.50","3","4","42.86","2","3","40.00","0","1","0.00","0.11","0.19","36.42","1","1","50.00","1","0","100.00","0","0","-","0","1","0.00","0","0","-","1","3","25.00","0","1","0.00","0.00","66.67","0.667","1","0","3","12","25.00","2","0","4","33.33"
"472","Nathan MacKinnon","COL","C","69","8.6","3","5","37.50","2","4","33.33","2","3","40.00","0","0","-","0.21","0.21","49.75","2","2","50.00","1","0","100.00","0","0","-","1","2","33.33","0","0","-","1","3","25.00","0","0","-","0.00","100.00","1.000","1","3","2","20","33.33","1","3","2","33.33"
"70","Nathan Gerbe","CBJ","C","30","12.916666666667","5","9","35.71","3","8","27.27","1","4","20.00","0","1","0.00","0.13","0.5","21.21","2","2","50.00","0","1","0.00","0","0","-","2","1","66.67","0","0","-","3","7","30.00","0","1","0.00","0.00","75.00","0.750","1","1","5","17","16.67","2","2","5","28.57"
"388","Devin Shore","ANA, CBJ","C","45","10.95","5","9","35.71","4","8","33.33","2","6","25.00","0","0","-","0.46","0.82","35.93","2","6","25.00","0","3","0.00","0","0","-","2","3","40.00","0","0","-","1","2","33.33","0","0","-","0.00","100.00","1.000","0","8","5","18","0.00","1","6","5","16.67"
"151","Tyler Ennis","EDM, OTT","C, R","70","1.65","1","2","33.33","1","1","50.00","1","0","100.00","0","0","-","0","0.02","11.38","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","2","0.00","0","0","-","0.00","-","0.00","0","0","0","5","-","0","0","0","-"
"156","Aaron Ness","ARI","D","24","4.0166666666667","2","4","33.33","2","3","40.00","2","1","66.67","0","0","-","0.16","0.22","43.03","1","3","25.00","1","1","50.00","0","0","-","0","2","0.00","0","0","-","1","1","50.00","0","0","-","0.00","100.00","1.000","1","0","2","6","33.33","1","0","2","33.33"
"226","Justin Dowling","DAL","C","29","2.3","1","2","33.33","0","2","0.00","0","2","0.00","0","0","-","0","0.08","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","2","0.00","0","0","-","-","100.00","1.00","0","0","0","4","-","0","0","1","0.00"
"282","Kevin Gravel","TOR","D","3","2.2166666666667","1","2","33.33","1","1","50.00","0","1","0.00","0","0","-","0.08","0.16","34.84","1","2","33.33","0","1","0.00","0","0","-","1","1","50.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","2","3","0.00","0","0","2","0.00"
"407","Brett Kulak","MTL","D","56","12.683333333333","6","12","33.33","6","9","40.00","5","7","41.67","0","1","0.00","0.26","0.61","29.81","2","7","22.22","0","3","0.00","0","0","-","2","4","33.33","0","1","0.00","2","5","28.57","0","0","-","0.00","85.71","0.857","2","1","1","22","66.67","4","1","2","66.67"
"431","Dominik Kubalik","CHI","L","68","3.6666666666667","1","2","33.33","1","2","33.33","1","1","50.00","0","0","-","0.02","0.09","18.91","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","2","33.33","0","0","-","0.00","100.00","1.000","1","0","0","7","100.00","1","0","0","100.00"
"513","Nikolaj Ehlers","WPG","L","71","3.0833333333333","1","2","33.33","1","1","50.00","1","1","50.00","1","0","100.00","0.07","0.01","86.16","1","1","50.00","1","0","100.00","1","0","100.00","0","1","0.00","0","0","-","0","1","0.00","0","0","-","100.00","100.00","2.000","1","1","1","9","50.00","2","1","1","66.67"
"521","Alex Tuch","VGK","R","42","5.6166666666667","1","2","33.33","1","1","50.00","1","1","50.00","0","1","0.00","0.01","0.1","5.92","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0.00","0.00","0.000","0","2","1","9","0.00","0","3","1","0.00"
"524","Robby Fabbri","DET, STL","C","61","1.1333333333333","1","2","33.33","0","1","0.00","0","1","0.00","0","1","0.00","0","0.74","0.00","1","1","50.00","0","0","-","0","0","-","1","1","50.00","0","1","0.00","0","0","-","0","0","-","-","0.00","0.00","0","0","0","3","-","0","0","0","-"
"578","Vince Dunn","STL","D","71","3.8833333333333","2","4","33.33","1","4","20.00","1","3","25.00","0","0","-","0.08","0.23","26.80","1","2","33.33","0","0","-","0","0","-","1","2","33.33","0","0","-","1","2","33.33","0","0","-","0.00","100.00","1.000","1","2","2","17","33.33","3","2","2","60.00"
"597","Austin Wagner","L.A","L","65","2.0833333333333","1","2","33.33","1","1","50.00","1","1","50.00","0","0","-","0.1","0.06","63.03","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","0","2","0.00","0","0","-","0.00","100.00","1.000","0","1","0","4","-","0","1","0","-"
"634","Christian Jaros","OTT","D","13","9.8166666666667","7","14","33.33","7","9","43.75","4","6","40.00","0","2","0.00","0.65","0.65","49.99","5","6","45.45","5","1","83.33","0","0","-","0","5","0.00","0","2","0.00","1","6","14.29","0","0","-","0.00","66.67","0.667","1","1","4","13","20.00","3","1","4","42.86"
"721","Max Comtois","ANA","L","29","3.45","2","4","33.33","2","3","40.00","1","3","25.00","0","0","-","0.1","0.3","25.46","1","2","33.33","0","2","0.00","0","0","-","1","0","100.00","0","0","-","1","2","33.33","0","0","-","0.00","100.00","1.000","0","0","0","6","-","0","0","0","-"
"645","Philippe Myers","PHI","D","50","18.2","12","26","31.58","9","16","36.00","8","12","40.00","0","2","0.00","0.89","1.6","35.73","5","14","26.32","3","9","25.00","0","2","0.00","2","5","28.57","0","0","-","3","8","27.27","0","0","-","0.00","83.33","0.833","0","2","10","21","0.00","1","2","12","7.69"
"286","John Klingberg","DAL","D","58","17.816666666667","10","22","31.25","8","16","33.33","6","12","33.33","0","2","0.00","0.33","1.08","23.38","4","7","36.36","1","3","25.00","0","1","0.00","3","4","42.86","0","1","0.00","2","15","11.76","0","0","-","0.00","83.33","0.833","2","2","4","25","33.33","2","3","8","20.00"
