"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"769","Tristan Luneau","ANA","D","7","0.066666666666667","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0.05","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","2","0","100.00","0","0","-","-","-","-","1","0","0","1","100.00","1","0","0","100.00"
"781","Filip Roos","CHI","D","4","0.05","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","1","0","0","1","100.00","1","0","0","100.00"
"785","Connor Bedard","CHI","C","68","3.7833333333333","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","-","-","-","2","1","0","11","100.00","2","1","0","100.00"
"796","Collin Graf","S.J","R","7","0.05","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","0","-","0","0","0","-"
"153","Nick Cousins","FLA","C","69","2.2166666666667","2","1","66.67","1","0","100.00","0","0","-","0","0","-","0.1","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","1","0","4","-","0","1","0","-"
"791","Sam Malinski","COL","D","23","1.8666666666667","2","1","66.67","2","1","66.67","2","1","66.67","0","1","0.00","0.3","0.17","64.12","2","1","66.67","2","1","66.67","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0.00","0.00","0.000","0","0","1","3","0.00","0","0","1","0.00"
"623","Egor Zamula","PHI","D","66","8.4666666666667","10","6","62.50","8","3","72.73","6","2","75.00","4","0","100.00","0.37","0.25","59.38","3","3","50.00","0","1","0.00","0","0","-","3","2","60.00","3","0","100.00","6","4","60.00","1","0","100.00","66.67","100.00","1.667","2","1","2","14","50.00","2","4","2","50.00"
"110","Tyler Toffoli","N.J, WPG","C, R","79","1.4166666666667","1","1","50.00","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","-","-","-","0","1","1","9","0.00","0","1","1","0.00"
"163","Nikita Kucherov","T.B","R","81","3.3833333333333","1","1","50.00","1","1","50.00","0","1","0.00","0","1","0.00","0.06","0.38","14.05","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","-","0.00","0.00","1","0","0","10","100.00","1","0","0","100.00"
"313","Tony DeAngelo","CAR","D","31","3.5","2","2","50.00","1","2","33.33","1","1","50.00","1","0","100.00","0.09","0.04","69.73","2","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","2","0.00","0","0","-","100.00","100.00","2.000","0","0","0","12","-","0","2","0","-"
"373","Tommy Novak","NSH","C","71","1.55","1","1","50.00","1","1","50.00","0","1","0.00","0","0","-","0.01","0.04","24.81","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","0","0","0","16","-","0","0","0","-"
"483","Michael Eyssimont","T.B","C","81","1.6833333333333","1","1","50.00","1","1","50.00","1","1","50.00","0","0","-","0.04","0.05","48.28","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","1","50.00","0","0","-","0.00","100.00","1.000","0","0","0","4","-","0","0","0","-"
"747","Matt Coronato","CGY","R","34","0.53333333333333","1","1","50.00","1","1","50.00","0","0","-","0","0","-","0.04","0.08","35.76","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","1","50.00","0","0","-","-","-","-","0","0","0","2","-","0","0","0","-"
"750","Logan Stankoven","DAL","C","24","0.16666666666667","1","1","50.00","1","1","50.00","1","0","100.00","1","0","100.00","0.09","0.03","73.33","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","1","0.00","0","0","-","100.00","-","1.00","0","0","0","2","-","0","0","0","-"
"281","Josh Morrissey","WPG","D","81","8.5","6","7","46.15","6","6","50.00","5","4","55.56","0","0","-","0.41","0.33","55.08","4","3","57.14","0","0","-","0","0","-","4","3","57.14","0","0","-","4","5","44.44","0","0","-","0.00","100.00","1.000","1","4","4","37","20.00","2","4","4","33.33"
"126","Jeff Skinner","BUF","L","74","4.1166666666667","5","6","45.45","1","5","16.67","0","2","0.00","0","0","-","0.09","1.06","8.00","2","4","33.33","1","0","100.00","0","0","-","1","4","20.00","0","0","-","3","1","75.00","0","0","-","-","100.00","1.00","0","0","1","7","0.00","2","0","1","66.67"
"677","Zac Jones","NYR","D","31","4.0166666666667","4","5","44.44","4","4","50.00","3","2","60.00","0","0","-","0.09","0.66","11.87","1","3","25.00","1","1","50.00","0","0","-","0","2","0.00","0","0","-","1","1","50.00","0","0","-","0.00","100.00","1.000","0","0","0","12","-","0","0","0","-"
"258","Shea Theodore","VGK","D","47","5.6166666666667","3","4","42.86","2","1","66.67","2","1","66.67","0","0","-","0.14","0.04","79.65","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","2","5","28.57","0","0","-","0.00","100.00","1.000","0","0","3","20","0.00","1","0","4","20.00"
"79","Nazem Kadri","CGY","C","82","11.566666666667","8","11","42.11","7","8","46.67","6","3","66.67","0","0","-","0.47","1.21","27.88","3","3","50.00","1","2","33.33","0","0","-","2","1","66.67","0","0","-","3","8","27.27","0","0","-","0.00","100.00","1.000","1","1","8","44","11.11","2","1","8","20.00"
"361","Vince Dunn","SEA","D","59","11.316666666667","7","10","41.18","6","7","46.15","5","4","55.56","2","0","100.00","0.97","0.69","58.38","7","5","58.33","4","1","80.00","2","0","100.00","3","4","42.86","0","0","-","0","4","0.00","0","0","-","40.00","100.00","1.400","1","1","2","31","33.33","1","2","2","33.33"
"92","Craig Smith","DAL","C","75","6.5666666666667","4","6","40.00","2","5","28.57","0","4","0.00","0","0","-","0.07","0.39","16.02","3","1","75.00","0","1","0.00","0","0","-","3","0","100.00","0","0","-","0","5","0.00","0","0","-","-","100.00","1.00","0","1","1","10","0.00","0","1","2","0.00"
"423","Philippe Myers","T.B","D","5","1.8333333333333","2","3","40.00","2","2","50.00","1","1","50.00","0","0","-","0.08","0.07","54.04","1","1","50.00","0","0","-","0","0","-","1","1","50.00","0","0","-","1","2","33.33","0","0","-","0.00","100.00","1.000","0","0","0","3","-","0","0","1","0.00"
"600","Calen Addison","MIN, S.J","D","72","1.55","2","3","40.00","2","3","40.00","2","2","50.00","0","0","-","0.24","0.26","47.69","1","2","33.33","1","1","50.00","0","0","-","0","1","0.00","0","0","-","1","2","33.33","0","0","-","0.00","100.00","1.000","0","1","1","12","0.00","1","1","1","50.00"
"570","Brady Tkachuk","OTT","L","81","5.2333333333333","5","8","38.46","3","6","33.33","3","4","42.86","0","0","-","0.12","1.12","9.51","4","6","40.00","3","3","50.00","0","0","-","1","3","25.00","0","0","-","2","4","33.33","0","0","-","0.00","100.00","1.000","1","1","3","27","25.00","2","1","3","40.00"
"10","Alex Goligoski","MIN","D","36","2.6166666666667","3","5","37.50","3","3","50.00","2","2","50.00","0","0","-","0.33","0.43","43.26","2","3","40.00","2","1","66.67","0","0","-","0","2","0.00","0","0","-","0","2","0.00","0","0","-","0.00","100.00","1.000","0","0","0","7","-","2","0","0","100.00"
"520","Morgan Frost","PHI","C","71","2.05","3","5","37.50","2","3","40.00","1","2","33.33","0","0","-","0.24","0.1","70.48","1","1","50.00","0","0","-","0","0","-","1","1","50.00","0","0","-","2","3","40.00","0","0","-","0.00","100.00","1.000","1","1","0","18","100.00","1","1","0","100.00"
"304","Haydn Fleury","T.B","D","24","23.166666666667","14","24","36.84","10","15","40.00","9","13","40.91","0","4","0.00","0.87","1.23","41.33","6","12","33.33","4","3","57.14","0","1","0.00","2","9","18.18","0","2","0.00","7","16","30.43","0","1","0.00","0.00","69.23","0.692","1","0","8","27","11.11","4","0","9","30.77"
"156","Mike Reilly","FLA, NYI","D","61","4.1666666666667","1","2","33.33","1","2","33.33","1","1","50.00","1","1","50.00","0.05","0.1","34.35","1","0","100.00","0","0","-","0","0","-","1","0","100.00","1","0","100.00","0","2","0.00","0","1","0.00","100.00","0.00","1.000","0","0","0","12","-","0","2","0","-"
"230","Ben Hutton","VGK","D","41","8.2666666666667","5","10","33.33","5","8","38.46","3","5","37.50","1","3","25.00","0.39","0.86","31.05","3","7","30.00","2","5","28.57","0","2","0.00","1","2","33.33","1","1","50.00","2","3","40.00","0","0","-","33.33","40.00","0.733","1","0","1","12","50.00","1","0","2","33.33"
"289","Nathan Walker","STL","L","45","11.116666666667","5","10","33.33","5","6","45.45","5","4","55.56","0","1","0.00","0.16","0.72","18.39","1","5","16.67","0","5","0.00","0","1","0.00","1","0","100.00","0","0","-","2","6","25.00","0","0","-","0.00","75.00","0.750","0","1","2","22","0.00","0","1","3","0.00"
"368","Jansen Harkins","PIT","C","45","4.25","2","4","33.33","2","3","40.00","2","3","40.00","0","0","-","0.26","0.18","59.50","2","2","50.00","1","0","100.00","0","0","-","1","2","33.33","0","0","-","0","2","0.00","0","0","-","0.00","100.00","1.000","0","0","0","7","-","0","0","0","-"
"448","William Lockwood","FLA","R","26","7.15","1","2","33.33","1","0","100.00","1","0","100.00","0","0","-","0.01","0","100.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0","1","0.00","0","0","-","0.00","-","0.00","0","1","0","12","-","0","1","0","-"
"484","Michael Carcone","ARI","L","74","4.8166666666667","3","6","33.33","2","4","33.33","2","3","40.00","1","0","100.00","0.25","0.22","53.58","2","2","50.00","1","0","100.00","1","0","100.00","1","2","33.33","0","0","-","1","6","14.29","0","0","-","50.00","100.00","1.500","0","1","2","10","0.00","0","1","3","0.00"
"485","Dylan Coghlan","CAR","D","1","1.4333333333333","1","2","33.33","1","1","50.00","1","1","50.00","0","0","-","0.05","0.11","33.73","1","1","50.00","0","0","-","0","0","-","1","1","50.00","0","0","-","0","2","0.00","0","0","-","0.00","100.00","1.000","0","0","1","2","0.00","0","0","2","0.00"
"546","Drake Batherson","OTT","R","82","2.9166666666667","1","2","33.33","1","1","50.00","1","1","50.00","0","0","-","0.17","0.05","78.40","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","0","2","0.00","0","0","-","0.00","100.00","1.000","2","0","0","11","100.00","2","0","0","100.00"
"564","Kiefer Sherwood","NSH","L","68","22.9","9","18","33.33","6","13","31.58","5","10","33.33","0","1","0.00","0.19","1.03","15.35","5","11","31.25","0","2","0.00","0","0","-","5","9","35.71","0","0","-","1","8","11.11","0","1","0.00","0.00","90.00","0.900","0","1","1","44","0.00","0","1","2","0.00"
"580","Andrei Svechnikov","CAR","R","59","2.2","1","2","33.33","0","2","0.00","0","2","0.00","0","0","-","0","0.12","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","1","1","50.00","0","0","-","-","100.00","1.00","0","0","0","8","-","0","0","0","-"
"648","Kaapo Kakko","NYR","R","61","1.1","1","2","33.33","1","1","50.00","0","1","0.00","0","0","-","0.05","0.09","33.99","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","1","1","50.00","0","0","-","-","100.00","1.00","0","0","0","3","-","0","0","0","-"
"324","Brandon Montour","FLA","D","66","42.566666666667","20","41","32.79","19","31","38.00","16","23","41.03","1","3","25.00","1.37","2.82","32.75","9","21","30.00","2","7","22.22","0","1","0.00","7","14","33.33","1","1","50.00","4","33","10.81","0","1","0.00","6.25","86.96","0.932","2","2","24","56","7.69","3","6","28","9.68"
"572","Evan Bouchard","EDM","D","81","27.6","14","30","31.82","11","27","28.95","6","22","21.43","1","0","100.00","0.99","1.94","33.88","10","17","37.04","7","7","50.00","1","0","100.00","3","10","23.08","0","0","-","4","19","17.39","0","0","-","16.67","100.00","1.167","0","6","10","59","0.00","1","7","14","6.67"
"692","Dylan Holloway","EDM","L","38","6.4833333333333","5","11","31.25","4","7","36.36","4","7","36.36","0","0","-","0.26","0.39","39.82","3","4","42.86","2","0","100.00","0","0","-","1","4","20.00","0","0","-","1","11","8.33","0","0","-","0.00","100.00","1.000","0","0","4","10","0.00","0","0","4","0.00"
"202","Teuvo Teravainen","CAR","L","76","129.56666666667","50","116","30.12","44","85","34.11","35","64","35.35","7","12","36.84","2.45","8.84","21.67","17","72","19.10","7","37","15.91","3","8","27.27","10","35","22.22","2","1","66.67","20","55","26.67","0","3","0.00","20.00","81.25","1.013","4","6","29","174","12.12","11","10","40","21.57"
"755","Mason McTavish","ANA","C","64","2.9666666666667","3","7","30.00","3","5","37.50","2","2","50.00","2","1","66.67","0.41","0.67","38.03","2","4","33.33","2","4","33.33","2","1","66.67","0","0","-","0","0","-","2","5","28.57","0","0","-","100.00","50.00","1.500","1","1","3","13","25.00","1","1","3","25.00"
"295","Patrick Brown","BOS","C","11","10.05","5","12","29.41","4","9","30.77","3","8","27.27","0","1","0.00","0.51","1.02","33.35","3","7","30.00","1","4","20.00","0","1","0.00","2","3","40.00","0","0","-","2","9","18.18","0","0","-","0.00","87.50","0.875","0","0","8","11","0.00","1","1","8","11.11"
"270","Nathan MacKinnon","COL","C","82","5.7166666666667","2","5","28.57","2","5","28.57","2","5","28.57","0","1","0.00","0.09","0.31","23.46","0","2","0.00","0","1","0.00","0","0","-","0","1","0.00","0","1","0.00","3","4","42.86","0","0","-","0.00","80.00","0.800","1","1","2","40","33.33","1","1","5","16.67"
"757","Zach Dean","STL","C","9","4.5","4","10","28.57","4","9","30.77","4","7","36.36","0","1","0.00","0.07","1.08","5.71","0","8","0.00","0","6","0.00","0","1","0.00","0","2","0.00","0","0","-","1","2","33.33","0","0","-","0.00","85.71","0.857","0","0","0","10","-","0","0","1","0.00"
"768","Kevin Korchinski","CHI","D","76","15.466666666667","6","15","28.57","5","9","35.71","2","3","40.00","1","0","100.00","0.46","0.94","32.81","4","7","36.36","0","4","0.00","0","0","-","4","3","57.14","1","0","100.00","2","10","16.67","0","0","-","50.00","100.00","1.500","3","2","4","35","42.86","4","3","5","44.44"
"523","Martin Necas","CAR","C","77","9.2333333333333","3","8","27.27","2","5","28.57","2","1","66.67","1","0","100.00","0.1","0.2","33.64","2","2","50.00","1","0","100.00","1","0","100.00","1","2","33.33","0","0","-","1","7","12.50","0","0","-","50.00","100.00","1.500","1","1","1","39","50.00","2","3","2","50.00"
"719","Alex Laferriere","L.A","R","81","6.5833333333333","3","8","27.27","3","8","27.27","2","8","20.00","0","2","0.00","0.14","0.56","19.67","2","4","33.33","1","1","50.00","0","1","0.00","1","3","25.00","0","0","-","0","4","0.00","0","1","0.00","0.00","75.00","0.750","0","2","1","19","0.00","1","2","1","50.00"
"369","Sebastian Aho","CAR","C","78","138.15","52","140","27.08","46","107","30.07","38","78","32.76","3","12","20.00","3.1","12.02","20.49","24","88","21.43","8","43","15.69","1","6","14.29","16","45","26.23","1","2","33.33","17","74","18.68","0","4","0.00","7.89","84.62","0.925","3","7","35","176","7.89","8","8","47","14.55"
"582","Jack Drury","CAR","C","74","34.183333333333","11","30","26.83","8","23","25.81","8","15","34.78","1","2","33.33","0.6","3.56","14.41","7","19","26.92","4","9","30.77","1","1","50.00","3","10","23.08","0","1","0.00","3","14","17.65","0","0","-","12.50","86.67","0.992","1","6","10","60","9.09","2","8","14","12.50"
"327","Warren Foegele","EDM","L","82","72.366666666667","32","89","26.45","29","63","31.52","19","37","33.93","2","4","33.33","2.32","6.29","26.91","19","51","27.14","10","21","32.26","2","0","100.00","9","30","23.08","0","2","0.00","13","43","23.21","0","2","0.00","10.53","89.19","0.997","5","11","15","98","25.00","9","16","15","37.50"
"427","Matthew Tkachuk","FLA","L","80","27.216666666667","6","17","26.09","6","12","33.33","4","10","28.57","1","2","33.33","0.63","1.24","33.80","4","9","30.77","1","2","33.33","0","1","0.00","3","7","30.00","1","0","100.00","3","14","17.65","0","1","0.00","25.00","80.00","1.050","3","4","13","75","18.75","3","5","13","18.75"
"442","Jakob Chychrun","OTT","D","82","19.05","6","17","26.09","5","12","29.41","4","9","30.77","0","1","0.00","0.2","1.34","13.17","5","12","29.41","4","6","40.00","0","1","0.00","1","6","14.29","0","0","-","1","8","11.11","0","0","-","0.00","88.89","0.889","2","0","6","51","25.00","2","0","8","20.00"
"290","Joel Hanley","CGY, DAL","D","42","18.933333333333","8","23","25.81","6","14","30.00","5","12","29.41","1","2","33.33","0.66","1.02","39.07","4","11","26.67","2","3","40.00","1","1","50.00","2","8","20.00","0","1","0.00","4","13","23.53","0","0","-","20.00","83.33","1.033","0","0","4","29","0.00","0","2","5","0.00"
"391","Thomas Chabot","OTT","D","51","27.85","15","44","25.42","11","25","30.56","9","19","32.14","0","0","-","0.57","2.84","16.61","10","26","27.78","5","11","31.25","0","0","-","5","15","25.00","0","0","-","4","21","16.00","0","0","-","0.00","100.00","1.000","1","0","4","42","20.00","3","2","11","21.43"
"576","K'Andre Miller","NYR","D","80","150.43333333333","67","199","25.19","60","153","28.17","41","97","29.71","6","16","27.27","5.49","15.81","25.79","41","98","29.50","22","45","32.84","5","7","41.67","19","53","26.39","0","7","0.00","15","142","9.55","1","2","33.33","14.63","83.51","0.981","0","10","55","132","0.00","3","19","86","3.37"
"55","Jordan Eberle","SEA","R","78","2.05","1","3","25.00","1","1","50.00","1","1","50.00","0","1","0.00","0.03","0.49","6.39","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","1","50.00","0","0","-","0.00","0.00","0.000","0","1","0","12","-","0","1","0","-"
"58","Justin Schultz","SEA","D","70","2.1166666666667","1","3","25.00","1","1","50.00","1","1","50.00","0","1","0.00","0.03","0.49","6.39","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","1","50.00","0","0","-","0.00","0.00","0.000","0","0","0","10","-","0","1","0","-"
"87","Tyson Barrie","NSH","D","41","5.2166666666667","2","6","25.00","1","6","14.29","0","6","0.00","0","0","-","0.01","0.31","4.47","1","1","50.00","0","0","-","0","0","-","1","1","50.00","0","0","-","0","6","0.00","0","0","-","-","100.00","1.00","0","1","0","18","-","0","1","2","0.00"
"106","Mats Zuccarello","MIN","R","69","2.7833333333333","1","3","25.00","1","2","33.33","0","2","0.00","0","1","0.00","0.01","0.28","3.91","0","3","0.00","0","2","0.00","0","1","0.00","0","1","0.00","0","0","-","1","0","100.00","0","0","-","-","50.00","0.50","0","1","1","11","0.00","0","1","1","0.00"
"127","Zach Hyman","EDM","L","80","5.4166666666667","1","3","25.00","1","3","25.00","1","3","25.00","0","1","0.00","0.14","0.44","24.45","1","2","33.33","1","2","33.33","0","1","0.00","0","0","-","0","0","-","1","1","50.00","0","0","-","0.00","66.67","0.667","2","1","0","15","100.00","2","1","0","100.00"
"256","Andre Burakovsky","SEA","L","49","0.7","1","3","25.00","1","1","50.00","1","1","50.00","0","1","0.00","0.03","0.49","6.39","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","1","50.00","0","0","-","0.00","0.00","0.000","0","0","0","1","-","0","0","0","-"
"414","Kirill Kaprizov","MIN","L","75","3.3833333333333","1","3","25.00","1","3","25.00","0","3","0.00","0","0","-","0.01","0.26","4.17","0","3","0.00","0","1","0.00","0","0","-","0","2","0.00","0","0","-","1","2","33.33","0","0","-","-","100.00","1.00","0","0","1","10","0.00","0","0","2","0.00"
"629","Mason Morelli","VGK","L","9","2.3666666666667","1","3","25.00","1","2","33.33","1","1","50.00","0","0","-","0.01","0.21","3.70","0","2","0.00","0","0","-","0","0","-","0","2","0.00","0","0","-","0","1","0.00","0","0","-","0.00","100.00","1.000","0","1","0","5","-","0","1","0","-"
"676","Juuso Parssinen","NSH","C","44","2.4","1","3","25.00","1","3","25.00","1","3","25.00","0","1","0.00","0.09","0.27","24.31","1","3","25.00","0","1","0.00","0","0","-","1","2","33.33","0","1","0.00","0","1","0.00","0","0","-","0.00","66.67","0.667","0","0","1","13","0.00","0","0","1","0.00"
"690","Braden Schneider","NYR","D","82","90.233333333333","37","111","25.00","35","87","28.69","23","56","29.11","3","6","33.33","3.52","7.93","30.73","26","55","32.10","16","23","41.03","3","3","50.00","10","32","23.81","0","2","0.00","8","65","10.96","0","1","0.00","13.04","89.29","1.023","3","5","19","114","13.64","5","8","25","16.67"
"584","Rasmus Dahlin","BUF","D","81","96.95","48","146","24.74","36","121","22.93","30","87","25.64","1","12","7.69","2.92","12.71","18.69","25","94","21.01","11","44","20.00","0","5","0.00","14","50","21.88","1","3","25.00","22","90","19.64","0","4","0.00","3.33","86.21","0.895","3","14","47","86","6.00","10","18","67","12.99"
"577","Filip Zadina","S.J","R","72","21.033333333333","12","37","24.49","10","28","26.32","8","26","23.53","0","6","0.00","0.47","3.13","13.14","5","28","15.15","3","8","27.27","0","3","0.00","2","20","9.09","0","2","0.00","3","15","16.67","0","1","0.00","0.00","76.92","0.769","0","1","7","26","0.00","2","2","8","20.00"
"455","Boris Katchouk","CHI, OTT","L","59","61.916666666667","27","84","24.32","25","65","27.78","20","51","28.17","2","8","20.00","2.27","7.57","23.11","17","45","27.42","7","20","25.93","0","4","0.00","10","25","28.57","1","3","25.00","5","50","9.09","0","1","0.00","10.00","84.31","0.943","1","4","12","73","7.69","2","14","16","11.11"
"226","Erik Gustafsson","NYR","D","76","17.25","8","25","24.24","7","22","24.14","7","16","30.43","0","2","0.00","0.73","2.51","22.43","6","13","31.58","2","9","18.18","0","2","0.00","4","4","50.00","0","0","-","3","14","17.65","0","0","-","0.00","87.50","0.875","0","1","4","44","0.00","5","2","4","55.56"
"419","Steven Lorentz","FLA","C","38","18.8","7","22","24.14","6","16","27.27","4","9","30.77","0","1","0.00","0.93","1.91","32.68","5","16","23.81","1","8","11.11","0","1","0.00","4","8","33.33","0","0","-","2","8","20.00","0","0","-","0.00","88.89","0.889","0","2","2","25","0.00","0","2","4","0.00"
"88","Dmitry Orlov","CAR","D","82","72.883333333333","20","63","24.10","16","40","28.57","11","22","33.33","1","2","33.33","1.14","3.63","23.88","10","34","22.73","4","14","22.22","0","0","-","6","20","23.08","0","1","0.00","6","39","13.33","0","1","0.00","9.09","90.91","1.000","2","5","22","102","8.33","6","11","30","16.67"
"526","Pierre-Olivier Joseph","PIT","D","52","26.033333333333","11","35","23.91","10","24","29.41","7","18","28.00","1","4","20.00","1.48","2.83","34.41","9","19","32.14","6","12","33.33","1","3","25.00","3","7","30.00","0","0","-","3","21","12.50","0","1","0.00","14.29","77.78","0.921","1","1","7","45","12.50","2","4","8","20.00"
"522","Miro Heiskanen","DAL","D","71","51.833333333333","21","68","23.60","18","50","26.47","12","40","23.08","2","3","40.00","1.8","4.95","26.65","12","38","24.00","8","18","30.77","1","2","33.33","4","20","16.67","1","0","100.00","7","41","14.58","0","1","0.00","16.67","92.50","1.092","2","8","24","69","7.69","4","10","34","10.53"
