"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"408","Jonathan Marchessault","VGK","C","82","1.3833333333333","1","1","50.00","0","1","0.00","0","1","0.00","0","0","-","0","0.06","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","1","50.00","0","0","-","-","100.00","1.00","1","1","1","6","50.00","1","1","1","50.00"
"552","Anthony Mantha","DET","R","67","0.3","1","1","50.00","1","1","50.00","1","1","50.00","0","0","-","0.04","0.05","46.61","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","1","50.00","0","0","-","0.00","100.00","1.000","0","0","0","1","-","0","0","0","-"
"592","Nikolay Goldobin","VAN","R","63","3.5333333333333","5","5","50.00","5","4","55.56","4","2","66.67","1","0","100.00","0.52","0.4","56.33","4","4","50.00","3","2","60.00","1","0","100.00","1","2","33.33","0","0","-","0","1","0.00","0","0","-","25.00","100.00","1.250","0","0","0","4","-","0","0","0","-"
"648","Oliver Kylington","CGY","D","38","1.3166666666667","2","2","50.00","2","1","66.67","2","0","100.00","0","0","-","0.14","0.06","70.95","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","1","2","33.33","0","0","-","0.00","-","0.00","1","1","0","2","100.00","1","1","0","100.00"
"649","Christian Fischer","ARI","R","71","1.4166666666667","1","1","50.00","1","1","50.00","1","1","50.00","0","0","-","0","0.18","2.53","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","100.00","1.000","1","1","0","4","100.00","1","1","0","100.00"
"653","Brock Boeser","VAN","R","69","3.2","2","2","50.00","2","1","66.67","2","1","66.67","1","0","100.00","0.1","0.07","59.44","2","1","66.67","1","0","100.00","1","0","100.00","1","1","50.00","0","0","-","0","1","0.00","0","0","-","50.00","100.00","1.500","1","0","0","6","100.00","1","0","1","50.00"
"736","Michael McLeod","N.J","C","21","2","1","1","50.00","1","1","50.00","1","1","50.00","1","1","50.00","0.14","0.14","50.53","1","1","50.00","0","1","0.00","0","1","0.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","100.00","0.00","1.000","0","0","0","7","-","0","0","0","-"
"274","Nate Prosser","MIN","D","15","6.3166666666667","5","6","45.45","5","4","55.56","3","2","60.00","0","0","-","0.22","0.26","45.54","1","2","33.33","0","1","0.00","0","0","-","1","1","50.00","0","0","-","4","3","57.14","0","0","-","0.00","100.00","1.000","1","0","1","11","50.00","2","1","1","66.67"
"76","Bobby Ryan","OTT","R","78","7.7833333333333","7","9","43.75","7","6","53.85","6","3","66.67","0","0","-","0.25","0.65","27.77","4","8","33.33","4","1","80.00","0","0","-","0","7","0.00","0","0","-","1","1","50.00","0","0","-","0.00","100.00","1.000","3","2","2","16","60.00","3","2","2","60.00"
"537","Jonathan Drouin","MTL","C, L","81","5.7333333333333","3","4","42.86","3","3","50.00","2","3","40.00","0","0","-","0.12","0.45","21.46","1","2","33.33","1","1","50.00","0","0","-","0","1","0.00","0","0","-","2","2","50.00","0","0","-","0.00","100.00","1.000","1","1","2","15","33.33","2","2","3","40.00"
"540","Sean Monahan","CGY","C","78","3.05","3","4","42.86","2","2","50.00","1","2","33.33","0","1","0.00","0.14","0.08","64.01","2","1","66.67","1","0","100.00","0","0","-","1","1","50.00","0","1","0.00","1","2","33.33","0","0","-","0.00","50.00","0.500","5","6","1","18","83.33","5","6","1","83.33"
"591","David Pastrnak","BOS","R","66","2.65","3","4","42.86","3","4","42.86","1","4","20.00","0","2","0.00","0.11","0.74","12.79","1","2","33.33","0","0","-","0","0","-","1","2","33.33","0","1","0.00","2","2","50.00","0","1","0.00","0.00","50.00","0.500","0","1","0","7","-","0","2","2","0.00"
"640","Jordan Greenway","MIN","L","81","2.6166666666667","3","4","42.86","3","4","42.86","3","3","50.00","0","0","-","0.03","0.32","9.69","0","4","0.00","0","0","-","0","0","-","0","4","0.00","0","0","-","2","0","100.00","0","0","-","0.00","100.00","1.000","2","0","0","6","100.00","2","0","0","100.00"
"333","Micheal Ferland","CAR","L","71","1.75","2","3","40.00","2","3","40.00","2","2","50.00","0","0","-","0.06","0.48","11.28","0","3","0.00","0","1","0.00","0","0","-","0","2","0.00","0","0","-","2","0","100.00","0","0","-","0.00","100.00","1.000","1","3","1","2","50.00","1","3","1","50.00"
"654","Mathew Barzal","NYI","C","82","5.5","2","3","40.00","2","2","50.00","2","2","50.00","0","1","0.00","0.02","0.25","8.72","1","2","33.33","0","1","0.00","0","0","-","1","1","50.00","0","1","0.00","1","1","50.00","0","0","-","0.00","50.00","0.500","0","3","1","8","0.00","1","3","2","33.33"
"677","Markus Hannikainen","CBJ","L","44","7.1833333333333","6","9","40.00","4","8","33.33","4","7","36.36","0","0","-","0.29","0.75","28.01","2","6","25.00","1","2","33.33","0","0","-","1","4","20.00","0","0","-","1","3","25.00","0","0","-","0.00","100.00","1.000","0","0","2","11","0.00","1","0","2","33.33"
"679","Artemi Panarin","CBJ","L","79","3.4","2","3","40.00","2","1","66.67","2","1","66.67","0","1","0.00","0.09","0.11","47.05","1","2","33.33","1","0","100.00","0","0","-","0","2","0.00","0","1","0.00","1","1","50.00","0","0","-","0.00","0.00","0.000","0","0","0","10","-","0","1","1","0.00"
"192","Justin Schultz","PIT","D","29","3.9166666666667","4","7","36.36","4","4","50.00","4","2","66.67","0","1","0.00","0.23","0.33","41.40","2","3","40.00","2","0","100.00","0","0","-","0","3","0.00","0","1","0.00","0","4","0.00","0","0","-","0.00","50.00","0.500","0","0","2","6","0.00","0","0","2","0.00"
"279","Oscar Lindberg","OTT, VGK","C, L","55","10.266666666667","6","11","35.29","6","9","40.00","4","7","36.36","0","1","0.00","0.47","0.48","49.82","3","4","42.86","2","0","100.00","0","0","-","1","4","20.00","0","1","0.00","1","5","16.67","0","0","-","0.00","85.71","0.857","2","3","0","14","100.00","2","3","1","66.67"
"4","Patrick Marleau","TOR","C","82","5.6","1","2","33.33","1","2","33.33","0","2","0.00","0","1","0.00","0.03","0.21","11.28","0","2","0.00","0","1","0.00","0","0","-","0","1","0.00","0","1","0.00","1","0","100.00","0","0","-","-","50.00","0.50","2","1","1","15","66.67","2","2","1","66.67"
"182","Josh Bailey","NYI","R","82","2.8","1","2","33.33","1","1","50.00","1","1","50.00","1","0","100.00","0.11","0.04","74.01","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","2","0.00","0","0","-","100.00","100.00","2.000","0","2","1","11","0.00","0","2","1","0.00"
"193","Cameron Gaunce","T.B","D","2","2.2166666666667","2","4","33.33","2","4","33.33","2","3","40.00","1","0","100.00","0.17","0.37","32.02","2","3","40.00","2","1","66.67","1","0","100.00","0","2","0.00","0","0","-","0","1","0.00","0","0","-","50.00","100.00","1.500","0","0","1","2","0.00","0","1","1","0.00"
"202","Gustav Nyquist","DET, S.J","C, R","81","1.9666666666667","1","2","33.33","1","1","50.00","0","1","0.00","0","1","0.00","0.01","0.83","1.53","1","1","50.00","0","1","0.00","0","1","0.00","1","0","100.00","0","0","-","0","1","0.00","0","0","-","-","0.00","0.00","0","1","0","6","-","0","1","0","-"
"260","Wade Megan","DET","C","11","1.75","1","2","33.33","0","2","0.00","0","2","0.00","0","1","0.00","0","0.06","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","2","0.00","0","1","0.00","-","50.00","0.50","0","0","0","3","-","0","0","0","-"
"351","Johnny Gaudreau","CGY","L","82","2.2833333333333","2","4","33.33","1","3","25.00","0","3","0.00","0","1","0.00","0.01","0.2","6.25","0","2","0.00","0","1","0.00","0","0","-","0","1","0.00","0","1","0.00","1","1","50.00","0","0","-","-","66.67","0.67","5","4","0","16","100.00","5","4","0","100.00"
"372","Victor Rask","CAR, MIN","C","49","2.8","1","2","33.33","1","2","33.33","1","2","33.33","0","0","-","0","0.03","4.23","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","2","0.00","0","0","-","0.00","100.00","1.000","0","0","2","3","0.00","0","0","2","0.00"
"532","Tyler Bertuzzi","DET","L","73","1.55","1","2","33.33","1","1","50.00","1","1","50.00","0","0","-","0.04","0.08","36.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","2","33.33","0","0","-","0.00","100.00","1.000","0","0","0","6","-","0","0","0","-"
"564","Jake Chelios","DET","D","5","3.7","2","4","33.33","2","4","33.33","1","3","25.00","0","0","-","0.05","0.43","10.04","0","3","0.00","0","3","0.00","0","0","-","0","0","-","0","0","-","1","1","50.00","0","0","-","0.00","100.00","1.000","0","1","0","5","-","0","1","0","-"
"623","Ondrej Kase","ANA","R","30","0.63333333333333","1","2","33.33","1","2","33.33","1","1","50.00","0","0","-","0","0.36","0.65","0","2","0.00","0","1","0.00","0","0","-","0","1","0.00","0","0","-","0","0","-","0","0","-","0.00","100.00","1.000","0","0","0","2","-","0","0","0","-"
"713","Libor Hajek","NYR","D","5","4.5666666666667","2","4","33.33","2","4","33.33","2","3","40.00","0","0","-","0.06","0.32","16.71","1","1","50.00","0","0","-","0","0","-","1","1","50.00","0","0","-","0","3","0.00","0","0","-","0.00","100.00","1.000","0","0","1","7","0.00","0","1","1","0.00"
"766","Ryan Poehling","MTL","C","1","0.7","1","2","33.33","0","2","0.00","0","1","0.00","0","0","-","0","0.21","0.00","1","2","33.33","0","0","-","0","0","-","1","2","33.33","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","1","0","1","-","0","1","0","-"
"802","Antti Suomela","S.J","C","27","2.1666666666667","1","2","33.33","0","2","0.00","0","2","0.00","0","1","0.00","0","0.18","0.00","1","1","50.00","0","1","0.00","0","1","0.00","1","0","100.00","0","0","-","0","1","0.00","0","0","-","-","50.00","0.50","0","1","1","4","0.00","0","1","2","0.00"
"407","Colin Miller","VGK","D","65","38.033333333333","19","40","32.20","17","32","34.69","13","22","37.14","4","1","80.00","1.52","2.27","40.04","10","15","40.00","6","3","66.67","3","1","75.00","4","12","25.00","1","0","100.00","5","23","17.86","0","0","-","30.77","95.45","1.262","1","10","16","36","5.88","4","15","26","13.33"
"730","Samuel Girard","COL","D","82","11.6","6","13","31.58","5","8","38.46","4","6","40.00","0","2","0.00","0.18","0.96","16.05","3","5","37.50","0","2","0.00","0","0","-","3","3","50.00","0","1","0.00","3","8","27.27","0","1","0.00","0.00","66.67","0.667","0","1","2","21","0.00","0","2","2","0.00"
"156","Yannick Weber","NSH","D","62","22.866666666667","11","24","31.43","11","22","33.33","5","19","20.83","1","3","25.00","0.51","1.83","21.92","5","9","35.71","1","4","20.00","0","1","0.00","4","5","44.44","1","0","100.00","2","13","13.33","0","2","0.00","20.00","84.21","1.042","1","6","6","27","14.29","2","9","8","20.00"
"241","Reilly Smith","VGK","R","74","114.08333333333","62","136","31.31","56","106","34.57","43","72","37.39","4","9","30.77","4.13","9.24","30.91","30","72","29.41","22","27","44.90","4","5","44.44","8","45","15.09","0","2","0.00","14","60","18.92","0","2","0.00","9.30","87.50","0.968","3","10","37","111","7.50","10","20","53","15.87"
"291","Jon Merrill","VGK","D","57","69.683333333333","39","87","30.95","36","67","34.95","27","49","35.53","6","6","50.00","2.54","6.21","29.06","18","42","30.00","12","18","40.00","4","4","50.00","6","24","20.00","2","2","50.00","11","45","19.64","0","0","-","22.22","87.76","1.100","2","5","23","78","8.00","6","14","29","17.14"
"535","Nathan MacKinnon","COL","C","82","9.15","4","9","30.77","4","6","40.00","3","5","37.50","0","2","0.00","0.3","0.97","23.64","3","3","50.00","2","2","50.00","0","1","0.00","1","1","50.00","0","0","-","1","5","16.67","0","1","0.00","0.00","60.00","0.600","0","6","12","43","0.00","0","9","12","0.00"
"117","Derick Brassard","COL, FLA, PIT","C","70","7.0833333333333","3","7","30.00","3","7","30.00","3","6","33.33","0","1","0.00","0.34","0.45","42.70","3","3","50.00","3","0","100.00","0","0","-","0","3","0.00","0","1","0.00","0","4","0.00","0","0","-","0.00","83.33","0.833","1","1","7","12","12.50","1","1","9","10.00"
"580","Brendan Perlini","ARI, CHI","L","68","7.0333333333333","3","7","30.00","2","6","25.00","2","5","28.57","0","0","-","0.06","0.88","6.01","0","4","0.00","0","3","0.00","0","0","-","0","1","0.00","0","0","-","3","3","50.00","0","0","-","0.00","100.00","1.000","2","2","0","11","100.00","2","3","0","100.00"
"638","Vince Dunn","STL","D","78","9.3166666666667","3","7","30.00","3","5","37.50","3","2","60.00","0","1","0.00","0.22","0.41","35.04","2","3","40.00","2","2","50.00","0","0","-","0","1","0.00","0","0","-","1","4","20.00","0","1","0.00","0.00","50.00","0.500","0","2","3","28","0.00","0","2","3","0.00"
"391","Dougie Hamilton","CAR","D","82","20.816666666667","10","24","29.41","7","18","28.00","6","10","37.50","0","1","0.00","0.36","1.29","21.87","1","10","9.09","1","5","16.67","0","0","-","0","5","0.00","0","1","0.00","6","11","35.29","0","0","-","0.00","90.00","0.900","2","5","10","38","16.67","7","8","10","41.18"
"288","Evgeny Kuznetsov","WSH","C","76","16.666666666667","9","22","29.03","8","14","36.36","8","11","42.11","0","3","0.00","0.47","1.93","19.53","5","11","31.25","2","9","18.18","0","3","0.00","3","2","60.00","0","0","-","3","11","21.43","0","0","-","0.00","72.73","0.727","3","1","4","28","42.86","3","2","5","37.50"
"45","David Backes","BOS","R","70","11.933333333333","8","20","28.57","6","19","24.00","3","16","15.79","0","3","0.00","0.23","1.92","10.61","2","11","15.38","1","7","12.50","0","2","0.00","1","4","20.00","0","0","-","4","8","33.33","0","1","0.00","0.00","81.25","0.813","0","1","12","11","0.00","3","1","13","18.75"
"157","Patrick Kane","CHI","R","81","6.05","2","5","28.57","2","3","40.00","2","1","66.67","0","0","-","0.12","0.41","22.32","1","2","33.33","1","0","100.00","0","0","-","0","2","0.00","0","0","-","1","0","100.00","0","0","-","0.00","100.00","1.000","2","0","4","14","33.33","3","0","5","37.50"
"801","Bogdan Kiselevich","FLA","D","32","26.133333333333","10","25","28.57","9","18","33.33","8","10","44.44","0","1","0.00","0.55","1.48","27.25","4","9","30.77","1","7","12.50","0","0","-","3","2","60.00","0","0","-","3","16","15.79","0","1","0.00","0.00","90.00","0.900","0","4","13","30","0.00","1","8","15","6.25"
"440","Filip Forsberg","NSH","L","64","67.916666666667","29","73","28.43","23","51","31.08","14","43","24.56","2","4","33.33","1.9","5.4","26.00","19","36","34.55","8","13","38.10","2","2","50.00","11","23","32.35","0","1","0.00","7","31","18.42","0","0","-","14.29","90.70","1.050","4","4","29","90","12.12","7","9","31","18.42"
"641","Timo Meier","S.J","R","78","41.116666666667","18","46","28.13","14","36","28.00","7","25","21.88","1","3","25.00","0.81","3.51","18.81","10","21","32.26","3","9","25.00","0","2","0.00","7","12","36.84","1","1","50.00","4","23","14.81","0","0","-","14.29","88.00","1.023","1","3","7","65","12.50","2","7","10","16.67"
"544","Valeri Nichushkin","DAL","R","57","16.883333333333","8","21","27.59","5","12","29.41","5","8","38.46","1","1","50.00","0.33","0.81","29.27","2","8","20.00","1","3","25.00","0","0","-","1","5","16.67","1","0","100.00","3","11","21.43","0","1","0.00","20.00","87.50","1.075","1","0","2","31","33.33","1","0","2","33.33"
"281","Jason Zucker","MIN","L","81","14.833333333333","6","16","27.27","5","14","26.32","3","12","20.00","1","0","100.00","0.26","0.93","21.75","4","7","36.36","2","1","66.67","1","0","100.00","2","6","25.00","0","0","-","1","9","10.00","0","0","-","33.33","100.00","1.333","2","2","3","34","40.00","2","3","5","28.57"
"691","Rudolfs Balcers","OTT","L","36","8.9333333333333","3","8","27.27","3","7","30.00","3","6","33.33","0","1","0.00","0.15","0.59","20.04","2","5","28.57","0","2","0.00","0","1","0.00","2","3","40.00","0","0","-","0","3","0.00","0","0","-","0.00","83.33","0.833","2","0","1","19","66.67","2","0","1","66.67"
"380","William Karlsson","VGK","C","82","125.46666666667","60","163","26.91","55","121","31.25","42","87","32.56","4","10","28.57","4.55","10.18","30.89","27","81","25.00","19","26","42.22","3","5","37.50","8","55","12.70","0","2","0.00","15","76","16.48","1","3","25.00","9.52","88.51","0.980","3","14","50","113","5.66","10","25","68","12.82"
"169","Nick Holden","VGK","D","61","106.41666666667","46","125","26.90","39","97","28.68","27","68","28.42","4","6","40.00","2.75","9.19","23.04","22","64","25.58","13","26","33.33","1","4","20.00","9","38","19.15","3","2","60.00","11","56","16.42","0","0","-","14.81","91.18","1.060","0","4","34","90","0.00","6","15","46","11.54"
"659","Zach Werenski","CBJ","D","82","106.11666666667","40","109","26.85","37","88","29.60","32","63","33.68","1","14","6.67","2.27","7.8","22.52","19","57","25.00","13","24","35.14","1","5","16.67","6","33","15.38","0","5","0.00","9","45","16.67","0","4","0.00","3.13","77.78","0.809","5","16","40","110","11.11","7","22","64","9.86"
"636","Connor McDavid","EDM","C","78","49.2","23","63","26.74","20","44","31.25","13","35","27.08","3","10","23.08","1.9","4.46","29.85","17","30","36.17","6","16","27.27","2","5","28.57","11","14","44.00","1","2","33.33","4","28","12.50","0","3","0.00","23.08","71.43","0.945","4","9","37","71","9.76","7","13","43","14.00"
"186","Jake Gardiner","TOR","D","62","7.0333333333333","4","11","26.67","3","8","27.27","2","6","25.00","0","0","-","0.18","0.74","19.58","2","6","25.00","1","2","33.33","0","0","-","1","4","20.00","0","0","-","1","5","16.67","0","0","-","0.00","100.00","1.000","1","1","2","21","33.33","1","2","3","25.00"
"385","Jonathan Huberdeau","FLA","L","82","14.533333333333","5","14","26.32","5","9","35.71","5","5","50.00","0","1","0.00","0.17","1","14.70","2","8","20.00","0","3","0.00","0","0","-","2","5","28.57","0","1","0.00","1","5","16.67","0","0","-","0.00","80.00","0.800","1","7","2","29","33.33","1","9","2","33.33"
