"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"216","Carter Verhaeghe","FLA","C","81","0.7","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.03","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","0","2","0","7","-","0","2","0","-"
"248","Anthony Mantha","CGY","R","13","0.16666666666667","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","0.2","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","100.00","-","1.00","0","0","0","1","-","0","0","0","-"
"264","William Nylander","TOR","R","82","2.4833333333333","3","0","100.00","3","0","100.00","3","0","100.00","0","0","-","0.19","0","100.00","2","0","100.00","0","0","-","0","0","-","2","0","100.00","0","0","-","5","0","100.00","0","0","-","0.00","-","0.00","2","0","1","21","66.67","4","0","1","80.00"
"276","David Pastrnak","BOS","R","82","2.05","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.01","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","1","0.00","0","0","-","0.00","-","0.00","0","2","1","22","0.00","0","2","1","0.00"
"299","Kevin Labanc","CBJ","R","34","0.23333333333333","2","0","100.00","2","0","100.00","1","0","100.00","0","0","-","0.22","0","100.00","2","0","100.00","0","0","-","0","0","-","2","0","100.00","0","0","-","0","0","-","0","0","-","0.00","-","0.00","0","0","0","2","-","0","0","0","-"
"466","Shane Bowers","N.J","C","4","0.51666666666667","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0.00","-","0.00","0","0","0","1","-","0","0","0","-"
"529","Akil Thomas","L.A","C","25","0.1","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.03","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","2","0","100.00","0","0","-","0.00","-","0.00","1","0","0","0","100.00","2","0","0","100.00"
"575","Matthew Robertson","NYR","D","2","1.4666666666667","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","0.12","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","1","0","100.00","0","0","-","0","0","-","100.00","-","1.00","0","1","1","0","0.00","0","2","1","0.00"
"580","Nils Hoglander","VAN","L","72","0.65","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.12","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","0.00","-","0.00","0","0","0","4","-","0","0","0","-"
"608","Pavel Dorofeyev","VGK","L","82","0.8","4","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0.16","0","100.00","3","0","100.00","1","0","100.00","0","0","-","2","0","100.00","0","0","-","3","0","100.00","0","0","-","0.00","-","0.00","2","0","0","3","100.00","4","0","0","100.00"
"650","Alexis Lafrenière","NYR","L","82","0.31666666666667","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.13","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0.00","-","0.00","0","0","0","2","-","0","0","0","-"
