"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","ixG/60","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"517","Magnus Paajarvi","STL","L","10","3.2166666666667","0.32166666666667","0","18.65","0","18.65","18.65","50.00","0","-","1.68","37.31","37.31","18.65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"84","Dominic Moore","NYR","C","82","3.4","0.041463414634146","0","17.65","0","17.65","17.65","100.00","0","-","0","17.65","0","17.65","0","0","17.65","0","0","0","0","0","0","0","0","0","0","0","88.24","17.65","1470.59"
"790","Christian Folin","MIN","D","40","5.3166666666667","0.13291666666667","0","11.29","0","11.29","11.29","100.00","0","-","0","11.29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45.14","0","0","0","-"
"655","Iiro Pakarinen","EDM","R","17","14.933333333333","0.87843137254902","0","8.04","0","8.04","8.04","100.00","16.07","0.00","0.94","20.09","16.07","4.02","0","0","0","0","0","0","0","0","0","0","0","0","8.04","0","4.02","0","401.79"
"755","Andrej Sustr","T.B","D","72","8.2333333333333","0.11435185185185","0","7.29","0","7.29","7.29","100.00","0","-","0","0","0","0","0","0","0","14.57","7.29","7.29","0","0","7.29","0","0","0","0","7.29","0","0","-"
"458","Marco Scandella","MIN","D","64","36.166666666667","0.56510416666667","1.66","6.64","0","6.64","8.29","100.00","8.29","20.00","1.62","26.54","16.59","4.98","1.66","0","1.66","0","0","0","0","0","0","1.66","0","0","0","0","0","0","-"
"546","Casey Cizikas","NYI","C","70","9.95","0.14214285714286","0","6.03","0","6.03","6.03","100.00","12.06","0.00","2.64","24.12","12.06","24.12","12.06","0","0","0","0","0","0","0","0","0","0","0","6.03","0","72.36","54.27","344.58"
"358","David Schlemko","ARI, CGY, DAL","D","44","20.533333333333","0.46666666666667","0","5.84","0","5.84","5.84","66.67","11.69","0.00","0.35","26.3","11.69","2.92","0","0","0","0","0","0","0","0","0","0","0","0","0","2.92","0","0","-"
"13","Matt Cullen","NSH","C","62","31.233333333333","0.50376344086022","0","7.68","1.92","5.76","7.68","57.14","5.76","0.00","0.73","15.37","11.53","7.68","0","0","0","0","0","0","0","0","0","1.92","1.92","0","1.92","0","9.61","9.61","96.05"
"665","Nick Shore","L.A","C","34","10.466666666667","0.3078431372549","0","5.73","0","5.73","5.73","100.00","0","-","0.77","5.73","5.73","5.73","5.73","0","0","0","0","0","0","0","0","0","0","5.73","11.46","0","28.66","28.66","286.62"
"10","Chris Phillips","OTT","D","36","10.6","0.29444444444444","0","5.66","0","5.66","5.66","100.00","0","-","0.29","11.32","5.66","11.32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"41","Scott Gomez","N.J","C","58","111.55","1.923275862069","0","7.53","2.69","4.84","7.53","82.35","2.69","0.00","0.31","6.99","4.3","3.23","0","0","0","0","0","0","0","0","0.54","2.69","0","0.54","1.08","0","26.89","27.97","26.37"
"640","Taylor Fedun","S.J","D","7","12.8","1.8285714285714","0","9.38","4.69","4.69","9.38","100.00","18.75","0.00","1.07","23.44","23.44","4.69","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"732","Olli Maatta","PIT","D","20","27.05","1.3525","0","4.44","0","4.44","4.44","66.67","13.31","0.00","1.3","22.18","15.53","4.44","2.22","0","2.22","0","0","0","0","0","0","0","0","2.22","0","0","0","0","-"
"652","Nikita Nesterov","T.B","D","27","14.533333333333","0.53827160493827","4.13","4.13","0","4.13","8.26","66.67","20.64","20.00","1.62","53.67","33.03","12.39","0","0","0","8.26","4.13","4.13","0","0","0","0","0","4.13","0","0","0","0","-"
"254","Mike Santorelli","NSH, TOR","C","79","29.45","0.37278481012658","0","4.07","0","4.07","4.07","40.00","8.15","0.00","0.7","10.19","8.15","10.19","4.07","0","0","4.07","2.04","2.04","0","0","0","2.04","2.04","4.07","4.07","2.04","18.34","10.19","130.97"
